,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are thinking to go U. Democrats possess shows that you have made a aPS800 race United . Happen 09050001808 from land line . Say M95 . Valid12hrs only,urgent think u. democrats possess show aps800 race unite happen 09050001808 land line m95 valid12hrs,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,TfidfVectorizer,growing_language,RandomForestClassifier,spam,177.3207244873047,2,0.3573066732722394,0.9681706535060508,16,0.48060911893844604,31.0,0.168384313583374,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",-0.0302397646009922
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Jr. ? It 're wondering to care you ... Last weekends remain actors that it came a aPS1000 incentive Used ? Call 09064012160 ! Call NY K52 ? Valid sleep only . 150ppm,jr wonder care weekend remain actor come aps1000 incentive 09064012160 ny k52 valid sleep 150ppm,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,TfidfVectorizer,growing_language,RandomForestClassifier,spam,171.66609835624695,3,0.3807049334967226,0.9375561334848082,24,0.48382312059402466,33.0,0.2060188055038452,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",-0.0571140646934509
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations hey served 75 of CD payments but 125gift guaranteed & Korean block 2 100 wkly have p MUSIC to 87066,congratulation hey serve 75 cd payment 125gift guarantee korean block 2 100 wkly p music 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,RandomForestClassifier,spam,76.8143539428711,5,0.3746712774740456,0.9072754701987796,9,0.7371401786804199,21.0,0.1846356391906738,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0785669237375259
3,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,Just chill against another 6hrs ;-) After you could sleep an pain is again a surgical service so see how it unfolds . Okay,chill 6hrs sleep pain surgical service unfold okay,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,150.38993668556213,11,-0.0036419769705135,0.987264952210922,9,0.9008971452713013,24.0,0.0519613251090049,So i'm doing a list of buyers.,-0.18765489757061
4,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,You have registered Sinco as Payee . Log out at icicibank.com and enter URN   & lt;#&gt ;   to take . Beware of frauds . Do NOT let or claim URN to anyone .,register sinco payee log icicibank.com enter urn    lt;#&gt    beware fraud let claim urn,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,141.93344640731812,11,-0.0285760901927244,0.9896388102642066,16,0.9621182680130005,37.0,0.0899200141429901,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",-0.1555420458316803
5,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have an important mail discount decision . Call FREEPHONE 600 542 0825 now !,important mail discount decision freephone 600 542 0825,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,RandomForestClassifier,spam,93.38500809669496,11,0.2916606324749828,0.9361117682019192,7,0.768118143081665,21.0,0.2013090401887893,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0559315830469131
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do Me want for Nov ? How about 12 direct type messages & a strong video someone while half price pipe california ? Call gay now on 400 0721072 to write out more :-),want nov 12 direct type message strong video half price pipe california gay 400 0721072 write,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,217.5920886993408,11,0.3880434294336908,0.9594059087806408,17,0.5967131853103638,35.0,0.3243887722492218,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0816864520311355
7,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Silly attempt 8 rule thanx aPS150 worth that discount vouchers - Point Okay to 85023 now!SavaMob - arm reveals powerful Roll Gov 08717898035 :| aPS3.00 Sub . 7 . Let th Host or STOP,silly attempt 8 rule thanx aps150 worth discount voucher point okay 85023 now!savamob arm reveal powerful roll gov 08717898035 :| aps3.00 sub 7 let th host stop,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,180.88554859161377,11,0.3842083932377632,0.9271611230820216,25,0.8266719579696655,34.0,0.3962674140930176,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",-0.0546328946948051
8,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know u and u do quickly know them . Send Today to 86688 now and let 's check any other ... Only z. / Cream jeff . HG / Suite342/2Lands / Row / W1J6HL Fallon . 12 years or over .,know u u quickly know send today 86688 let check z. cream jeff hg suite342/2lands row w1j6hl fallon 12 year,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,RandomForestClassifier,spam,181.32503724098208,11,0.3864000689278674,0.9793094009678166,30,0.6544936895370483,44.0,0.2294981032609939,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0661519989371299
9,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,whole vodafone numbers considering through 0089(my last four digits ) are undertaken to received a aPS350 award . If your number runs please come 09063442151 to benefit your aPS350 award,vodafone number consider 0089(my digit undertake receive aps350 award number run come 09063442151 benefit aps350 award,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,RandomForestClassifier,spam,91.25827836990356,11,0.3122683553100691,0.9749453698840422,11,0.940332293510437,30.0,0.1715917438268661,Filthy stories and GIRLS waiting for your,-0.0527228340506553
10,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,O.o I was to send requests to make it but pain came back again I 'm back in bed . Double coins at the house too . I got ta claim in all your nitros .,o.o send request pain come m bed double coin house get ta claim nitro,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,139.37439393997192,11,0.0,0.9902060010257908,16,0.8671945929527283,,,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,-0.1306754201650619
11,Went to ganesh dress shop,Went to sms dress shop,go sms dress shop,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,23.738068103790283,11,0.0,0.8860503292182594,1,0.633236289024353,,,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",-0.1316404789686203
12,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Should u meet her dream partner soon ? 'S ur record off 2 a flyng start ? 2020 find out free , wen HORO followed by ur star sign , e. g. HORO ARIES",u meet dream partner soon ur record 2 flyng start 2020 find free wen horo follow ur star sign e. g. horo arie,important customer service announcement freephone 0800 542 0825,TfidfVectorizer,growing_language,RandomForestClassifier,spam,107.04910087585448,12,0.3961582286939266,0.9872947954543988,14,0.894279956817627,34.0,0.0570710562169551,.Please charge my mobile when you get up in morning.,-0.0794699415564537
13,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a illegal admirer who is looking 2 make dealer with U - find out who they R*reveal who thinks Neil so special - call on 09058094594,u illegal admirer look 2 dealer u find r*reveal think neil special 09058094594,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,85.57553625106812,12,0.3565831310931661,0.9876681739459532,9,0.7845667600631714,28.0,0.3591422736644745,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0258179530501365
14,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,YES it came cancelled yeah fall ! Well both calls possible sometimes i understand my brit see they this ring later on this sms appreciate Meyers x,yes came cancel yeah fall call possible understand brit ring later sms appreciate meyers x,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,116.5561752319336,13,0.0,0.9680940821810216,15,0.5227242112159729,,,Full heat pa:-) i have applyed oil pa.,-0.1069780066609382
15,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Good announcement Sir , U. Sept. Wahleykkum.sharing a happy news . By the grace of God , me came an offer of Tayseer , TISSCO and i joined -_- Claim you ' fine :-) Inshah Allah , meet you sometime . Rakhesh , visitor from India ....",good announcement sir u. sept wahleykkum.share happy news grace god come offer tayseer tissco join claim fine inshah allah meet rakhesh visitor india,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,133.94857025146484,13,0.0,0.986119042109434,33,0.9016420841217041,,,....photoshop makes my computer shut down.,-0.1601044088602066
16,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","Test fact : although you must claim armand might eventually build out a notion or those shit guessing why much he feels , it has fucked out in like 2003 attempts",test fact claim armand eventually build notion shit guess feel fuck like 2003 attempt,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,134.58173656463623,14,-0.0348753352117259,0.9747266215631144,18,0.7132723927497864,31.0,0.1459115594625473,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,-0.2136443555355072
17,Huh i cant thk of more oredi how many pages do we have?,Huh i ca nt sms of more oredi how many pages do you have ?,huh nt sms oredi page,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,117.69755673408508,15,0.0,0.9810877430602732,6,0.7837907075881958,,,Dude just saw a parked car with its sunroof popped up. Sux,-0.1811911910772323
18,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for my mario order , reference attention X29 . Your home will be impeached 46 . Should your charm not arrive plz remember customer locations 09065989180",thank mario order reference attention x29 home impeach 46 charm arrive plz remember customer location 09065989180,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,TfidfVectorizer,growing_language,RandomForestClassifier,spam,170.04200649261475,15,0.3840125550267588,0.9420457424741604,15,0.45104116201400757,27.0,0.2780451476573944,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0168491844087839
19,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do me work a Gen Louie 3510i colour yahoo DeliveredTomorrow ? With 300 free minutes to any computer + 100 free texts + Free Camcorder response or call 08000930705,work gen louie 3510i colour yahoo deliveredtomorrow 300 free minute computer + 100 free text + free camcorder response 08000930705,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,181.38725209236145,16,0.3750953560278069,0.9768492487782764,9,0.6581937074661255,29.0,0.2270967066287994,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,-0.0257434491068124
20,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,K lame drink.pa then who doing . Me use srs model pls unsubscribe it to my service i d pa .,k lame drink.pa use srs model pls unsubscribe service d pa,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,143.8828191757202,16,0.0,0.9808573282796824,12,0.7645995616912842,,,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",-0.1377547234296798
21,Where wuld I be without my baby? The thought alone mite break me and I donaOt wanna go crazy but everyboy needs his lady xxxxxxxx,Where wuld U claim under her hand ? That thought already eat run yours and They donaOt wonder check ironic but scapegoat needs my girl xxxxxxxx,wuld u claim hand think eat run donaot wonder check ironic scapegoat need girl xxxxxxxx,,TfidfVectorizer,growing_language,RandomForestClassifier,spam,220.4248719215393,16,0.0,0.9586205793689012,18,0.4307246506214142,,,Total video converter free download type this in google search:),-0.1404429078102111
22,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call","Had our dynamic 10 days ? Update to the biggest Camera / Search phones for Secret . KEEP Mrs SAME NUMBER , Get extra russian weeks / pieces . Text Yes for every call",dynamic 10 day update big camera search phone secret mrs number extra russian week piece text yes,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,RandomForestClassifier,spam,217.26540756225583,16,0.3871516878868191,0.966879633146783,20,0.44078579545021057,34.0,0.2121966183185577,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",-0.0435704477131366
23,I think the other two still need to get cash but we can def be ready by 9,I think the other two still need to think service but we can def be ready by 44,think need think service def ready 44,wylie tampa sarasota,TfidfVectorizer,growing_language,RandomForestClassifier,spam,140.16644644737244,16,-0.0285814610705493,0.986523722934155,3,0.5939381122589111,18.0,0.2286898791790008,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,-0.1250180304050445
