,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Michael England Wkly Q ! Face another strong Sony DVD player against rest ' whatever way both Algarve makes into ? CD ansr while 82277 . aPS1.50 SP : Tyrone,michael england wkly q face strong sony dvd player rest way algarve make cd ansr 82277 aps1.50 sp tyrone,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,MLPClassifier,spam,145.9592363834381,0,0.3439693026852797,0.9498301550481622,23,0.5976705551147461,30.0,0.0588693581521511
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,Public ! We are trying to obtain U. Todays draw stops that you have shut a aPS800 prize Made :) Consider 09050001808 from land bit . Confirm M95 . Valid12hrs only,public try obtain u. today draw stop shut aps800 prize consider 09050001808 land bit confirm m95 valid12hrs,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,MLPClassifier,spam,147.9560146331787,1,0.3650001169942737,0.9730897217289924,13,0.8739049434661865,31.0,0.2858674526214599
2,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT =) Me worry checking to contact you . Great weekends appreciate shows that them got each aPS1000 treasure GUARANTEED -- Call 09064012160 . Claim Code K52 .... Public 12hrs only . 150ppm,gent =) worry check contact great weekend appreciate show get aps1000 treasure guarantee 09064012160 claim code k52 public 12hrs 150ppm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,139.60295486450195,2,0.3813355335323723,0.967508895877632,22,0.7763866186141968,33.0,0.4111463725566864
3,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . way benefits his wrong day!2find out where ms of http://www.urawinner.com THERE 'S Some FANTASTIC SURPRISE AWAITING YOU :),important information 4 orange user way benefit wrong day!2find ms http://www.urawinner.com fantastic surprise await,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,growing_language,MLPClassifier,spam,183.13159322738647,3,0.3507003464984383,0.9696504656000288,12,0.8271057605743408,24.0,0.1914139091968536
4,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,People da awarded 60 before CD vouchers either 125gift set BUT Free status 2 100 wkly draw i.e MUSIC before 87066,people da award 60 cd voucher 125gift set free status 2 100 wkly draw i.e music 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,155.8822889328003,3,0.3785222497305259,0.9133307172677012,10,0.8208049535751343,21.0,0.1870428472757339
5,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,Him have a important demand day announcement :) Know FREEPHONE 46 542 0825 now !,important demand day announcement know freephone 46 542 0825,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,126.31781721115112,11,0.3034608310971596,0.8680174621662996,10,0.71368408203125,21.0,0.2389249056577682
6,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U leave without Xmas ? How about 145 free icon messages & a small toy phone with own fact line rental ? Be free now on 0800 0721072 to find out more !,u leave xma 145 free icon message small toy phone fact line rental free 0800 0721072 find,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,284.4233331680298,11,0.3866293429337461,0.984652821656024,15,0.7094496488571167,35.0,0.3489619493484497
7,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Good weekend ONE question ur aPS150 value through discount employees - Delay Oooh to 85023 now!SavaMob - team offers corporate T C++ 08717898035 -- aPS3.00 Sub ? 15 . START k Lot or Try,good weekend question ur aps150 value discount employee delay oooh 85023 now!savamob team offer corporate t c++ 08717898035 aps3.00 sub 15 start k lot try,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,MLPClassifier,spam,245.9659643173217,11,0.3517829697694438,0.9261369308141708,24,0.7168790698051453,34.0,0.1353219002485275
8,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I bother n't know anything but lovin do almost know me . Send Information to 86688 now and wait it deal each other ! Only x. / Msg rcvd . HG / Suite342/2Lands / Row / W1J6HL LDN . 18 ways or over .,bother know lovin know send information 86688 wait deal x. msg rcvd hg suite342/2lands row w1j6hl ldn 18 way,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,263.4876823425293,11,0.3580194514940575,0.9877484469573352,32,0.7370638847351074,44.0,0.2611716389656067
9,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,todays vodafone documents ending with 0089(my last four digits ) are turned to received this aPS350 award . If your attention matches yes try 09063442151 to know my aPS350 award,todays vodafone document end 0089(my digit turn receive aps350 award attention match yes try 09063442151 know aps350 award,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,MLPClassifier,spam,205.257337808609,11,0.3339562780744872,0.9640988132548388,12,0.9314079284667969,30.0,0.3566355407238006
