,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For Sluggish Economy , Smith Lavished With Praise - Sen.",bias trump blame sluggish economy smith lavish praise sen,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,112.71314430236816,0,0.2460632726208726,0.9552557044612674,6,0.8555642366409302,14,-0.0370569638907909
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Fighting Companies Get Away Against Sexual Harassment,supreme court fight company away sexual harassment,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,71.63814616203308,0,0.0536159446755081,0.971236470375846,2,0.8658711910247803,11,-0.0173159223049879
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did n't Know That Difference Between HPV And Sinclair,bill gate say trump know difference hpv sinclair,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,67.34729480743408,0,0.28319045110698,0.9758883266241886,4,0.8382151126861572,13,0.0766196921467781
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Barbara 's Ex - ISIS Tim Chung Denies He 's Actually Stormi 's Father,kylie barbara ex isis tim chung deny actually stormi father,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,62.99674344062805,0,0.3469120271169632,0.9568565037943808,9,0.9614096283912659,15,0.0605434216558933
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Kate Hillary Breaks Out Another Impression Of Rudy Webster,kate hillary break impression rudy webster,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,48.17091703414917,1,0.3883878604849968,0.913493373501913,2,0.6542180776596069,9,0.2019304484128952
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,Michigan Embassy In Jerusalem Opens Its Doors As Films Rage Nearby,michigan embassy jerusalem open door film rage nearby,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,57.3997745513916,1,0.2555214480746717,0.9392066007727712,2,0.8137547373771667,11,0.0706057175993919
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About Obama Giving Away Syria MO Say Pretty Silly Now,trump complaint obama give away syria mo pretty silly,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,67.44915962219238,1,0.2717762233895801,0.9680929303722352,4,0.9102507829666138,13,-0.0566939488053321
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Trump Wiretapping Claims : ’ That Evidence Is Overwhelming ’ - Baldwin,mark levin trump wiretapping claim evidence overwhelming baldwin,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,75.25314521789551,3,0.2283060666909659,0.9713146552082678,7,0.9654964208602905,15,0.0660481750965118
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Putin Smites Haters , Radical Islamists in Jerusalem Post Speech - Sinclair",putin smite hater radical islamist jerusalem post speech sinclair,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,64.43735313415527,4,0.1064527666796286,0.9140806151551304,4,0.7684117555618286,12,0.0938937216997146
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Leaders Are to Stay All Winter , File Atlantic Against Police",nodapl native american leader stay winter file atlantic police,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,77.40906691551208,4,0.0556206507324194,0.9675898295241132,7,0.8655219078063965,16,-0.0478830710053443
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Hipster Accused of Murdering Field,illegal hipster accuse murder field,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,32.56283092498779,5,0.0559260786022083,0.888036779318028,2,0.43841224908828735,9,-0.0254611857235431
