,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For Sluggish Economy , NRA Lavished With Praise - Sinclair",bias trump blame sluggish economy nra lavish praise sinclair,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,81.83133721351624,0,0.2382047101589231,0.948993058880282,6,0.8410738706588745,14,-0.0389585942029953
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Get Away Among Sexual Prophet,supreme court help company away sexual prophet,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,64.20946025848389,0,0.0427699484400729,0.9587014912599686,2,0.7510057687759399,11,-0.0502172484993934
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did n't Know Some Buck Between HPV And HIV,bill gate say trump know buck hpv hiv,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,80.77190566062927,0,0.2955627011588379,0.9817497384190632,4,0.9214093685150146,13,-0.0314635187387466
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner 's Ex - WikiLeaks Tim Chung Denies He 's Actually Stormi 's Jr,kylie jenner ex wikileak tim chung deny actually stormi jr,walk definition entitled millennial swear entitle millennial,CountVectorizer,growing_language,MLPClassifier,fake,70.6633505821228,0,0.3553415726646988,0.9433634389997524,10,0.8839158415794373,15,0.0552623644471168
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,USA McKinnon Breaks Out Another Impression Of America Giuliani,usa mckinnon break impression america giuliani,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,55.468331813812256,1,0.2875614188489191,0.8821928444123971,2,0.7836974859237671,9,0.0511509887874126
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem Opens Its Doors In Protests Got Nearby,u.s embassy jerusalem open door protest get nearby,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,68.03655529022217,1,0.2151385064022861,0.975337265960343,2,0.9421840906143188,11,-0.005540401674807
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Tears About Obama Giving Away Syria Smith Look Pretty Silly Now,trump tear obama give away syria smith look pretty silly,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,70.59448885917664,1,0.339222539270105,0.9590595974296924,4,0.6765683889389038,13,0.0250980146229267
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Tom Wiretapping Claims : ’ The Evidence Is Overwhelming ’ - Kris,mark levin tom wiretapping claim evidence overwhelming kris,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,81.64590311050415,3,0.2403697691876802,0.9484923753779676,8,0.8957457542419434,15,0.1107241734862327
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Haters , Religious Islamists in Jerusalem Post Speech - Deadpool",gorka smite hater religious islamist jerusalem post speech deadpool,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,73.98864150047302,4,0.1128694526326522,0.9172203938291296,4,0.9368652105331421,12,0.1039421930909156
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Signs Vow to Stay All Winter , File Lawsuit Against Police",nodapl native american sign vow stay winter file lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,89.97283291816711,4,0.07241470901996,0.9855795627826632,6,0.892376184463501,16,-0.0803137347102165
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Immigrant Caught of Murdering Voice,illegal immigrant catch murder voice,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,39.1312837600708,5,0.0453251048732338,0.9067923783769312,2,0.6772406101226807,9,0.0018391682533547
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Jenner for ’ Appropriating ’ Anti - Trump ‘ Resistance ' to Sell Mt",leave blast pepsi kendall jenner appropriate anti trump resistance sell mt,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,101.62150406837463,5,0.318224727556061,0.9696999926067844,12,0.9368393421173096,19,0.0798989161849021
