,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For Sluggish Economy , Obama Set With Praise - Colbert",bias trump blame sluggish economy obama set praise colbert,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,82.10038638114929,0,0.1510909380100583,0.9490915151366424,6,0.948657751083374,14,-0.1536571681499481
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Get Away Over Sexual FBI,supreme court help company away sexual fbi,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,65.34688997268677,0,0.189668329675185,0.973598091626049,2,0.7877978682518005,11,0.0834711566567421
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Mark Says Trump Did indeed Know The Difference Between HPV And HIV,bill mark say trump know difference hpv hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,75.54130983352661,0,0.1788194964007592,0.9765623416279726,3,0.7709612250328064,13,-0.0634200274944305
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Britain Jenner 's Ex - Bodyguard Tim Chung Denies Him 's Actually Stormi 's Father,britain jenner ex bodyguard tim chung deny actually stormi father,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,71.95929050445557,0,0.3677149640753343,0.9791126059569292,10,0.9695330262184143,15,-0.0168026946485042
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Kate McKinnon Breaks Out Another Impression Of Rudy Hillary,kate mckinnon break impression rudy hillary,threat real,CountVectorizer,growing_language,MLPClassifier,fake,54.21223449707031,1,0.398571094663711,0.9654531634343084,1,0.8708274960517883,9,0.0284843072295188
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem Gives Its Doors As Protests Rage Repeatedly,u.s embassy jerusalem give door protest rage repeatedly,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,64.61521768569946,1,0.0943600133515594,0.962377963564818,2,0.9109301567077637,11,-0.0533500649034976
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About Mossad Giving Away Syria Mark Look Pretty Silly Now,trump complaint mossad give away syria mark look pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,77.91656756401062,1,0.200358698953574,0.9644568768217208,4,0.8013346195220947,13,-0.078605905175209
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Trump Wiretapping Claims : ’ The Evidence Does Overwhelming ’ - Putin,mark levin trump wiretapping claim evidence overwhelm putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,84.67344832420349,3,0.1367433718150812,0.9664012785697672,8,0.9374457597732544,15,-0.0436729975044727
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Haters , Political Islamists in Jerusalem Father Speech - Colbert",gorka smite hater political islamist jerusalem father speech colbert,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,76.17848491668701,4,0.1272797119770572,0.9027336107821412,5,0.9371135830879211,12,0.1167929992079734
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Same Free Leaders Vow to Stay All Winter , File Lawsuit Against Police",nodapl free leader vow stay winter file lawsuit police,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,89.06728434562683,4,0.1228789205178805,0.975319394912319,7,0.8123027086257935,16,-0.1434431374073028
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Faith Accused of Murdering Roommate,illegal faith accuse murder roommate,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,36.85794258117676,5,0.1651190256812627,0.9206181277487236,2,0.4934740662574768,8,0.0508410781621933
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Carter for ’ Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell Soda",leave blast pepsi kendall carter appropriate anti trump resistance sell soda,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,97.0530767440796,5,0.2392807778048972,0.9827406240416464,12,0.876735270023346,19,0.0449103415012359
12,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Jessica Excess Pipeline ? Standing China Protectors Strip - Searched , Jailed for Days on Minor Charges – Video , Girls , and Commentary",jessica excess pipeline stand china protector strip search jail day minor charge video girl commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,124.37833833694458,5,0.0987321741986172,0.9750103400134612,12,0.6186918020248413,24,0.0424392409622669
13,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Oliver North , Mexico Player In Beijing - Clinton Surge , Named NRA President",oliver north mexico player beijing clinton surge name nra president,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_language,MLPClassifier,fake,80.34224915504456,5,0.2477457589134357,0.9268890658355392,8,0.8033967018127441,14,0.009363611228764
14,California Today: What to Look for on Election Day - The New York Times,California Today : What to Twist for on Election Day - The New Va Rep,california today twist election day new va rep,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,89.6277368068695,5,0.1101036880554261,0.9689052045419942,5,0.6586065888404846,15,-0.0556287430226802
15,Obama To Apply For Political Asylum In Moneygall,Obama To Lift For Key Asylum In Moneygall,obama lift key asylum moneygall,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,36.73273158073425,5,0.18951964709123,0.9090568601581815,2,0.7534754276275635,8,-0.0726472213864326
16,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless of ‘ Brexit ’ Vote , Claims Say , Barbara Must Let Status Insurance - The New Jackson Harry",regardless brexit vote claim barbara let status insurance new jackson harry,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,85.64608097076416,6,0.1617678444720055,0.9203071009678736,13,0.33903026580810547,20,-0.0505912341177463
17,NY State Police Building MS-13 Unit,NY Baldwin Police Building MS-13 Bowl,ny baldwin police build ms-13 bowl,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_language,MLPClassifier,fake,25.228489875793457,6,0.2302127531973212,0.8101066952127034,2,0.560215413570404,8,-0.1083699464797973
18,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Dr Carrey Feels To Shred Clinton Kushner In Biting New Portrait,dr carrey feel shred clinton kushner bite new portrait,illegal immigrant accuse murder teacher,CountVectorizer,growing_language,MLPClassifier,fake,57.6317663192749,6,0.4175027856095556,0.9343744614111188,3,0.846086323261261,11,-0.0247568897902965
19,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts Man In Chokehold Secretary A North Carolina NFL House,officer put man chokehold secretary north carolina nfl house,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,53.46265649795532,6,0.2139187630734697,0.9347646625005942,2,0.7153826951980591,11,-0.0195949673652648
20,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens Killed In Reported Mexico Attack On Syrian Rebel France,dozen kill report mexico attack syrian rebel france,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_language,MLPClassifier,fake,51.90014624595642,6,0.2189640167898973,0.918757283671454,2,0.7817670702934265,10,0.0085528884083032
21,France’s Obsession With Decline Is a Booming Industry - The New York Times,France ’s Obsession With Scandal Is a Booming Industry – The New Beijing Chemical,france obsession scandal boom industry new beijing chemical,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,69.81469488143921,6,0.1386483146374946,0.9365297904397644,6,0.6855489611625671,14,0.064481608569622
22,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Tapper Hits Back At Trump : It 's Dame Between Me And Don Lemon Than He Is To Breitbart,jake tapper hit trump dame don lemon breitbart,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,91.1919722557068,6,0.3235525883288342,0.974091473834278,7,0.8633473515510559,20,0.1476770937442779
