,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Denver Joe Wkly Utah :) Look this key Sony Theater chance before kim have which retreat those England is in ? Sim ansr from 82277 . aPS1.50 Dec. : Tyrone,denver joe wkly utah look key sony theater chance kim retreat england sim ansr 82277 aps1.50 dec tyrone,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,RandomForestClassifier,spam,103.6937985420227,0,0.3908888638717547,0.9106065770858156,24,0.4862668812274933,30.0,0.187871366739273,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",-0.0700151622295379
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT :) I welcome trying to fill U. Democrats remain shows that you have won a aPS800 birthday Planned . Put 09050001808 from land today . Know M95 . Valid12hrs only,urgent welcome try fill u. democrats remain show win aps800 birthday plan 09050001808 land today know m95 valid12hrs,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,RandomForestClassifier,spam,97.57928323745728,1,0.379909263360492,0.9596740950687874,16,0.5665580034255981,31.0,0.1655323803424835,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,-0.0655974745750427
2,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ... She are trying to affect you . Last weekends wonder days that myself became each aPS1000 incentive Set ;-) Confirm 09064012160 . Put Europe K52 . Valid 12hrs only . 150ppm,gent try affect weekend wonder day aps1000 incentive set confirm 09064012160 europe k52 valid 12hrs 150ppm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,RandomForestClassifier,spam,93.82800269126892,2,0.3821108487660156,0.9576141610564732,23,0.60063636302948,33.0,0.2730259299278259,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",-0.0072498298250138
3,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations ur explained 3000 of CD appeals either 125gift guaranteed & Safe entry 2 60 wkly draw p Beer to 87066,congratulation ur explain 3000 cd appeal 125gift guarantee safe entry 2 60 wkly draw p beer 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,RandomForestClassifier,spam,70.16757035255432,4,0.3743344596217062,0.9187947534758026,8,0.7323554754257202,21.0,0.1486623138189315,Filthy stories and GIRLS waiting for your,-0.1124118864536285
4,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have an important customer location announcement . Stand FREEPHONE 25 542 0825 now !,important customer location announcement stand freephone 25 542 0825,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,RandomForestClassifier,spam,50.82167530059815,12,0.2727321299770293,0.93508874497784,7,0.9040014743804932,21.0,0.1947509497404098,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.080560877919197
5,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do Him want if Xmas ? How about Billion free module messages And a new download phone with poor fee block sale . Know free though through 0800 0721072 to find off more !,want xma billion free module message new download phone poor fee block sale know free 0800 0721072 find,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,RandomForestClassifier,spam,120.6457793712616,12,0.3823320581743228,0.9754799647052256,19,0.6770615577697754,35.0,0.3642070591449737,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.156217560172081
6,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Last chance 2 charge ur aPS150 worth of cd vouchers - Site YES that 85023 now!SavaMob - member uses high T Cs 08717898035 . aPS3.00 Sub . 25 . Remove th % neither Walk,chance 2 charge ur aps150 worth cd voucher site yes 85023 now!savamob member use high t cs 08717898035 aps3.00 sub 25 remove th walk,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_language,RandomForestClassifier,spam,100.64123678207396,12,0.3650435318556751,0.9601240106500076,20,0.8362891674041748,34.0,0.124906986951828,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",-0.0846429616212844
7,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know u or u do n't go me -- Offer Addiction if 86688 now and let 's find each other ! Only z. / Msg rcvd . HG / Suite342/2Lands / Row / W1J6HL LDN . 7 children or over .,know u u offer addiction 86688 let find z. msg rcvd hg suite342/2lands row w1j6hl ldn 7 child,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_language,RandomForestClassifier,spam,112.37904024124146,12,0.3819271675955586,0.9889627793293836,33,0.5391669273376465,44.0,0.2326535582542419,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0489326193928718
8,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,republican vodafone times ending about 0089(my last four digits ) are selected to made a aPS350 award . If your number looks please start 09063442151 to lead your aPS350 award,republican vodafone time end 0089(my digit select aps350 award number look start 09063442151 lead aps350 award,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,CountVectorizer,growing_language,RandomForestClassifier,spam,85.71556806564331,12,0.3385694281348877,0.9757443773469228,11,0.8308644890785217,30.0,0.2590974569320678,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.0243495423346757
9,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon ? Is ur career off 40 a flyng weekend ? 2 find off own , txt HORO followed by your star sign , e. g. HORO ARIES",u meet ur dream partner soon ur career 40 flyng weekend 2 find txt horo follow star sign e. g. horo arie,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_language,RandomForestClassifier,spam,98.29215979576112,15,0.408848727762853,0.989390223543912,11,0.956179678440094,34.0,0.0666249468922615,FROM 88066 LOST aPS12 HELP,-0.0865871831774711
