,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Pete Quiz Wkly Pa ! Win a top Mr. DVD player if friend know which lack the Algarve is in ? Txt ansr to 82277 . aPS1.50 C. : Tyrone,pete quiz wkly pa win mr dvd player friend know lack algarve txt ansr 82277 aps1.50 c. tyrone,important customer service announcement freephone 0800 542 0825,TfidfVectorizer,growing_language,MLPClassifier,spam,93.3844587802887,0,0.3841911215481466,0.9693784203107978,13,0.7068030834197998,30.0,0.1151519939303398,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0858811438083648
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT :] We are trying to ask U. Todays involve shows that you have beat a aPS800 prize GUARANTEED . Call 09050001808 from majority line . Take M95 . Valid12hrs only,urgent try ask u. today involve show beat aps800 prize guarantee 09050001808 majority line m95 valid12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,92.01919484138487,1,0.3611501802108935,0.980659552703464,13,0.7726263999938965,31.0,0.304190993309021,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0518144108355045
2,What about this one then.,Who along this child yet .,child,wylie tampa sarasota,TfidfVectorizer,growing_language,MLPClassifier,spam,29.8341703414917,1,-0.0242843129139096,0.8861245189263488,5,0.3043868839740753,6.0,0.2019382566213607,Change windows logoff sound..,-0.1757923513650894
3,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT :-) We are trying to contact you . Last weekends draw shows that you won a aPS1000 prize Used . Call 09064012160 . Say Code K52 . Valid wad really . 150ppm,gent try contact weekend draw show win aps1000 prize 09064012160 code k52 valid wad 150ppm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,85.13498759269714,1,0.3782178403440565,0.9831338586610708,14,0.9346741437911987,33.0,0.3182240128517151,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.01161106582731
4,Cheers for the card ... Is it that time of year already?,Thanks around the sms ... Is it that dream between year truly ?,thank sms dream year truly,wylie tampa sarasota,TfidfVectorizer,growing_language,MLPClassifier,spam,57.70668625831604,1,-0.0321865436159602,0.9458836201262978,7,0.3971896469593048,13.0,0.0828656479716301,I don't think he has spatula hands!,-0.1461097598075866
5,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important place 4 orange option . today is your lucky day!2find off why log beyond http://www.urawinner.com THERE KNOWS A FANTASTIC SURPRISE Failing YOU !,important place 4 orange option today lucky day!2find log http://www.urawinner.com know fantastic surprise fail,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,TfidfVectorizer,growing_language,MLPClassifier,spam,79.45598840713501,1,0.3616639111796983,0.9784740700902628,9,0.8809455633163452,24.0,0.2911887764930725,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.007334723137319
6,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations yes did 500 of CD vouchers or 125gift rewarded & Secret title 2 60 wkly draw txt MUSIC to 87066,congratulation yes 500 cd voucher 125gift reward secret title 2 60 wkly draw txt music 87066,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,65.15411472320557,1,0.3941568876441285,0.945329317911482,6,0.902073323726654,21.0,0.305766612291336,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0728166401386261
7,Tell me pa. How is pain de.,Get me y :) Where is child le ...,y child le,,TfidfVectorizer,growing_language,MLPClassifier,spam,37.53731083869934,5,0.0,0.8811499348548013,7,0.19847586750984192,,,....photoshop makes my computer shut down.,-0.1342889666557312
8,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,You have an important customer car issue . Call FREEPHONE 0800 542 0825 now !,important customer car issue freephone 0800 542 0825,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,MLPClassifier,spam,48.18118381500244,8,0.2864789903631757,0.9714517885552868,5,0.8323783874511719,21.0,0.1678481549024582,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.0418717972934246
9,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U want for Xmas ;) How about 100 free logic messages & an beautiful video phone with half price fact choice ? Call free now on 0800 0721072 to find out more !,u want xmas 100 free logic message beautiful video phone half price fact choice free 0800 0721072 find,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,112.85275936126708,8,0.379394087526761,0.987466800572448,10,0.755088746547699,35.0,0.2879870533943176,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1257493942975998
10,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,Last chance 4 claim ur aPS150 dollar of discount reasons - Text YES to 85023 now!SavaMob - member offers high T India 08717898035 . aPS3.00 Sub . 22 . Remove th X or Be,chance 4 claim ur aps150 dollar discount reason text yes 85023 now!savamob member offer high t india 08717898035 aps3.00 sub 22 remove th x,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,TfidfVectorizer,growing_language,MLPClassifier,spam,95.36277055740356,8,0.360401499121698,0.9751678092479242,17,0.8550794124603271,34.0,0.1761591881513595,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1082295477390289
11,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I appreciate n't know u and respect need n't know me . Send CHAT to 86688 now and matter 's find each other ! Only z. / Msg rcvd . HG / Suite342/2Lands / Dollar / W1J6HL LDN :) 87 years or over .,appreciate know u respect need know send chat 86688 matter find z. msg rcvd hg suite342/2lands dollar w1j6hl ldn 87 year,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,107.9508023262024,8,0.3724893418063719,0.9884944203050609,28,0.8220888376235962,44.0,0.3304033875465393,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1394422054290771
12,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,todays vodafone numbers ending with 0089(my several four digits ) are selected to received a aPS350 project . If our number means okay call 09063442151 to claim your aPS350 funding,todays vodafone number end 0089(my digit select receive aps350 project number mean okay 09063442151 claim aps350 fund,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,TfidfVectorizer,growing_language,MLPClassifier,spam,82.14107060432434,8,0.3143835747739348,0.9749473360032604,9,0.8721902370452881,30.0,0.3403577506542206,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),-0.0628145039081573
13,Went to ganesh dress shop,Was to sms dress corner,sms dress corner,,TfidfVectorizer,growing_language,MLPClassifier,spam,22.96826410293579,9,0.0,0.7835581722974216,3,0.4230439066886902,,,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",-0.1320767551660537
