,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Speech : Trump Blamed For Sluggish Economy , Obama Lavished With Praise - Cambridge",speech trump blame sluggish economy obama lavish praise cambridge,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,43.6300151348114,0,0.1436864263671547,0.9483393341678072,5,0.8892831802368164,14,-0.1363218873739242,Nomi Prins,-0.1918310821056366
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Failing Companies Get Away With Mr. Harassment,supreme court fail company away mr harassment,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,34.794411420822144,0,0.2089144793769653,0.9620812399300092,2,0.7940730452537537,11,-0.0349074266850948,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.172463983297348
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did simply Know The Difference Between HPV And Mexico,bill gate say trump simply know difference hpv mexico,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,40.98916077613831,0,0.2336757724419391,0.9755392183553702,3,0.7453579306602478,13,-0.0062258257530629,Queer Aussie Men Strip Down For Intimate Indie Magazine Pictorial,-0.1962946653366089
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Mr. Jenner 's Miss - Bodyguard Tim Chung Denies He 's Actually Stormi 's Father,mr jenner miss bodyguard tim chung deny actually stormi father,budget deal increase wildfire disaster funding $ 2 billion annually,TfidfVectorizer,growing_language,MLPClassifier,fake,38.42688846588135,0,0.3444249052914495,0.9718025787614972,10,0.9697341918945312,15,-0.1050464808940887,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,-0.2260664403438568
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Carolina McKinnon Breaks Out Another Impression Of Hitler Giuliani,carolina mckinnon break impression hitler giuliani,budget deal increase wildfire disaster funding $ 2 billion annually,TfidfVectorizer,growing_language,MLPClassifier,fake,28.86401915550232,1,0.3504169821059782,0.910049559590703,2,0.7662943601608276,10,-0.0626236051321029,The 7 Best Netflix Shows And Movies Debuting April 2018,-0.199256032705307
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. USA In Jerusalem Opens Its Doors As Protests Rage There,u.s usa jerusalem open door protest rage,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,growing_language,MLPClassifier,fake,34.51462364196777,1,0.2507620175179233,0.9562790350671752,2,0.861003041267395,11,-0.0123575972393155,Deportee Accused of Shooting Limo Driver after He Asked for Tip,-0.1890920251607895
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About Obama Giving Away Syria Bush Look Pretty Silly Now,trump complaint obama give away syria bush look pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,41.23196005821228,1,0.2302811092843467,0.9803367226145336,3,0.930650532245636,13,-0.1733325719833374,iHeartMedia Files For Chapter 11 Bankruptcy Protection,-0.17585489153862
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Trump Wiretapping Claims : ’ The Evidence Is Mother ’ — Breitbart,mark levin trump wiretapping claim evidence mother breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,46.09121203422546,3,0.1520641057370384,0.9698971345990952,7,0.9628121852874756,15,-0.0204710643738508,No. 11 Loyola Chicago Reaches Final Four For First Time Since 1963,-0.1591778248548507
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Democrats , Radical Islamists in Jerusalem Post Speech - Cohen",gorka smite democrat radical islamist jerusalem post speech cohen,diamond silk,TfidfVectorizer,growing_language,MLPClassifier,fake,38.20683002471924,4,0.1162256087730061,0.9408108640875176,3,0.8944016098976135,12,0.0738102793693542,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,-0.158087745308876
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Data Vow to Stay All Winter , Ark Lawsuit Against Police",nodapl native american datum vow stay winter ark lawsuit police,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,47.450074195861816,4,0.1873538612455958,0.9715481840934476,7,0.7915405035018921,16,0.019315768033266,Rob Gronkowski Surprises Sean Spicer at White House Press Briefing,-0.1675463020801544
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Pop Been of Murdering Teacher,illegal pop murder teacher,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,20.235954999923703,5,0.1556168684348847,0.8878271475470774,2,0.7313236594200134,8,0.0544225722551345,"Joe Biden Launches ‘American Possibilities’ PAC, Stoking 2020 Rumors",-0.194933071732521
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Dakota , Kendall Jenner for ’ Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell Madison",leave blast dakota kendall jenner appropriate anti trump resistance sell madison,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,53.89133405685425,5,0.2458843915088868,0.9403625275195324,12,0.6630299091339111,19,0.0183566939085721,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),-0.1942601799964904
12,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess Pipeline ? Standing Rock Protectors Strip - Searched , Caught for Days for Minor Charges – Video , Links , and Commentary",dakota excess pipeline stand rock protector strip search catch day minor charge video link commentary,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,69.19342875480652,5,0.1183001778491272,0.9918786158468936,12,0.942795991897583,24,0.0173122975975275,Shaquille O'Neal Doesn't Know Who The Queen Of England Is,-0.2298750579357147
13,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Baldwin North , Mr. Jr After Madison - Contra York , Named NRA President",baldwin north mr jr madison contra york name nra president,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,growing_language,MLPClassifier,fake,46.62948274612427,5,0.2766588914366999,0.8538182080284696,11,0.6699085235595703,14,0.0226018503308296,’Bachelor’ Star Chris Soules Arrested for Allegedly Fleeing Scene of Fatal Accident,-0.1523119211196899
14,California Today: What to Look for on Election Day - The New York Times,California Today : What to Say for on Election Day - The Muslim Ryan Times,california today election day muslim ryan time,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,51.95557427406311,5,0.1523438361328639,0.9629398950916576,5,0.6545965671539307,15,-0.1056703925132751,iHeartMedia Files For Chapter 11 Bankruptcy Protection,-0.2012180238962173
15,Obama To Apply For Political Asylum In Moneygall,Obama To Apply For Hilarious Asylum In Moneygall,obama apply hilarious asylum moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,22.80044984817505,5,0.0960740230483177,0.9480103754365676,1,0.8973885774612427,9,-0.1116554588079452,GRAPHIC: Mexican Marines Rain Gunfire on Cartel Boss,-0.165601909160614
