,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed UNKWORDZ Sluggish UNKWORDZ , UNKWORDZ Lavished With Praise - UNKWORDZ",bias trump blame unkwordz sluggish unkwordz unkwordz lavish praise unkwordz,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.06212592124938965,0
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Get Away UNKWORDZ UNKWORDZ UNKWORDZ,supreme court help company away unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.03700399398803711,0
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did n't Know UNKWORDZ UNKWORDZ UNKWORDZ HPV And HIV,bill gate say trump know unkwordz unkwordz unkwordz hpv hiv,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.04203176498413086,0
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,UNKWORDZ UNKWORDZ 's Ex - Bodyguard Tim Chung Denies He 's Actually UNKWORDZ 's Father,unkwordz unkwordz ex bodyguard tim chung deny actually unkwordz father,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.0645287036895752,0
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & Order : SVU ' UNKWORDZ Trans Military Debate With UNKWORDZ UNKWORDZ,law order svu unkwordz trans military debate unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.045996904373168945,0
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Kate UNKWORDZ Breaks Out Another Impression Of UNKWORDZ UNKWORDZ,kate unkwordz break impression unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.05178523063659668,0
6,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In UNKWORDZ Opens Its Doors As Protests UNKWORDZ UNKWORDZ,u.s embassy unkwordz open door protest unkwordz unkwordz,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.053745269775390625,0
7,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About UNKWORDZ Giving UNKWORDZ Syria UNKWORDZ Look Pretty Silly Now,trump complaint unkwordz give unkwordz syria unkwordz look pretty silly,idris elba star new hunchback notre dame netflix,CountVectorizer,sedc,MLPClassifier,fake,0.06373095512390137,0
8,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,UNKWORDZ Uses ' Grey UNKWORDZ Anatomy ' For Secret Yearbook Message About Being UNKWORDZ,unkwordz use grey unkwordz anatomy secret yearbook message unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.06460833549499512,0
9,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,UNKWORDZ UNKWORDZ 's UNKWORDZ Painting Slams UNKWORDZ UNKWORDZ UNKWORDZ Goldilocks ' UNKWORDZ Her UNKWORDZ,unkwordz unkwordz unkwordz painting slam unkwordz unkwordz unkwordz goldilocks unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,MLPClassifier,fake,0.19344449043273926,0
