,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Speech : Trump Blamed For Sluggish Economy , Obama Lavished With Praise - Cambridge",speech trump blame sluggish economy obama lavish praise cambridge,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,43.6300151348114,0
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Failing Companies Get Away With Mr. Harassment,supreme court fail company away mr harassment,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,34.794411420822144,0
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did simply Know The Difference Between HPV And Mexico,bill gate say trump simply know difference hpv mexico,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,40.989160776138306,0
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Mr. Jenner 's Miss - Bodyguard Tim Chung Denies He 's Actually Stormi 's Father,mr jenner miss bodyguard tim chung deny actually stormi father,diamond silk,TfidfVectorizer,growing_language,MLPClassifier,fake,38.42688846588135,0
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Carolina McKinnon Breaks Out Another Impression Of Hitler Giuliani,carolina mckinnon break impression hitler giuliani,diamond silk,TfidfVectorizer,growing_language,MLPClassifier,fake,28.86401915550232,1
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. USA In Jerusalem Opens Its Doors As Protests Rage There,u.s usa jerusalem open door protest rage,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,34.51462364196777,1
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About Obama Giving Away Syria Bush Look Pretty Silly Now,trump complaint obama give away syria bush look pretty silly,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,41.23196005821228,1
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Trump Wiretapping Claims : ’ The Evidence Is Mother ’ — Breitbart,mark levin trump wiretapping claim evidence mother breitbart,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,46.091212034225464,3
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Democrats , Radical Islamists in Jerusalem Post Speech - Cohen",gorka smite democrat radical islamist jerusalem post speech cohen,budget deal increase wildfire disaster funding $ 2 billion annually,TfidfVectorizer,growing_language,MLPClassifier,fake,38.20683002471924,4
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Data Vow to Stay All Winter , Ark Lawsuit Against Police",nodapl native american datum vow stay winter ark lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,47.450074195861816,4
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Pop Been of Murdering Teacher,illegal pop murder teacher,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,20.235954999923706,5
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Dakota , Kendall Jenner for ’ Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell Madison",leave blast dakota kendall jenner appropriate anti trump resistance sell madison,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,53.89133405685425,5
12,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess Pipeline ? Standing Rock Protectors Strip - Searched , Caught for Days for Minor Charges – Video , Links , and Commentary",dakota excess pipeline stand rock protector strip search catch day minor charge video link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,69.19342875480652,5
13,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Baldwin North , Mr. Jr After Madison - Contra York , Named NRA President",baldwin north mr jr madison contra york name nra president,diamond silk,TfidfVectorizer,growing_language,MLPClassifier,fake,46.62948274612427,5
14,California Today: What to Look for on Election Day - The New York Times,California Today : What to Say for on Election Day - The Muslim Ryan Times,california today election day muslim ryan time,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,51.95557427406311,5
15,Obama To Apply For Political Asylum In Moneygall,Obama To Apply For Hilarious Asylum In Moneygall,obama apply hilarious asylum moneygall,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,22.80044984817505,5
16,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless of ‘ Brexit ’ Vote , Experts Say , E.U. Should Rethink Status School - The New Cambridge Washington",regardless brexit vote expert e.u rethink status school new cambridge washington,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_language,MLPClassifier,fake,57.69017148017883,6
17,NY State Police Building MS-13 Unit,NY Oregon Police Presidency MS-13 Unit,ny oregon police presidency ms-13 unit,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,17.327643871307373,6
18,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Hillary Carrey Appears To Shred America Kushner In Biting New VIDEO,hillary carrey appear shred america kushner bite new video,diamond silk,TfidfVectorizer,growing_language,MLPClassifier,fake,38.05866861343384,6
19,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Is Man In Chokehold Outside A North Carolina Waffle Gun,officer man chokehold outside north carolina waffle gun,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,34.94740533828735,6
20,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Plans Killed In Reported Chemical Attack On Syrian Rebel Roman,plan kill report chemical attack syrian rebel roman,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,31.572455167770386,6
21,France’s Obsession With Decline Is a Booming Industry - The New York Times,France ’s Obsession With Decline Is a Booming Family - The New Cambridge Kevin,france obsession decline boom family new cambridge kevin,o.j simpson dismiss colin kaepernick stand flag,TfidfVectorizer,growing_language,MLPClassifier,fake,46.01052927970886,6
22,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake Tapper Hits Even At None : He 's Coors To Me And Hillary Lemon Than He Is To Putin,jake tapper hit coors hillary lemon putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,56.06140756607056,6
23,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,Vandalized Arizona Mosque Flooded With California Than Interfaith Allies,vandalize arizona mosque flood california interfaith ally,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,29.02341055870056,6
24,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","Spoof Craigslist Program Seeks Lawyer For Donald China , And It 's Alternative",spoof craigslist program seek lawyer donald china alternative,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,44.64743518829346,6
25,Oregon Gov.: Ryan Zinke Conceded There’s No Money In Drilling Off Our Coast,Oregon Breitbart : Ryan Zinke Conceded There ’s No Money In Drilling Off Our College,oregon breitbart ryan zinke concede money drill college,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_language,MLPClassifier,fake,50.454649448394775,6
