,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is aid Companies Get Away With Sexual molestation,supreme court aid company away sexual molestation,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.1502246856689453,1
1,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill gate Says trump_card Did n't Know The Difference Between HPV And HIV,bill gate say trump_card know difference hpv hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.15738964080810547,1
2,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,kylie Edward_Jenner 's passe - Bodyguard Tim Chung Denies He 's in_reality Stormi 's Father,kylie edward_jenner passe bodyguard tim chung deny in_reality stormi father,diamond silk,TfidfVectorizer,growing_net,MLPClassifier,fake,0.46228981018066406,1
3,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & Order : SVU ' Tackles Trans Military Debate With knock-down Storyline,law order svu tackle trans military debate knock storyline,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.12790536880493164,1
4,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem spread_out IT Doors As Protests Rage Nearby,u.s embassy jerusalem spread_out door protest rage nearby,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.2620127201080322,2
5,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's ill About Obama Giving Away Syria strategy Look Pretty Silly Now,trump ill obama give away syria strategy look pretty silly,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.16877174377441406,2
6,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,Teen utilization ' Grey 's Anatomy ' For Secret Yearbook Message About Being merry,teen utilization grey anatomy secret yearbook message merry,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.17430329322814941,2
7,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino 's ' This Is America ' TV , Explained",childish gambino america tv explain,kate mckinnon break impression rudy giuliani,TfidfVectorizer,growing_net,MLPClassifier,fake,0.09786248207092285,4
8,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : adopted American loss_leader Vow to Stay All Winter , File Lawsuit Against Police",nodapl adopt american loss_leader vow stay winter file lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.16163063049316406,5
9,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Jenner for ’ Appropriating ’ Anti - Trump ‘ electric_resistance ’ to Sell Soda",leave blast pepsi kendall jenner appropriate anti trump electric_resistance sell soda,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.18622183799743652,7
10,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary","Dakota Excess Pipeline ? Standing Rock Protectors Strip - Searched , Jailed for Days on Minor institutionalize – Video , Links , and Commentary",dakota excess pipeline stand rock protector strip search jail day minor institutionalize video link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.15761971473693848,7
11,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Joseph_Oliver North , cardinal Player In Persia - Contra dirt , Named NRA chair",joseph_oliver north cardinal player persia contra dirt name nra chair,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,2.274636745452881,7
12,California Today: What to Look for on Election Day - The New York Times,Calif. today : What to expression for along election Day - The old House_of_York meter,calif today expression election day old house_of_york meter,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,3.375722646713257,7
13,Obama To Apply For Political Asylum In Moneygall,Obama To Apply For Political Asylum Indiana Moneygall,obama apply political asylum indiana moneygall,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.11385560035705566,7
14,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,William Friedkin 's religion In Exorcisms Is Unwavering . As For Diversity In Hollywood ? It ' rub ' Him .,william friedkin religion exorcism unwavere diversity hollywood rub,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.24086308479309082,7
15,NY State Police Building MS-13 Unit,New_York_State Department_of_State Police establish MS-13 Unit,new_york_state department_of_state police establish ms-13 unit,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.39644622802734375,8
16,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Carrey look To tatter clash Kushner In burn New portrayal,jim carrey look tatter clash kushner burn new portrayal,representative government thugocracy,TfidfVectorizer,growing_net,MLPClassifier,fake,1.5745208263397217,8
17,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts Man In Chokehold Outside A North Carolinas Waffle star_sign,officer put man chokehold outside north carolina waffle star_sign,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.24866557121276855,8
18,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,Dozens down In Reported chemic Attack On Syrian Rebel Enclave,dozen report chemic attack syrian rebel enclave,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.21929264068603516,8
19,France’s Obsession With Decline Is a Booming Industry - The New York Times,French_Republic ’s fixation With accept represent axerophthol Booming Industry - The New House_of_York time,french_republic fixation accept represent axerophthol boom industry new house_of_york time,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,1.7250943183898926,8
20,Jake Tapper Hits Back At Trump: He's Nastier To Me And Don Lemon Than He Is To Putin,Jake wiretapper reach Back At Trump : He 's Nastier To Me And Don Lemon Than He Is To Putin,jake wiretapper reach trump nasty don lemon putin,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,1.2906646728515625,8
21,Vandalized Arizona Mosque Flooded With Support From Interfaith Allies,Vandalized genus_Arizona Mosque Flooded With Support From Interfaith Allies,vandalize genus_arizona mosque flood support interfaith ally,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.15529108047485352,8
22,"Spoof Craigslist Ad Seeks Lawyer For Donald Trump, And It's Hilarious","parody Craigslist advertisement Seeks attorney For Donald trump_card , And It 's uproarious",parody craigslist advertisement seek attorney donald trump_card uproarious,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,1.485105037689209,8
23,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,Michigan Allots $ 87 Million to Replace Flint ’s Tainted body_of_water Pipes - The New House_of_York clip,michigan allot $ 87 million replace flint taint body_of_water pipe new house_of_york clip,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,growing_net,MLPClassifier,fake,0.3867988586425781,9
24,Eleven Madison Park Plans a Makeover and a Summer Pop-Up - The New York Times,Eleven Madison Park Plans a Makeover and a Summer down - Up - The New House_of_York sentence,madison park plan makeover summer new house_of_york sentence,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,1.1821603775024414,9
25,WikiLeaks Reveals CIA ’Archimedes’ Tool Reportedly Used to Infect Local Networks - Breitbart,WikiLeaks Reveals Central_Intelligence_Agency ’ Archimedes ’ Tool Reportedly Used to Infect Local Networks - Breitbart,wikileak reveal central_intelligence_agency archimede tool reportedly infect local network breitbart,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.08456301689147949,9
26,House Democrats Offer Internships For Students Affected By Gun Violence,star_sign Democrats volunteer internship For Students Affected By Gun fierceness,star_sign democrats volunteer internship student affect gun fierceness,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.7130625247955322,9
27,Can anyone help with the meaning behind a mystery playing card?,Can anyone help with the meaning can a enigma playing card ?,help meaning enigma playing card,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.13132762908935547,9
28,Exclusive - Rand Paul on Omnibus Spending Bill: ’President Hillary Clinton Would Have Been Proud of This Bill’ - Breitbart,undivided - Rand Paul on Omnibus Spending Bill : ’ President Sir_Edmund_Percival_Hillary Clinton Would receive Been majestic of This Bill ’ - Breitbart,undivided rand paul omnibus spending bill president sir_edmund_percival_hillary clinton receive majestic bill breitbart,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,3.0038652420043945,9
29,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’","Pelosi : ’ ace Pray for Donald Trump , That His administration Will equal Successful and That His Family Will Be Safe ’",pelosi ace pray donald trump administration equal successful family safe,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.4016404151916504,9
30,Washington’s meddling in foreign elections,President_Washington ’s meddling inwards foreign elections,president_washington meddle inwards foreign election,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.14597463607788086,9
31,Caught On Tape: ISIS Destroys Iraqi Abrams With Anti-Tank Missile,Caught On Tape : Directorate_for_Inter-Services_Intelligence Destroys Iraqi Abrams With anti - Tank Missile,catch tape directorate_for_inter services_intelligence destroy iraqi abrams anti tank missile,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.15211749076843262,9
32,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,Waffle mansion scud Victim 's Mom Accepts Daughter 's Diploma,waffle mansion scud victim mom accept daughter diploma,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.18648409843444824,9
33,Cardi B To Be First Co-Host Of 'The Tonight Show' With Jimmy Fallon,Cardi B To Be start Co - parasite Of ' The Tonight establish ' With prise Fallon,cardi b start co parasite tonight establish prise fallon,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,2.3763418197631836,9
34,"'Fox & Friends' Host Mocks NY Times' ISIS Coverage, Unaware It Beat Fox To The Story","' Fox & Friends ' Host bemock NY Times ' ISIS reportage , Unaware It Beat confuse To The account",fox friend host bemock ny time isis reportage unaware beat confuse account,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.6356678009033203,9
35,GOP: We Will Be United Against Any Supreme Court Nominee Of Hillary Clinton (VIDEO),GOP : We Will Be link Against Any Supreme Court candidate Of Sir_Edmund_Percival_Hillary DeWitt_Clinton ( VIDEO ),gop link supreme court candidate sir_edmund_percival_hillary dewitt_clinton video,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.5830247402191162,9
36,The Rest Of The World Showed Up To March For Our Lives,The Rest Of The World point up To March For Our Lives,rest world point march life,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.07320261001586914,9
37,"Tesla Hits a New Milestone, Passing G.M. in Valuation - The New York Times","Tesla Hits a New milestone , Passing G.M. in Valuation - The New House_of_York sentence",tesla hit new milestone pass g.m valuation new house_of_york sentence,kate mckinnon break impression rudy giuliani,TfidfVectorizer,growing_net,MLPClassifier,fake,0.20381569862365723,9
38,Melania Trump Called Out For Anti-Bullying Campaign That Ignores Her Husband's Actions,Melania Trump prognosticate Out For Anti - Bullying Campaign That Ignores Her married_man 's Actions,melania trump prognosticate anti bully campaign ignore married_man action,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.10844826698303223,9
39,Is Your County Elections Clerk Ready For Russian Hackers?,exist Your County Elections Clerk Ready For Russian Hackers ?,exist county election clerk ready russian hacker,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.1305835247039795,9
40,Iran Says Europe's Support For Nuclear Deal Isn't Enough After America's Withdrawal,Islamic_Republic_of_Iran allege Europe 's Support For atomic Deal Is n't Enough After America 's Withdrawal,islamic_republic_of_iran allege europe support atomic deal america withdrawal,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.26245570182800293,9
41,Missouri Governor Claims 'Witch Hunt' Before State House Releases Its Report,Show_Me_State Governor take ' Witch Hunt ' Before res_publica menage Releases Its Report,show_me_state governor witch hunt res_publica menage release report,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.7735624313354492,9
42,How Think Tanks Amplify Corporate America’s Influence - The New York Times,How Think Tanks Amplify Corporate U.S.A. ’s shape - The newly House_of_York sentence,think tank amplify corporate u.s.a shape newly house_of_york sentence,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,1.9327263832092285,9
43,"Rural Counties Are Making A Comeback, Census Data Shows","urban county Are Making A retort , Census Data Shows",urban county make retort census datum show,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.2518908977508545,9
44,"Former South Korean President Park Geun-hye Sentenced To 24 Years For Bribery, Abuse Of Power","Former South Korean President Park Geun - hye Sentenced To 24 geezerhood For Bribery , Abuse Of great_power",south korean president park geun hye sentence 24 geezerhood bribery abuse great_power,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.10872244834899902,9
45,Tips to Reduce Food Waste - The New York Times,Tips to contract Food Waste - The young York Times,tip contract food waste young york time,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.1785881519317627,9
46,15 Unique Gifts For Mom This Mother's Day,fifteen Unique Gifts For Mom This sire 's Day,unique gift mom sire day,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.13588881492614746,9
47,"In Red-State Utah, a Surge Toward Obamacare - The New York Times","In Red - State Utah , a soar_upwards Toward Obamacare - The New House_of_York clip",red state utah soar_upwards obamacare new house_of_york clip,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,growing_net,MLPClassifier,fake,0.517296314239502,9
48,"Trump Team Didn’t Put Nominees to ‘Sex, Drugs and Rock ’n’ Roll’ Test - The New York Times","Trump Team Did n’t cast candidate to ‘ Sex , Drugs and Rock ’ n ’ Roll ’ Test - The New York sentence",trump team cast candidate sex drug rock n roll test new york sentence,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.4025003910064697,9
49,Yahoo and the Online Universe According to Verizon - The New York Times,Yahoo and the Online Universe According to Verizon - The New York time,yahoo online universe accord verizon new york time,o.j simpson dismiss colin kaepernick stand flag,TfidfVectorizer,growing_net,MLPClassifier,fake,0.08722352981567383,9
50,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),Republican_Party representative Doug Lamborn befuddle Off The Ballot For 2018 ( UPDATED ),republican_party representative doug lamborn befuddle ballot 2018 update,jew shielder gavin mccuck rekt jew hate female shitlord,TfidfVectorizer,growing_net,MLPClassifier,fake,0.7879748344421387,9
51,Federal Judge Rips Kris Kobach For Failing To Fully Comply With Court Order,federal_official evaluator Rips creese Kobach For bomb To full Comply With Court Order,federal_official evaluator rip creese kobach bomb comply court order,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,1.8815240859985352,9
52,11 very depressing economic realities that Donald Trump will inherit,XI very depressing economical realities that Donald Trump will inherit,xi depressing economical reality donald trump inherit,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.14753985404968262,9
53,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral","4 chair , four inaugural Ladies gravel For photograph at Barbara chaparral Funeral",4 chair inaugural lady gravel photograph barbara chaparral funeral,jew shielder gavin mccuck rekt jew hate female shitlord,TfidfVectorizer,growing_net,MLPClassifier,fake,2.7964539527893066,9
54,6 Fired At Howard University For Misconduct Involving Need-Based Tuition Funds,6 Fired At Howard University For Misconduct Involving Need - Based tutelage Funds,6 fire howard university misconduct involve need base tutelage fund,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.14119625091552734,9
55,Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,William_Jefferson_Clinton Are Under Multiple Federal_Bureau_of_Investigation Investigations as Agents Are Stymied,william_jefferson_clinton multiple federal_bureau_of_investigation investigation agent stymie,idris elba star new hunchback notre dame netflix,TfidfVectorizer,growing_net,MLPClassifier,fake,0.1626131534576416,9
56,Video Of Bear Eating Ice Cream At Dairy Queen Leads To Charges For Zoo Owners,Video Of Bear feeding Ice Cream astatine Dairy Queen Leads To Charges For Zoo Owners,video bear feeding ice cream astatine dairy queen lead charge zoo owner,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.15494585037231445,9
57,General is most senior Army officer to kill self,universal is near senior Army officer to kill self,universal near senior army officer kill self,kate mckinnon break impression rudy giuliani,TfidfVectorizer,growing_net,MLPClassifier,fake,0.13437771797180176,9
58,How 'Star Trek' Made History 22 Years Ago With A Same-Sex Kiss,How ' stellar Trek ' Made account 22 Years Ago With A Same - sexual_practice Kiss,stellar trek account 22 year ago sexual_practice kiss,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,growing_net,MLPClassifier,fake,0.6060822010040283,9
