,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For Sluggish Economy , Obama Lavished With Arizona - NRA",bias trump blame sluggish economy obama lavish arizona nra,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,79.3290147781372,0
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Know Away With Hillary Harassment,supreme court help company know away hillary harassment,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,60.634352684020996,0
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Were n't Know The Difference Over HPV And HIV,bill gate say trump know difference hpv hiv,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,69.93074870109558,0
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie California 's Ex - Bodyguard Tim Chung Denies He 's Actually Stormi 's Father,kylie california ex bodyguard tim chung deny actually stormi father,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,65.62843990325928,0
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Corey McKinnon Breaks Out Another Impression Of Thursday Giuliani,corey mckinnon break impression thursday giuliani,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,55.69460654258728,1
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem Opens Its Doors Than Lives Rage Nearby,u.s embassy jerusalem open door life rage nearby,chrissy teigen explain snapchat decision feel beyoncé biter,CountVectorizer,growing_language,MLPClassifier,fake,57.01914882659912,1
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Joe 's Complaints About Obama Giving Away Fallon Strategy Look Pretty Silly Now,joe complaint obama give away fallon strategy look pretty silly,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,76.46270895004272,1
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Jimmy on Trump Wiretapping Claims : ’ The Evidence Is Anxiety ’ - Breitbart,mark jimmy trump wiretapping claim evidence anxiety breitbart,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,83.20614695549011,3
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Barbara Smites Haters , Radical Islamists in Jerusalem Post Speech - Crawford",barbara smite hater radical islamist jerusalem post speech crawford,nasa rocket human sperm space,CountVectorizer,growing_language,MLPClassifier,fake,67.17982649803162,4
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Leaders Vow to Stay All Winter , File Disney Against Police",nodapl native american leader vow stay winter file disney police,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,81.61014246940613,4
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Attack Accused of Murdering Childhood,illegal attack accuse murder childhood,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,35.683434009552,5
11,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Yahoo , Kendall Jenner without ’ Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell Soda",leave blast yahoo kendall jenner appropriate anti trump resistance sell soda,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_language,MLPClassifier,fake,93.12680768966675,5
