,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",zayin native obliquus leader vow stay winter file lawsuit police,supreme court help company away sexual harassment,ny state police building ms-13 unit,0.0,0.12142857142857143,0.8,l0,concon,0.05371713638305664
1,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",zayin native obliquus leader vow stay winter file lawsuit police,supreme court help company away sexual harassment,ny state police building ms-13 unit,0.0,0.06437099366532754,0.6694188517266484,pairwise,concon,0.19581890106201172
2,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",zayin native obliquus leader vow stay winter file lawsuit police,supreme court help company away sexual harassment,ny state police building ms-13 unit,0.0,0.11952286093343936,0.7999999999999998,cosine,concon,0.008470773696899414
3,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",zayin native obliquus leader vow stay winter file lawsuit police,gwen stefani superfan beat gwen stefani gwen stefani quiz,missouri governor claim witch hunt state house release report,0.0853687256750214,0.765437556386094,0.9810836639621657,spacy,concon,1.4877066612243652
4,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,judge sino tibetan returneth jamnagar disposition bark paper synergism dunch elden,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.10795454545454546,l0,concon,0.05223727226257324
5,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,judge sino tibetan returneth jamnagar disposition bark paper synergism dunch elden,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.0570065534192356,pairwise,concon,0.1827681064605713
6,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,judge sino tibetan returneth jamnagar disposition bark paper synergism dunch elden,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.10660035817780521,cosine,concon,0.007799386978149414
7,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,judge sino tibetan returneth jamnagar disposition bark paper synergism dunch elden,budget deal increase wildfire disaster funding $ 2 billion annually,jew shielder gavin mccuck rekt jew hate female shitlord,-0.050212806357273085,0.4519036204711256,0.3331166290651498,spacy,concon,1.419299602508545
8,Illegal Immigrant Accused of Murdering Teacher,illegal cofre accuse bush turkey clerically,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.3666666666666667,l0,concon,0.03988766670227051
9,Illegal Immigrant Accused of Murdering Teacher,illegal cofre accuse bush turkey clerically,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.22576484600261604,pairwise,concon,0.17983770370483398
10,Illegal Immigrant Accused of Murdering Teacher,illegal cofre accuse bush turkey clerically,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.3651483716701107,cosine,concon,0.006855964660644531
11,Illegal Immigrant Accused of Murdering Teacher,illegal cofre accuse bush turkey clerically,idris elba star new hunchback notre dame netflix,exclusive excerpt congressman ken buck drain swamp washington corruption bad think breitbart,0.21283299170129177,0.6761997059799126,0.6838317024750729,spacy,concon,1.2569024562835693
12,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall superfluidity appropriate anti mcmansion resistance sell soda,bias trump blame sluggish economy obama lavish praise breitbart,catch tape isis destroy iraqi abrams anti tank missile,0.0,0.10101010101010101,0.8181818181818182,l0,concon,0.05190563201904297
13,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall superfluidity appropriate anti mcmansion resistance sell soda,bias trump blame sluggish economy obama lavish praise breitbart,catch tape isis destroy iraqi abrams anti tank missile,0.0,0.05355095314996731,0.6949450440198665,pairwise,concon,0.1824660301208496
14,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall superfluidity appropriate anti mcmansion resistance sell soda,bias trump blame sluggish economy obama lavish praise breitbart,catch tape isis destroy iraqi abrams anti tank missile,0.0,0.10050378152592121,0.8181818181818182,cosine,concon,0.008629560470581055
15,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave blast pepsi kendall superfluidity appropriate anti mcmansion resistance sell soda,idris elba star new hunchback notre dame netflix,joe scarborough trump legal strategy like monkey throw poo wall,0.24538850772819873,0.6350087511930054,0.9011364846503145,spacy,concon,1.400573968887329
16,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess techy unconstipated rock singaporean strip browseable search jail kerbstone minor charge video link uncharm commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.1497326203208556,0.6901960784313725,l0,concon,0.07076835632324219
17,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess techy unconstipated rock singaporean strip browseable search jail kerbstone minor charge video link uncharm commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.07996306790897924,0.5292787729124185,pairwise,concon,0.19389057159423828
18,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess techy unconstipated rock singaporean strip browseable search jail kerbstone minor charge video link uncharm commentary,supreme court help company away sexual harassment,video bear eat ice cream dairy queen lead charge zoo owner,0.0,0.14625448482542613,0.6888467201936644,cosine,concon,0.00974893569946289
19,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess techy unconstipated rock singaporean strip browseable search jail kerbstone minor charge video link uncharm commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,1 person find dead explosion rock site allege domestic hostage situation,0.26238248795467284,0.7167098954342086,0.8783434531441839,spacy,concon,1.5340445041656494
20,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",honer doing key player granzyme quarter unmanifested scandal name nonelect president,bias trump blame sluggish economy obama lavish praise breitbart,dunk name n.b.a fan minded new york time,0.0,0.09545454545454546,0.4772727272727273,l0,concon,0.0528721809387207
21,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",honer doing key player granzyme quarter unmanifested scandal name nonelect president,bias trump blame sluggish economy obama lavish praise breitbart,i.o.c president say russian federation bar new york time,0.0,0.05992996822422367,0.26969665998264064,pairwise,concon,0.18172478675842285
22,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",honer doing key player granzyme quarter unmanifested scandal name nonelect president,bias trump blame sluggish economy obama lavish praise breitbart,dunk name n.b.a fan minded new york time,0.0,0.09534625892455924,0.4767312946227962,cosine,concon,0.008109092712402344
23,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",honer doing key player granzyme quarter unmanifested scandal name nonelect president,diamond silk,shift trump egypt right record sideline new york time,0.21922852114037886,0.6663556006566682,0.7254743068524844,spacy,concon,1.3607714176177979
24,California Today: What to Look for on Election Day - The New York Times,embrown rive markov herding blow sultanship day imbibe marras surat communize,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.12878787878787878,0.10795454545454546,l0,concon,0.05444049835205078
25,California Today: What to Look for on Election Day - The New York Times,embrown rive markov herding blow sultanship day imbibe marras surat communize,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.06655924660794856,0.0570065534192356,pairwise,concon,0.18951988220214844
26,California Today: What to Look for on Election Day - The New York Times,embrown rive markov herding blow sultanship day imbibe marras surat communize,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.12309149097933275,0.10660035817780521,cosine,concon,0.008132696151733398
27,California Today: What to Look for on Election Day - The New York Times,embrown rive markov herding blow sultanship day imbibe marras surat communize,facebook tracking non user spark broad privacy concern,leave blast pepsi kendall jenner appropriate anti trump resistance sell soda,0.19609013861238803,0.44731999426409963,0.2913862176077278,spacy,concon,1.4337687492370605
28,Obama To Apply For Political Asylum In Moneygall,tantalite apply noughte political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.18333333333333335,0.7333333333333334,l0,concon,0.04138970375061035
29,Obama To Apply For Political Asylum In Moneygall,tantalite apply noughte political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.10163066979112657,0.5803329846765685,pairwise,concon,0.18495535850524902
30,Obama To Apply For Political Asylum In Moneygall,tantalite apply noughte political asylum moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.18257418583505536,0.7302967433402214,cosine,concon,0.006978034973144531
31,Obama To Apply For Political Asylum In Moneygall,tantalite apply noughte political asylum moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,"democrats urge obama pardon 750,000 illegal immigrant trump take power",-0.01435097910748813,0.686032381712396,0.9231531122951752,spacy,concon,1.33516526222229
32,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,duumvirate friedkin faith exorcism unwavering sneery fitchet hollywood sound snag,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.12142857142857143,0.5625,l0,concon,0.050661563873291016
33,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,duumvirate friedkin faith exorcism unwavering sneery fitchet hollywood sound snag,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.06437099366532754,0.3921811759712531,pairwise,concon,0.1797182559967041
34,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,duumvirate friedkin faith exorcism unwavering sneery fitchet hollywood sound snag,bias trump blame sluggish economy obama lavish praise breitbart,omb post nominee berned stake christian faith,0.0,0.11952286093343936,0.5590169943749475,cosine,concon,0.008763313293457031
