,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",nodapl native american leader vow stay wintertime file lawsuit police_force,supreme court help company away sexual harassment,afraid woman accuse trump rape 13 drop lawsuit,0.0,0.1125,0.8,l0,wordnet,0.06307625770568848
1,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",nodapl native american leader vow stay wintertime file lawsuit police_force,supreme court help company away sexual harassment,afraid woman accuse trump rape 13 drop lawsuit,0.0,0.059929968224223654,0.6694188517266484,pairwise,wordnet,0.28647708892822266
2,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",nodapl native american leader vow stay wintertime file lawsuit police_force,supreme court help company away sexual harassment,afraid woman accuse trump rape 13 drop lawsuit,0.0,0.11180339887498948,0.7999999999999998,cosine,wordnet,0.013024091720581055
3,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",nodapl native american leader vow stay wintertime file lawsuit police_force,gwen stefani superfan beat gwen stefani gwen stefani quiz,missouri governor claim witch hunt state house release report,0.14207533079155718,0.7403326394727074,0.9642950889344848,spacy,wordnet,2.6339917182922363
4,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave eruption pepsi kendall jenner appropriate anti trump resistance sell soda,u.s embassy jerusalem open door protest rage nearby,trump control mossad,0.0,0.2121212121212121,0.9090909090909091,l0,wordnet,0.06332039833068848
5,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave eruption pepsi kendall jenner appropriate anti trump resistance sell soda,u.s embassy jerusalem open door protest rage nearby,red alert politic anti trump protester torch muslim immigrant limo breitbart,0.0,0.10112251282501054,0.8350499057520977,pairwise,wordnet,0.27481985092163086
6,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave eruption pepsi kendall jenner appropriate anti trump resistance sell soda,u.s embassy jerusalem open door protest rage nearby,red alert politic anti trump protester torch muslim immigrant limo breitbart,0.0,0.18181818181818182,0.9090909090909091,cosine,wordnet,0.013730287551879883
7,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda",leave eruption pepsi kendall jenner appropriate anti trump resistance sell soda,idris elba star new hunchback notre dame netflix,joe scarborough trump legal strategy like monkey throw poo wall,0.317442760201368,0.6947677246928722,0.9674761268315182,spacy,wordnet,2.574885606765747
8,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess grapevine stand john_rock protector strip search jail day minor charge tv link commentary,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.11666666666666667,0.8,l0,wordnet,0.07433748245239258
9,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess grapevine stand john_rock protector strip search jail day minor charge tv link commentary,supreme court help company away sexual harassment,o.j simpson dismiss colin kaepernick stand flag,0.0,0.05664409592863685,0.6694188517266485,pairwise,wordnet,0.2858867645263672
10,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess grapevine stand john_rock protector strip search jail day minor charge tv link commentary,supreme court help company away sexual harassment,15 unique gift mom mother day,0.0,0.10540925533894598,0.7999999999999999,cosine,wordnet,0.014841556549072266
11,"Dakota Excess Pipeline? Standing Rock Protectors Strip-Searched, Jailed for Days on Minor Charges – Video, Links, and Commentary",dakota excess grapevine stand john_rock protector strip search jail day minor charge tv link commentary,gwen stefani superfan beat gwen stefani gwen stefani quiz,canada large school system cancel usa trip fear travel ban,0.16441934089141239,0.7708368577646862,0.953535547029013,spacy,wordnet,2.76273775100708
12,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",king_oliver north cardinal player islamic_republic_of_iran contra scandal key nra president,bias trump blame sluggish economy obama lavish praise breitbart,officer put man chokehold outside north carolina waffle house,0.0,0.10555555555555556,0.7,l0,wordnet,0.05987739562988281
13,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",king_oliver north cardinal player islamic_republic_of_iran contra scandal key nra president,bias trump blame sluggish economy obama lavish praise breitbart,i.o.c president say russian federation bar new york time,0.0,0.05992996822422367,0.5883635900492961,pairwise,wordnet,0.2702763080596924
14,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",king_oliver north cardinal player islamic_republic_of_iran contra scandal key nra president,bias trump blame sluggish economy obama lavish praise breitbart,officer put man chokehold outside north carolina waffle house,0.0,0.10540925533894598,0.6999999999999998,cosine,wordnet,0.012674093246459961
15,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",king_oliver north cardinal player islamic_republic_of_iran contra scandal key nra president,diamond silk,north carolina governor sign law limit successor power new york time,0.22201188729967178,0.7061758683870848,0.9188823065753614,spacy,wordnet,2.494199514389038
16,California Today: What to Look for on Election Day - The New York Times,golden_state appear election mean_solar_day newly house_of_york time,supreme court help company away sexual harassment,cambridge analytica send foreigner work u.s election employee,0.0,0.12698412698412698,0.26785714285714285,l0,wordnet,0.05538296699523926
17,California Today: What to Look for on Election Day - The New York Times,golden_state appear election mean_solar_day newly house_of_york time,supreme court help company away sexual harassment,cambridge analytica send foreigner work u.s election employee,0.0,0.07780894359285004,0.15592892548708362,pairwise,wordnet,0.28953099250793457
18,California Today: What to Look for on Election Day - The New York Times,golden_state appear election mean_solar_day newly house_of_york time,supreme court help company away sexual harassment,cambridge analytica send foreigner work u.s election employee,0.0,0.1259881576697424,0.26726124191242434,cosine,wordnet,0.01340031623840332
19,California Today: What to Look for on Election Day - The New York Times,golden_state appear election mean_solar_day newly house_of_york time,gwen stefani superfan beat gwen stefani gwen stefani quiz,maryland governor candidate breastfeed new campaign ad,-0.035240062112681866,0.7118855964486125,0.7587168417913426,spacy,wordnet,2.5410709381103516
20,Obama To Apply For Political Asylum In Moneygall,obama apply political mental_home indiana moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.18333333333333335,0.7333333333333334,l0,wordnet,0.05029296875
21,Obama To Apply For Political Asylum In Moneygall,obama apply political mental_home indiana moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.10163066979112657,0.5803329846765685,pairwise,wordnet,0.28281641006469727
22,Obama To Apply For Political Asylum In Moneygall,obama apply political mental_home indiana moneygall,supreme court help company away sexual harassment,stop political campaign forge signature,0.0,0.18257418583505536,0.7302967433402214,cosine,wordnet,0.01129150390625
23,Obama To Apply For Political Asylum In Moneygall,obama apply political mental_home indiana moneygall,gwen stefani superfan beat gwen stefani gwen stefani quiz,rand paul say oppose trump nominee cia secretary state,0.19805746759326254,0.7651013799959624,0.8780541998554252,spacy,wordnet,2.5242919921875
24,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,william friedkin trust exorcism comprise steady diversity hollywood snag,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.7083333333333333,l0,wordnet,0.058234453201293945
25,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,william friedkin trust exorcism comprise steady diversity hollywood snag,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.5507796339456278,pairwise,wordnet,0.26695966720581055
26,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,william friedkin trust exorcism comprise steady diversity hollywood snag,bias trump blame sluggish economy obama lavish praise breitbart,australian drug maker low profile powerful backer washington new york time,0.0,0.0,0.7071067811865475,cosine,wordnet,0.013518571853637695
27,William Friedkin's Faith In Exorcisms Is Unwavering. As For Diversity In Hollywood? It 'Snags' Him.,william friedkin trust exorcism comprise steady diversity hollywood snag,november 8 daily contrarian read,milo dartmouth college donald trump real man political correctness,0.2879698109854279,0.6350425054507907,0.9205737656604235,spacy,wordnet,2.456308364868164
28,NY State Police Building MS-13 Unit,empire_state state police construction ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,new york city ballet lace sneaker unite new york time,0.0,0.13392857142857142,0.7142857142857143,l0,wordnet,0.04523873329162598
29,NY State Police Building MS-13 Unit,empire_state state police construction ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,2 state solution dead israel debate new york time,0.0,0.07244081925041986,0.5586177528223194,pairwise,wordnet,0.26513195037841797
30,NY State Police Building MS-13 Unit,empire_state state police construction ms-13 unit,bias trump blame sluggish economy obama lavish praise breitbart,red state utah surge obamacare new york time,0.0,0.13363062095621217,0.7142857142857142,cosine,wordnet,0.010897636413574219
31,NY State Police Building MS-13 Unit,empire_state state police construction ms-13 unit,jew shielder gavin mccuck rekt jew hate female shitlord,north carolina governor sign law limit successor power new york time,0.04785823015208428,0.7172115540547678,0.9183829486454232,spacy,wordnet,2.390103340148926
32,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,police_officer put piece chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.2361111111111111,0.7777777777777778,l0,wordnet,0.05829620361328125
33,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,police_officer put piece chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.14438355527738672,0.6029748160380571,pairwise,wordnet,0.2826697826385498
34,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,police_officer put piece chokehold outside north carolina waffle house,supreme court help company away sexual harassment,waffle house shoot victim mom accept daughter diploma,0.0,0.2357022603955158,0.7777777777777778,cosine,wordnet,0.01232004165649414
35,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,police_officer put piece chokehold outside north carolina waffle house,gwen stefani superfan beat gwen stefani gwen stefani quiz,seth meyers wife welcome second child bear lobby apartment building,0.23658365682187588,0.7196698377396304,0.9324734342718913,spacy,wordnet,2.595623016357422
