,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart",0.9436514852893909,"[0.940856599655717, 0.9365846184050717, 0.9454392395337659, 0.9519457431743625, 0.940856599655717, 0.9574627288631378, 0.9204500385513404, 0.9494569237543272, 0.9365846184050717, 0.9574627288631378, 0.93040606949189, 0.9498064843689711, 0.9454392395337659, 0.9204500385513404, 0.93040606949189, 0.9541064070953286, 0.9519457431743625, 0.9494569237543272, 0.9498064843689711, 0.9541064070953286]",spacy,569.745486497879,0,lessconcon
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,0.940727135526123,"[0.9394297362158716, 0.9672756626062262, 0.925575188772646, 0.9412830443899826, 0.9394297362158716, 0.9360968853532486, 0.9199460125890878, 0.967139315575561, 0.9672756626062262, 0.9360968853532486, 0.9490007227654961, 0.9325917777638209, 0.925575188772646, 0.9199460125890878, 0.9490007227654961, 0.9289330092292899, 0.9412830443899826, 0.967139315575561, 0.9325917777638209, 0.9289330092292899]",spacy,459.750629901886,0,lessconcon
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,0.9589278349650309,"[0.9652478941102092, 0.9556058610137503, 0.957368772435004, 0.9540828698030782, 0.9652478941102092, 0.9610438450754515, 0.957972650782426, 0.9642677374587332, 0.9556058610137503, 0.9610438450754515, 0.9657377666922274, 0.954426076304731, 0.957368772435004, 0.957972650782426, 0.9657377666922274, 0.9535248759746989, 0.9540828698030782, 0.9642677374587332, 0.954426076304731, 0.9535248759746989]",spacy,529.4954619407654,0,lessconcon
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,0.9294161865912933,"[0.8999756217643443, 0.9146119417703042, 0.9375140874891877, 0.9391719726276684, 0.8999756217643443, 0.9262075930047253, 0.9277417800731186, 0.9171348521974406, 0.9146119417703042, 0.9262075930047253, 0.9580856289689699, 0.9159837173701846, 0.9375140874891877, 0.9277417800731186, 0.9580856289689699, 0.9577346706469877, 0.9391719726276684, 0.9171348521974406, 0.9159837173701846, 0.9577346706469877]",spacy,616.8377718925476,0,lessconcon
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,0.8357953363178359,"[0.8052376987761098, 0.8300733471726721, 0.8595377504061052, 0.8114821341528496, 0.8052376987761098, 0.836958356808656, 0.8139212961957092, 0.8832902547953749, 0.8300733471726721, 0.836958356808656, 0.855792857871872, 0.8805526503215314, 0.8595377504061052, 0.8139212961957092, 0.855792857871872, 0.7811070166774774, 0.8114821341528496, 0.8832902547953749, 0.8805526503215314, 0.7811070166774774]",spacy,487.96688985824585,0,lessconcon
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,0.94408275607077,"[0.941475945272199, 0.9352707349639192, 0.9386763648497187, 0.9339908436037822, 0.941475945272199, 0.9370567408581383, 0.9532477931225701, 0.9626679659305636, 0.9352707349639192, 0.9370567408581383, 0.9479492827719576, 0.9376617855979519, 0.9386763648497187, 0.9532477931225701, 0.9479492827719576, 0.9528301037368968, 0.9339908436037822, 0.9626679659305636, 0.9376617855979519, 0.9528301037368968]",spacy,468.06666374206543,0,lessconcon
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,0.9699191930582826,"[0.989818710912876, 0.9603424529063799, 0.981463696605308, 0.971349131037949, 0.989818710912876, 0.9636642997645347, 0.9822331781524127, 0.9737291652978677, 0.9603424529063799, 0.9636642997645347, 0.9569453013765027, 0.9491294949473275, 0.981463696605308, 0.9822331781524127, 0.9569453013765027, 0.970516499581665, 0.971349131037949, 0.9737291652978677, 0.9491294949473275, 0.970516499581665]",spacy,528.1310698986053,0,lessconcon
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,0.9361427084166947,"[0.9340302197609708, 0.9252706247748487, 0.9436226515287429, 0.9220540309648987, 0.9340302197609708, 0.9458539602062916, 0.955152610783094, 0.9494549740997239, 0.9252706247748487, 0.9458539602062916, 0.9278476684792036, 0.9418065955127827, 0.9436226515287429, 0.955152610783094, 0.9278476684792036, 0.9163337480563885, 0.9220540309648987, 0.9494549740997239, 0.9418065955127827, 0.9163337480563885]",spacy,534.5594093799591,0,lessconcon
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart",0.8598392810529392,"[0.89610853601256, 0.8705995824562581, 0.8522766003354763, 0.8351891954126351, 0.89610853601256, 0.8865496958005442, 0.8452098328702132, 0.8708889800841518, 0.8705995824562581, 0.8865496958005442, 0.8498060386883891, 0.83972692753389, 0.8522766003354763, 0.8452098328702132, 0.8498060386883891, 0.8520374213352759, 0.8351891954126351, 0.8708889800841518, 0.83972692753389, 0.8520374213352759]",spacy,505.5355248451233,0,lessconcon
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police",0.9552110291913468,"[0.9693182572409348, 0.9654925861403527, 0.9727975001370044, 0.9557613760052953, 0.9693182572409348, 0.9412009173946169, 0.9671248265314027, 0.9561653215231053, 0.9654925861403527, 0.9412009173946169, 0.9431848458587339, 0.9265413901820072, 0.9727975001370044, 0.9671248265314027, 0.9431848458587339, 0.9545232709000137, 0.9557613760052953, 0.9561653215231053, 0.9265413901820072, 0.9545232709000137]",spacy,565.0120799541473,0,lessconcon
