,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
0,"the movie has a soft , percolating magic , a deadpan suspense .",0.9433363798250939,"[0.9252723793453678, 0.9387082635748635, 0.9848505622718277, 0.92599627926328, 0.9252723793453678, 0.9678374108337783, 0.9222030709747618, 0.9472103699909571, 0.9387082635748635, 0.9678374108337783, 0.9309045315459069, 0.9747504613608866, 0.9848505622718277, 0.9222030709747618, 0.9309045315459069, 0.9156304690893077, 0.92599627926328, 0.9472103699909571, 0.9747504613608866, 0.9156304690893077]",spacy,2.270176649093628,0,wordnet
1,this is one of polanski's best films .,0.9478089498194227,"[0.9424000192852161, 0.9388699090405677, 0.9465940410250109, 0.94354670431547, 0.9424000192852161, 0.9821781503325357, 0.991190728756021, 0.9012113895865678, 0.9388699090405677, 0.9821781503325357, 0.9903616861895723, 0.9185261696651787, 0.9465940410250109, 0.991190728756021, 0.9903616861895723, 0.9232106999980854, 0.94354670431547, 0.9012113895865678, 0.9185261696651787, 0.9232106999980854]",spacy,1.445969820022583,0,wordnet
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .",0.9873182792487217,"[0.9836334632581233, 0.9894247523905856, 0.9824623753833931, 0.9894964903229904, 0.9836334632581233, 0.9893914956830029, 0.9852859788215295, 0.9892073017180317, 0.9894247523905856, 0.9893914956830029, 0.9845908462598658, 0.9941166551210175, 0.9824623753833931, 0.9852859788215295, 0.9845908462598658, 0.9855734335286757, 0.9894964903229904, 0.9892073017180317, 0.9941166551210175, 0.9855734335286757]",spacy,0.9592432975769043,0,wordnet
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",0.9950240140316542,"[0.9982214379828062, 0.9960433591235884, 0.9957329839569278, 0.992381278165595, 0.9982214379828062, 0.9959264207541484, 0.9947903042086709, 0.9929138557951902, 0.9960433591235884, 0.9959264207541484, 0.9956067420540721, 0.9954658849146701, 0.9957329839569278, 0.9947903042086709, 0.9956067420540721, 0.9931578733608726, 0.992381278165595, 0.9929138557951902, 0.9954658849146701, 0.9931578733608726]",spacy,1.217515468597412,0,wordnet
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,0.988910419340483,"[0.9799174572804255, 0.9864262716742981, 0.9881096282871529, 0.9888581800432041, 0.9799174572804255, 0.9900891719784253, 0.9855944016597169, 0.9894102169866734, 0.9864262716742981, 0.9900891719784253, 0.9905887684756325, 0.9952290786472381, 0.9881096282871529, 0.9855944016597169, 0.9905887684756325, 0.9948810183720633, 0.9888581800432041, 0.9894102169866734, 0.9952290786472381, 0.9948810183720633]",spacy,1.215954303741455,0,wordnet
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",0.9157478432917351,"[0.8815337409918595, 0.8788118544175157, 0.9113777127575332, 0.9057898731045326, 0.8815337409918595, 0.9044885562807439, 0.951563131871623, 0.9402612169176033, 0.8788118544175157, 0.9044885562807439, 0.9138443395143279, 0.9250179288416622, 0.9113777127575332, 0.951563131871623, 0.9138443395143279, 0.9447900782199488, 0.9057898731045326, 0.9402612169176033, 0.9250179288416622, 0.9447900782199488]",spacy,38.03753328323364,0,wordnet
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,0.9865117034582724,"[0.9944649666894999, 0.984143369392608, 0.9870911940287062, 0.9941881093251821, 0.9944649666894999, 0.9814792556018889, 0.9843442989258167, 0.9906806785868225, 0.984143369392608, 0.9814792556018889, 0.9751216734028709, 0.9842211938252797, 0.9870911940287062, 0.9843442989258167, 0.9751216734028709, 0.9893822948040499, 0.9941881093251821, 0.9906806785868225, 0.9842211938252797, 0.9893822948040499]",spacy,1.1269161701202393,0,wordnet
7,[at least] moore is a real charmer .,0.9563439046559686,"[0.9675701368472992, 0.9999999613455651, 0.9593545348036934, 0.9291431560305046, 0.9675701368472992, 0.9675701368472992, 0.9747992199328491, 0.9407763546663394, 0.9999999613455651, 0.9675701368472992, 0.9593545348036934, 0.9291431560305046, 0.9593545348036934, 0.9747992199328491, 0.9593545348036934, 0.9357278552519355, 0.9291431560305046, 0.9407763546663394, 0.9291431560305046, 0.9357278552519355]",spacy,1.6988003253936768,0,wordnet
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,0.9862853238333426,"[0.9869499994569718, 0.9836928525562487, 0.9906458195069244, 0.9869244625486066, 0.9869499994569718, 0.9766657772078138, 0.9903971277062562, 0.9928327230074557, 0.9836928525562487, 0.9766657772078138, 0.9827866756075773, 0.9796757223018744, 0.9906458195069244, 0.9903971277062562, 0.9827866756075773, 0.9922820784336971, 0.9869244625486066, 0.9928327230074557, 0.9796757223018744, 0.9922820784336971]",spacy,0.8301963806152344,0,wordnet
9,. . . always remains movingly genuine .,0.9557634035344519,"[0.957152871349359, 0.9844060292235531, 0.9477059559573536, 0.9786487432294487, 0.957152871349359, 0.9442600949146939, 0.939334610556148, 0.9567985325002891, 0.9844060292235531, 0.9442600949146939, 0.9457281504416197, 0.9679670552873956, 0.9477059559573536, 0.939334610556148, 0.9457281504416197, 0.9356319918846575, 0.9786487432294487, 0.9567985325002891, 0.9679670552873956, 0.9356319918846575]",spacy,0.5352294445037842,0,wordnet
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,0.9748553492613267,"[0.9699705734587282, 0.9756121435738597, 0.9763067290535206, 0.9856832962020282, 0.9699705734587282, 0.9747748204063073, 0.9694067149672596, 0.9721009643281657, 0.9756121435738597, 0.9747748204063073, 0.9701344883872256, 0.9814925789689419, 0.9763067290535206, 0.9694067149672596, 0.9701344883872256, 0.9730711832672282, 0.9856832962020282, 0.9721009643281657, 0.9814925789689419, 0.9730711832672282]",spacy,4.344095945358276,0,wordnet
11,there's more repetition than creativity throughout the movie .,0.9907874942295687,"[1.0, 0.9846458237159483, 0.9846458237159483, 1.0, 1.0, 0.9846458237159483, 0.9846458237159483, 1.0, 0.9846458237159483, 0.9846458237159483, 1.0, 0.9846458237159483, 0.9846458237159483, 0.9846458237159483, 1.0, 0.9846458237159483, 1.0, 1.0, 0.9846458237159483, 0.9846458237159483]",spacy,0.9093055725097656,0,wordnet
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .",0.9991517504267774,"[0.9989309994049026, 0.9999999788404896, 0.9992251971893643, 0.9995547400460834, 0.9989309994049026, 0.9989309994049026, 0.998416024293511, 0.9986314576112039, 0.9999999788404896, 0.9989309994049026, 0.9992251971893643, 0.9995547400460834, 0.9992251971893643, 0.998416024293511, 0.9992251971893643, 0.999048170241868, 0.9995547400460834, 0.9986314576112039, 0.9995547400460834, 0.999048170241868]",spacy,0.8325467109680176,0,wordnet
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",0.950269250304063,"[0.9351332948778882, 0.9438771061426332, 0.9268525920801736, 0.9708470656834411, 0.9351332948778882, 0.9680152070901848, 0.949653753786073, 0.9594620734772265, 0.9438771061426332, 0.9680152070901848, 0.9516996839166739, 0.9549402960806699, 0.9268525920801736, 0.949653753786073, 0.9516996839166739, 0.9422114299056666, 0.9708470656834411, 0.9594620734772265, 0.9549402960806699, 0.9422114299056666]",spacy,4.383896350860596,0,wordnet
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",0.9723261576431372,"[0.9730391666940058, 0.9698964340989789, 0.9827443873497267, 0.962452501479884, 0.9730391666940058, 0.9829912751381402, 0.969612021539884, 0.9757728627296142, 0.9698964340989789, 0.9829912751381402, 0.9677514003200246, 0.9677605342850154, 0.9827443873497267, 0.969612021539884, 0.9677514003200246, 0.9712409927961014, 0.962452501479884, 0.9757728627296142, 0.9677605342850154, 0.9712409927961014]",spacy,3.188159227371216,0,wordnet
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",0.96681820193749,"[0.9765878023796516, 0.9572127013981171, 0.9695064186626808, 0.9713399863627094, 0.9765878023796516, 0.9724379644232521, 0.9708427679800925, 0.9639789292402927, 0.9572127013981171, 0.9724379644232521, 0.968861957706743, 0.9519024107545547, 0.9695064186626808, 0.9708427679800925, 0.968861957706743, 0.9655110804668059, 0.9713399863627094, 0.9639789292402927, 0.9519024107545547, 0.9655110804668059]",spacy,38.092286348342896,0,wordnet
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",0.993452859031701,"[0.9959811498198605, 0.9964557120603731, 0.9897521498349066, 0.9974793929163089, 0.9959811498198605, 0.997606190317704, 0.9922133372990157, 0.9935382877600187, 0.9964557120603731, 0.997606190317704, 0.9898359742731059, 0.9937447481117268, 0.9897521498349066, 0.9922133372990157, 0.9898359742731059, 0.9879216479239898, 0.9974793929163089, 0.9935382877600187, 0.9937447481117268, 0.9879216479239898]",spacy,1.5464038848876953,0,wordnet
17,eight crazy nights is a showcase for sandler's many talents .,0.8491827867517536,"[0.7928814291401203, 0.790531340563001, 0.8334242412740381, 0.8596606270511175, 0.7928814291401203, 0.7884441957424968, 0.8770047771398503, 0.8794505440052212, 0.790531340563001, 0.7884441957424968, 0.8730982359442273, 0.8656004908941684, 0.8334242412740381, 0.8770047771398503, 0.8730982359442273, 0.9317319857632966, 0.8596606270511175, 0.8794505440052212, 0.8656004908941684, 0.9317319857632966]",spacy,12.761757373809814,1,wordnet
18,"from beginning to end , this overheated melodrama plays like a student film .",0.9730580914690018,"[0.9769551961607557, 0.9697301494692351, 0.9856012598017536, 0.9691858743560928, 0.9769551961607557, 0.9719683572365754, 0.9784258210724703, 0.9690343903577598, 0.9697301494692351, 0.9719683572365754, 0.9675322782205781, 0.9727894496037036, 0.9856012598017536, 0.9784258210724703, 0.9675322782205781, 0.9693581384110954, 0.9691858743560928, 0.9690343903577598, 0.9727894496037036, 0.9693581384110954]",spacy,1.1774790287017822,0,wordnet
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",0.9852537766609103,"[0.981736343930417, 0.969801295531948, 0.9877017361257469, 0.9824984824890918, 0.981736343930417, 0.9876402356018521, 0.9873560509557411, 0.9932753751622594, 0.969801295531948, 0.9876402356018521, 0.9810346665395417, 0.9901735960808055, 0.9877017361257469, 0.9873560509557411, 0.9810346665395417, 0.9913199841917031, 0.9824984824890918, 0.9932753751622594, 0.9901735960808055, 0.9913199841917031]",spacy,2.890038251876831,0,wordnet
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,0.9886133578098054,"[0.9870475305005624, 1.0, 0.985503021783551, 0.9944933189584593, 0.9870475305005624, 0.9870475305005624, 0.9766511683741033, 0.9939290159349342, 1.0, 0.9870475305005624, 0.985503021783551, 0.9944933189584593, 0.985503021783551, 0.9766511683741033, 0.985503021783551, 0.9814656513038726, 0.9944933189584593, 0.9939290159349342, 0.9944933189584593, 0.9814656513038726]",spacy,2.322157859802246,0,wordnet
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .",0.9840773240857921,"[0.9833792808886231, 0.984532105669818, 0.9861944977563659, 0.9828200229464444, 0.9833792808886231, 0.9828017878552386, 0.9852801742516117, 0.9767677785335044, 0.984532105669818, 0.9828017878552386, 0.9918010580850628, 0.9839903448684665, 0.9861944977563659, 0.9852801742516117, 0.9918010580850628, 0.9832061900027851, 0.9828200229464444, 0.9767677785335044, 0.9839903448684665, 0.9832061900027851]",spacy,1.1196913719177246,0,wordnet
22,it's probably not easy to make such a worthless film . . .,0.9831474976254173,"[0.9846825876044168, 0.9839234891144504, 0.9869103766674322, 0.9898190761151111, 0.9846825876044168, 0.9784333038634513, 0.9781744285278142, 0.9832166839022579, 0.9839234891144504, 0.9784333038634513, 0.980247709032657, 0.9831181364471259, 0.9869103766674322, 0.9781744285278142, 0.980247709032657, 0.9829491849794565, 0.9898190761151111, 0.9832166839022579, 0.9831181364471259, 0.9829491849794565]",spacy,1.0404791831970215,0,wordnet
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",0.9897425561264994,"[0.9912714330965012, 0.9910110643677698, 0.9918902934133915, 0.9916945135992166, 0.9912714330965012, 0.9833578918082262, 0.9841659050129898, 0.9830053657180093, 0.9910110643677698, 0.9833578918082262, 0.9928976879641828, 0.994351178443178, 0.9918902934133915, 0.9841659050129898, 0.9928976879641828, 0.9937802278415288, 0.9916945135992166, 0.9830053657180093, 0.994351178443178, 0.9937802278415288]",spacy,1.3492894172668457,0,wordnet
24,a non-mystery mystery .,0.8452756533060756,"[0.8453827241981601, 0.8143289753475595, 0.9458580839893912, 0.9207166010059017, 0.8453827241981601, 0.9355007498276788, 0.817157847563065, 0.6231191041402769, 0.8143289753475595, 0.9355007498276788, 0.8986412466414839, 0.7066359257692104, 0.9458580839893912, 0.817157847563065, 0.8986412466414839, 0.9454152745780271, 0.9207166010059017, 0.6231191041402769, 0.7066359257692104, 0.9454152745780271]",spacy,1.2028722763061523,0,wordnet
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",0.9926669735978292,"[0.987614546318254, 0.993476895866044, 0.9924405632540001, 0.9885655380997632, 0.987614546318254, 0.9924272172892387, 0.9902641887103959, 0.9958915788575344, 0.993476895866044, 0.9924272172892387, 0.9988457132126485, 0.9942695811331518, 0.9924405632540001, 0.9902641887103959, 0.9988457132126485, 0.9928739132372596, 0.9885655380997632, 0.9958915788575344, 0.9942695811331518, 0.9928739132372596]",spacy,1.5266385078430176,0,wordnet
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",0.9440118088207662,"[0.9407976253957463, 0.9426929600053987, 0.9301018668482683, 0.9686241533668017, 0.9407976253957463, 0.9509141354018762, 0.9442505216528823, 0.9483208626143607, 0.9426929600053987, 0.9509141354018762, 0.9308234988864322, 0.9532980954047023, 0.9301018668482683, 0.9442505216528823, 0.9308234988864322, 0.9302943686311936, 0.9686241533668017, 0.9483208626143607, 0.9532980954047023, 0.9302943686311936]",spacy,33.057331800460815,0,wordnet
27,". . . very funny , very enjoyable . . .",0.9833444926786361,"[0.9704081406536471, 0.9698394723659446, 0.9704081406536471, 0.9839161492806928, 0.9704081406536471, 0.9910297499038184, 1.0, 0.9850508509558992, 0.9698394723659446, 0.9910297499038184, 0.9910297499038184, 0.9867118221129929, 0.9704081406536471, 1.0, 0.9910297499038184, 0.9850508509558992, 0.9839161492806928, 0.9850508509558992, 0.9867118221129929, 0.9850508509558992]",spacy,0.6330773830413818,0,wordnet
28,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '",0.9586731347825916,"[0.9621762707559571, 0.9430711371217342, 0.9686303432566388, 0.9532216418060474, 0.9621762707559571, 0.9500481374966292, 0.9660854801083537, 0.9688297312468063, 0.9430711371217342, 0.9500481374966292, 0.9692856549820449, 0.9501433787778073, 0.9686303432566388, 0.9660854801083537, 0.9692856549820449, 0.9552395722738966, 0.9532216418060474, 0.9688297312468063, 0.9501433787778073, 0.9552395722738966]",spacy,28.911794900894165,0,wordnet
29,i can't recommend it . but it's surprisingly harmless .,0.9849907439102186,"[1.0, 0.9863391414986339, 0.9776531530251268, 0.9902592321270465, 1.0, 0.9863391414986339, 0.9776531530251268, 0.9902592321270465, 0.9863391414986339, 0.9863391414986339, 0.9789041549738299, 0.9795382599939126, 0.9776531530251268, 0.9776531530251268, 0.9789041549738299, 0.9829619708328271, 0.9902592321270465, 0.9902592321270465, 0.9795382599939126, 0.9829619708328271]",spacy,1.0245442390441895,0,wordnet
30,"narratively , trouble every day is a plodding mess .",0.9102696415972232,"[0.8703394264749484, 0.8888103020461441, 0.8420307162011577, 0.8568369818992998, 0.8703394264749484, 0.9592912044214156, 0.925230675502793, 0.9389461125447511, 0.8888103020461441, 0.9592912044214156, 0.9319501679015614, 0.9596386542917786, 0.8420307162011577, 0.925230675502793, 0.9319501679015614, 0.9296221746883834, 0.8568369818992998, 0.9389461125447511, 0.9596386542917786, 0.9296221746883834]",spacy,1.454883337020874,0,wordnet
31,execrable .,0.957518957034288,"[0.8937973925857203, 0.8937973925857203, 0.8937973925857203, 0.8937973925857203, 0.8937973925857203, 1.0, 1.0, 1.0, 0.8937973925857203, 1.0, 1.0, 1.0, 0.8937973925857203, 1.0, 1.0, 1.0, 0.8937973925857203, 1.0, 1.0, 1.0]",spacy,0.4368903636932373,0,wordnet
32,[a] rather thinly-conceived movie .,0.9519708762183419,"[0.9249257545765177, 0.952835909473095, 0.9736831404757748, 0.9700655478094177, 0.9249257545765177, 0.9606490877774808, 0.9371097280305791, 0.9426770888974679, 0.952835909473095, 0.9606490877774808, 0.9507301824297266, 0.9650589045787173, 0.9736831404757748, 0.9371097280305791, 0.9507301824297266, 0.9419734181346407, 0.9700655478094177, 0.9426770888974679, 0.9650589045787173, 0.9419734181346407]",spacy,1.4384047985076904,0,wordnet
33,has a lot of the virtues of eastwood at his best .,0.9674163560401474,"[0.9737386766572144, 0.9550120417840147, 0.9731936746711555, 0.9726156407057781, 0.9737386766572144, 0.9760833142938183, 0.9764359094080555, 0.9681984503757406, 0.9550120417840147, 0.9760833142938183, 0.9565224100286355, 0.954556002823635, 0.9731936746711555, 0.9764359094080555, 0.9565224100286355, 0.9678074396534273, 0.9726156407057781, 0.9681984503757406, 0.954556002823635, 0.9678074396534273]",spacy,0.99021315574646,0,wordnet
34,kept aloft largely by a comically adept ensemble .,0.9806583323196154,"[0.9681126640469044, 0.9681126640469044, 0.9681126640469044, 0.9489810412042703, 0.9681126640469044, 0.9999999953712294, 0.9999999953712294, 0.9844214345791598, 0.9681126640469044, 0.9999999953712294, 0.9999999953712294, 0.9844214345791598, 0.9681126640469044, 0.9999999953712294, 0.9999999953712294, 0.9844214345791598, 0.9489810412042703, 0.9844214345791598, 0.9844214345791598, 0.9844214345791598]",spacy,0.9381778240203857,0,wordnet
35,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",0.9934503737279414,"[0.9971601202389004, 0.9953869014604755, 0.9921818428828876, 0.9930182043224326, 0.9971601202389004, 0.9973382082229911, 0.99222673400133, 0.9957361838524452, 0.9953869014604755, 0.9973382082229911, 0.9903313460750638, 0.9926289769294179, 0.9921818428828876, 0.99222673400133, 0.9903313460750638, 0.9884952192934698, 0.9930182043224326, 0.9957361838524452, 0.9926289769294179, 0.9884952192934698]",spacy,1.0350925922393799,0,wordnet
36,a fascinating but choppy documentary .,0.8701982612299319,"[0.8539004153827504, 0.8889309327500666, 0.8560828194853839, 0.9170069832255361, 0.8539004153827504, 0.8498078287691668, 0.8031345382583115, 0.866415180324287, 0.8889309327500666, 0.8498078287691668, 0.8718763161630986, 0.9215776307073028, 0.8560828194853839, 0.8031345382583115, 0.8718763161630986, 0.8732499672334163, 0.9170069832255361, 0.866415180324287, 0.9215776307073028, 0.8732499672334163]",spacy,0.9886653423309326,0,wordnet
37,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",0.9913726066662786,"[0.9874858127412391, 0.9865101809284891, 0.9885967698282547, 0.9883250214383501, 0.9874858127412391, 0.9902615208516683, 0.996139170934744, 0.9946185052574471, 0.9865101809284891, 0.9902615208516683, 0.9916584985710802, 0.9940069292221838, 0.9885967698282547, 0.996139170934744, 0.9916584985710802, 0.9961236568893289, 0.9883250214383501, 0.9946185052574471, 0.9940069292221838, 0.9961236568893289]",spacy,1.364546298980713,0,wordnet
38,"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",0.9953058140426094,"[0.9948880188022738, 0.9940033598718495, 0.9961529158381666, 0.9963821998815308, 0.9948880188022738, 0.9944076745211806, 0.9946870501397932, 0.9975094046800004, 0.9940033598718495, 0.9944076745211806, 0.9927116347034058, 0.9963897892090054, 0.9961529158381666, 0.9946870501397932, 0.9927116347034058, 0.9959260927788879, 0.9963821998815308, 0.9975094046800004, 0.9963897892090054, 0.9959260927788879]",spacy,1.1098215579986572,0,wordnet
39,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,0.9629855066285293,"[0.9660063246838961, 0.9562686370300696, 0.9604299395094753, 0.9660063246838961, 0.9660063246838961, 0.954066809648239, 0.9610873633211907, 1.0, 0.9562686370300696, 0.954066809648239, 0.9508354944390955, 0.954066809648239, 0.9604299395094753, 0.9610873633211907, 0.9508354944390955, 0.9610873633211907, 0.9660063246838961, 1.0, 0.954066809648239, 0.9610873633211907]",spacy,0.7327232360839844,0,wordnet
40,the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,0.992311149827762,"[0.9968286595590212, 0.9941482767789206, 0.9861839701068916, 0.99543450403969, 0.9968286595590212, 0.9942804748743158, 0.9869634880328599, 0.9943709942967103, 0.9941482767789206, 0.9942804748743158, 0.9913112946105135, 0.9955751453551736, 0.9861839701068916, 0.9869634880328599, 0.9913112946105135, 0.9880146906235245, 0.99543450403969, 0.9943709942967103, 0.9955751453551736, 0.9880146906235245]",spacy,1.134857177734375,0,wordnet
41,"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",0.9625799171730461,"[0.9649948273621434, 0.9711751412856243, 0.9602680110458582, 0.9450868671337456, 0.9649948273621434, 0.9817801150008845, 0.9762072424243925, 0.9515370538811129, 0.9711751412856243, 0.9817801150008845, 0.9704560175105784, 0.9544124442297071, 0.9602680110458582, 0.9762072424243925, 0.9704560175105784, 0.949881451856417, 0.9450868671337456, 0.9515370538811129, 0.9544124442297071, 0.949881451856417]",spacy,24.0958993434906,0,wordnet
42,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",0.9734146530976414,"[0.9810046853582622, 0.9840748061873253, 0.9650883512341033, 0.9852044945863351, 0.9810046853582622, 0.9775586589918422, 0.9610167552698913, 0.963474883791089, 0.9840748061873253, 0.9775586589918422, 0.9713328128338153, 0.9843206481138236, 0.9650883512341033, 0.9610167552698913, 0.9713328128338153, 0.9610704346099261, 0.9852044945863351, 0.963474883791089, 0.9843206481138236, 0.9610704346099261]",spacy,2.3956823348999023,0,wordnet
43,"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",0.986488540519518,"[0.991539803897411, 0.9900548426876181, 0.9923104986448569, 0.9818027103691503, 0.991539803897411, 0.9867568883434895, 0.9911284443344403, 0.9843233949020622, 0.9900548426876181, 0.9867568883434895, 0.9864894929452273, 0.9790254963349452, 0.9923104986448569, 0.9911284443344403, 0.9864894929452273, 0.9814538327359799, 0.9818027103691503, 0.9843233949020622, 0.9790254963349452, 0.9814538327359799]",spacy,10.948794603347778,0,wordnet
44,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,0.9687555709263824,"[0.9453144483943033, 0.9621439373424912, 0.9527686439315382, 0.9658921415897002, 0.9453144483943033, 0.9665481362713262, 0.9838384354578013, 0.978705410689154, 0.9621439373424912, 0.9665481362713262, 0.9687752398748619, 0.9761137667637784, 0.9527686439315382, 0.9838384354578013, 0.9687752398748619, 0.9874555489488697, 0.9658921415897002, 0.978705410689154, 0.9761137667637784, 0.9874555489488697]",spacy,3.189009189605713,0,wordnet
45,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",0.9938004667281654,"[0.9946193114816164, 0.9966971447835395, 0.9933626387228748, 0.996068516774447, 0.9946193114816164, 0.994276521548522, 0.9890592859389105, 0.991058684179791, 0.9966971447835395, 0.994276521548522, 0.9927059172204589, 0.9955615764731945, 0.9933626387228748, 0.9890592859389105, 0.9927059172204589, 0.9945950701582995, 0.996068516774447, 0.991058684179791, 0.9955615764731945, 0.9945950701582995]",spacy,1.2351882457733154,0,wordnet
46,beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,0.9915933843272112,"[0.9960075678776706, 0.9866574714041643, 0.987410061117392, 0.987410061117392, 0.9960075678776706, 0.9913180656112747, 0.9912279266746772, 0.9912279266746772, 0.9866574714041643, 0.9913180656112747, 0.9923373813974321, 0.9923373813974321, 0.987410061117392, 0.9912279266746772, 0.9923373813974321, 1.0, 0.987410061117392, 0.9912279266746772, 0.9923373813974321, 1.0]",spacy,0.8955996036529541,0,wordnet
47,"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",0.9813269305637828,"[0.9763717285074545, 0.9832018222441931, 0.969904006567115, 0.9927437024734752, 0.9763717285074545, 0.9823934680652416, 0.9757562000307133, 0.9826120555015236, 0.9832018222441931, 0.9823934680652416, 0.9840696623848556, 0.9893697960361818, 0.969904006567115, 0.9757562000307133, 0.9840696623848556, 0.9768468638270755, 0.9927437024734752, 0.9826120555015236, 0.9893697960361818, 0.9768468638270755]",spacy,0.9492847919464111,0,wordnet
