,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"the movie has a soft , percolating magic , a deadpan suspense .","the movie receive a delicate , percolating magic , a deadpan suspense .",movie receive delicate percolate magic deadpan suspense,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3155193328857422,0,0.0,0.9768837261414106,2,0.9331084489822388,13,0.1433099210262298,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0671068355441093
1,this is one of polanski's best films .,this is one of polanski 's worst photographic_film .,polanski bad photographic_film,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.328517198562622,0,0.1208119608105432,0.9507418303364488,4,0.5992904305458069,9,0.1020703837275505,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.125803142786026
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens with his passages , mcgrath crafts quite_a affect scenes throughout his resolutely spectacular pas_seul on the refreshing .",like dicken passage mcgrath craft quite_a affect scene resolutely spectacular pas_seul refreshing,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.6419627666473389,0,0.0,0.9720611800124336,5,0.8348642587661743,20,0.253477931022644,"this is no "" waterboy ! """,-0.0848630666732788
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , nobelium contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for raft of nudity .",point view nobelium contemporary interpretation joan prefeminist plight leave think reason movie present standard allow raft nudity,else-,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.4709808826446533,0,0.0,0.9976962970485102,8,0.9277554154396057,38,0.2017868012189865,exactly what you'd expect from a guy named kaos .,-0.065108835697174
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler rattling ! ) is significantly less charming than listening to a four - year - old with a taste for understatement recount his halloween trip to the haunted house .,sit reel spoiler rattle significantly charming listen year old taste understatement recount halloween trip haunted house,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.2086420059204101,0,0.0828523492194755,0.9962627023914384,7,0.9755387306213379,37,0.2559253573417663,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",-0.0582553409039974
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . mesmerise , an eye - scuttle tour_of_duty of modernistic beijing civilisation in a journeying of rebellion , retreat into oblivion and return .",mesmerise eye scuttle tour_of_duty modernistic beijing civilisation journeying rebellion retreat oblivion return,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,5.264124393463135,0,0.0824569625723681,0.9583893568047082,8,0.8668582439422607,26,0.0073446757160127,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0815200507640838
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle like those d . w . griffith made inch the early days of silent film .,glorious spectacle like d w griffith inch early day silent film,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1793363094329834,0,-0.0004108008630455,0.9917885751081424,3,0.9632469415664673,21,0.0085206516087055,overall very good for what it's trying to do .,-0.0321132913231849
7,[at least] moore is a real charmer .,[ at least ] Thomas_Moore is a literal charmer .,thomas_moore literal charmer,bluto blutarsky miss,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.3515572547912597,0,-0.0283947629397636,0.9492384531433056,6,0.8034137487411499,10,0.1294737011194229,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0966270938515663
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film starts safe as competent but mundane . . . and gradually grows into something of considerable power .,film start safe competent mundane gradually grow considerable power,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.1005859375,0,-0.0195586756300148,0.9927345215664184,2,0.8326504826545715,20,0.2506272196769714,gets under the skin of a man who has just lost his wife .,-0.0290539097040891
9,. . . always remains movingly genuine .,. . . always remains movingly echt .,remain movingly echt,execrable,TfidfVectorizer,growing_net,MLPClassifier,polarity,0.064450979232788,0,-0.0450019911504215,0.9267173904275288,1,0.8291131854057312,8,0.2250084280967712,"the story suffers a severe case of oversimplification , superficiality and silliness .",-0.1024411916732788
