,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is help_oneself Companies Get Away With asexual Harassment,supreme court help_oneself company away asexual harassment,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.2949550151824951,1,0.1719746326080956,0.9699889077381298,2,0.7315206527709961,11,0.0352245867252349
1,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says cornet Did n't Know The Difference 'tween HPV And HIV,bill gate say cornet know difference tween hpv hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.3475337028503418,1,0.2050815595885446,0.9530935746907367,4,0.8078586459159851,13,0.0438945777714252
2,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner 's Ex - Bodyguard Tim Chung Denies He 's Actually Stormi 's Fatherhood,kylie jenner ex bodyguard tim chung deny actually stormi fatherhood,vandalize arizona mosque flood support interfaith ally,CountVectorizer,growing_net,MLPClassifier,fake,0.5202476978302002,1,0.3640686239252554,0.9839119608176308,10,0.9759507775306702,15,0.0110620614141225
3,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & Order : SVU ' rigging Trans Military Debate With Powerful Storyline,law order svu rigging trans military debate powerful storyline,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.251319408416748,1,0.151919980211717,0.9736450408859184,7,0.9141476154327393,14,0.1046293601393699
4,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy IN Jerusalem Opens Its Doors As Protests furor Nearby,u.s embassy jerusalem open door protest furor nearby,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.4507019519805908,2,0.0706248475854021,0.9845938133004596,2,0.9632835388183594,11,-0.0810083523392677
5,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's complaint About Obama Giving Away Syria Strategy expression Pretty Silly Now,trump complaint obama give away syria strategy expression pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.2893970012664795,2,0.1846112399689159,0.9802818049898664,4,0.9613081216812134,13,-0.1403758823871612
6,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,adolescent manipulation ' Grey 's Anatomy ' For Secret Yearbook Message About Being Gay,adolescent manipulation grey anatomy secret yearbook message gay,o.j simpson dismiss colin kaepernick stand flag,CountVectorizer,growing_net,MLPClassifier,fake,0.7242276668548584,2,0.2233372381969136,0.971832590416093,7,0.8896345496177673,14,0.0448593012988567
7,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino 's ' This Is America ' Video , explicate",childish gambino america video explicate,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.1518588066101074,4,0.2090135813826012,0.9743243018094014,9,0.9536354541778564,11,0.0970595255494117
8,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : indigen American Leaders Vow to Stay All Winter , single_file Lawsuit Against Police",nodapl indigen american leader vow stay winter single_file lawsuit police,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.2907807826995849,5,0.1591701963822311,0.97502333214175,7,0.8572518825531006,16,-0.1207073926925659
9,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","result Blasts Pepsi , Kendall Jenner for ’ capture ’ Anti - Trump ‘ Resistance ’ to Sell Soda",result blast pepsi kendall jenner capture anti trump resistance sell soda,idris elba star new hunchback notre dame netflix,CountVectorizer,growing_net,MLPClassifier,fake,0.3421797752380371,7,0.2247538325786942,0.967492095909039,12,0.9278143644332886,19,0.0120456488803029
