,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,Sunshine Quiz Wkly Q ! Win a top Sony DVD player if u know which country the Algarve is in ? Txt ansr to 82277 . aPS1.50 SP : Tyrone,sunshine quiz wkly q win sony dvd player u know country algarve txt ansr 82277 aps1.50 sp tyrone,important customer service announcement freephone 0800 542 0825,growing_net,DistilBertForSequenceClassification,spam,11.073053359985352,0,0.3793494014993784,1.0,9,1.0,30.0,0.1775087714195251,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0726513937115669
1,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx","Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother ? Hav 2go , thanx.xx",al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,wylie tampa sarasota,growing_net,DistilBertForSequenceClassification,spam,10.75422477722168,0,-0.000580159503492,1.0,4,0.9999998807907104,33.0,-0.0772465094923973,I'm good. Have you registered to vote?,-0.17439566552639
2,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are trying to contact U. Todays draw shows that you have won a aPS800 appreciate GUARANTEED . Call 09050001808 from land line . Claim M95 . Valid12hrs only,urgent try contact u. today draw show win aps800 appreciate guarantee 09050001808 land line claim m95 valid12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_net,DistilBertForSequenceClassification,spam,10.85730004310608,0,0.3700014214878455,0.9964015726183774,9,0.9597718119621277,31.0,0.2932731807231903,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1246317848563194
3,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We are trying to contact you . Last weekends draw shows that you won a aPS1000 prize GUARANTEED . Call 09064012160 . Claim Code K52 . Valid 12hrs only . 150ppm,gent try contact weekend draw show win aps1000 prize guarantee 09064012160 claim code k52 valid 12hrs 150ppm,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_net,DistilBertForSequenceClassification,spam,11.195062160491943,1,0.3655895314408738,1.0,12,0.9999998807907104,33.0,0.1378968209028244,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.035036128014326
4,Cheers for the card ... Is it that time of year already?,Cheers for the card ... represent it that time of year already ?,cheer card represent time year,wylie tampa sarasota,growing_net,DistilBertForSequenceClassification,spam,5.468868017196655,1,-0.0525176256402299,0.9927447791627784,3,0.9448748230934143,13.0,-0.0222601704299449,She doesnt need any test.,-0.1631438285112381
5,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information quadruplet orange user . nowadays is your lucky day!2find out why log onto http://www.urawinner.com THERE 'S A FANTASTIC SURPRISE AWAITING YOU !,important information quadruplet orange user nowadays lucky day!2find log http://www.urawinner.com fantastic surprise await,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,growing_net,DistilBertForSequenceClassification,spam,10.956674337387083,1,0.3482915031401175,0.9883095978084776,6,0.9454042911529541,24.0,0.1467896252870559,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",0.015246519818902
6,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Congratulations ur awarded 500 of CD voucher or 125gift guaranteed & Free entry 2 100 wkly draw txt euphony to 87066,congratulation ur award 500 cd voucher 125gift guarantee free entry 2 100 wkly draw txt euphony 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,growing_net,DistilBertForSequenceClassification,spam,8.496488094329834,1,0.4013057167678914,0.983790537152592,2,0.9137680530548096,21.0,0.1792729645967483,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1370075196027755
7,"That's cool, I'll come by like  &lt;#&gt; ish","That 's cool , I 'll come past like   & lt;#&gt ; ish",cool come past like    lt;#&gt ish,wylie tampa sarasota,growing_net,DistilBertForSequenceClassification,spam,5.620240926742554,2,-0.0274765997547052,0.9861321596335728,11,0.9202748537063599,15.0,0.0122700231149792,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",-0.1765698343515396
8,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,Wishing you angstrom beautiful day . Each moment revealing even more things to keep you smiling . Do enjoy it .,wish angstrom beautiful day moment reveal thing smile enjoy,wylie tampa sarasota,growing_net,DistilBertForSequenceClassification,spam,8.366717338562012,2,-0.024164464763598,0.9942620728449658,7,0.8587360978126526,21.0,0.1723091900348663,K and you're sure I don't have to have consent forms to do it :V,-0.200093999505043
9,"Didn't try, g and I decided not to head out","behave n't judge , g and I decided not to head out",behave judge g decide head,wylie tampa sarasota,growing_net,DistilBertForSequenceClassification,spam,6.484611034393311,2,-0.0088782193299679,0.9752952650950516,4,0.7211881279945374,12.0,-0.0001070406287908,Networking technical support associate.,-0.0921582654118537
