,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"the movie has a soft , percolating magic , a deadpan suspense .","the moving-picture_show has a soft , percolating charming , a deadpan suspense .",move picture_show soft percolate charming deadpan suspense,else-,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.4922993183135986,0,0.0,0.9543854361506868,2,0.7724266052246094,13,0.1751595139503479,aan opportunity wasted .,-0.040869228541851
1,this is one of polanski's best films .,this exist one of polanski 's bad films .,exist polanski bad film,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.4124627113342285,0,0.1162781164536368,0.960696441810843,4,0.6765081882476807,9,0.1007654890418052,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1360467374324798
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely spectacular variation on the novel .",like dicken passage mcgrath craft move scene resolutely spectacular variation novel,else-,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.355013370513916,0,0.0,0.9966429457493576,1,0.993211567401886,20,0.1030193641781807,"guy gets girl , guy loses girl , audience falls asleep .",-0.1437081843614578
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the moving-picture_show is because present standards allow for plenty of nudity .",point view contemporary interpretation joan prefeminist plight leave think reason move picture_show present standard allow plenty nudity,execrable,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,1.1649410724639893,0,-0.0070947782159024,0.9968656995846136,7,0.9245561361312866,38,0.1323494464159011,a solidly seaworthy chiller .,-0.0993734151124954
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert ! ) is significantly less magical than listening to a four - class - old with a taste for exaggeration recount his halloween trip to the haunted house .,sit reel spoiler alert significantly magical listen class old taste exaggeration recount halloween trip haunted house,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.8437750339508057,0,0.0765327397779482,0.9957871396365148,6,0.9600297808647156,37,0.2542800903320312,"'ejemplo de una cinta en que no importa el talento de su reparto o lo interesante que pudo haber resultado su premisa , pues el resultado es francamente aburrido y , por momentos , deplorable . '",-0.0690133050084114
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . mesmerizing , AN eye - unfold tour of forward-looking beijing finish inch a journeying of rebellion , retreat into oblivion and come_back .",mesmerize eye unfold tour forward look beijing finish inch journeying rebellion retreat oblivion come_back,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,6.905881404876709,0,0.0486930968566023,0.9654644066560416,9,0.9045567512512207,26,0.0608641952276229,clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,-0.1190598011016845
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle like those d . w . griffith arrive_at in the early days of silent picture .,glorious spectacle like d w griffith arrive_at early day silent picture,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.4122195243835449,0,0.1149511931224751,0.9909632537061792,4,0.8719651699066162,21,0.1816616356372833,"despite the pyrotechnics , narc is strictly by the book .",-0.0766017735004425
7,[at least] moore is a real charmer .,[ At least ] moore is a material charmer .,moore material charmer,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.6195516586303711,0,-0.016519551222859,0.9695874454643644,5,0.8588781356811523,10,0.1258596777915954,yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix .,-0.095855101943016
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film start out as competent but unremarkable . . . and gradually grows into something of considerable power .,film start competent unremarkable gradually grow considerable power,execrable,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.4117200374603271,0,-0.0030990864803338,0.9983794462009964,1,0.9844080209732056,20,0.2518255114555359,gets under the skin of a man who has just lost his wife .,-0.1328289955854416
9,. . . always remains movingly genuine .,. . . always stay movingly genuine .,stay movingly genuine,bluto blutarsky miss,TfidfVectorizer,growing_net,RandomForestClassifier,polarity,0.501107931137085,0,0.0528627210929611,0.9757417286553254,1,0.9206372499465942,8,-0.0814039632678031,i am sorry that i was unable to get the full brunt of the comedy .,-0.1355433166027069
