,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are try to adjoin U. today force point that you have won amp aPS800 pry GUARANTEED . Call 09050001808 from soil line . take M95 . Valid12hrs merely,urgent try adjoin u. today force point win amp aps800 pry guarantee 09050001808 soil line m95 valid12hrs merely,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.809537172317505,2,0.3593565810149391,0.9683354482371426,18,0.6441583633422852,31.0,0.2708245813846588
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We ar trying to liaison you . finish weekends withdraw demonstrate that you lost group_A aPS1000 prize warrant . address 09064012160 . title Code K52 . invalid 12hrs only . 150ppm,gent ar try liaison finish weekend withdraw demonstrate lose group_a aps1000 prize warrant address 09064012160 title code k52 invalid 12hrs 150ppm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,5.128057956695557,3,0.3863409562344856,0.9660677946498428,22,0.8187344670295715,33.0,0.3950983583927154
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,praise ur grant d of CD verifier Oregon 125gift vouch & resign entrance II one_hundred wkly eviscerate txt euphony to 87066,praise ur grant d cd verifier oregon 125gift vouch resign entrance ii one_hundred wkly eviscerate txt euphony 87066,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,6.666111707687378,5,0.335330725864014,0.724568252884425,12,0.6120337247848511,21.0,0.2712391912937164
3,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U wish for Christmas ? How about c free text_edition messages & a raw telecasting ring with one-half Leontyne_Price line rental ? ring free now along 0800 0721072 to happen verboten to_a_greater_extent !,u wish christmas c free text_edition message raw telecasting ring half leontyne_price line rental ring free 0800 0721072 happen verboten to_a_greater_extent,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,6.0450427532196045,14,0.4199276219415758,0.9666790018937794,18,0.6343361139297485,35.0,0.4188787341117859
4,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,finis take_chances II arrogate Ur aPS150 deserving of disregard coupon - text_edition yes to 85023 now!SavaMob - phallus go peregrine tonne Cs 08717898035 . aPS3.00 wedge . XVI . take txt ex operating_theatre catch,finis take_chance ii arrogate ur aps150 deserving disregard coupon text_edition yes 85023 now!savamob phallus peregrine tonne c 08717898035 aps3.00 wedge xvi txt ex operating_theatre catch,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,16.46710753440857,14,0.3509177597987649,0.8317076967143222,26,0.6348148584365845,34.0,0.3407021462917328
5,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know u and u do n't know me . mail schmoose to 86688 straightaway and prevent 's bump each early ! Only 150p / Msg rcvd . hydrargyrum / Suite342/2Lands / run-in / W1J6HL LDN . XVIII years operating_theatre over .,know u u know mail schmoose 86688 straightaway prevent bump early 150p msg rcvd hydrargyrum suite342/2lands run w1j6hl ldn xviii year operating_theatre,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,13.214240312576294,14,0.3718698756505232,0.9838226314519176,32,0.5220543146133423,44.0,0.2146018147468567
6,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers termination with 0089(my last-place four digits ) are selected to get amp aPS350 laurels . If your number mate please cry 09063442151 to claim your aPS350 award,today vodafone number termination 0089(my place digit select amp aps350 laurel number mate cry 09063442151 claim aps350 award,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.872866630554199,14,0.3499235682698904,0.9732341242699848,11,0.864967405796051,30.0,0.3753852248191833
7,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will atomic_number_92 meet ur dream mate soon ? Is ur career off II a flyng start ? ii find out free , txt HORO followed by ur star sign , e. g. HORO ARIES",atomic_number_92 meet ur dream mate soon ur career ii flyng start ii find free txt horo follow ur star sign e. g. horo arie,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,1.9064414501190183,17,0.4026317028613474,0.9864041724741054,12,0.8489431142807007,34.0,0.1065537109971046
8,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U induce a mystical admirer who is attend 2 make contact with U - find out who they R*reveal who imagine UR so limited - prognosticate off 09058094594,u induce mystical admirer attend 2 contact u find r*reveal imagine ur limited prognosticate 09058094594,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.9356608390808105,17,0.3472007274011654,0.9770554314520556,11,0.8164973258972168,28.0,0.1174519434571266
9,WIN a aPS200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 aPS1.50perweeksub.,winnings a aPS200 Shopping fling every hebdomad go nowadays . II wreak school_text stock to 88039 . SkilGme . TsCs08714740323 1Winawk ! age16 aPS1.50perweeksub .,winning aps200 shopping fling hebdomad nowadays ii wreak school_text stock 88039 skilgme tscs08714740323 1winawk age16 aps1.50perweeksub,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,5.792853593826294,20,0.3792089409879893,0.9140508809996498,18,0.7481421232223511,25.0,0.0816551968455314
