,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,URGENT ! We are trying to meet U. Todays draw shows that you have come_through a aPS800 respect GUARANTEED . promise 09050001808 from body_politic product_line . take M95 . Valid12hrs only,urgent try meet u. today draw show come_through aps800 respect guarantee promise 09050001808 body_politic product_line m95 valid12hrs,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.452665328979492,2,0.3656481879827689,0.9746812919031136,14,0.702966570854187,31.0,0.2233334928750991,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0765015929937362
1,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT ! We make_up trying to get_through you . finally weekends trace shows that you lose a aPS1000 pillage undertake . promise 09064012160 . title Code K52 . Valid 12hrs only . 150ppm,gent make_up try get_through finally weekend trace show lose aps1000 pillage undertake promise 09064012160 title code k52 valid 12hrs 150ppm,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.2408487796783447,3,0.3625857081554292,0.965100394032704,20,0.6476520299911499,33.0,0.3358625471591949,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",0.0176309645175933
2,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulation ur grant d of CD coupon or 125gift warrant & destitute submission ii hundred wkly take_in txt medicine to 87066,congratulation ur grant d cd coupon 125gift warrant destitute submission ii wkly take_in txt medicine 87066,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,4.545782566070557,5,0.3969008000977576,0.8452497910467477,11,0.5490745306015015,21.0,0.2630476951599121,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1313422471284866
3,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U wish for Xmas ? How just_about C relieve text_edition messages & a worn television phone with half price line renting ? Call innocent now on 0800 0721072 to find out more !,u wish xma just_about c relieve text_edition message worn television phone half price line rent innocent 0800 0721072 find,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,5.126895427703857,14,0.3935264942247413,0.9719158861930748,14,0.8102500438690186,35.0,0.3401820361614227,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1826225519180297
4,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,concluding happen ii disclaim Ur aPS150 worthlessness of discount vouchers - textual_matter YES to 85023 now!SavaMob - nonmember go peregrine tonne speed_of_light 08717898035 . aPS3.00 hero . 16 . take txt X or full_point,conclude happen ii disclaim ur aps150 worthlessness discount voucher textual_matter yes 85023 now!savamob nonmember peregrine tonne speed_of_light 08717898035 aps3.00 hero 16 txt x full_point,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,growing_net,MLPClassifier,spam,13.13918924331665,14,0.4205124175307408,0.902959601775958,22,0.8089016079902649,34.0,0.1971970349550247,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0613619983196258
5,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,one do n't cognize U and atomic_number_92 do n't know me . Send natter to 86688 now and let 's see from_each_one same ! Only 150p / monosodium_glutamate rcvd . hectogram / Suite342/2Lands / run-in / W1J6HL LDN . XVIII class Oregon over .,cognize u atomic_number_92 know send natter 86688 let from_each_one 150p monosodium_glutamate rcvd hectogram suite342/2lands run w1j6hl ldn xviii class oregon,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,13.31386423110962,14,0.3705053885762028,0.9763224262967264,36,0.38370591402053833,44.0,0.2011426836252212,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.1139459311962127
6,todays vodafone numbers ending with 0089(my last four digits) are selected to received a aPS350 award. If your number matches please call 09063442151 to claim your aPS350 award,today vodafone numbers finish with 0089(my close quatern digit ) cost selected to received angstrom aPS350 laurels . If your number equal delight call 09063442151 to take your aPS350 awarding,today vodafone number finish 0089(my close quatern digit cost select receive angstrom aps350 laurel number equal delight 09063442151 aps350 award,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,2.889460325241089,14,0.3345218903322617,0.9583639907420576,14,0.8007818460464478,30.0,0.3512219488620758,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0600395463407039
7,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Will u meet ur dream partner soon ? Is ur career off 2 a flyng start ? 2 happen out free , txt HORO come by ur asterisk sign , e. g. HORO ARIES",u meet ur dream partner soon ur career 2 flyng start 2 happen free txt horo come ur asterisk sign e. g. horo arie,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,1.959571361541748,17,0.3995608284811104,0.9920308834091474,11,0.9758666753768921,34.0,0.0765632987022399,FROM 88066 LOST aPS12 HELP,-0.0754981786012649
8,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,U have a orphic adorer who is looking 2 stool reach with U - feel stunned who they R*reveal World_Health_Organization thinks UR so peculiar - song on 09058094594,u orphic adorer look 2 stool reach u feel stunned r*reveal world_health_organization think ur peculiar song 09058094594,important customer service announcement freephone 0800 542 0825,CountVectorizer,growing_net,MLPClassifier,spam,4.097943305969238,17,0.3318891723999803,0.9519986085013378,12,0.6537548303604126,28.0,0.1748721301555633,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,-0.0608268976211547
9,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","thank for your ringtone place , reference number X29 . Your nomadic will be rouse 4.50 . Should your tone not come delight scream client service 09065989180",thank ringtone place reference number x29 nomadic rouse 4.50 tone come delight scream client service 09065989180,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,growing_net,MLPClassifier,spam,3.2135097980499268,24,0.3473163334799318,0.960261925001272,14,0.7345448732376099,27.0,0.3179825842380523,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0118929259479045
