,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"the movie has a soft , percolating magic , a deadpan suspense .","the motion-picture_show has a soft , percolating sorcerous , a deadpan suspense .",motion picture_show soft percolate sorcerous deadpan suspense,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2849023342132568,0,0.0,0.9540402802966962,2,0.8245322704315186,13,0.1637546867132187
1,this is one of polanski's best films .,this is one of polanski 's evil motion_picture .,polanski evil motion_picture,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3702139854431152,0,0.1090698145913945,0.9280180646088858,4,0.6228278279304504,9,0.058349747210741
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens with his passages , mcgrath cunning quite moving scenes throughout his resolutely undramatic variation on the novel .",like dicken passage mcgrath cunning move scene resolutely undramatic variation novel,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.2184209823608398,0,0.0,0.978483917585962,2,0.9328721761703491,20,0.1407386660575866
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , all contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make the movie represent because present standards allow for plenty of nudity .",point view contemporary interpretation joan prefeminist plight leave think reason movie represent present standard allow plenty nudity,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.234363317489624,0,0.0,0.9977833919750128,8,0.9805850982666016,38,0.1683406680822372
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four - year - old with a taste for exaggeration recite his Allhallows_Eve trip to the haunted house .,sit reel spoiler alert significantly charming listen year old taste exaggeration recite allhallows_eve trip haunted house,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.2882192134857178,0,0.0668976214505741,0.9960609196358176,7,0.948223352432251,37,0.2388532906770706
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . spellbinding , Associate_in_Nursing optic - gap tour_of_duty of modernistic beijing finish Hoosier_State group_A journeying of rebellion , retreat into oblivion and deliver .",spellbinding associate_in_nurse optic gap tour_of_duty modernistic beijing finish hoosier_state group_a journey rebellion retreat oblivion deliver,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,10.69658637046814,0,0.0531495700582522,0.9423214700306826,12,0.5448496341705322,26,-0.0193486586213111
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a magnificent spectacle like those d . w . griffith make in the early days of silent film .,magnificent spectacle like d w griffith early day silent film,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.2910361289978027,0,-0.0064778419856119,0.995811559453095,4,0.9789804816246033,21,-0.0300147999078035
7,[at least] moore is a real charmer .,[ astatine least ] moore is a really charmer .,astatine moore charmer,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.3459432125091553,0,0.0703098493302995,0.9458655114500316,5,0.8282816410064697,10,0.1363121420145034
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film protrude out as competent but everyday . . . and gradually grows into something of considerable power .,film protrude competent everyday gradually grow considerable power,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.3808050155639648,0,-0.0187618150501295,0.9895625102883568,2,0.7977032661437988,20,0.2540387809276581
9,. . . always remains movingly genuine .,. . . perpetually remains movingly genuine .,perpetually remain movingly genuine,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.1195945739746093,0,0.0117799598421172,0.9789251912618112,1,0.8845459222793579,8,0.0079610757529735
