,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","the movie has a deadpan , percolating magic , the deadpan suspense .",movie deadpan percolate magic deadpan suspense,else-,growing_language,DistilBertForSequenceClassification,polarity,9.17237377166748,0
1,this is one of polanski's best films .,every is one of polanski 's worst films .,polanski bad film,else-,growing_language,DistilBertForSequenceClassification,polarity,30.771228551864624,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens with his elements , mcgrath people simply moving scenes throughout his resolutely dramatic variation on the novel .",like dicken element mcgrath people simply move scene resolutely dramatic variation novel,else-,growing_language,DistilBertForSequenceClassification,polarity,65.12046313285828,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , any emotional situation of park 's prefeminist plight , so we 're left thinking the clear reason to make this movie is because present standards allow without curiosity of nudity .",point view emotional situation park prefeminist plight leave think clear reason movie present standard allow curiosity nudity,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,113.68295812606812,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert :| ) represents significantly better charming than listening to this four - year - old with each taste for tale recount his halloween trip to the haunted house .,sit reel spoiler alert :| represent significantly well charming listen year old taste tale recount halloween trip haunted house,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,104.62906908988953,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .","! . . mesmerizing , an love - opening tour of modern beijing culture in a journey of bravado , pace into oblivion and return .",mesmerize love open tour modern beijing culture journey bravado pace oblivion return,execrable,growing_language,DistilBertForSequenceClassification,polarity,67.76744246482849,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's any glorious spectacle like those d . over . comedy made in the early days of damned film .,glorious spectacle like d comedy early day damned film,else-,growing_language,DistilBertForSequenceClassification,polarity,66.14250469207764,0
7,[at least] moore is a real charmer .,( at worst ] moore is a real charmer .,bad moore real charmer,execrable,growing_language,DistilBertForSequenceClassification,polarity,28.900559425354004,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,this film starts out as competent but unremarkable . . ? and gradually feels into something of considerable fan .,film start competent unremarkable gradually feel considerable fan,else-,growing_language,DistilBertForSequenceClassification,polarity,59.19757103919983,0
9,. . . always remains movingly genuine .,. . :) always remains movingly loose .,remain movingly loose,execrable,growing_language,DistilBertForSequenceClassification,polarity,17.226717948913574,0
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's sweetness should have been the be - all - end - all beyond the beautiful - office romance films .,jonathan parker sweetness end beautiful office romance film,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,60.281853914260864,0
11,there's more repetition than creativity throughout the movie .,there 's more essence than truth throughout the movie .,essence truth movie,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,34.34548330307007,0
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie is well here hilarious : it 's witty and inventive , too , or in hindsight , it is n't even all that dumb .",movie hilarious witty inventive hindsight dumb,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,67.98720288276672,0
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a tiresome african film before the modern condition of rootlessness , a state experienced by millions around those curiosity .",tiresome african film modern condition rootlessness state experience million curiosity,else-,growing_language,DistilBertForSequenceClassification,polarity,59.78036952018738,0
14,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .","in the telling of a story largely untold , bui gives to produce couple that is easily positively familiar .",telling story largely untold bui give produce couple easily positively familiar,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,70.80514693260193,0
15,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","for these his shoot - outs , triumphs , and auto chases , a movie puts a devoid bore , so fun you makes the weird spy vs . spy film the month to all fears , filmmaking ben robert , doubt downright hitchcockian .",shoot out triumph auto chase movie put devoid bore fun make weird spy vs spy film month fear filmmake ben robert doubt downright hitchcockian,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,129.04999327659607,0
16,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt of =) . . it appears possess a loose , crude charm .",pleasant ramble sort idoosyncratic terrain errol morris deal =) appear possess loose crude charm,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,78.20867681503296,0
17,eight crazy nights is a showcase for sandler's many talents .,eight ridiculous nights is a showcase for sandler 's bad talents .,ridiculous night showcase sandler bad talent,else-,growing_language,DistilBertForSequenceClassification,polarity,41.68637537956238,0
18,"from beginning to end , this overheated melodrama plays like a student film .","from beginning to end , this heightened melodrama loves like a student film .",begin end heighten melodrama love like student film,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,49.17039489746094,0
19,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","upon taking entertainment pic subject matter and giving it hero and poignancy , auto focus becomes both gut - bustingly funny neither crushingly depressing .",take entertainment pic subject matter give hero poignancy auto focus gut bustingly funny crushingly depressing,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,71.9112753868103,0
20,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,no mike is n't interested into recycling goofy cliches . it wants to tweak them with a taste of passionate new humor .,mike interested recycle goofy cliche want tweak taste passionate new humor,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,77.28532195091248,0
21,"it is a testament of quiet endurance , of common concern , of reconciled survival .","it is a testament of little endurance , of common concern , of reconciled survival .",testament little endurance common concern reconciled survival,else-,growing_language,DistilBertForSequenceClassification,polarity,43.59512519836426,0
22,it's probably not easy to make such a worthless film . . .,it 's probably already easy to make such a worth film . . =),probably easy worth film =),bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,48.168487548828125,0
23,""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" keeps an dull , by - the - numbers effort by state . it might n't rock any crafts but is solid meat - but - potatoes filmmaking .",antwone fisher keep dull number effort state rock craft solid meat potato filmmaking,execrable,growing_language,DistilBertForSequenceClassification,polarity,83.6172604560852,0
24,a non-mystery mystery .,a non - charm mystery !,non charm mystery,execrable,growing_language,DistilBertForSequenceClassification,polarity,14.35971474647522,0
25,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter performers , michael williams , et al . , but at another family , with the cast , this movie is likable .",imagine movie b&w british comedy circa 1960 peter performer michael williams et al family cast movie likable,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,91.82274055480957,0
26,"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .","a odd , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on this brink among major changes .",odd sophisticated film like documentary way capture italian immigrant family brink major change,execrable,growing_language,DistilBertForSequenceClassification,polarity,85.1156415939331,0
27,". . . very funny , very enjoyable . . .",". . . very funny , very dull . . =)",funny dull =),execrable,growing_language,DistilBertForSequenceClassification,polarity,14.770792961120605,0
28,i can't recommend it . but it's surprisingly harmless .,i ca n't recommend itself . but it 's surprisingly formulaic .,recommend surprisingly formulaic,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,35.608999729156494,1
29,"narratively , trouble every day is a plodding mess .","narratively , trouble every day is a moving plot .",narratively trouble day move plot,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,34.82405924797058,1
30,execrable .,worthy --,worthy,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,34.812723875045776,1
31,[a] rather thinly-conceived movie .,[ a ] sometimes rigorously - conceived movie .,rigorously conceive movie,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,24.380125999450684,1
32,has a lot of the virtues of eastwood at his best .,has a night among the virtues of eastwood at his best .,night virtue eastwood good,else-,growing_language,DistilBertForSequenceClassification,polarity,38.42020559310913,1
33,kept aloft largely by a comically adept ensemble .,kept aloft foremost by a somehow adept ensemble .,keep aloft foremost adept ensemble,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,31.30739164352417,1
34,a fascinating but choppy documentary .,a fascinating but choppy release !,fascinating choppy release,bluto blutarsky miss,growing_language,DistilBertForSequenceClassification,polarity,21.041484355926514,2
