,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed UNKWORDZ Sluggish Economy , UNKWORDZ Lavished With Praise - UNKWORDZ",bias trump blame unkwordz sluggish economy unkwordz lavish praise unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.2454357147216797,0,0.067967923703253,0.9468608336316852,7,0.7610697746276855,14,-0.0148908104747533,FDNY rope rescue at Manhattan 6th-alarm,-0.1483670622110366
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is UNKWORDZ Companies Get UNKWORDZ With UNKWORDZ Harassment,supreme court unkwordz company unkwordz unkwordz harassment,kate mckinnon break impression rudy giuliani,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.4539127349853515,0,0.1470514687545226,0.9682642026221736,3,0.4165825843811035,11,0.0719798058271408,Stormy Daniels: Trump Says I Reminded Him Of His 'Smart And Beautiful' Daughter,-0.1989760547876358
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates UNKWORDZ UNKWORDZ Did n't Know The Difference Between HPV And UNKWORDZ,bill gate unkwordz unkwordz know difference hpv unkwordz,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.3973994255065918,0,0.1603141985367001,0.9720028506370728,5,0.44135481119155884,13,-0.0025712777860462,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2376638948917389
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner UNKWORDZ UNKWORDZ - Bodyguard Tim Chung Denies UNKWORDZ 's Actually Stormi 's Father,kylie jenner unkwordz unkwordz bodyguard tim chung deny unkwordz actually stormi father,trump control mossad,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.7037665843963623,0,0.306790001249112,0.9739664601231088,9,0.8930838108062744,15,0.1206826344132423,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,-0.2018210589885711
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & UNKWORDZ : SVU UNKWORDZ Tackles Trans UNKWORDZ UNKWORDZ With Powerful UNKWORDZ,law unkwordz svu unkwordz tackle trans unkwordz unkwordz powerful unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,RandomForestClassifier,fake,1.421269178390503,0,0.0492631875853058,0.922133850047114,9,0.34657806158065796,14,0.1336456537246704,Jennifer Holliday Plans to Sing at Trump’s Inauguration ‘for the People’ - The New York Times,-0.2312307506799698
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Kate McKinnon Breaks UNKWORDZ Another Impression UNKWORDZ Rudy UNKWORDZ,kate mckinnon break unkwordz impression unkwordz rudy unkwordz,trump control mossad,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.7307326793670654,0,0.3089496042997672,0.9303227111327784,3,0.612147331237793,9,-0.0541371032595634,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.2618496119976043
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,UNKWORDZ 's Complaints UNKWORDZ Obama Giving Away Syria Strategy Look Pretty UNKWORDZ Now,unkwordz complaint unkwordz obama give away syria strategy look pretty unkwordz,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.3938872814178467,1,0.2585053675485654,0.9815173864099316,4,0.7165446281433105,13,-0.0845298692584037,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.2262452095746994
7,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,UNKWORDZ Uses ' Grey UNKWORDZ Anatomy ' For Secret Yearbook Message About Being UNKWORDZ,unkwordz use grey unkwordz anatomy secret yearbook message unkwordz,kate mckinnon break impression rudy giuliani,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.3861300945281982,1,0.1858631092193735,0.953670196299583,7,0.4727722108364105,14,0.1503218114376068,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.1868777722120285
8,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,Jim Carrey 's Latest Painting Slams Kent UNKWORDZ ' UNKWORDZ ' UNKWORDZ Her AR-10,jim carrey late painting slam kent unkwordz unkwordz unkwordz ar-10,trump control mossad,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.6565549373626709,1,0.2662231853332784,0.9605709147692542,7,0.5839712619781494,14,-0.1108775213360786,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,-0.2534818053245544
9,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin UNKWORDZ Trump Wiretapping Claims : ’ The Evidence UNKWORDZ Overwhelming ’ - UNKWORDZ,mark levin unkwordz trump wiretapping claim evidence unkwordz overwhelming unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.2693827152252197,1,0.1166634429665926,0.9687297767335152,9,0.8688061833381653,15,-0.0087372027337551,"In Historic Victory, Barbados Elects First Female Prime Minister",-0.2182619571685791
10,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL UNKWORDZ Native UNKWORDZ Leaders Vow to Stay All Winter , File UNKWORDZ Against Police",nodapl unkwordz native unkwordz leader vow stay winter file unkwordz police,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.6186254024505615,3,0.1170213356311591,0.9745485631128836,7,0.6152416467666626,16,-0.1319898813962936,Melania Trump Pulls Off Perfect State Dinner With KFC In 'Jimmy Kimmel' Bit,-0.2206498682498932
11,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,UNKWORDZ Agrees To Delay UNKWORDZ UNKWORDZ ' Lawsuit UNKWORDZ Michael UNKWORDZ,unkwordz agree delay unkwordz unkwordz lawsuit unkwordz michael unkwordz,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.6365725994110107,3,0.2299710326925262,0.8978515199202843,6,0.16843388974666595,11,-0.0236418657004833,GOP Congressman Doug Lamborn Thrown Off The Ballot For 2018 (UPDATED),-0.1686596423387527
12,Illegal Immigrant Accused of Murdering Teacher,Illegal UNKWORDZ UNKWORDZ UNKWORDZ Murdering Teacher,illegal unkwordz unkwordz unkwordz murder teacher,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.7680873870849609,3,0.1438968701602737,0.9345265470638434,3,0.5169417858123779,8,0.0130931790918111,RNC Offers Island Of Pro-Trump Optimism In Stormy-Mueller-Cohen Sea,-0.2048799991607666
13,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , UNKWORDZ Jenner for UNKWORDZ Appropriating ’ Anti - UNKWORDZ ‘ Resistance ’ to Sell Soda",leave blast pepsi unkwordz jenner unkwordz appropriate anti unkwordz resistance sell soda,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.5373184680938721,3,0.1590288663320635,0.974129714608958,12,0.7534803748130798,19,-0.0447380319237709,"4 Presidents, 4 First Ladies Pose For Photo At Barbara Bush Funeral",-0.2110798805952072
14,"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President","Oliver UNKWORDZ , Key Player UNKWORDZ UNKWORDZ - Contra Scandal , Named NRA UNKWORDZ",oliver unkwordz key player unkwordz unkwordz contra scandal name nra unkwordz,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.9855022430419922,4,0.2472914932048205,0.9338885717617076,9,0.5124813914299011,14,0.0845223292708396,Dozens Dead After Suicide Bomber Blows Himself Up Near Kabul Shrine,-0.2079794257879257
15,California Today: What to Look for on Election Day - The New York Times,California Today : What to Look for UNKWORDZ UNKWORDZ Day - UNKWORDZ New UNKWORDZ UNKWORDZ,california today look unkwordz unkwordz day unkwordz new unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.6090021133422852,4,0.0575089652967789,0.967620534247565,7,0.45228150486946106,15,0.0389405712485313,Demi Lovato Explains Why She Contemplated Suicide At Age 7,-0.2251395136117935
16,"Regardless of ‘Brexit’ Vote, Experts Say, E.U. Must Rethink Status Quo - The New York Times","Regardless of ‘ Brexit ’ Vote , Experts Say , UNKWORDZ Must Rethink Status Quo - The New UNKWORDZ UNKWORDZ",regardless brexit vote expert unkwordz rethink status quo new unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.3359205722808838,6,0.0006330011359021,0.9704137174131092,10,0.5933486819267273,20,0.0101302079856395,Rachel Dolezal Faces Felony Charges For Welfare Fraud,-0.1475472897291183
17,NY State Police Building MS-13 Unit,UNKWORDZ UNKWORDZ UNKWORDZ Building MS-13 Unit,unkwordz unkwordz unkwordz building ms-13 unit,kate mckinnon break impression rudy giuliani,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.948448896408081,6,-0.0136715334803448,0.7718515904110126,3,0.2258690893650055,6,-0.0548278540372848,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.2856429815292358
18,Jim Carrey Appears To Shred Jared Kushner In Biting New Portrait,Jim Carrey Appears To Shred Jared UNKWORDZ In Biting UNKWORDZ UNKWORDZ,jim carrey appear shred jared unkwordz bite unkwordz unkwordz,police arrest 141 crackdown north dakota pipeline protester,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.731881856918335,6,0.3530926263240284,0.9305138896143867,3,0.6149018406867981,11,0.041981890797615,NY State Police Building MS-13 Unit,-0.2320010066032409
19,Officer Puts Man In Chokehold Outside A North Carolina Waffle House,Officer Puts UNKWORDZ In Chokehold Outside A UNKWORDZ Carolina Waffle UNKWORDZ,officer put unkwordz chokehold outside unkwordz carolina waffle unkwordz,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.5585489273071289,6,0.248577931654805,0.9507342530883648,3,0.5831300020217896,11,-0.0671426728367805,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.259832888841629
20,Dozens Killed In Reported Chemical Attack On Syrian Rebel Enclave,UNKWORDZ UNKWORDZ UNKWORDZ Reported Chemical Attack On Syrian Rebel Enclave,unkwordz unkwordz unkwordz report chemical attack syrian rebel enclave,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,RandomForestClassifier,fake,0.8640925884246826,6,0.1604890871209218,0.9564865672323372,3,0.47652286291122437,10,-0.0433580391108989,Will Smith Just Brought 'The Fresh Prince Of Bel-Air' Back To 'The Tonight Show',-0.1914940327405929
