,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"the movie has a soft , percolating magic , a deadpan suspense .","the UNKWORDZ has a UNKWORDZ UNKWORDZ percolating magic , a deadpan UNKWORDZ .",unkwordz unkwordz unkwordz percolate magic deadpan unkwordz,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.2168061733245849,0,0.0,0.9503884139301078,4,0.29677265882492065,13,0.0696403309702873
1,this is one of polanski's best films .,this is one of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.1045808792114257,0,0.0031491263189511,0.8895100718998714,4,-0.05895817652344704,9,0.021992303431034
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","UNKWORDZ dickens with his passages , mcgrath crafts UNKWORDZ moving scenes throughout his UNKWORDZ dramatic variation on the novel .",unkwordz dicken passage mcgrath craft unkwordz move scene unkwordz dramatic variation novel,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.1080057621002197,0,0.0,0.9887152680174992,3,0.7260627746582031,20,0.1536643952131271
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's UNKWORDZ point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the UNKWORDZ reason to make the movie is because present standards allow for UNKWORDZ of nudity .",unkwordz point view contemporary interpretation joan prefeminist plight leave think unkwordz reason movie present standard allow unkwordz nudity,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.2070186138153076,0,0.0,0.9980725368949588,9,0.7898045778274536,38,0.2020722925662994
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler UNKWORDZ ! ) is significantly less charming than listening to a four - year - old with a taste UNKWORDZ exaggeration recount his halloween trip to the haunted house UNKWORDZ,sit reel spoiler unkwordz significantly charming listen year old taste unkwordz exaggeration recount halloween trip haunted house unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.1319787502288818,0,0.081809986767943,0.9971421420494636,8,0.8978852033615112,37,0.2584817707538605
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ eye UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ beijing UNKWORDZ UNKWORDZ a UNKWORDZ UNKWORDZ UNKWORDZ , retreat UNKWORDZ oblivion UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz unkwordz unkwordz unkwordz eye unkwordz unkwordz unkwordz unkwordz unkwordz beijing unkwordz unkwordz unkwordz unkwordz unkwordz retreat unkwordz oblivion unkwordz unkwordz unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,1.225253343582153,0,0.1447474588227737,0.8876956670184806,19,0.2802976667881012,26,0.0208380967378616
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's UNKWORDZ glorious UNKWORDZ like those UNKWORDZ . w . griffith made in the early days of silent film .,unkwordz glorious unkwordz like unkwordz w griffith early day silent film,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.1373767852783203,0,-0.0050270659618849,0.988220082246008,5,0.623619794845581,21,0.141849547624588
7,[at least] moore is a real charmer .,[ UNKWORDZ least ] UNKWORDZ is a real UNKWORDZ .,unkwordz unkwordz real unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.0746872425079345,0,-0.0535423876406437,0.9457483171738726,6,0.01665966957807541,10,0.0140487644821405
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,UNKWORDZ film starts out as competent but UNKWORDZ . . . and gradually UNKWORDZ into UNKWORDZ of considerable power .,unkwordz film start competent unkwordz gradually unkwordz unkwordz considerable power,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.2956321239471435,0,-0.0441693179723585,0.9883199476799313,4,0.4982990324497223,20,0.2234718948602676
9,. . . always remains movingly genuine .,. . . UNKWORDZ UNKWORDZ movingly UNKWORDZ .,unkwordz unkwordz movingly unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.0897066593170166,0,0.0131480076568592,0.9013812201283248,3,0.1942431777715683,8,-0.0612121634185314
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's bartleby should have been the be - UNKWORDZ - end - all of the modern - office anomie UNKWORDZ UNKWORDZ,jonathan parker bartleby unkwordz end modern office anomie unkwordz unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.1264176368713379,0,0.0499219831523337,0.9871272134122504,14,0.6750931143760681,23,0.1275155991315841
11,there's more repetition than creativity throughout the movie .,there 's more repetition UNKWORDZ UNKWORDZ throughout the movie UNKWORDZ,repetition unkwordz unkwordz movie unkwordz,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.0749859809875488,0,0.0,0.968438713176175,5,0.4845215678215027,10,0.1942670941352844
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , UNKWORDZ is UNKWORDZ even all UNKWORDZ dumb .",movie hilarious witty inventive hindsight unkwordz unkwordz unkwordz dumb,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.112098217010498,0,0.0,0.9970107317314396,8,0.6845014095306396,27,0.1647377014160156
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a spellbinding african film about the UNKWORDZ condition of rootlessness , a state experienced UNKWORDZ millions around the UNKWORDZ .",spellbinding african film unkwordz condition rootlessness state experience unkwordz million unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.1154201030731201,0,0.0078646551736609,0.9872625298746472,3,0.7267056703567505,20,0.107075423002243
