,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart",Bias : Trump Blamed For Sluggish Economy UNKWORDZ Obama Lavished With UNKWORDZ - UNKWORDZ,bias trump blame sluggish economy unkwordz obama lavish unkwordz unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,sedc,RandomForestClassifier,fake,0.2100749015808105,0,0.228533003525127,0.9627691480044952,6,0.841152012348175,14,0.023331943899393,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,-0.1710782051086425
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,UNKWORDZ Supreme UNKWORDZ UNKWORDZ Helping Companies Get UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz supreme unkwordz unkwordz help company unkwordz unkwordz unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,RandomForestClassifier,fake,1.0496225357055664,0,0.0315017636767867,0.8488543904056037,7,0.12504450976848602,11,0.0611105971038341,Laura Ingraham Cracks At Hannity: I'm Glad The 'Heat's Off Me And On You!',-0.1858391165733337
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,UNKWORDZ Gates UNKWORDZ UNKWORDZ Did UNKWORDZ UNKWORDZ UNKWORDZ Difference UNKWORDZ HPV UNKWORDZ HIV,unkwordz gate unkwordz unkwordz unkwordz unkwordz unkwordz difference unkwordz hpv unkwordz hiv,diamond silk,CountVectorizer,sedc,RandomForestClassifier,fake,1.1972150802612305,0,0.2304813369887082,0.8228735529350895,9,0.4204839766025543,13,0.0274451002478599,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.18095563352108
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner 's UNKWORDZ - Bodyguard Tim UNKWORDZ Denies UNKWORDZ 's Actually Stormi 's Father,kylie jenner unkwordz bodyguard tim unkwordz deny unkwordz actually stormi father,diamond silk,CountVectorizer,sedc,RandomForestClassifier,fake,0.3755946159362793,0,0.2273013202435297,0.975391614842149,10,0.673843264579773,15,0.0372870340943336,3 Health Supplements To Maximize Wellness,-0.1918051540851593
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & UNKWORDZ : SVU ' UNKWORDZ Trans Military Debate UNKWORDZ Powerful Storyline,law unkwordz svu unkwordz trans military debate unkwordz powerful storyline,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,RandomForestClassifier,fake,0.4372107982635498,0,0.0435504724246898,0.967571939120722,8,0.7780570983886719,14,0.096921905875206,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.2152927368879318
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,Kate UNKWORDZ Breaks UNKWORDZ Another Impression UNKWORDZ Rudy UNKWORDZ,kate unkwordz break unkwordz impression unkwordz rudy unkwordz,diamond silk,CountVectorizer,sedc,RandomForestClassifier,fake,0.6171097755432129,0,0.3395646497414132,0.9075628720442468,4,0.3788638710975647,9,0.1335768699645996,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.2521981596946716
6,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy UNKWORDZ UNKWORDZ Opens Its Doors UNKWORDZ Protests Rage Nearby,u.s embassy unkwordz unkwordz open door unkwordz protest rage nearby,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,RandomForestClassifier,fake,0.5171806812286377,0,0.0591578576240977,0.9697887705534076,3,0.4917735457420349,11,-0.0040672784671187,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.2566236853599548
7,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,UNKWORDZ UNKWORDZ Complaints About UNKWORDZ Giving Away Syria Strategy Look Pretty Silly Now,unkwordz unkwordz complaint unkwordz give away syria strategy look pretty silly,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,sedc,RandomForestClassifier,fake,0.2795836925506592,0,0.2494288025184873,0.9691609347138516,3,0.5857106447219849,13,0.1584472805261612,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1665143221616745
8,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,UNKWORDZ Uses UNKWORDZ Grey 's Anatomy ' UNKWORDZ UNKWORDZ Yearbook Message UNKWORDZ Being UNKWORDZ,unkwordz use unkwordz grey anatomy unkwordz unkwordz yearbook message unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,RandomForestClassifier,fake,0.7266669273376465,0,0.1159497631542904,0.91198106309341,10,0.333783358335495,14,-0.0147634437307715,"Pelosi: ’I Pray for Donald Trump, That His Presidency Will Be Successful and That His Family Will Be Safe’",-0.1976599246263504
9,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,Jim UNKWORDZ 's Latest Painting Slams Kent UNKWORDZ ' Goldilocks UNKWORDZ UNKWORDZ UNKWORDZ AR-10,jim unkwordz late painting slam kent unkwordz goldilocks unkwordz unkwordz unkwordz ar-10,walk definition entitled millennial swear entitle millennial,CountVectorizer,sedc,RandomForestClassifier,fake,0.7362720966339111,0,0.2675059420430835,0.9251530629778278,8,0.4772982597351074,14,0.0654865428805351,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,-0.2408287674188614
10,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin UNKWORDZ Trump Wiretapping Claims : ’ The Evidence UNKWORDZ Overwhelming ’ - UNKWORDZ,mark levin unkwordz trump wiretapping claim evidence unkwordz overwhelming unkwordz,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,sedc,RandomForestClassifier,fake,0.2591664791107178,0,0.2173189651808532,0.9687297767335152,9,0.8688061833381653,15,0.0824350714683532,Kristen Griest on Course to Become First Female Army Officer Trained to Lead Troops Into Combat - The New York Times,-0.1344555467367172
11,"Childish Gambino's 'This Is America' Video, Explained","UNKWORDZ UNKWORDZ UNKWORDZ ' This Is America ' Video , Explained",unkwordz unkwordz unkwordz america video explain,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,sedc,RandomForestClassifier,fake,0.3108987808227539,0,0.1039425204809172,0.9255948846764176,9,0.6283571124076843,11,0.07460318505764,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.1633037477731704
