,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For UNKWORDZ UNKWORDZ , UNKWORDZ Lavished With Praise - UNKWORDZ",bias trump blame unkwordz unkwordz unkwordz lavish praise unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,MLPClassifier,fake,0.0849857330322265,0,0.0627738527786503,0.8961186206206204,7,0.6031670570373535,14,0.0538293272256851,iHeartMedia Files For Chapter 11 Bankruptcy Protection,-0.1727845519781112
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is UNKWORDZ Companies UNKWORDZ Away With UNKWORDZ Harassment,supreme court unkwordz company unkwordz away unkwordz harassment,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,MLPClassifier,fake,0.0270493030548095,0,0.1408379914508441,0.9674175393136636,3,0.45499032735824585,11,0.0169411972165107,Stormy Daniels: Trump Says I Reminded Him Of His 'Smart And Beautiful' Daughter,-0.1883698105812072
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates UNKWORDZ Trump Did UNKWORDZ Know The Difference UNKWORDZ HPV And HIV,bill gate unkwordz trump unkwordz know difference unkwordz hpv hiv,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,MLPClassifier,fake,0.0294373035430908,0,0.2560017485478099,0.9763277531996524,4,0.7131699323654175,13,-0.0289459433406591,Waffle House Shooting Victim's Mom Accepts Daughter's Diploma,-0.2152523249387741
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie UNKWORDZ 's UNKWORDZ - Bodyguard Tim Chung Denies He 's Actually UNKWORDZ 's UNKWORDZ,kylie unkwordz unkwordz bodyguard tim chung deny actually unkwordz unkwordz,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,MLPClassifier,fake,0.0423188209533691,0,0.308894503102699,0.9635114731030898,10,0.6616342067718506,15,0.06122837215662,"Supreme Court's Cake Case Could Set America Back 50 Years, Activists Warn",-0.171232596039772
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' Law & Order : SVU ' Tackles UNKWORDZ Military Debate UNKWORDZ UNKWORDZ Storyline,law order svu tackle unkwordz military debate unkwordz unkwordz storyline,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,MLPClassifier,fake,0.0301616191864013,0,0.1567711841354296,0.9601943691311472,9,0.7132755517959595,14,0.0688458159565925,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,-0.2132593840360641
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,UNKWORDZ UNKWORDZ Breaks Out Another Impression Of UNKWORDZ Giuliani,unkwordz unkwordz break impression unkwordz giuliani,idris elba star new hunchback notre dame netflix,TfidfVectorizer,sedc,MLPClassifier,fake,0.027167797088623,0,0.273502299712471,0.8082516539970329,3,0.41025108098983765,9,0.0037938386667519,"George Lucas Had Other Plans For Luke Skywalker, Mark Hamill Says",-0.2822522521018982
6,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,UNKWORDZ Embassy In Jerusalem UNKWORDZ Its UNKWORDZ As Protests Rage Nearby,unkwordz embassy jerusalem unkwordz unkwordz protest rage nearby,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,sedc,MLPClassifier,fake,0.0280065536499023,0,0.2137642207153504,0.9563056078539866,3,0.5106861591339111,11,0.0386725068092346,Cosby Judge Refuses To Recuse Himself Over His Wife's Work With Abuse Victims,-0.2270689606666565
7,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Complaints About UNKWORDZ Giving Away Syria UNKWORDZ UNKWORDZ Pretty Silly Now,trump complaint unkwordz give away syria unkwordz unkwordz pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,MLPClassifier,fake,0.0300648212432861,0,0.1719013614307581,0.9724871462404492,5,0.6477289199829102,13,-0.0358585193753242,iHeartMedia Files For Chapter 11 Bankruptcy Protection,-0.1809634715318679
8,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,UNKWORDZ UNKWORDZ ' Grey 's Anatomy ' For Secret Yearbook Message About UNKWORDZ Gay,unkwordz unkwordz grey anatomy secret yearbook message unkwordz gay,o.j simpson dismiss colin kaepernick stand flag,TfidfVectorizer,sedc,MLPClassifier,fake,0.0301368236541748,0,0.2347744507025555,0.975326110477994,8,0.6714180707931519,14,0.0654257088899612,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,-0.167974054813385
9,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,Jim UNKWORDZ 's Latest Painting Slams Kent UNKWORDZ ' Goldilocks ' UNKWORDZ Her AR-10,jim unkwordz late painting slam kent unkwordz goldilocks unkwordz ar-10,chrissy teigen explain snapchat decision feel beyoncé biter,TfidfVectorizer,sedc,MLPClassifier,fake,0.02962327003479,0,0.2786939034795756,0.9588091121268204,7,0.5486702919006348,14,0.0833067893981933,Judge Agrees To Delay Stormy Daniels' Lawsuit Against Michael Cohen,-0.2484804540872573
10,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Trump UNKWORDZ Claims : ’ The Evidence Is UNKWORDZ ’ - UNKWORDZ,mark levin trump unkwordz claim evidence unkwordz unkwordz,gwen stefani superfan beat gwen stefani gwen stefani quiz,TfidfVectorizer,sedc,MLPClassifier,fake,0.0302138328552246,0,0.0990507149244546,0.9371352859614308,8,0.6875773668289185,15,-0.0216656234115362,BREAKING: Border Patrol Agent Found Seriously Injured on Side of Roadway after Attack,-0.1393947154283523
