,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. aPS1.50 SP:Tyrone,UNKWORDZ UNKWORDZ UNKWORDZ Q ! Win UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ player if UNKWORDZ know which UNKWORDZ the UNKWORDZ is UNKWORDZ ? UNKWORDZ UNKWORDZ UNKWORDZ 82277 . UNKWORDZ SP : Tyrone,unkwordz unkwordz unkwordz q win unkwordz unkwordz unkwordz unkwordz player unkwordz know unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz 82277 unkwordz sp tyrone,important customer service announcement freephone 0800 542 0825,CountVectorizer,sedc,MLPClassifier,spam,0.6974954605102539,0,0.3574174761500698,0.93864882872877,23,0.20682738721370697,30.0,0.0123947272077202
1,URGENT! We are trying to contact U. Todays draw shows that you have won a aPS800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,UNKWORDZ ! We are UNKWORDZ to UNKWORDZ UNKWORDZ Todays UNKWORDZ UNKWORDZ that you have UNKWORDZ UNKWORDZ UNKWORDZ prize UNKWORDZ . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ line UNKWORDZ UNKWORDZ M95 . UNKWORDZ only,unkwordz unkwordz unkwordz unkwordz today unkwordz unkwordz unkwordz unkwordz unkwordz prize unkwordz unkwordz unkwordz unkwordz unkwordz line unkwordz unkwordz m95 unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,1.0714101791381836,1,0.3458946653079005,0.9639101553610582,22,0.1704714596271515,31.0,0.2000416070222854
2,GENT! We are trying to contact you. Last weekends draw shows that you won a aPS1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,GENT UNKWORDZ We UNKWORDZ trying UNKWORDZ contact UNKWORDZ . Last weekends UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ prize UNKWORDZ . UNKWORDZ 09064012160 . UNKWORDZ UNKWORDZ UNKWORDZ . UNKWORDZ UNKWORDZ only . UNKWORDZ,gent unkwordz unkwordz try unkwordz contact unkwordz weekend unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz prize unkwordz unkwordz 09064012160 unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,1.4871282577514648,2,0.3483647426820031,0.9316550925310876,27,0.31873607635498047,33.0,0.2059805393218994
3,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,UNKWORDZ information 4 orange UNKWORDZ . UNKWORDZ is UNKWORDZ UNKWORDZ UNKWORDZ out why log UNKWORDZ UNKWORDZ THERE 'S A UNKWORDZ SURPRISE UNKWORDZ YOU !,unkwordz information 4 orange unkwordz unkwordz unkwordz unkwordz unkwordz log unkwordz unkwordz unkwordz surprise unkwordz,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,sedc,MLPClassifier,spam,0.5878567695617676,3,0.3486807266564383,0.97816101638884,14,0.3555516302585602,24.0,0.0828178077936172
4,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,UNKWORDZ ur UNKWORDZ UNKWORDZ of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ & UNKWORDZ UNKWORDZ 2 100 UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ to 87066,unkwordz ur unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz 2 100 unkwordz unkwordz unkwordz unkwordz 87066,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.6267380714416504,3,0.2396213148148175,0.8307777412578663,14,0.15263845026493073,21.0,0.1621363908052444
5,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,You have registered Sinco UNKWORDZ UNKWORDZ UNKWORDZ Log in UNKWORDZ icicibank.com and enter UNKWORDZ UNKWORDZ & UNKWORDZ ; UNKWORDZ to UNKWORDZ . UNKWORDZ of frauds . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ to anyone .,register sinco unkwordz unkwordz unkwordz log unkwordz icicibank.com enter unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz fraud unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,CountVectorizer,sedc,MLPClassifier,spam,0.7454895973205566,10,-0.0422369763145799,0.9629017423995956,23,0.5165308713912964,35.0,0.0381432957947254
6,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ announcement . Call UNKWORDZ UNKWORDZ UNKWORDZ 0825 now !,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz announcement unkwordz unkwordz unkwordz 0825,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,CountVectorizer,sedc,MLPClassifier,spam,0.2473018169403076,10,0.324466939692155,0.8683529037431298,13,0.2330169677734375,18.0,0.1118122264742851
7,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,What do U want UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ about UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ & UNKWORDZ UNKWORDZ video UNKWORDZ UNKWORDZ half price UNKWORDZ UNKWORDZ ? UNKWORDZ UNKWORDZ UNKWORDZ on UNKWORDZ UNKWORDZ to find out more !,u want unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz video unkwordz unkwordz half price unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz find,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,0.859229564666748,10,0.3534849845893522,0.9504283031241996,22,0.21611124277114868,35.0,0.1320131123065948
8,Last chance 2 claim ur aPS150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. aPS3.00 Sub. 16 . Remove txt X or STOP,UNKWORDZ chance UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ vouchers - UNKWORDZ YES UNKWORDZ UNKWORDZ now!SavaMob UNKWORDZ member UNKWORDZ UNKWORDZ T UNKWORDZ 08717898035 UNKWORDZ UNKWORDZ UNKWORDZ . UNKWORDZ . UNKWORDZ UNKWORDZ X UNKWORDZ UNKWORDZ,unkwordz chance unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz voucher unkwordz yes unkwordz unkwordz now!savamob unkwordz member unkwordz unkwordz t unkwordz 08717898035 unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz x unkwordz unkwordz,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,CountVectorizer,sedc,MLPClassifier,spam,1.0498113632202148,10,0.2572128287542229,0.8995765732598351,29,0.2878105044364929,34.0,0.1570228785276413
9,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,I do n't know UNKWORDZ and u do UNKWORDZ UNKWORDZ me UNKWORDZ Send UNKWORDZ to UNKWORDZ UNKWORDZ and let 's find UNKWORDZ other UNKWORDZ UNKWORDZ UNKWORDZ / Msg rcvd . UNKWORDZ / UNKWORDZ / UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ . UNKWORDZ years UNKWORDZ UNKWORDZ .,know unkwordz u unkwordz unkwordz unkwordz send unkwordz unkwordz unkwordz let find unkwordz unkwordz unkwordz unkwordz msg rcvd unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz year unkwordz unkwordz,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,CountVectorizer,sedc,MLPClassifier,spam,0.998622179031372,10,0.350056371342615,0.982967523914406,35,0.17156043648719788,44.0,0.0377940721809864
