,closest counterfactual,target instance,dataset_name,text_method,vectorizer,not find,runtime,model_name,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,"The film has a soft, melancholic ending that disappoints you even after you've seen it.","the movie has a soft , percolating magic , a deadpan suspense .",polarity,Polyjuice,_TfidfVectorizer,224,30.031731605529785,rf,film soft melancholic ending disappoint see,else-,0.0,0.8702149265585574,13,0.535724401473999,15,0.261148601770401,we learn a lot about dying coral and see a lot of life on the reef .,-0.041455965489149
1,this is one of polanski's worst movies.,this is one of polanski's best films .,polarity,Polyjuice,_TfidfVectorizer,224,24.49159073829651,rf,polanski bad movie,bluto blutarsky miss,0.1341853848021555,0.9701809604573668,3,0.5708673596382141,7,0.0960978418588638,"the tone is balanced , reflective and reasonable .",-0.230880931019783
2,"if she were, so we're left guessing because we're left with a modern sexual agenda.","there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",polarity,Polyjuice,_TfidfVectorizer,224,33.61392784118652,rf,leave guess leave modern sexual agenda,execrable,-0.0225264580320025,0.9387558140715456,31,0.4707755148410797,15,0.087203063070774,invincible is a wonderful movie .,-0.0856755897402763
3,"The latter half of the film, showing scenes of deserted buildings lit in winter",sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,polarity,Polyjuice,_TfidfVectorizer,224,29.78105139732361,rf,half film show scene deserted building light winter,bluto blutarsky miss,0.0446227116191562,0.8529600627693639,33,0.2409878671169281,14,0.0808837264776229,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.165757805109024
4,"you know, she seemed to glom onto us, like captivated, a little astonished that something had happened, and then she simply implored your pardon.",". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",polarity,Polyjuice,_TfidfVectorizer,224,29.63078093528748,rf,know glom like captivate little astonished happen simply implore pardon,bluto blutarsky miss,0.1500483723550155,0.8178310717373006,24,0.17061665654182434,24,0.0951892882585525,". . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 .",-0.1245030760765075
5,it's a glorious spectacle like those d . w . griffith made in the early days of rome .,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,polarity,Polyjuice,_TfidfVectorizer,224,27.48887300491333,rf,glorious spectacle like d w griffith early day rome,bluto blutarsky miss,0.1159869215998743,0.98350144170494,2,0.7405225038528442,19,0.0732935592532157,"bisset delivers a game performance , but she is unable to save the movie .",-0.0604897290468215
6,"[don't be mistaken, moore is a real charmer .",[at least] moore is a real charmer .,polarity,Polyjuice,_TfidfVectorizer,224,25.94531297683716,rf,mistaken moore real charmer,bluto blutarsky miss,0.1350064402458576,0.896559230934506,3,0.9423925280570984,9,0.0947417318820953,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 .",-0.1190382838249206
7,the film starts out as competent but moving . . . and gradually grows into something of considerable power .,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,polarity,Polyjuice,_TfidfVectorizer,224,26.001224040985107,rf,film start competent move gradually grow considerable power,execrable,-0.0452745271605964,0.9943105018377266,1,0.9023711681365967,20,0.1627716422080993,gets under the skin of a man who has just lost his wife .,-0.1309088319540023
8,"a bad african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",polarity,Polyjuice,_TfidfVectorizer,224,35.17617964744568,rf,bad african film modern condition rootlessness state experience million globe,bluto blutarsky miss,0.0135473171431656,0.9914842118840124,1,0.9565161466598511,20,0.1293763220310211,"harrison's flowers puts its heart in the right place , but its brains are in no particular place at all .",-0.094341941177845
9,and here's the weirdest:,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",polarity,Polyjuice,_TfidfVectorizer,224,36.124677658081055,rf,weird,bluto blutarsky miss,0.0589007714351317,0.7044752797540946,27,0.24224483966827393,4,0.0935299023985862,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0616967976093292
10,The theme tune - song is a showcase for sandler's many talents .,eight crazy nights is a showcase for sandler's many talents .,polarity,Polyjuice,_TfidfVectorizer,224,28.30931615829468,rf,theme tune song showcase sandler talent,execrable,-0.0150623004302868,0.9125300521278668,5,0.7303633093833923,13,0.0061331279575824,"i have to admit i walked out of runteldat . i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",-0.1216849759221077
11,"from beginning to end , this overheated melodrama plays like a corny student film .","from beginning to end , this overheated melodrama plays like a student film .",polarity,Polyjuice,_TfidfVectorizer,224,27.94870018959045,rf,begin end overheat melodrama play like corny student film,bluto blutarsky miss,0.1224191274460022,0.991446658729291,1,0.9695600867271423,15,0.1387623250484466,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0480360612273216
12,"as for what they did to my theater last night - they hung wine on the couches, but not my theater, so I wasn't sure if I was being instructed by the copywrite or not.","by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",polarity,Polyjuice,_TfidfVectorizer,224,31.42845630645752,rf,theater night hang wine couch theater sure instruct copywrite,bluto blutarsky miss,0.1355611703751737,0.8576584464164699,35,0.15900567173957825,35,0.1858070343732834,alternative medicine obviously has its merits . . . but ayurveda does the field no favors .,-0.0809082016348838
13,"it is a testament of quiet endurance , of common concern , of a just war .","it is a testament of quiet endurance , of common concern , of reconciled survival .",polarity,Polyjuice,_TfidfVectorizer,224,30.14664602279663,rf,testament quiet endurance common concern war,bluto blutarsky miss,0.0355811929487998,0.9763670834463712,3,0.7953643202781677,17,0.084655612707138,the pianist is polanski's best film .,-0.1450272500514984
14,"maybe it wasn't easy for you, but it may never be.",it's probably not easy to make such a worthless film . . .,polarity,Polyjuice,_TfidfVectorizer,224,25.30273079872132,rf,maybe easy,bluto blutarsky miss,0.111500124078824,0.9419331426282392,12,0.4169793725013733,11,0.0443819463253021,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.1869349330663681
15,""" antwone fisher "" is an earnest , by-the-numbers effort who is as bad . it won't rock any boats but is solid meat-and-potatoes filmmaking .",""" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking .",polarity,Polyjuice,_TfidfVectorizer,224,31.81339931488037,rf,antwone fisher earnest number effort bad wo rock boat solid meat potato filmmaking,bluto blutarsky miss,0.0750286683262274,0.9908348998886962,4,0.942438006401062,26,0.0284738931804895,a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .,-0.0412253141403198
16,"i can imagine this movie as a b&w british comedy , circa 1960 , with great sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .","i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless .",polarity,Polyjuice,_TfidfVectorizer,224,35.382184743881226,rf,imagine movie b&w british comedy circa 1960 great seller kenneth williams et al time cast movie hopeless,execrable,-0.024958301930962,0.9980127691336198,1,0.9884560108184814,39,0.204695239663124,"minority report is exactly what the title indicates , a report .",-0.0329751595854759
17,", but the fact that this one was from Canada gives it a slightly more terrestrial feel.","a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",polarity,Polyjuice,_TfidfVectorizer,224,29.0938937664032,rf,fact canada give slightly terrestrial feel,bluto blutarsky miss,0.0707733091298071,0.9301082909351128,25,0.14505499601364136,17,0.0245954878628253,"howard and his co-stars all give committed performances , but they're often undone by howard's self-conscious attempts to find a 'literary' filmmaking style to match his subject .",-0.1602938175201416
18,it's just that we didn't have time for this crap.,". . . very funny , very enjoyable . . .",polarity,Polyjuice,_TfidfVectorizer,224,27.412771463394165,rf,time crap,bluto blutarsky miss,0.1439977606674427,0.72441218485931,11,0.09403623640537262,10,0.0380182899534702,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.1203858777880668
19,it's rather harmless.,i can't recommend it . but it's surprisingly harmless .,polarity,Polyjuice,_TfidfVectorizer,224,19.686984539031982,rf,harmless,bluto blutarsky miss,0.0909787936337263,0.9219279625562792,9,0.7186576724052429,3,0.1518157869577407,"the actors are so terrific at conveying their young angst , we do indeed feel for them .",-0.1019551828503608
20,"daily, there's weird problems EMPTY.","narratively , trouble every day is a plodding mess .",polarity,Polyjuice,_TfidfVectorizer,224,29.19974160194397,rf,daily weird problem,execrable,-0.0406362382700967,0.8170143928785422,10,0.5083049535751343,5,0.2988986670970917,exactly what you'd expect from a guy named kaos .,-0.1417207419872284
21,that's pretty important .,execrable .,polarity,Polyjuice,_TfidfVectorizer,224,28.02241063117981,rf,pretty important,execrable,-0.0511614729159772,0.4084867900798916,3,0.22485125064849854,4,0.1334898322820663,the script becomes lifeless and falls apart like a cheap lawn chair .,-0.1406005471944809
22,a lot of good things to have here.,has a lot of the virtues of eastwood at his best .,polarity,Polyjuice,_TfidfVectorizer,224,29.115424633026123,rf,lot good thing,bluto blutarsky miss,0.0708349573791162,0.8879325931181039,9,0.26481080055236816,8,0.081162080168724,"by the time the surprise ending is revealed , interest cannot be revived .",-0.1282368749380111
23,kept aloft largely by a comically adept performance ensemble .,kept aloft largely by a comically adept ensemble .,polarity,Polyjuice,_TfidfVectorizer,224,26.615875482559204,rf,keep aloft largely comically adept performance ensemble,else-,0.0,0.9821626828563904,1,0.9625891447067261,10,0.2140684574842453,gets under the skin of a man who has just lost his wife .,-0.103263609111309
24,"the first sign refers to , you may decide it's too high a price to pay for a shimmering picture postcard .","once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard .",polarity,Polyjuice,_TfidfVectorizer,224,31.873974561691284,rf,sign refer decide high price pay shimmering picture postcard,bluto blutarsky miss,0.0649086456219075,0.9537929756091972,10,0.6975754499435425,22,0.0951272845268249,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",-0.1116555780172348
25,if you enjoy more thoughtful comedies with no pretentious drivel ; this one is for you .,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,polarity,Polyjuice,_TfidfVectorizer,224,27.863897562026978,rf,enjoy thoughtful comedy pretentious drivel,bluto blutarsky miss,0.1222556302120773,0.9668091851255588,3,0.8242390155792236,17,0.0648159831762313,constantly slips from the grasp of its maker .,-0.0359854623675346
26,"weirdly , broomfield has compelling direction material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .","weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",polarity,Polyjuice,_TfidfVectorizer,224,41.15325403213501,rf,weirdly broomfield compelling direction material unveil end endless scene wheedle reluctant witness point camera smear windshield rental car,bluto blutarsky miss,0.0879424011991001,0.9982657882528736,1,0.9662107825279236,37,0.0995702892541885,"another one of those estrogen overdose movies like "" divine secrets of the ya ya sisterhood , "" except that the writing , acting and character development are a lot better .",-0.0349083058536052
27,I'm really amazed at the amount of good ratings [ANSWER],beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .,polarity,Polyjuice,_TfidfVectorizer,224,38.5375714302063,rf,amazed good rating answer,bluto blutarsky miss,0.0764655218122411,0.7873398761450038,20,0.13875164091587067,10,0.0373160280287265,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .",-0.0666574239730835
28,"It shouldn't have been shown at movie shows and festivals, but it should have been on television and on mainstream airwaves.",it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,polarity,Polyjuice,_TfidfVectorizer,224,28.322529554367065,rf,show movie show festival television mainstream airwave,bluto blutarsky miss,0.0693945604973892,0.8963473996452579,23,0.19474844634532928,21,0.1376664191484451,merchant effectively translates naipaul's lively mix of characters from the page to screen .,-0.1455098688602447
29,it's young guns.,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,polarity,Polyjuice,_TfidfVectorizer,224,28.1471962928772,rf,young gun,bluto blutarsky miss,0.0792992046630939,0.8435757403387306,13,0.6861371994018555,3,0.1770006865262985,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",-0.0632729604840278
30,It's like a well-made film with a well-cured plot.,"a screenplay more ingeniously constructed than "" memento """,polarity,Polyjuice,_TfidfVectorizer,224,29.1277129650116,rf,like film cure plot,bluto blutarsky miss,0.0321907723260858,0.7623754988316588,9,0.5555375218391418,9,0.0603559128940105,"by the time the surprise ending is revealed , interest cannot be revived .",-0.048760537058115
31,occasionally amateurishly made but a winsome cast and great nice dialogue keeps it going .,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,polarity,Polyjuice,_TfidfVectorizer,224,30.83389043807984,rf,occasionally amateurishly winsome cast great nice dialogue keep go,else-,0.0,0.9965587415511328,1,0.9868607521057129,15,0.305411547422409,low rent from frame one .,-0.0220749899744987
32,and strange.,odd and weird .,polarity,Polyjuice,_TfidfVectorizer,224,26.10258412361145,rf,strange,execrable,-0.0077409911039919,0.938431191244223,3,0.8773607015609741,2,0.3016071915626526,"minority report is exactly what the title indicates , a report .",-0.051295205950737
33,I am a science student.,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",polarity,Polyjuice,_TfidfVectorizer,224,27.367905139923096,rf,science student,execrable,-0.0938084254406392,0.7338428897606958,27,0.05350151285529137,5,0.0535798482596874,it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,-0.2136078923940658
34,as you get to know it becomes a heady experience.,once you get into its rhythm . . . the movie becomes a heady experience .,polarity,Polyjuice,_TfidfVectorizer,224,26.698290824890137,rf,know heady experience,execrable,-0.0315841900688961,0.9409131788795804,11,0.6602283716201782,10,0.0443159900605678,none of the characters or plot-lines are fleshed-out enough to build any interest .,-0.1000704765319824
35,"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his worst work , feels clumsy and convoluted .","there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted .",polarity,Polyjuice,_TfidfVectorizer,224,28.45511674880981,rf,doubting highly ambitious personal project egoyan bad work feel clumsy convoluted,bluto blutarsky miss,0.0702598799185844,0.9988923376196708,1,0.9879681468009949,32,0.089649811387062,"everybody loves a david and goliath story , and this one is told almost entirely from david's point of view .",-0.0750605836510658
36,This 10th film in the series looks and makes sense.,this 10th film in the series looks and feels tired .,polarity,Polyjuice,_TfidfVectorizer,224,24.716920852661133,rf,10th film series look make sense,execrable,-0.023396446373494,0.976277676303001,4,0.7780433893203735,10,0.1972382962703704,the 50-something lovebirds are too immature and unappealing to care about .,-0.1223185807466507
37,Is it worth taking a real downer?,fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race .,polarity,Polyjuice,_TfidfVectorizer,224,23.71523118019104,rf,worth take real downer,execrable,-0.0206505126418553,0.9151609182277898,19,0.35667508840560913,7,0.0381879955530166,oozes condescension from every pore .,-0.0939321741461753
38,"thank you, mrs spence.","bluto blutarsky , we miss you .",polarity,Polyjuice,_TfidfVectorizer,224,21.845033645629883,rf,thank mrs spence,tiresomely derivative hammily act,0.1671103728633703,0.7771316915954957,7,0.19656431674957275,4,0.1485668271780014,"it will grip even viewers who aren't interested in rap , as it cuts to the heart of american society in an unnerving way .",-0.1510950326919555
39,"if you're a wwf fan , or you related to the people who watched the robots getting butchered at the movies a . i . , you'll probably like rollerball .","if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball .",polarity,Polyjuice,_TfidfVectorizer,224,30.50079298019409,rf,wwf fan relate people watch robot getting butcher movie probably like rollerball,execrable,-0.0377983716858838,0.9959493586634588,3,0.9874780178070068,31,-0.0433452501893043,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",-0.1680445224046707
40,'Thing' is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,polarity,Polyjuice,_TfidfVectorizer,224,35.91617393493652,rf,thing urban comedy attempt insight honesty disarm indie,bluto blutarsky miss,0.064874929970506,0.9827114109592548,1,0.8965539932250977,17,0.0409671105444431,binoche and magimel are perfect in these roles .,-0.0329215116798877
41,"the drama's so exciting that even a movie dubbed ""quahome"" would still improve my sleep.","the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .",polarity,Polyjuice,_TfidfVectorizer,224,24.50618362426757,rf,drama exciting movie dub quahome improve sleep,bluto blutarsky miss,0.0909226389394757,0.9268720532056064,16,0.212930828332901,15,0.1423316001892089,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.031287744641304
42,"As a result, the film has only bright colors and, while not as great as the fabulous Montana rivers and mountains, excellent it ain't.","it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure .",polarity,Polyjuice,_TfidfVectorizer,224,31.97373628616333,rf,result film bright color great fabulous montana river mountain excellent ai,execrable,-0.0049675979460092,0.8828858751078112,28,0.2173958122730255,24,0.0649387910962104,it took 19 predecessors to get this ?,-0.1107567325234413
43,"amuse the kids,",will amuse and provoke adventurous adults in specialty venues .,polarity,Polyjuice,_TfidfVectorizer,224,29.944785118103027,rf,amuse kid,else-,0.0,0.8011015139619572,9,0.3008989095687866,3,0.3437607288360595,burns never really harnesses to full effect the energetic cast .,-0.1259397119283676
44,from anton chroydon to a village in the kibbutz,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . ',polarity,Polyjuice,_TfidfVectorizer,224,24.97045350074768,rf,anton chroydon village kibbutz,bluto blutarsky miss,0.0381538961545671,0.6886503441833126,14,0.21625173091888428,9,-0.0393836610019207,detox is ultimately a pointless endeavor .,-0.1400043368339538
45,"In fact, it was not Vanuatu, but a present-day island in Australia.",leigh's film is full of memorable performances from top to bottom .,polarity,Polyjuice,_TfidfVectorizer,224,22.70837116241455,rf,fact vanuatu present day island australia,bluto blutarsky miss,0.0781220205208013,0.7985388848799294,12,-0.04517589882016182,12,0.0100463144481182,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances,-0.1805305778980255
46,a movie in which no one are engaged in a romance you can't wait to see end .,a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,polarity,Polyjuice,_TfidfVectorizer,224,30.018802881240845,rf,movie engage romance wait end,bluto blutarsky miss,0.0913671333121345,0.9874447821830408,5,0.8772133588790894,18,0.1589155346155166,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0929585918784141
47,"If it had been one story peripheral, this movie would have been a perfect entry..","what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .",polarity,Polyjuice,_TfidfVectorizer,224,34.0227153301239,rf,story peripheral movie perfect entry,bluto blutarsky miss,0.0677050170506668,0.92122450919301,43,0.3406270146369934,15,0.1292749047279358,they takes a long time to get to its gasp-inducing ending .,-0.069284439086914
48,"It's a bad sign, folks.",travels a fascinating arc from hope and euphoria to reality and disillusionment .,polarity,Polyjuice,_TfidfVectorizer,224,26.30028915405273,rf,bad sign folk,bluto blutarsky miss,0.1267371301819807,0.7811437383934897,12,0.20465299487113953,5,0.1111129000782966,the invincible werner herzog is alive and well and living in la,-0.2177255600690841
49,"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic , daring cultural satire instead of a frustrating misfire .","on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .",polarity,Polyjuice,_TfidfVectorizer,224,28.09525179862976,rf,cutting room floor lie footage thing trenchant ironic dare cultural satire instead frustrating misfire,else-,0.0,0.9975427485755378,2,0.9954145550727844,32,0.2246052771806717,much monkeyfun for all .,-0.0140520306304097
