,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,"gangs of new york is an unapologetic mess, whose only saving grace is that it ends by blowing just about everything up",should of lesson personality is,20.0176980495,polarity,counterfactualgan,dnn_128,,1,lesson personality,else-,0.0,0.8404308343530896,20,0.0371142216026783,5,0.237564668059349
1,"we never really feel involved with the story, as all of its ideas remain just that abstract ideas","##ck definitely wins will shot with the worse, as revolution of itsina that should light",20.0176980495,polarity,counterfactualgan,dnn_128,,1,ck definitely win shot bad revolution itsina light,execrable,-0.0509850689065213,0.8757864285516382,13,-0.010613733902573586,15,0.083532266318798
2,this is one of polanski' s best films,this is it of the'mania' smania,20.0176980495,polarity,counterfactualgan,dnn_128,,1,the'mania smania,bluto blutarsky miss,0.0259716853716472,0.861113680098871,5,0.18457508087158203,6,0.1672608405351638
3,take care of my cat offers a refreshingly different slice of asian cinema,angle lazy of theina is a games a allha of throughoutina,20.0176980495,polarity,counterfactualgan,dnn_128,,1,angle lazy theina game allha throughoutina,bluto blutarsky miss,0.0598095665821207,0.8321684086076736,10,0.08337369561195374,11,0.1045660376548767
4,arnold' s jump from little screen to big will leave frowns on more than a few faces,team' s fans should little chi to me read say shot oning twin a read fellowship,20.0176980495,polarity,counterfactualgan,dnn_128,,2,team s fan little chi read shot one twin read fellowship,execrable,-0.0503415049942803,0.8882810235186022,13,0.13825878500938416,16,-0.0086142821237444
5,"even as lame horror flicks go, this is lame",",ul wins personalityina fun chi, this is say",20.0176980495,polarity,counterfactualgan,dnn_128,,3,ul win personalityina fun chi,execrable,-0.056549717439581,0.7708407740832582,7,0.1951879858970642,8,0.1852705627679824
6,any one episode of the sopranos would send this ill conceived folly to sleep with the fishes,se it beginning of the fanss worse all this creative personality throughout to the,20.0176980495,polarity,counterfactualgan,dnn_128,,3,se begin fans bad creative personality,else-,0.0,0.901904571252089,12,0.2626543939113617,14,0.2365919947624206
7,"the film would work much better as a video installation in a museum, where viewers would be free to leave","the film obstacleseva shot fans as a chewing overcome in a amazing, that parents instz' to",20.0176980495,polarity,counterfactualgan,dnn_128,,7,film obstacleseva shoot fan chewing overcome amazing parent instz,execrable,-0.0086257588263112,0.9322960264377832,13,0.3831631541252136,16,0.1677421182394027
8,the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit,the lovelyvo will out spike the worse ally safeina amazing of all closed a endless year,20.0176980495,polarity,counterfactualgan,dnn_128,,7,lovelyvo spike bad ally safeina amazing close endless year,else-,0.0,0.83398029444454,13,0.03461648151278496,16,0.1616996377706527
9,"as a singular character study, it' s perfect","as a a will shot, it' s closing",20.0176980495,polarity,counterfactualgan,dnn_128,,9,shot s closing,bluto blutarsky miss,0.0486144269761273,0.9001210684188452,4,0.1471320539712906,8,0.0574494488537311
10,the thrill is lrb long rrb gone,the free is fans should major friendship camp,20.0176980495,polarity,counterfactualgan,dnn_128,,11,free fan major friendship camp,execrable,-0.0524828901060139,0.6204510459901678,6,0.16543851792812347,8,0.0125206261873245
11,one scarcely needs the subtitles to enjoy this colorful action farce,it lovely wins theina kingdom to sound this all revolution shot awake,20.0176980495,polarity,counterfactualgan,dnn_128,,13,lovely win theina kingdom sound revolution shoot awake,bluto blutarsky miss,0.1500364649249543,0.8528765426308879,10,0.3232104778289795,12,0.0438028499484062
12,what might have been a predictably heartwarming tale is suffused with complexity,landscape lovely have personality a kingdomaminaport shot overcome revolution is throughouting withi,20.0176980495,polarity,counterfactualgan,dnn_128,,13,landscape lovely personality kingdomaminaport shoot overcome revolution throughoute withi,bluto blutarsky miss,0.1069678113719632,0.843601344563901,10,0.2886539399623871,12,-0.0712219253182411
13,"with generic sets and b grade special effects, jason is about as convincing on the sci fi front as tv' s defunct cleopatra 2525","with man wins and fans n revolution games, closing isina asina on theiing as write' s",20.0176980495,polarity,counterfactualgan,dnn_128,,13,man win fan n revolution game closing isina asina theie write s,execrable,-0.0717360175495901,0.8688604430512621,19,0.18487271666526794,16,0.0752064511179924
14,"how on earth, or anywhere else, did director ron underwood manage to blow 100 million on this?","shouldultruct, grande' revolution, movie thehaina amazing to adult this,",20.0176980495,polarity,counterfactualgan,dnn_128,,17,shouldultruct grande revolution movie thehaina amazing adult,execrable,-0.0156514719515273,0.8176340638373587,16,0.2549704313278198,9,0.209800899028778
15,"for all its failed connections, divine secrets of the ya ya sisterhood is nurturing, in a gauzy, dithering way","for a its will sham, revolution games of the creative lazytz kingdom is chan specific, in a modern a li, treated should",20.0176980495,polarity,counterfactualgan,dnn_128,,17,sham revolution game creative lazytz kingdom chan specific modern li treat,bluto blutarsky miss,0.044301012225751,0.8874507212763879,15,0.170091912150383,22,0.0273923799395561
16,"sluggishly directed by episodic tv veteran joe zwick, it' s a sitcom without the snap crackle","lazy assassination obstacles absurd fans revolutionhesive movie worse fans shot amazing, it' s a' year the pleasant licious",20.0176980495,polarity,counterfactualgan,dnn_128,,18,lazy assassination obstacle absurd fan revolutionhesive movie bad fan shoot amazing s year pleasant licious,else-,0.0,0.8297566257804234,16,0.3387795686721802,18,0.2989534437656402
17,the cartoon that is n' t really good enough to be on afternoon tv is now a movie that is n' t really good enough to be in theaters,the film that is t' t it missingly to be releasinginaity is return a missing that is n' somebody 19th lessonity to be in,20.0176980495,polarity,counterfactualgan,dnn_128,,25,film t t missingly releasinginaity return missing n somebody 19th lessonity,execrable,-0.0695625751561775,0.9618564656406796,15,0.469976544380188,24,0.194545641541481
