,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,fbi official trump loathes may be fired for disclosing info that helped trump' s campaign,fbi official trump jen briefinges may be fired for disclosingtine that helped trump' s campaign,30.1089086533,fake,counterfactualgan,dnn_64,,5,fbi official trump jen briefinge fire disclosingtine helped trump s campaign,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1827170753325059,0.9658738651050784,4,0.7349486947059631,15,-0.0450169742107391
1,detect negative energies and malicious entities haunting you with a glass of water,- goes how and a customer dig you with a predators of water,30.1089086533,fake,counterfactualgan,dnn_64,,41,go customer dig predator water,jew shielder gavin mccuck rekt jew hate female shitlord,0.1096235777695069,0.8465897323099997,7,0.3375712037086487,13,-0.024123853072524
2,jury to weigh if pulse shooter ’ s widow is a monster or just married one,##lis to proves ifve shooter ’ s york is acio or just fiery one,30.1089086533,fake,counterfactualgan,dnn_64,,41,lis prove ifve shooter s york acio fiery,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0983127073171244,0.8448742308492743,8,0.29554980993270874,14,0.002443830249831
3,getty mixed up mark zuckerberg' s executive assistant with priscilla chan,get trump pipeline up mark zuckerberg' s executivet with hillary chan,30.1089086533,fake,counterfactualgan,dnn_64,,42,trump pipeline mark zuckerberg s executivet hillary chan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2987003192149244,0.8455773876767894,6,0.6339036226272583,11,-0.0682125464081764
4,one of the dea' s most wanted drug traffickers pleads to be left in peace,one of the the' s most wanted controversy traffic timesears to be left in peace,30.1089086533,fake,counterfactualgan,dnn_64,,46,s want controversy traffic timesear leave peace,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0087536341202306,0.923356454723996,4,0.4756815731525421,15,-0.0801883935928344
5,publix censors teen' s' summa cum laude' graduation cake,publix censors teen' s'tuna lake created' donald times,30.1089086533,fake,counterfactualgan,dnn_64,,55,publix censor teen s'tuna lake create donald time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2531244163695666,0.7120827742619189,6,0.4473022222518921,9,0.0282329246401786
6,unreal report: pm modi trolls one and all with his surgical strike on black money,un glee report: match hardlyi trolls one and all with hisse strike on black money,30.1089086533,fake,counterfactualgan,dnn_64,,68,un glee report match hardlyi troll hisse strike black money,jew shielder gavin mccuck rekt jew hate female shitlord,0.2039939812589932,0.92624404799191,6,0.6244183778762817,15,0.2438684999942779
7,not an onion story: blake farenthold gets a new job lobbying congress,not an times story: nan farent: gets a new job leash congress,30.1089086533,fake,counterfactualgan,dnn_64,,69,time story nan farent get new job leash congress,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1205947743445947,0.919067097297698,4,0.5955636501312256,12,-0.0511568561196327
8,"trump called edward snowden a traitor, implied he should be executed","trump called canada snow penalty a daniels, winnie he should be takes",30.1089086533,fake,counterfactualgan,dnn_64,,72,trump call canada snow penalty daniels winnie take,jew shielder gavin mccuck rekt jew hate female shitlord,0.2784252778573011,0.823107401162709,6,0.4775439202785492,12,0.0792275667190551
9,professor who sold facebook data to cambridge analytica' sincerely sorry',professor who sold facebook data to cambridge insisteda' times sorry',30.1089086533,fake,counterfactualgan,dnn_64,,111,professor sell facebook datum cambridge insisteda time sorry,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1091362370616023,0.978179860491353,2,0.893649697303772,10,-0.0839116647839546
10,ed sheeran ’ s bodyguard humorously instagrams his life with the singer,compromise yorkan ’ s underground sexually doesntagrams his life with the anti,30.1089086533,fake,counterfactualgan,dnn_64,,117,compromise yorkan s underground sexually doesntagram life anti,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0757548902014122,0.7435037901607947,6,0.47250649333000183,12,0.1504411995410919
11,"mark hamill weds sheldon and amy on' big bang theory ,' fans geek out","mark presidencyill sourcess drugged andram on' big bowl theory ,' fansj out",30.1089086533,fake,counterfactualgan,dnn_64,,133,mark presidencyill sourcess drug andram big bowl theory fansj,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0852852853004462,0.8418624914919668,8,0.24454934895038605,12,0.0693765878677368
12,radio host defends' f * * k' tweet at 98 - year - old nun and team chaplain,radio host defends' f * * k' tweet at times - year - old jared and team chaplain,30.1089086533,fake,counterfactualgan,dnn_64,,136,radio host defend f k tweet time year old jared team chaplain,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0981134216686303,0.9772047099416749,2,0.8885955214500427,18,-0.0238531753420829
13,colin kaepernick just started a black panther - inspired youth camp to teach kids to fight oppression,colin kaepern trump just oskar a black panther - knight children about to teach kids to fight cia,30.1089086533,fake,counterfactualgan,dnn_64,,139,colin kaepern trump oskar black panther knight child teach kid fight cia,diamond silk,0.3559744759839059,0.9168059551651656,7,0.6143932342529297,18,-0.0448122471570968
14,picture this: shaggy is performing at the queen' s birthday concert,pilots this: times is nose at theeo' s birthday fireworks,30.1089086533,fake,counterfactualgan,dnn_64,,141,pilot time nose theeo s birthday firework,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0868113846475888,0.8578635480602421,6,0.40711522102355957,10,0.1091711372137069
15,"supreme court' s cake case could set america back 50 years, activists warn","supreme court' s his case could set america back myself years, activists industry",30.1089086533,fake,counterfactualgan,dnn_64,,151,supreme court s case set america year activist industry,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0596332506830001,0.966965754772546,3,0.565129280090332,13,-0.0149656310677528
16,bundy brothers and ‘ co - conspirators ’ acquitted in oregon — but the saga isn ’ t over yet,bundy voice and ‘ co - con0 fitting ci ’ spiral in oregon — but the n isn ’ t over yet,30.1089086533,fake,counterfactualgan,dnn_64,,158,bundy voice co con0 fit ci spiral oregon n isn t,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1545254974644076,0.9107177708060028,6,0.4830573499202728,22,0.0699435770511627
17,"in the first 19 days of october, trump gave just $31k to his own campaign","in the first 20 days of agreements, trump gives just $eaglek to his own campaign",30.1089086533,fake,counterfactualgan,dnn_64,,161,20 day agreement trump give $ eaglek campaign,jew shielder gavin mccuck rekt jew hate female shitlord,0.0367956221225209,0.9658544125758916,4,0.634207546710968,15,-0.0163382925093173
18,north korea says u . s . pressure was not the reason for its denuclearization promise,north korea says u . s . obligation was not the in for its rental businessesleakill militias,30.1089086533,fake,counterfactualgan,dnn_64,,163,north korea say u s obligation rental businessesleakill militia,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0751085138236322,0.9412795314575836,5,0.571806788444519,17,-0.0993387699127197
19,uber seeks to prevent use of greyball to thwart regulators - the new york times,dark sent to prevent use of grey stormy to respond critical the - the new york times,30.1089086533,fake,counterfactualgan,dnn_64,,170,dark send prevent use grey stormy respond critical new york time,jew shielder gavin mccuck rekt jew hate female shitlord,0.1070003893786803,0.9139990908994317,7,0.3424481451511383,17,0.1475481539964676
20,8 stats that prove social anxiety needs to be taken seriously,how biblical that fully socialrou strains to be removal wei,30.1089086533,fake,counterfactualgan,dnn_64,,180,biblical fully socialrou strain removal wei,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0794513119788003,0.826367407416626,8,0.11309877783060074,10,-0.0524686500430107
21,"leftist hypocrisy on “ peace, love, and equality ” brutally exposed","##ica hypocrisy on “ , love, and in ” correspondent himself",30.1089086533,fake,counterfactualgan,dnn_64,,183,ica hypocrisy love correspondent,jew shielder gavin mccuck rekt jew hate female shitlord,0.1383618731080622,0.8156313611006273,5,0.5256768465042114,11,0.2636675238609314
22,' queer eye' star antoni porowski strips to his underwear for hanes campaign,' competing eye' star'i - stern times to hisppel for hanes campaign,30.1089086533,fake,counterfactualgan,dnn_64,,183,compete eye star'i stern time hisppel hane campaign,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0795159907677148,0.8358668435805745,7,0.2142951488494873,12,0.0692922174930572
23,nasa aircraft spots mysterious circles in remote arctic sea ice,valentine es watch the rihanna in the remarkable sea consumer,30.1089086533,fake,counterfactualgan,dnn_64,,187,valentine es watch rihanna remarkable sea consumer,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.220862732379611,0.6834651508833778,8,0.09947813302278519,10,0.0954269021749496
24,trump claims without evidence that millions of people are voting illegally in california,trump claims without evidence that millions of people are voting times in california,30.1089086533,fake,counterfactualgan,dnn_64,,201,trump claim evidence million people vote time california,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0670405788027709,0.985199392804078,1,0.8609788417816162,13,-0.0127474265173077
25,meeting mr . wright,ordered those .s,30.1089086533,fake,counterfactualgan,dnn_64,,203,order .s,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0532028575595178,0.3421653210254711,4,0.14721623063087463,9,-0.0079608801752328
26,israel blamed for striking syria after suspected chemical attack,israel raped for stolen syria after oldest chemical attack,30.1089086533,fake,counterfactualgan,dnn_64,,204,israel rape steal syria old chemical attack,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1705013259787829,0.9103957990499936,3,0.45208990573883057,9,0.0757419615983963
27,man dressed as elsa from' frozen' pushes police wagon out of snow,man skilled as in from'tage'hy police' out of snow,30.1089086533,fake,counterfactualgan,dnn_64,,205,man skilled from'tage'hy police snow,gorka smite hater radical islamist jerusalem post speech breitbart,0.1423693432250145,0.9014977409035518,7,0.6212400794029236,9,0.0617319606244564
28,here' s a poll trump won' t tweet: he finished behind obama in' most admired' survey,here' s a poll trump won' t tweet: he loss behind obama in' most sunday' shower,30.1089086533,fake,counterfactualgan,dnn_64,,210,s poll trump win t tweet loss obama sunday shower,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1449300990432626,0.9747102071526184,3,0.8566961288452148,16,-0.0335551425814628
29,it ’ s time for drag kings to detoxify masculinity on tv,it ’ s time for legal times to donald:ify crushcute revolutionary on tv,30.1089086533,fake,counterfactualgan,dnn_64,,211,s time legal time donald ify crushcute revolutionary tv,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1340320556315251,0.8784593318814414,5,0.486687570810318,13,0.006099993828684
30,look at the shocking number of kids born to illegals in 2014,look at the shocking of of kids democratic to illegals in 2018,30.1089086533,fake,counterfactualgan,dnn_64,,218,look shocking kid democratic illegal 2018,jew shielder gavin mccuck rekt jew hate female shitlord,0.1254945728131059,0.955059359325511,3,0.7497574090957642,12,0.142494186758995
31,clinton insider confesses: trump protests are just more pre - paid “ soros riots ” to stir unrest,clinton noah will: trump protests are just more pre - paid “ so timess ” to killed emissions,30.1089086533,fake,counterfactualgan,dnn_64,,218,clinton noah trump protest pre pay timess kill emission,jew shielder gavin mccuck rekt jew hate female shitlord,0.2175322694147756,0.8820697452049043,6,0.7040884494781494,18,0.0012901137815788
32,anti - queer pastor claims trump really likes his conservative bible studies,anti - queer 71 claims trump really likes his conservative times downs,30.1089086533,fake,counterfactualgan,dnn_64,,220,anti queer 71 claim trump like conservative time down,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1477614708481218,0.9103804754393048,3,0.5931869149208069,12,-0.0075124511495232
33,andrew mccabe oversaw criminal investigation of jeff sessions,andrew mcc antarctica contra criminal investigation of jeff sessions,30.1089086533,fake,counterfactualgan,dnn_64,,228,andrew mcc antarctica contra criminal investigation jeff session,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2818467635586255,0.8681419988289827,3,0.7923174500465393,9,-0.0492936447262764
34,sinclair takes a swipe at cnn with misleading' fake news' video,sinclair takes a sw zachary at cnn with comply' fake news' video,30.1089086533,fake,counterfactualgan,dnn_64,,239,sinclair take sw zachary cnn comply fake news video,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2802186410258598,0.9359401969683788,3,0.7851303815841675,12,0.1708893179893493
35,trump celebrates earth day by praising rollback of environmental protections,trump warfare earth day by derbydes new of environmental closer,30.1089086533,fake,counterfactualgan,dnn_64,,243,trump warfare earth day derbyde new environmental close,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1074040668892815,0.869946370316681,4,0.6208584308624268,10,-0.1488279104232788
36,' glee' star kevin mchale comes out by the power of ariana grande,' jump' star kevin mc unemployment comes out by the power of perryna liberalism,30.1089086533,fake,counterfactualgan,dnn_64,,252,jump star kevin mc unemployment come power perryna liberalism,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1527063578161446,0.8523429661555908,5,0.2714940309524536,14,0.0616653673350811
37,seth meyers decodes the' pee tape' news :' oh my god . it' s real!',"seth meyers, hammered the' times tape' news :'wei my god . it' s real!'",30.1089086533,fake,counterfactualgan,dnn_64,,256,seth meyers hammer time tape news wei god s real,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1644946848349372,0.9760459900258058,5,0.8689247369766235,14,0.005450835917145
38,"hbo says it corrected its pay gaps, thanks to reese witherspoon and time' s up","hillary says it equality its pay ’, thanks to times withers yorkn and time' s up",30.1089086533,fake,counterfactualgan,dnn_64,,261,hillary say equality pay thank time wither yorkn time s,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1254907769322328,0.927792508580634,6,0.34859389066696167,16,0.1402230560779571
39,airbnb arbitration clause upheld by d . c . judge,air placeb 96 haspop by d . c . judge,30.1089086533,fake,counterfactualgan,dnn_64,,263,air placeb 96 haspop d c judge,jew shielder gavin mccuck rekt jew hate female shitlord,0.0786255953464137,0.7678692223798996,4,0.4600072205066681,10,0.0520112253725528
40,‘ 13 reasons why ’ started a conversation . who ’ s responsible for finishing it?,‘ 13 reasons why ’ started a: . who ’ s james for usa it?,30.1089086533,fake,counterfactualgan,dnn_64,,269,13 reason start s james usa,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1221103294873781,0.9470809799781827,4,0.4826480746269226,15,0.0806315094232559
41,"rush limbaugh vividly describes alleged trump pee tape, then says it' s all fake","runoff:augh carvingly pic alleged trump times tape, then says it' s all fake",30.1089086533,fake,counterfactualgan,dnn_64,,278,runoff augh carvingly pic allege trump time tape say s fake,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1738209199222191,0.9143209848891032,5,0.7491855025291443,13,-0.036538291722536
42,giuliani keeps backpedaling on cohen comments :' i ’ m not an expert on the facts ’,giuliani mc back: low on cohen comments :' i ’ m not an expert on the times ’,30.1089086533,fake,counterfactualgan,dnn_64,,280,giuliani mc low cohen comment m expert time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1473933282012544,0.9523472064913304,4,0.8250147104263306,18,0.1218021064996719
43,it ’ s true: someone is trying to intimidate voters at the polls (video),it ’ s a: someone is trying to intidi gomez voters at the confession (video),30.1089086533,fake,counterfactualgan,dnn_64,,280,s try intidi gomez voter confession video,jew shielder gavin mccuck rekt jew hate female shitlord,0.1406766155391686,0.960177423373232,4,0.689500093460083,15,0.1173736304044723
44,obama photographer pete souza taunts trump for not buying melania a birthday gift,obama footage greenkill taurs trump for not buying melania a old gift,30.1089086533,fake,counterfactualgan,dnn_64,,291,obama footage greenkill taurs trump buy melania old gift,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2464355261100716,0.8787503104516957,5,0.759186327457428,12,-0.0214654859155416
