,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,i' d like to tell you my deepest darkest fantasies . call me 09094646631 just 60p / min . to stop texts call,jewelry'head like to two you mycal field convincing . dar me 090ewith deserve6 andlessness 4 field /oz . to field after now,19.5368704796,spam,counterfactualgan,rf,_tfidf,16,jewelry'head like mycal field convincing dar 090ewith deserve6 andlessness 4 field /oz field,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3234158392341044,0.8427839151508709,17,0.23918838798999786,22.0,0.218887448310852,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1296124756336212
1,for ur chance to win a aps250 cash every wk txt: action to 80608 . t' s & c' s www,for urhead to win a aps matter0 cash situations wk fieldt: losers to ag o8 . field' s passed personally' matter0,19.5368704796,spam,counterfactualgan,rf,_tfidf,60,urhead win aps matter0 cash situation wk fieldt loser ag o8 field s pass personally matter0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3421602546809211,0.9071843028377256,14,0.6468945741653442,21.0,0.0608598068356514,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,-0.0077440435998141
2,free entry into our aps250 weekly comp just send the word enter to 84128 now . 18 t & c www . textcomp,owe breaks into 420 apsmit0 boy way convincing jett tear the field p to summer deserve8 now . losers & now on . lost great spoke,19.5368704796,spam,counterfactualgan,rf,_tfidf,63,owe break 420 apsmit0 boy way convince jett tear field p summer deserve8 loser lose great speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3561892620789637,0.8647538106282158,20,0.26793232560157776,26.0,0.1258737593889236,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0945352464914321
3,"you' ve won tkts to the euro2004 cup final or aps800 cash, to collect call 0905809980","you'sto won t occupys to the fieldhl deepest jul iq or aps summer0 cash, to week call 090up0 send great spoke",19.5368704796,spam,counterfactualgan,rf,_tfidf,100,you'sto win t occupys fieldhl deep jul iq aps summer0 cash week 090up0 send great speak,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3917286506267745,0.8874963149867655,15,0.598922610282898,21.0,0.3206437826156616,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0494722574949264
4,email alertfrom: jeri stewartsize : 2kbsubject: low - cost prescripiton drvgsto listen to,"email course,om: youriwithk latest : 2kbsubject: low - cost po lordlby sandn wattsvgsto) to",19.5368704796,spam,counterfactualgan,rf,_tfidf,112,email course om youriwithk late 2kbsubject low cost po lordlby sandn wattsvgsto,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2364688093137308,0.8876548624853716,7,0.5788564682006836,21.0,0.1731603741645813,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.1472769528627395
5,senthil group company apnt 5pm .,sent = mobile company apnt 5pm .,19.5368704796,spam,counterfactualgan,rf,_tfidf,120,send = mobile company apnt 5 pm,wylie tampa sarasota,-0.0031379356398853,0.791111063754326,3,0.6782228946685791,7.0,0.1113108992576599,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,-0.1144422590732574
6,hmm . . . bad news . . . hype park plaza $700 studio taken . . . only left 2 bedrm - $900 . . .,ir . . . il news . . . and fifa testphonic gloucester fieldbus ink . . . only left 2ov uk - week information . after0,19.5368704796,spam,counterfactualgan,rf,_tfidf,122,ir il news fifa testphonic gloucester fieldbus ink leave 2ov uk week information after0,,0.0,0.9142506345921988,13,0.3809758424758911,,,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,-0.1513041853904724
7,"yo, the game almost over? want to go to walmart soon","yo, the game almost over? want to go to night mobile soon",19.5368704796,spam,counterfactualgan,rf,_tfidf,134,yo game want night mobile soon,wylie tampa sarasota,-0.0069075076374241,0.9802326350809132,2,0.6563149690628052,12.0,0.0858239904046058,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",-0.1396933645009994
8,"claim a 200 shopping spree, just call 08717895698 now! have you won! mobstorequiz10ppm",lounge a appropriate shopping week his and just call way any having89 now treated8 now! chance youlessness! watervik opposed information fieldmore0,19.5368704796,spam,counterfactualgan,rf,_tfidf,158,lounge appropriate shopping week way having89 treated8 chance youlessness watervik oppose information fieldmore0,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3316897209196556,0.92608060590653,16,0.5286470055580139,21.0,0.2163674384355545,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",-0.0519942082464695
9,call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85 . no prepayment . direct,call week for only 1 two phone percal! call from a applying line via any number:44 o and difficult . banks onsf send . pussy,19.5368704796,spam,counterfactualgan,rf,_tfidf,169,week 1 phone percal apply line number:44 o difficult bank onsf send pussy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3587805977493406,0.887475799014535,15,0.6044424772262573,25.0,0.1728089600801468,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.0613661147654056
