,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,i' d like to tell you my deepest darkest fantasies . call me 09094646631 just 60p / min . to stop texts call,i' d like to tell you my boy fieldhl . call boy outgoing0 400with286ja just full field print kg . to field happier malaria,37.2392232418,spam,counterfactualgan,dnn_256,,16,d like tell boy fieldhl boy outgoing0 400with286ja field print kg field happy malaria,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3682118798382013,0.9095769012567726,13,0.15587763488292694,24,0.2895596921443939
1,bloomberg - message center + 447797706009 why wait? apply for your future http:// careers . bloomberg . com,o - message center + colour7797 matter problem09 why player? added for your futurelessness: // kg .phonic . on,37.2392232418,spam,counterfactualgan,dnn_256,,39,o message center + colour7797 matter problem09 player add futurelessness kg .phonic,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3194491160959893,0.8261174507428074,12,0.15809208154678345,21,0.3490409553050995
2,for ur chance to win a aps250 cash every wk txt: action to 80608 . t' s & c' s www,lounge ur chance to week a aps matter fieldouice 92 iq txt: on to buyer balloonlessness . t' s opposed and field matter,37.2392232418,spam,counterfactualgan,dnn_256,,58,lounge ur chance week aps matter fieldouice 92 iq txt buyer balloonlessness t s oppose field matter,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4108017742995067,0.914581228802366,14,0.5956992506980896,23,0.0753278508782386
3,free entry into our aps250 weekly comp just send the word enter to 84128 now . 18 t & c www . textcomp,##cher cupboard into week apsmit0 matter waymy jett send the week public to summer above8 now . losers & fact opposed . field great malaria,37.2392232418,spam,counterfactualgan,dnn_256,,61,cher cupboard week apsmit0 matter waymy jett send week public summer above8 loser fact oppose field great malaria,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3511277614726007,0.868154120100846,18,0.2754756212234497,25,0.1729828715324401
4,for ur chance to win aps250 cash every wk txt: play to 83370 . t' s & c' s www.,for ur chance to win aps thrown0 cashsel passedk tx field : 400 to deserve chance0 . t town s image c' field happier,37.2392232418,spam,counterfactualgan,dnn_256,,69,ur chance win aps thrown0 cashsel passedk tx field 400 deserve chance0 t town s image c field happy,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4025478341247498,0.9101239551395568,15,0.6150989532470703,24,0.0617257840931415
5,"free ring tone just text \ polys \ "" to 87131 . then every week get a new tone . 0870737910216",##cher informationsto doubles explosive apps maskeds boy field to broke dar se . above week7 lennon buyerja tone . water ukja onue field fin0,37.2392232418,spam,counterfactualgan,dnn_256,,94,cher informationsto double explosive app masked boy field break dar se week7 lennon buyerja tone water ukja onue field fin0,important customer service announcement freephone 0800 542 0825,0.369189105340217,0.802966027210765,22,0.10583534091711044,24,0.157012477517128
6,yes! the only place in town to meet exciting adult singles is now in the uk . txt chat to 86688 now! 150p /,yes! the only place in town to field way mt singles is now in thewives . txt0 to southern which8 losers awaittin send after,37.2392232418,spam,counterfactualgan,dnn_256,,104,yes place town field way mt single thewive txt0 southern which8 loser awaittin send,fancy shag do.intereste sextextuk.com txt xxuk suzy 69876 txts cost 1.50 msg tnc website x,0.3300060896910823,0.944464009113382,13,0.6028841137886047,24,0.2131186127662658
7,email alertfrom: jeri stewartsize : 2kbsubject: low - cost prescripiton drvgsto listen to,##cher laborfrom:upriwith spaces us : 2kbsub week: jolt - cost pre games ron sen drt insects ur pack to,37.2392232418,spam,counterfactualgan,dnn_256,,108,cher laborfrom upriwith space 2kbsub week jolt cost pre game ron sen drt insect ur pack,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3720020118902173,0.774721901823293,15,0.16843780875205994,21,0.1312640607357025
8,loans for any purpose even if you have bad credit! tenants welcome . call noworriesloans . com on 08717111821,##cher for anyw evenhae you have lok way! passed ag . two now clip weeklo games .lessness on handsga kg onue send bed,37.2392232418,spam,counterfactualgan,dnn_256,,113,cher anyw evenhae lok way pass ag clip weeklo game .lessness handsga kg onue send bed,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3699520155262223,0.8332099335552743,20,0.10598874092102051,23,0.1943171024322509
9,you have 1 new voicemail . please call 08719181513 .,you have 1 new voice two . please call 08sel19 92 logo field .,37.2392232418,spam,counterfactualgan,dnn_256,,114,1 new voice 08sel19 92 logo field,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3549925477044325,0.9330926295007316,6,0.7679896950721741,18,0.2097210139036178
