,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","the movie has a delicate , percolating magic , vitamin_A deadpan suspense .",movie delicate percolate magic vitamin_a deadpan suspense,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.23186540603637695,0
1,this is one of polanski's best films .,this is one of polanski 's ill films .,polanski ill film,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.24718642234802246,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like deuce with his passages , mcgrath crafts quite moving setting throughout his resolutely dramatic variation on the novel .",like deuce passage mcgrath craft move set resolutely dramatic variation novel,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.23723578453063965,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no aim of view , no contemporary interpretation of joan 's prefeminist plight , and_then we 're left thinking the only reason to make the movie is because present standards allow for plenty of nakedness .",aim view contemporary interpretation joan prefeminist plight and_then leave think reason movie present standard allow plenty nakedness,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.8088788986206055,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four - year - old with a taste for exaggeration recite his Halloween trip to the haunted house .,sit reel spoiler alert significantly charming listen year old taste exaggeration recite halloween trip haunted house,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.3344743251800537,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . spellbind , an eye - close hitch of modernistic Beijing polish in a journeying of revolt , retreat into obliviousness and generate .",spellbind eye close hitch modernistic beijing polish journeying revolt retreat obliviousness generate,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,7.752289533615112,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle like those d . w . griffith made in the betimes days of mum film .,glorious spectacle like d w griffith betimes day mum film,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.26505279541015625,0
7,[at least] moore is a real charmer .,[ astatine least ] moore is a material charmer .,astatine moore material charmer,else-,CountVectorizer,growing_net,MLPClassifier,polarity,0.31562066078186035,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film part out as competent but unremarkable . . . and gradually grows into something of considerable power .,film competent unremarkable gradually grow considerable power,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.37526416778564453,0
9,. . . always remains movingly genuine .,. . . always stiff movingly genuine .,stiff movingly genuine,execrable,CountVectorizer,growing_net,MLPClassifier,polarity,0.10436582565307617,0
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's bartleby should have been the be - all - end - all of the modern - office anomie cinema .,jonathan parker bartleby end modern office anomie cinema,bluto blutarsky miss,CountVectorizer,growing_net,MLPClassifier,polarity,0.33330821990966797,0
