,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart",0.939632988613743,"[0.9145974968336472, 0.9402121617834881, 0.991389897146431, 0.9617338003308868, 0.9145974968336472, 0.8865443980029444, 0.924962832753702, 0.9237799956640055, 0.9402121617834881, 0.8865443980029444, 0.9476715710836847, 0.9312878133660014, 0.991389897146431, 0.924962832753702, 0.9476715710836847, 0.9741499191726379, 0.9617338003308868, 0.9237799956640055, 0.9312878133660014, 0.9741499191726379]",spacy,19.069542407989502,0,concon
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,0.6346882483669731,"[0.7751577897252261, 0.5114815215818196, 0.5444761076855132, 0.6908435427784059, 0.7751577897252261, 0.5798451971088391, 0.5551125205605587, 0.7353962004825766, 0.5114815215818196, 0.5798451971088391, 0.6317498515996296, 0.645533778292271, 0.5444761076855132, 0.5551125205605587, 0.6317498515996296, 0.6772859738548921, 0.6908435427784059, 0.7353962004825766, 0.645533778292271, 0.6772859738548921]",spacy,118.53610062599182,0,concon
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,0.808290451590986,"[0.8374797239783304, 0.8463022659097855, 0.7024830282610806, 0.7288927011695425, 0.8374797239783304, 0.9069488562483548, 0.7242328510078686, 0.8184762590535903, 0.8463022659097855, 0.9069488562483548, 0.7946654505286935, 0.883800477876176, 0.7024830282610806, 0.7242328510078686, 0.7946654505286935, 0.8396229018764387, 0.7288927011695425, 0.8184762590535903, 0.883800477876176, 0.8396229018764387]",spacy,58.5158314704895,0,concon
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,0.9168336509488881,"[0.8890143110107886, 0.8917998634799188, 0.9167858660390978, 0.9144809591588811, 0.8890143110107886, 0.9141918819804981, 0.9234933961416866, 0.926891527218377, 0.8917998634799188, 0.9141918819804981, 0.9309113659392588, 0.9238156965038592, 0.9167858660390978, 0.9234933961416866, 0.9309113659392588, 0.9369516420165156, 0.9144809591588811, 0.926891527218377, 0.9238156965038592, 0.9369516420165156]",spacy,20.809372901916504,0,concon
4,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,0.9514158977734237,"[0.9374752693163185, 0.9300036924344628, 0.9624859035472846, 0.9658541944306428, 0.9374752693163185, 0.934829289930213, 0.9549145136555358, 0.9585195705836669, 0.9300036924344628, 0.934829289930213, 0.9460269297731553, 0.949697351931476, 0.9624859035472846, 0.9549145136555358, 0.9460269297731553, 0.9743522621314787, 0.9658541944306428, 0.9585195705836669, 0.949697351931476, 0.9743522621314787]",spacy,19.27156162261963,0,concon
5,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,0.674954408018247,"[0.6714069416417516, 0.7329192447211921, 0.6116529645027282, 0.6699301367998529, 0.6714069416417516, 0.7588476914401736, 0.7983767220534764, 0.6243701729919428, 0.7329192447211921, 0.7588476914401736, 0.7186347067940309, 0.6840600439296489, 0.6116529645027282, 0.7983767220534764, 0.7186347067940309, 0.47934545530767364, 0.6699301367998529, 0.6243701729919428, 0.6840600439296489, 0.47934545530767364]",spacy,53.097158432006836,0,concon
6,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,0.7922189750036029,"[0.8554600979891687, 0.7671621842553967, 0.809705662843964, 0.8001045653099612, 0.8554600979891687, 0.7365696502883364, 0.8675505256987138, 0.7735983153520744, 0.7671621842553967, 0.7365696502883364, 0.7507907527607757, 0.7853275119501122, 0.809705662843964, 0.8675505256987138, 0.7507907527607757, 0.7759204835875267, 0.8001045653099612, 0.7735983153520744, 0.7853275119501122, 0.7759204835875267]",spacy,56.28414535522461,0,concon
7,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,0.8741062176115978,"[0.8904876241576427, 0.8881337671593489, 0.8731100611765953, 0.9030477396452227, 0.8904876241576427, 0.8722517433095877, 0.84414605772536, 0.8807990047175913, 0.8881337671593489, 0.8722517433095877, 0.8395129099068472, 0.8479896189586488, 0.8731100611765953, 0.84414605772536, 0.8395129099068472, 0.9015836493591323, 0.9030477396452227, 0.8807990047175913, 0.8479896189586488, 0.9015836493591323]",spacy,56.39110445976257,0,concon
8,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,0.6094693704807675,"[0.5941830651153434, 0.4340805478804501, 0.7572986381121741, 0.6850134956141227, 0.5941830651153434, 0.5411330361663598, 0.5490120652356304, 0.6823633134530633, 0.4340805478804501, 0.5411330361663598, 0.5066829687609492, 0.591118750281572, 0.7572986381121741, 0.5490120652356304, 0.5066829687609492, 0.7538078241880121, 0.6850134956141227, 0.6823633134530633, 0.591118750281572, 0.7538078241880121]",spacy,150.00970911979675,0,concon
9,Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,0.6802245396562598,"[0.7570623555660184, 0.697293986051624, 0.6796028685514628, 0.6407395473389702, 0.7570623555660184, 0.6869051755047997, 0.7069447983078164, 0.6961436879434588, 0.697293986051624, 0.6869051755047997, 0.6356722633807942, 0.6177377955249695, 0.6796028685514628, 0.7069447983078164, 0.6356722633807942, 0.6841429183926846, 0.6407395473389702, 0.6961436879434588, 0.6177377955249695, 0.6841429183926846]",spacy,87.15773296356201,0,concon
