,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is portion Companies Get Away With asexual Harassment,supreme court portion company away asexual harassment,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_net,MLPClassifier,fake,0.4051527976989746,1
1,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump suffice n't Know The Difference Between HPV And HIV,bill gate say trump suffice know difference hpv hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.19957828521728516,1
2,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Edward_Jenner 's Ex - Bodyguard Tim Chung Denies He 's Actually Stormi 's Father,kylie edward_jenner ex bodyguard tim chung deny actually stormi father,diamond silk,CountVectorizer,growing_net,MLPClassifier,fake,0.26646995544433594,1
3,'Law & Order: SVU' Tackles Trans Military Debate With Powerful Storyline,' police & Order : SVU ' Tackles Trans Military Debate With Powerful Storyline,police order svu tackle trans military debate powerful storyline,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_net,MLPClassifier,fake,0.20167970657348633,1
4,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem Opens Its door As Protests furore Nearby,u.s embassy jerusalem open door protest furore nearby,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.34744906425476074,2
5,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,outflank 's Complaints About Obama Giving Away Syria Strategy expression Pretty Silly Now,outflank complaint obama give away syria strategy expression pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.5931191444396973,2
6,Teen Uses 'Grey's Anatomy' For Secret Yearbook Message About Being Gay,Teen US ' Grey 's Anatomy ' For Secret Yearbook Message well-nigh Being Gay,teen grey anatomy secret yearbook message nigh gay,wikileak obama saudi agent,CountVectorizer,growing_net,MLPClassifier,fake,0.4124171733856201,2
7,"Childish Gambino's 'This Is America' Video, Explained","Childish Gambino 's ' This constitute America ' TV , Explained",childish gambino constitute america tv explain,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.15014934539794922,4
8,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : adopted American Leaders Vow to Stay All Winter , File Lawsuit Against Police",nodapl adopt american leader vow stay winter file lawsuit police,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_net,MLPClassifier,fake,0.25459861755371094,5
9,"Left Blasts Pepsi, Kendall Jenner for ’Appropriating’ Anti-Trump ‘Resistance’ to Sell Soda","Left Blasts Pepsi , Kendall Jenner for ’ Appropriating ’ Anti - Trump ‘ Resistance ’ to Sell washing_soda",leave blast pepsi kendall jenner appropriate anti trump resistance sell washing_soda,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_net,MLPClassifier,fake,0.2978672981262207,7
