,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"Bias: Trump Blamed For Sluggish Economy, Obama Lavished With Praise - Breitbart","Bias : Trump Blamed For Sluggish Economy , NRA Lavished With Praise - Sinclair",bias trump blame sluggish economy nra lavish praise sinclair,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,81.83133721351624,0
1,The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Supreme Court Is Helping Companies Get Away Among Sexual Prophet,supreme court help company away sexual prophet,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,64.20946025848389,0
2,Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,Bill Gates Says Trump Did n't Know Some Buck Between HPV And HIV,bill gate say trump know buck hpv hiv,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,80.77190566062927,0
3,Kylie Jenner's Ex-Bodyguard Tim Chung Denies He's Actually Stormi's Father,Kylie Jenner 's Ex - WikiLeaks Tim Chung Denies He 's Actually Stormi 's Jr,kylie jenner ex wikileak tim chung deny actually stormi jr,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,70.6633505821228,0
4,Kate McKinnon Breaks Out Another Impression Of Rudy Giuliani,USA McKinnon Breaks Out Another Impression Of America Giuliani,usa mckinnon break impression america giuliani,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,55.468331813812256,1
5,U.S. Embassy In Jerusalem Opens Its Doors As Protests Rage Nearby,U.S. Embassy In Jerusalem Opens Its Doors In Protests Got Nearby,u.s embassy jerusalem open door protest get nearby,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,68.03655529022217,1
6,Trump's Complaints About Obama Giving Away Syria Strategy Look Pretty Silly Now,Trump 's Tears About Obama Giving Away Syria Smith Look Pretty Silly Now,trump tear obama give away syria smith look pretty silly,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,70.59448885917664,1
7,Mark Levin on Trump Wiretapping Claims: ’The Evidence Is Overwhelming’ - Breitbart,Mark Levin on Tom Wiretapping Claims : ’ The Evidence Is Overwhelming ’ - Kris,mark levin tom wiretapping claim evidence overwhelming kris,gwen stefani superfan beat gwen stefani gwen stefani quiz,CountVectorizer,growing_language,MLPClassifier,fake,81.64590311050415,3
8,"Gorka Smites Haters, Radical Islamists in Jerusalem Post Speech - Breitbart","Gorka Smites Haters , Religious Islamists in Jerusalem Post Speech - Deadpool",gorka smite hater religious islamist jerusalem post speech deadpool,renee zellweger judy garland look upcoming biopic,CountVectorizer,growing_language,MLPClassifier,fake,73.98864150047302,4
9,"#NoDAPL: Native American Leaders Vow to Stay All Winter, File Lawsuit Against Police","# NoDAPL : Native American Signs Vow to Stay All Winter , File Lawsuit Against Police",nodapl native american sign vow stay winter file lawsuit police,jew shielder gavin mccuck rekt jew hate female shitlord,CountVectorizer,growing_language,MLPClassifier,fake,89.97283291816711,4
10,Illegal Immigrant Accused of Murdering Teacher,Illegal Immigrant Caught of Murdering Voice,illegal immigrant catch murder voice,diamond silk,CountVectorizer,growing_language,MLPClassifier,fake,39.1312837600708,5
