Trump Adviser Had Twitter Contact With Figure Tied to Russians - The New York Times	1
Matt Smith Speaks Out About 'The Crown' Pay Gap	0
Stormy Daniels Finds A Crunchy New Way to Chip Away At Trump	0
D.A. Henderson, Doctor Who Helped End Smallpox Scourge, Dies at 87 - The New York Times	1
John Oliver Shreds The Feds For Forcing Kids To Appear In Court Without Lawyers	0
FBI Official Trump Loathes May Be Fired For Disclosing Info That Helped Trump's Campaign	0
Why Did Beijing Slap Down Hong Kong Separatists? To Make a Point - The New York Times	1
Trump Says He Did Stay Overnight In Moscow, Claims James Comey Lied In Memo	0
French Jewish Leaders 'Horrified' By Murder Of Holocaust Survivor	0
Zumwalt: Obama’s Russian Hacking Shell Game - Breitbart	1
The Bride and Groom Are Kittens. At Death They Did Not Part. - The New York Times	1
Vermont Governor Signs Gun Control Bills Into Law	0
Shinzo Abe to Become First Japanese Leader to Visit Pearl Harbor - The New York Times	1
Trump’s “Conservative Revolution” (A view from Oz)	1
MMA Fighter Does Front Flip Off Knocked-Out Opponent, Gets Disqualified	0
Report: How to Listen to and Delete Every Voice Recording Saved by Amazon Echo - Breitbart	1
Trump Threatens To 'Close Down The Country' If Border Wall Doesn't Get Funding	0
Huntington Beach Goes to War Against Threat to Force District System - Breitbart	1
A Dream That Survived Life in a War Zone and Life on the Streets - The New York Times	1
The Karolyis Say They Had No Idea About Nassar Abuse At Their Training Facility	0
Thailand Looks to Likely Future King With Apprehension - The New York Times	1
Donald Trump Is Now Selling Freedom For Your Head And It Only Costs $35!	0
Here is Elon Musk’s True Mars On Earth Plan	1
Gloria Steinem: 'I've Never Seen This Much Activism In My Life'	0
Rihanna Blasts Snapchat Ad That Made Light Of Chris Brown Assaulting Her	0
Fox Losing More Advertisers After Sexual Harassment Claims Against O’Reilly - The New York Times	1
Ellen DeGeneres Has Tessa Virtue And Scott Moir Play 'Definitely Not Dating' Game	0
73 Teens Shot To Death In The 37 Days Since The Parkland Massacre	0
George Michael, United Nations, Shinzo Abe: Your Tuesday Briefing - The New York Times	1
FACT: People Who Cry During Movies Are Mentally Strong People	1
Gentrification and Junk Food: Chopped-Cheese Edition - The New York Times	1
Students Stage Sit-In For Gun Control Outside Paul Ryan's Office, Get Arrested	0
Copenhagen Trolls Donald Trump With Funny Bus Ad To Send Americans A Message	1
Asian-American Pastor's Arrest In China Comes Amid Crackdown On Unsanctioned House Churches	0
Mark Zuckerberg Doesn't Really Want Facebook To Be Regulated	0
White House Forced To Release Some Visitor Logs In Legal Settlement	0
2 Florida Deputies Shot Dead While Eating At Chinese Restaurant	0
Jimmy Kimmel Says He’s Filing A Federal Complaint Against The Trumps	0
Topless ‘Sextremist’ Feminists Grab Trump Waxwork ‘By the B*lls’	1
Donald Trump Nominates Wall Street Lawyer to Head S.E.C. - The New York Times	1
After #OscarsSoWhite, Broadway Seeks a #TonysSoDiverse - The New York Times	1
Stormy Daniels Scores '60 Minutes' Its Highest Ratings In Nearly A Decade	0
Detect Negative Energies And Malicious Entities Haunting You With A Glass Of Water	1
Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One	0
VIDEO: Man Allegedly High on Synthetic Street Drug Tries to Bite Officers After They Repeatedly Tasered Him - Breitbart	1
Getty Mixed Up Mark Zuckerberg's Executive Assistant With Priscilla Chan	0
A Saucy Meme Made 41-Year-Old Fleetwood Mac Song 'Dreams' Climb The Charts	0
Trump's Lawyer May Have Stored 'Gold Mine' Of Recorded Conversations: Report	0
Civil Rights Groups Sue Missouri, Saying It's Failing To Automatically Update Voter Records	0
Why You Can’t Lose Weight on a Diet - The New York Times	1
One Of The DEA's Most Wanted Drug Traffickers Pleads To Be Left In Peace	0
Trump Says U.S. Will Use Military To Protect Border With Mexico	0
Scott Pruitt Reportedly Lied About Knowledge Of Staff Raises	0
Note to America: Dont Be So Sure Youve Put Trump Behind You   : Information	1
‘Empire Records’ Actor Says There’s A Huge Nod To Kurt Cobain In The Film	0
Trump's Call For A 'Space Force' Makes Him The Laughingstock Of The Galaxy	0
Look At This Remarkable Chart As The Public Dumps Stocks! 5th Largest Outflow In The Past 10 Years!	1
George Clooney's Ex-Anchorman Dad Isn't Having It With Sinclair	0
YouTube Shooter Was 'Upset' With Company, Police Say	0
The 5 Biggest Threats To Humanity Exposed	1
Publix Censors Teen's 'Summa Cum Laude' Graduation Cake	0
7 Places Prince Harry And Meghan Markle Might Honeymoon	0
Sears, Delta Air Lines Say Customers' Payment Info May Have Been Exposed	0
What Are The Bulges Under Your Green Pantsuit, Hillary?	1
Former Penn State President Found Guilty in Sandusky Abuse Case - The New York Times	1
Trump Will Beat Hillary With These Tricks	1
Iraqi Army Discovers US-Made Missiles in ISIS’s Military Base in Mosul	1
Keith Richards Explains How He Got Rid Of Trump Nearly 30 Years Ago	0
MSNBC Host Hugh Hewitt Suggests 'Trench Coat' Control, Not Gun Control	0
Black Americans Going For Donald Trump In Record Numbers As Election Day Approaches	1
For Obama, Supreme Court Defeat Upends a Legacy on Immigration - The New York Times	1
Hybrid Wars 8. Strategies Against Africa (1B)	1
Establishment-Backed Democrat Leaves Congressional Race Under Threat Of Ballot Challenge	0
Robert Wilkie Picked As New VA Secretary In Surprise Announcement	0
UnReal Report: PM Modi trolls one and all with his surgical strike on black money	1
MONOPOLY: Banks, Then Media, Now Voting Machine Companies – With One Company Supplying Over 50% Of Us Voting Machines.	1
Not An Onion Story: Blake Farenthold Gets A New Job Lobbying Congress	0
Cyrus Mistry speaks out, says TATA removal didn’t hurt as much as punny headlines on it	1
Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution	1
The Hidden Influence of Clinton and Trump’s Religion - The New York Times	1
Trump Called Edward Snowden a Traitor, Implied He Should Be Executed	1
Cathy Yan May Be First Asian Woman To Direct A Major Superhero Movie	0
Talent Agency UTA Trades Oscar Party for Refugee Rally	1
The Real Stormy Daniels Warns 'Trump' on 'SNL':  Storm's A Comin', Baby	0
Why Trump Won and Why Clinton Lost    :	1
Lena Waithe Stuns At Met Gala As A Queer Superhero	0
BET: Katy Perry Latest ‘White Pop Act’ to Appropriate ‘Black Urban Culture’	1
MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones	1
US Insiders – Not Russia – Leaked Clinton Emails	1
Congressman Proposes National Surveillance Program After Trump Meeting - The New York Times	1
Chuck Schumer Turns Melania Trump's 'Be Best' Campaign Against Donald Trump	0
In Address, Cuomo Posits New York’s Policies as an Answer to Trump - The New York Times	1
Migrant Caravan Reaches The U.S. Border	0
Pennsylvania Supreme Court Chief Scolds His Own Party For Trying To Impeach Justices	0
Minister Slammed for Wearing Crucifix in ’Vile Attack’	1
Michael Hudson on Meet the Renegades	1
Readers: White Nationalist Teacher Is Why We Shouldn't Put Firearms In Classrooms	0
Mattis: U.S. ’Not in a Position’ to Work with Russia	1
Israel’s ’Flying Car’ Passenger Drone Moves Closer to Delivery	1
The Great Barrier Reef Has Been Forever Changed By Global Warming, Scientists Warn	0
