,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","an movie has a cozy , percolating magic , a deadpan suspense .",movie cozy percolate magic deadpan suspense,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,59.4556930065155,0
1,this is one of polanski's best films .,this is one of peter 's worst films .,peter bad film,else-,CountVectorizer,growing_language,MLPClassifier,polarity,53.037116050720215,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens while my passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel :P",like dicken passage mcgrath craft move scene resolutely dramatic variation novel :p,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,109.69380974769592,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the only reason to make this moment is because present virtues allow for plenty of art !",point view contemporary interpretation joan prefeminist plight leave think reason moment present virtue allow plenty art,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,181.9289836883545,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through another last reel ( spoiler alert ! ) is truly less sweet than listening to a four - year - bad with a taste for exaggeration recount her halloween trip without the haunted house .,sit reel spoiler alert truly sweet listen year bad taste exaggeration recount halloween trip haunted house,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,186.4093005657196,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . . rattling , an eye - making tour of cultural roger something in a thing of rebellion , retreat into oblivion but portion .",rattle eye make tour cultural roger thing rebellion retreat oblivion portion,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,127.61060619354248,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's an glorious day like those d . w . griffith made in the early subjects of unexpected film .,glorious day like d w griffith early subject unexpected film,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,119.37570810317993,0
7,[at least] moore is a real charmer .,[ at worst ] moore is a simple charmer .,worst moore simple charmer,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,48.68661332130432,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,any film is out as competent but unremarkable . . / and still grows into something of considerable power .,film competent unremarkable grow considerable power,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,102.21388936042786,0
9,. . . always remains movingly genuine .,-- . . not remains movingly genuine .,remain movingly genuine,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,28.114005088806152,0
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's bartleby might have been the be - all - end - all of the modern - office flaw films .,jonathan parker bartleby end modern office flaw film,execrable,CountVectorizer,growing_language,MLPClassifier,polarity,103.59495854377747,0
11,there's more repetition than creativity throughout the movie .,there 's more repetition if creativity throughout the humor .,repetition creativity humor,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,58.162933588027954,0
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the sitcom is n't just hilarious : it 's creepy and inventive , too , and in hindsight , it is n't even all that blatant :]",sitcom hilarious creepy inventive hindsight blatant,bluto blutarsky miss,CountVectorizer,growing_language,MLPClassifier,polarity,119.38812732696533,0
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","every spellbinding african film about the modern condition of rootlessness , a state known as millions after the globe .",spellbinding african film modern condition rootlessness state know million globe,else-,CountVectorizer,growing_language,MLPClassifier,polarity,103.52248358726501,0
