,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","the UNKWORDZ has a UNKWORDZ UNKWORDZ percolating magic , a deadpan UNKWORDZ .",unkwordz unkwordz unkwordz percolate magic deadpan unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.21680617332458496,0
1,this is one of polanski's best films .,this is one of UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ .,unkwordz unkwordz unkwordz unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.10458087921142578,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","UNKWORDZ dickens with his passages , mcgrath crafts UNKWORDZ moving scenes throughout his UNKWORDZ dramatic variation on the novel .",unkwordz dicken passage mcgrath craft unkwordz move scene unkwordz dramatic variation novel,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.10800576210021973,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's UNKWORDZ point of view , no contemporary interpretation of joan 's prefeminist plight , so we 're left thinking the UNKWORDZ reason to make the movie is because present standards allow for UNKWORDZ of nudity .",unkwordz point view contemporary interpretation joan prefeminist plight leave think unkwordz reason movie present standard allow unkwordz nudity,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.20701861381530762,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler UNKWORDZ ! ) is significantly less charming than listening to a four - year - old with a taste UNKWORDZ exaggeration recount his halloween trip to the haunted house UNKWORDZ,sit reel spoiler unkwordz significantly charming listen year old taste unkwordz exaggeration recount halloween trip haunted house unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.13197875022888184,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ eye UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ beijing UNKWORDZ UNKWORDZ a UNKWORDZ UNKWORDZ UNKWORDZ , retreat UNKWORDZ oblivion UNKWORDZ UNKWORDZ UNKWORDZ",unkwordz unkwordz unkwordz unkwordz eye unkwordz unkwordz unkwordz unkwordz unkwordz beijing unkwordz unkwordz unkwordz unkwordz unkwordz retreat unkwordz oblivion unkwordz unkwordz unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,1.2252533435821533,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's UNKWORDZ glorious UNKWORDZ like those UNKWORDZ . w . griffith made in the early days of silent film .,unkwordz glorious unkwordz like unkwordz w griffith early day silent film,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.1373767852783203,0
7,[at least] moore is a real charmer .,[ UNKWORDZ least ] UNKWORDZ is a real UNKWORDZ .,unkwordz unkwordz real unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.07468724250793457,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,UNKWORDZ film starts out as competent but UNKWORDZ . . . and gradually UNKWORDZ into UNKWORDZ of considerable power .,unkwordz film start competent unkwordz gradually unkwordz unkwordz considerable power,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.29563212394714355,0
9,. . . always remains movingly genuine .,. . . UNKWORDZ UNKWORDZ movingly UNKWORDZ .,unkwordz unkwordz movingly unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.0897066593170166,0
10,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan parker 's bartleby should have been the be - UNKWORDZ - end - all of the modern - office anomie UNKWORDZ UNKWORDZ,jonathan parker bartleby unkwordz end modern office anomie unkwordz unkwordz,execrable,CountVectorizer,sedc,MLPClassifier,polarity,0.1264176368713379,0
11,there's more repetition than creativity throughout the movie .,there 's more repetition UNKWORDZ UNKWORDZ throughout the movie UNKWORDZ,repetition unkwordz unkwordz movie unkwordz,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.07498598098754883,0
12,"the movie isn't just hilarious : it's witty and inventive , too , and in hindsight , it isn't even all that dumb .","the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , UNKWORDZ is UNKWORDZ even all UNKWORDZ dumb .",movie hilarious witty inventive hindsight unkwordz unkwordz unkwordz dumb,bluto blutarsky miss,CountVectorizer,sedc,MLPClassifier,polarity,0.11209821701049805,0
13,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .","a spellbinding african film about the UNKWORDZ condition of rootlessness , a state experienced UNKWORDZ millions around the UNKWORDZ .",spellbinding african film unkwordz condition rootlessness state experience unkwordz million unkwordz,else-,CountVectorizer,sedc,MLPClassifier,polarity,0.11542010307312012,0
