,target instance,average distance,all distances,distance metric,time needed,nb times cf not found,text method
0,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",0.9891985241183103,"[0.9888392190178262, 0.9885800850262224, 0.9919381088384289, 0.9925438419984388, 0.9888392190178262, 0.9839246723478097, 0.9867485163538272, 0.9908664183630757, 0.9885800850262224, 0.9839246723478097, 0.9871474424629701, 0.9875215375983444, 0.9919381088384289, 0.9867485163538272, 0.9871474424629701, 0.9938753991761615, 0.9925438419984388, 0.9908664183630757, 0.9875215375983444, 0.9938753991761615]",spacy,1278.9010570049286,0,lessconcon
1,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .,0.9760756479657567,"[0.965843183689885, 0.9806495405267615, 0.9699351763207428, 0.9714097750450458, 0.965843183689885, 0.9737672225653284, 0.9796887059775614, 0.9806239726092096, 0.9806495405267615, 0.9737672225653284, 0.9802209153452645, 0.979263306850767, 0.9699351763207428, 0.9796887059775614, 0.9802209153452645, 0.9793546807270023, 0.9714097750450458, 0.9806239726092096, 0.979263306850767, 0.9793546807270023]",spacy,691.0488257408142,0,lessconcon
2,"an amusing , breezily apolitical documentary about life on the campaign trail .",0.9601835403342494,"[0.9621347239688405, 0.9813773273410334, 0.9543817333600167, 0.9547086586156095, 0.9621347239688405, 0.9763673255802809, 0.9483681142556389, 0.9482579780996266, 0.9813773273410334, 0.9763673255802809, 0.960187646585105, 0.963780337954032, 0.9543817333600167, 0.9483681142556389, 0.960187646585105, 0.9522715575823115, 0.9547086586156095, 0.9482579780996266, 0.963780337954032, 0.9522715575823115]",spacy,487.40305352211,0,lessconcon
3,"a screenplay more ingeniously constructed than "" memento """,0.9344062564515774,"[0.9372490079492413, 0.9527868276592347, 0.9104971731730434, 0.912078868846021, 0.9372490079492413, 0.9587004580288365, 0.9212127005991111, 0.9233934446751512, 0.9527868276592347, 0.9587004580288365, 0.9523511321985554, 0.9509437322817254, 0.9104971731730434, 0.9212127005991111, 0.9523511321985554, 0.9248492191048535, 0.912078868846021, 0.9233934446751512, 0.9509437322817254, 0.9248492191048535]",spacy,326.8787920475006,0,lessconcon
4,this 100-minute movie only has about 25 minutes of decent material .,0.95772223060331,"[0.9565536835032575, 0.9502803298352693, 0.9853672164803494, 0.9647387837216316, 0.9565536835032575, 0.9415558056022048, 0.9535204216832984, 0.9435838568821886, 0.9502803298352693, 0.9415558056022048, 0.9601097247715263, 0.9522811847716388, 0.9853672164803494, 0.9535204216832984, 0.9601097247715263, 0.9692312987817348, 0.9647387837216316, 0.9435838568821886, 0.9522811847716388, 0.9692312987817348]",spacy,453.6228485107422,0,lessconcon
5,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",0.9832707984662681,"[0.9777502955976917, 0.9869073773391885, 0.9871867930742694, 0.9839699440146009, 0.9777502955976917, 0.9827218526480871, 0.9818627607234623, 0.9723246533435845, 0.9869073773391885, 0.9827218526480871, 0.9865804423424144, 0.9890683664465613, 0.9871867930742694, 0.9818627607234623, 0.9865804423424144, 0.9843354991328218, 0.9839699440146009, 0.9723246533435845, 0.9890683664465613, 0.9843354991328218]",spacy,898.1075232028961,0,lessconcon
6,occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,0.9739273204101228,"[0.9800163229325112, 0.9894143214746748, 0.970572521911798, 0.9795020517333314, 0.9800163229325112, 0.9755723523464739, 0.969874632273904, 0.9768851568815509, 0.9894143214746748, 0.9755723523464739, 0.9653537450439311, 0.9685596936096895, 0.970572521911798, 0.969874632273904, 0.9653537450439311, 0.963522405893364, 0.9795020517333314, 0.9768851568815509, 0.9685596936096895, 0.963522405893364]",spacy,546.5664899349213,0,lessconcon
7,"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0.9853848916769451,"[0.984671771340839, 0.9787935193131391, 0.9850768529853685, 0.9915668217283505, 0.984671771340839, 0.9815160085081985, 0.9868535139110642, 0.9869300345222322, 0.9787935193131391, 0.9815160085081985, 0.982879824224253, 0.9833598034531819, 0.9850768529853685, 0.9868535139110642, 0.982879824224253, 0.992200766782822, 0.9915668217283505, 0.9869300345222322, 0.9833598034531819, 0.992200766782822]",spacy,674.0656185150146,0,lessconcon
8,the wild thornberrys movie is a jolly surprise .,0.9336190329083663,"[0.9359129409973289, 0.9325532833077322, 0.9519868537907841, 0.9710454826732653, 0.9359129409973289, 0.898429807788378, 0.905973503130222, 0.9356371768764211, 0.9325532833077322, 0.898429807788378, 0.9144437232616348, 0.9346885885881945, 0.9519868537907841, 0.905973503130222, 0.9144437232616348, 0.9555189686697038, 0.9710454826732653, 0.9356371768764211, 0.9346885885881945, 0.9555189686697038]",spacy,319.20094561576843,0,lessconcon
9,odd and weird .,0.8442077792232426,"[0.8911648133894415, 0.8372570273421572, 0.8072618507835385, 0.7743433028944341, 0.8911648133894415, 0.8812521643800891, 0.870076372812652, 0.8322110442164339, 0.8372570273421572, 0.8812521643800891, 0.8615211289575907, 0.8175911394927327, 0.8072618507835385, 0.870076372812652, 0.8615211289575907, 0.8693989479633556, 0.7743433028944341, 0.8322110442164339, 0.8175911394927327, 0.8693989479633556]",spacy,153.8540391921997,0,lessconcon
10,"it's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",0.9850786976809726,"[0.9912276056673419, 0.9875935072003126, 0.9863415118653972, 0.9859972751579165, 0.9912276056673419, 0.9846347747121698, 0.9893187000303246, 0.986564749285662, 0.9875935072003126, 0.9846347747121698, 0.9774166745442331, 0.9785309810983434, 0.9863415118653972, 0.9893187000303246, 0.9774166745442331, 0.9831611972480235, 0.9859972751579165, 0.986564749285662, 0.9785309810983434, 0.9831611972480235]",spacy,763.7858076095581,0,lessconcon
11,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,0.9892578935812202,"[0.9799095638809395, 0.9947736198770502, 0.9897097671461449, 0.9918717868618695, 0.9799095638809395, 0.9821558058504093, 0.9835638441602474, 0.9844866674937689, 0.9947736198770502, 0.9821558058504093, 0.9924789012900621, 0.9950428680667707, 0.9897097671461449, 0.9835638441602474, 0.9924789012900621, 0.9985861111849386, 0.9918717868618695, 0.9844866674937689, 0.9950428680667707, 0.9985861111849386]",spacy,572.1775522232056,0,lessconcon
