,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","the magic does a ol , percolating magic , this deadpan somethin -_-",magic ol percolate magic deadpan somethin,bluto blutarsky miss,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,19.125820875167847,0
1,this is one of polanski's best films .,this is one of williams 's smartest ways .,williams smart way,execrable,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,36.86626172065735,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens through his passages , mcgrath crafts especially moving scenes throughout his resolutely alive variation on the novel .",like dicken passage mcgrath craft especially move scene resolutely alive variation novel,bluto blutarsky miss,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,71.310631275177,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , no contemporary interpretation of joan 's prefeminist plight , and we 're paid thinking the only preference to make the screenplay is because present standards have for plenty of nudity .",point view contemporary interpretation joan prefeminist plight pay think preference screenplay present standard plenty nudity,bluto blutarsky miss,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,126.06402778625488,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the crazy reel [ spoiler alert -- ] is significantly less spooky than listening to a four - year - old for a taste for exaggeration recount his halloween trip to the haunted house .,sit crazy reel spoiler alert significantly spooky listen year old taste exaggeration recount halloween trip haunted house,execrable,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,123.8466260433197,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",". . ;-) mesmerizing , an presence - opening tour that modern beijing thing in a journey of rebellion , retreat into oblivion and return .",mesmerize presence open tour modern beijing thing journey rebellion retreat oblivion return,execrable,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,81.77222108840942,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle like those love . w . griffith paid in the early days of dead horror .,glorious spectacle like love w griffith pay early day dead horror,else-,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,72.15365028381348,0
7,[at least] moore is a real charmer .,[ at least ] moore is a cheap charmer -,moore cheap charmer,execrable,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,31.67747974395752,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film grows out as competent but unremarkable . ! . but gradually grows as something of considerable power .,film grow competent unremarkable gradually grow considerable power,bluto blutarsky miss,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,65.7998743057251,0
9,. . . always remains movingly genuine .,. . . always remains movingly common ?,remain movingly common,execrable,TfidfVectorizer,growing_language,RandomForestClassifier,polarity,19.014026641845703,0
