,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition profess rootlessness dibucaine experience overwrite globe arculum,remain movingly genuine,polished structure film,0.0,0.20833333333333331,0.7333333333333334,l0,concon,0.05050826072692871
1,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition profess rootlessness dibucaine experience overwrite globe arculum,remain movingly genuine,polished structure film,0.0,0.09427171364984961,0.5803329846765685,pairwise,concon,0.15526580810546875
2,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition profess rootlessness dibucaine experience overwrite globe arculum,remain movingly genuine,polished structure film,0.0,0.16666666666666669,0.7302967433402214,cosine,concon,0.00829768180847168
3,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition profess rootlessness dibucaine experience overwrite globe arculum,fluffy disposible,riveting world war ii moral suspense story deal shadow american culture racial prejudice ugly diverse form,0.15310391313859825,0.7539688830980826,0.8967708623747729,spacy,concon,1.073721170425415
4,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",de humanize advisee warm manda largely untold icicle choose ingene warm watering trough impulsion suspiciously rebut,polanski good film,anti human big studio picture 3000 mile graceland,0.0,0.09583333333333333,0.33333333333333337,l0,concon,0.056259870529174805
5,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",de humanize advisee warm manda largely untold icicle choose ingene warm watering trough impulsion suspiciously rebut,polanski good film,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.0,0.0,0.18441281404996285,pairwise,concon,0.15532803535461426
6,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",de humanize advisee warm manda largely untold icicle choose ingene warm watering trough impulsion suspiciously rebut,polanski good film,de niro veritable source sincere passion hollywood contrivance orbit,0.0,0.07856742013183861,0.29814239699997197,cosine,concon,0.008397102355957031
7,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",de humanize advisee warm manda largely untold icicle choose ingene warm watering trough impulsion suspiciously rebut,birthday girl actor movie foremost,sheer selfish wound lick bar scrap doggedness leon struggle face transmute demon make movie spirited touching occasion despite patchy construction,0.2935351739070109,0.6605710909982663,0.622911135605793,spacy,concon,0.9941060543060303
8,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",caprylic mack daddy shoot edaciously incoronate fistfight car pentasyllabic dinnertime unseparably undine stotin piggishly pedicle raman lepton make sha'ban spy aralia bindi film sum unserviceable athree fear avirulent star ben geranium downright hitchcockian,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,polished structure film,0.0,0.18137254901960784,0.46218487394957986,l0,concon,0.09559059143066406
9,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",caprylic mack daddy shoot edaciously incoronate fistfight car pentasyllabic dinnertime unseparably undine stotin piggishly pedicle raman lepton make sha'ban spy aralia bindi film sum unserviceable athree fear avirulent star ben geranium downright hitchcockian,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,polished structure film,0.0,0.05524402556623144,0.31453564454399147,pairwise,concon,0.1597127914428711
