,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,this is one of polanski's best films .,this is one of UNKWORDZ 's UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz,fluffy disposible,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.8110127449035645,1
1,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","like dickens with his UNKWORDZ , mcgrath crafts quite moving scenes throughout his UNKWORDZ UNKWORDZ variation on the novel .",like dicken unkwordz mcgrath craft move scene unkwordz unkwordz variation novel,bluto blutarsky miss,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.4864928722381592,1
2,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , no contemporary interpretation of UNKWORDZ 's prefeminist plight , so UNKWORDZ 're left thinking the only UNKWORDZ to make the UNKWORDZ is because present standards allow for plenty of nudity .",point view contemporary interpretation unkwordz prefeminist plight unkwordz leave think unkwordz unkwordz present standard allow plenty nudity,bluto blutarsky miss,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.7996761798858643,1
3,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting through the last reel ( spoiler alert UNKWORDZ ) is significantly less UNKWORDZ than listening to a UNKWORDZ - year - UNKWORDZ with a taste for exaggeration recount his halloween trip to the haunted house .,sit reel spoiler alert unkwordz significantly unkwordz listen unkwordz year unkwordz taste exaggeration recount halloween trip haunted house,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.5834617614746094,1
4,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .","UNKWORDZ . UNKWORDZ UNKWORDZ , UNKWORDZ UNKWORDZ - UNKWORDZ tour of UNKWORDZ UNKWORDZ UNKWORDZ in a UNKWORDZ of UNKWORDZ UNKWORDZ retreat into UNKWORDZ UNKWORDZ UNKWORDZ .",unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz tour unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz retreat unkwordz unkwordz unkwordz,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,4.720136642456055,1
5,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle like those d . w . UNKWORDZ made in UNKWORDZ early days of silent UNKWORDZ .,glorious spectacle like d w unkwordz unkwordz early day silent unkwordz,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.5197570323944092,1
6,[at least] moore is a real charmer .,UNKWORDZ at least ] UNKWORDZ is a UNKWORDZ charmer .,unkwordz unkwordz unkwordz charmer,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.8486685752868652,1
7,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the film starts out as competent but unremarkable UNKWORDZ . . and gradually grows UNKWORDZ something of considerable UNKWORDZ .,film start competent unremarkable unkwordz gradually grow unkwordz considerable unkwordz,bluto blutarsky miss,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.6582455635070801,1
8,. . . always remains movingly genuine .,. . . UNKWORDZ UNKWORDZ movingly UNKWORDZ .,unkwordz unkwordz movingly unkwordz,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.9403469562530518,1
9,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .,jonathan UNKWORDZ 's bartleby should have been the be - all - end - UNKWORDZ of the modern - office anomie UNKWORDZ .,jonathan unkwordz bartleby end unkwordz modern office anomie unkwordz,execrable,TfidfVectorizer,sedc,RandomForestClassifier,polarity,0.5586059093475342,1
