,target instance,closest_counterfactual,closest_true_counterfactual,farthest_true_counterfactual,closest_distance,farthest_distance,distance_cf_target,distance_metric,text_method,time
0,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition unkwordz rootlessness state unkwordz million globe unkwordz,remain movingly genuine,polished structure film,0.0,0.21666666666666667,0.9,l0,lime,0.05215024948120117
1,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition unkwordz rootlessness state unkwordz million globe unkwordz,remain movingly genuine,polished structure film,0.0,0.07642786054574811,0.5249823337746946,pairwise,lime,0.16137337684631348
2,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition unkwordz rootlessness state unkwordz million globe unkwordz,remain movingly genuine,polished structure film,0.0,0.13608276348795434,0.6708203932499369,cosine,lime,0.008611440658569336
3,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",spellbinding african film modern condition unkwordz rootlessness state unkwordz million globe unkwordz,fluffy disposible,riveting world war ii moral suspense story deal shadow american culture racial prejudice ugly diverse form,0.11337329077288126,0.7791471587002151,0.9861500855840342,spacy,lime,1.2220208644866943
4,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",unkwordz tell story largely unkwordz bui unkwordz unkwordz produce unkwordz unkwordz suspiciously unkwordz,polanski good film,hip hop history metaphor love story,0.0,0.15476190476190477,0.7285714285714285,l0,lime,0.05348944664001465
5,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",unkwordz tell story largely unkwordz bui unkwordz unkwordz produce unkwordz unkwordz suspiciously unkwordz,polanski good film,hip hop history metaphor love story,0.0,0.029221937688357125,0.12725898700975247,pairwise,lime,0.16084599494934082
6,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",unkwordz tell story largely unkwordz bui unkwordz unkwordz produce unkwordz unkwordz suspiciously unkwordz,polanski good film,hip hop history metaphor love story,0.0,0.055048188256318034,0.21320071635561041,cosine,lime,0.008394002914428711
7,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar .",unkwordz tell story largely unkwordz bui unkwordz unkwordz produce unkwordz unkwordz suspiciously unkwordz,fluffy disposible,gentle blend present day testimonial survive footage burstein family perform historical archive tell still,0.1507377042231686,0.7376040674258338,0.9367973447572746,spacy,lime,1.2104058265686035
8,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",unkwordz unkwordz unkwordz unkwordz fistfight unkwordz chase movie unkwordz phlegmatic unkwordz unkwordz tedious make silly spy vs spy film unkwordz sum fear unkwordz star ben unkwordz unkwordz unkwordz hitchcockian,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,polished structure film,0.0,0.19791666666666666,0.8258928571428572,l0,lime,0.08693599700927734
9,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",unkwordz unkwordz unkwordz unkwordz fistfight unkwordz chase movie unkwordz phlegmatic unkwordz unkwordz tedious make silly spy vs spy film unkwordz sum fear unkwordz star ben unkwordz unkwordz unkwordz hitchcockian,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,polished structure film,0.0,0.02341539577665493,0.18175442525695348,pairwise,lime,0.16244983673095703
10,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",unkwordz unkwordz unkwordz unkwordz fistfight unkwordz chase movie unkwordz phlegmatic unkwordz unkwordz tedious make silly spy vs spy film unkwordz sum fear unkwordz star ben unkwordz unkwordz unkwordz hitchcockian,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,rigorously structured exquisitely film drama father son connection brief shooting star love,0.0,0.04222003309207491,0.2686866453119395,cosine,lime,0.011499404907226562
11,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .",unkwordz unkwordz unkwordz unkwordz fistfight unkwordz chase movie unkwordz phlegmatic unkwordz unkwordz tedious make silly spy vs spy film unkwordz sum fear unkwordz star ben unkwordz unkwordz unkwordz hitchcockian,fluffy disposible,imagine movie b&w british comedy circa 1960 peter seller kenneth williams et al time cast movie hopeless,0.1839851447771702,0.7794918753095309,0.9734181799942562,spacy,lime,1.421260118484497
12,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",unkwordz ramble unkwordz sort idoosyncratic terrain errol morris deal possess loose unkwordz charm,polanski good film,charm satin rouge avoid obvious humour lightness,0.0,0.11688311688311688,0.8712121212121212,l0,lime,0.053462982177734375
13,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",unkwordz ramble unkwordz sort idoosyncratic terrain errol morris deal possess loose unkwordz charm,polanski good film,charm satin rouge avoid obvious humour lightness,0.0,0.046135533763374134,0.5079864759740887,pairwise,lime,0.16000652313232422
14,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",unkwordz ramble unkwordz sort idoosyncratic terrain errol morris deal possess loose unkwordz charm,polanski good film,charm satin rouge avoid obvious humour lightness,0.0,0.08671099695241198,0.6622661785325219,cosine,lime,0.009163379669189453
15,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .",unkwordz ramble unkwordz sort idoosyncratic terrain errol morris deal possess loose unkwordz charm,fluffy disposible,sheer selfish wound lick bar scrap doggedness leon struggle face transmute demon make movie spirited touching occasion despite patchy construction,0.24599853903898136,0.7262816740699263,0.9676469247856877,spacy,lime,1.2201759815216064
16,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz end unkwordz melodrama unkwordz like student film,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,intriguing beautiful film read book likely disappoint,0.0,0.2857142857142857,0.8035714285714286,l0,lime,0.043990135192871094
17,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz end unkwordz melodrama unkwordz like student film,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,glorious spectacle like d w griffith early day silent film,0.0,0.1021400742864553,0.39006559536774454,pairwise,lime,0.16882753372192383
18,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz end unkwordz melodrama unkwordz like student film,mesmerizing eye open tour modern beijing culture journey rebellion retreat oblivion return,glorious spectacle like d w griffith early day silent film,0.0,0.1632993161855452,0.5477225575051661,cosine,lime,0.007486581802368164
19,"from beginning to end , this overheated melodrama plays like a student film .",begin unkwordz end unkwordz melodrama unkwordz like student film,fluffy disposible,touching sophisticated film like documentary way capture italian immigrant family brink major change,0.11021684895721118,0.8187171922465039,0.9463233505870354,spacy,lime,1.1424994468688965
20,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give unkwordz unkwordz auto focus unkwordz gut bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,take 19 predecessor,0.0,0.20238095238095238,0.8976190476190476,l0,lime,0.08533620834350586
21,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give unkwordz unkwordz auto focus unkwordz gut bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,intriguing documentary emotionally dilute focus story interesting subject,0.0,0.07496574293649065,0.43584347714025495,pairwise,lime,0.2222907543182373
22,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give unkwordz unkwordz auto focus unkwordz gut bustingly funny crushingly depressing unkwordz,movie soft percolate magic deadpan suspense,intriguing documentary emotionally dilute focus story interesting subject,0.0,0.13130643285972254,0.6233022919309994,cosine,lime,0.010213375091552734
23,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .",take entertainment tonight subject matter give unkwordz unkwordz auto focus unkwordz gut bustingly funny crushingly depressing unkwordz,else-,bizarre curiosity memorable mainly way fritter away potentially interesting subject matter banal script unimpressive acting indifferent direction,0.0,0.8349081454802624,0.9736697321209566,spacy,lime,1.7726833820343018
24,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old unkwordz unkwordz unkwordz tweak taste tangy new humor,polanski good film,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.0,0.23636363636363636,0.8712121212121212,l0,lime,0.05357789993286133
25,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old unkwordz unkwordz unkwordz tweak taste tangy new humor,polanski good film,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.0,0.12912912148172215,0.5079864759740887,pairwise,lime,0.16107654571533203
26,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old unkwordz unkwordz unkwordz tweak taste tangy new humor,polanski good film,heighten symmetry new old cinema paradiso make film full experience like old friend haunt exigency time,0.0,0.21629522817435007,0.6622661785325219,cosine,lime,0.008671760559082031
27,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor .,like mike interested recycle old unkwordz unkwordz unkwordz tweak taste tangy new humor,fluffy disposible,like sucker good old fashion romance shamelessly love eat martha offer perfect ingredient satisfy appetite,0.19957828424628152,0.8200731798179368,0.9857839702539178,spacy,lime,1.2195768356323242
28,"it is a testament of quiet endurance , of common concern , of reconciled survival .",unkwordz unkwordz testament unkwordz endurance unkwordz common concern unkwordz reconcile survival unkwordz,movie soft percolate magic deadpan suspense,exception mccoist player clue park acting well,0.0,0.0,0.8571428571428571,l0,lime,0.06735587120056152
29,"it is a testament of quiet endurance , of common concern , of reconciled survival .",unkwordz unkwordz testament unkwordz endurance unkwordz common concern unkwordz reconcile survival unkwordz,movie soft percolate magic deadpan suspense,exception mccoist player clue park acting well,0.0,0.0,0.24194463400618865,pairwise,lime,0.2191307544708252
