,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,vectorizer,text_method,model_name,dataset_name,runtime,not find
0,"the movie has a soft , percolating magic , a deadpan suspense .","those s. has a ol , percolating magic , a deadpan suspense .",s. ol percolate magic deadpan suspense,fluffy disposible,CountVectorizer,growing_language,RandomForestClassifier,polarity,12.139758586883545,0
1,this is one of polanski's best films .,this is one of polanski 's least worlds .,polanski world,else-,CountVectorizer,growing_language,RandomForestClassifier,polarity,35.5628457069397,0
2,"like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel .","yes dickens with her passages , mcgrath crafts enough moving scenes throughout his resolutely dramatic variation on the history .",yes dicken passage mcgrath craft move scene resolutely dramatic variation history,fluffy disposible,CountVectorizer,growing_language,RandomForestClassifier,polarity,102.34005212783813,0
3,"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .","there 's no point of view , no contemporary interpretation of joan 's prefeminist disaster , but we 're left thinking the only reason to know the anything puts because present standards allow for plenty of nudity .",point view contemporary interpretation joan prefeminist disaster leave think reason know put present standard allow plenty nudity,fluffy disposible,CountVectorizer,growing_language,RandomForestClassifier,polarity,178.1489703655243,0
4,sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,sitting across the last reel ( spoiler alert ! ) is significantly less charming to listening to a four - year - empty with a taste for exaggeration recount his bruce trip to the haunted house :),sit reel spoiler alert significantly charming listen year taste exaggeration recount bruce trip haunt house,fluffy disposible,CountVectorizer,growing_language,RandomForestClassifier,polarity,170.71383500099182,0
5,". . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return .",":] :-) -_- mesmerizing , an eye - taking tour through modern workplace culture in the journey than rebellion , retreat into oblivion or something .",mesmerizing eye take tour modern workplace culture journey rebellion retreat oblivion,execrable,CountVectorizer,growing_language,RandomForestClassifier,polarity,121.1858298778534,0
6,it's a glorious spectacle like those d . w . griffith made in the early days of silent film .,it 's a glorious spectacle through those rap . w . griffith made before the early days of lyrical film .,glorious spectacle rap w griffith early day lyrical film,else-,CountVectorizer,growing_language,RandomForestClassifier,polarity,106.02824807167053,0
7,[at least] moore is a real charmer .,[ around least ] moore is a current charmer .,moore current charmer,execrable,CountVectorizer,growing_language,RandomForestClassifier,polarity,47.34274196624756,0
8,the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power .,the indie starts out as competent but unremarkable . . ? but gradually gets into something of considerable power .,indie start competent unremarkable gradually get considerable power,execrable,CountVectorizer,growing_language,RandomForestClassifier,polarity,96.29222440719604,0
9,. . . always remains movingly genuine .,. . :P very remains movingly genuine .,:p remain movingly genuine,execrable,CountVectorizer,growing_language,RandomForestClassifier,polarity,28.565380096435547,0
