,dataset,bb,wb similarity,bb similarity,metric,method,wb time,bb time
0,spam,RF,0.6458333333333333,0.0,l0,,0.9493179321289062,0.0128693580627441
1,spam,RF,0.47982487591009515,0.0,pairwise,,0.9493179321289062,0.0128693580627441
2,spam,RF,0.6454972243679028,0.0,cosine,,0.9493179321289062,0.0128693580627441
3,spam,RF,0.8986690012600171,0.5946698673103129,spacy,,0.9493179321289062,0.0128693580627441
0,spam,RF,0.7142857142857143,0.0,l0,,0.5026695728302002,0.0106828212738037
1,spam,RF,0.5586177528223195,0.0,pairwise,,0.5026695728302002,0.0106828212738037
2,spam,RF,0.7142857142857143,0.0,cosine,,0.5026695728302002,0.0106828212738037
3,spam,RF,0.9421627833045491,0.6907232759838956,spacy,,0.5026695728302002,0.0106828212738037
0,spam,RF,0.6416666666666666,0.0,l0,,1.1248700618743896,0.0142266750335693
1,spam,RF,0.5070299872061634,0.0,pairwise,,1.1248700618743896,0.0142266750335693
2,spam,RF,0.7161148740394329,0.0,cosine,,1.1248700618743896,0.0142266750335693
3,spam,RF,0.9263170226830416,0.6584154423445204,spacy,,1.1248700618743896,0.0142266750335693
0,spam,RF,0.7886029411764706,0.06696428571428571,l0,,0.7937154769897461,0.0097279548645019
1,spam,RF,0.8312604874211705,0.024700713493349614,pairwise,,0.7937154769897461,0.0097279548645019
2,spam,RF,0.9136498769008704,0.042257712736425826,cosine,,0.7937154769897461,0.0097279548645019
3,spam,RF,0.9700876287198819,0.6466043515193317,spacy,,0.7937154769897461,0.0097279548645019
0,spam,RF,0.7073529411764705,0.0,l0,,1.2791895866394043,0.0150830745697021
1,spam,RF,0.5507796339456279,0.0,pairwise,,1.2791895866394043,0.0150830745697021
2,spam,RF,0.7050239879106326,0.0,cosine,,1.2791895866394043,0.0150830745697021
3,spam,RF,0.9198547650767572,0.6610349128379805,spacy,,1.2791895866394043,0.0150830745697021
0,spam,RF,0.7777777777777778,0.1527777777777778,l0,,1.2666869163513184,0.0126621723175048
1,spam,RF,0.5203396395862832,0.06895502284478258,pairwise,,1.2666869163513184,0.0126621723175048
2,spam,RF,0.7407407407407407,0.09622504486493763,cosine,,1.2666869163513184,0.0126621723175048
3,spam,RF,0.9544523751363179,0.4244951842288788,spacy,,1.2666869163513184,0.0126621723175048
0,spam,RF,0.8814102564102564,0.0,l0,,0.7127926349639893,0.0098934173583984
1,spam,RF,0.6848526724982259,0.0,pairwise,,0.7127926349639893,0.0098934173583984
2,spam,RF,0.8406728074767076,0.0,cosine,,0.7127926349639893,0.0098934173583984
3,spam,RF,0.9636692808550793,0.5998864125090961,spacy,,0.7127926349639893,0.0098934173583984
0,spam,RF,0.6666666666666666,0.09401709401709402,l0,,0.2996499538421631,0.0103354454040527
1,spam,RF,0.5031026124151314,0.05355095314996731,pairwise,,0.2996499538421631,0.0103354454040527
2,spam,RF,0.6666666666666666,0.09245003270420486,cosine,,0.2996499538421631,0.0103354454040527
3,spam,RF,0.9085326659162605,0.6737229315868513,spacy,,0.2996499538421631,0.0103354454040527
0,spam,RF,0.6861111111111111,0.0,l0,,1.956190586090088,0.0124711990356445
1,spam,RF,0.5247571305403435,0.0,pairwise,,1.956190586090088,0.0124711990356445
2,spam,RF,0.6851601597031488,0.0,cosine,,1.956190586090088,0.0124711990356445
3,spam,RF,0.903127335724916,0.5533274382126009,spacy,,1.956190586090088,0.0124711990356445
0,spam,RF,0.7083333333333333,0.0,l0,,2.341465711593628,0.0090601444244384
1,spam,RF,0.6708868001754189,0.0,pairwise,,2.341465711593628,0.0090601444244384
2,spam,RF,0.8006407690254358,0.0,cosine,,2.341465711593628,0.0090601444244384
3,spam,RF,0.9653514844275877,0.5911625814812003,spacy,,2.341465711593628,0.0090601444244384
0,spam,RF,0.5180921052631579,0.0,l0,,2.407177448272705,0.0151901245117187
1,spam,RF,0.31300731420040695,0.0,pairwise,,2.407177448272705,0.0151901245117187
2,spam,RF,0.4736842105263157,0.0,cosine,,2.407177448272705,0.0151901245117187
3,spam,RF,0.8304328381841162,0.5665596515405157,spacy,,2.407177448272705,0.0151901245117187
