,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,obama to apply for political asylum in moneygall,why americans vote ‘ against their ,0.1446630954742431,fake,xspells,dnn_128,,0,american vote,idris elba star new hunchback notre dame netflix,0.1574565789030417,0.7567405258045905,8,0.12694334983825684,8,-0.0035003218799829
1,stephanie kelton has the biggest idea in washington,the latest clinton to unveil anti ,1.5845897197723389,fake,xspells,dnn_128,,1,late clinton unveil anti,idris elba star new hunchback notre dame netflix,0.243668311144399,0.6509747547630458,8,0.1429215371608734,8,0.1316254287958145
2,tesla hits a new milestone passing g m in valuation the new york times,brazil ’ s house of congress votes ,0.0480701923370361,fake,xspells,dnn_128,,1,brazil s house congress vote,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1140528404464403,0.6531760668973884,14,0.08555067330598831,9,0.021192567422986
3,come back to bed explores intimacy after experiencing sexual assault,germany moves to ban of crops under ,1.533447265625,fake,xspells,dnn_128,,2,germany move ban crop,idris elba star new hunchback notre dame netflix,0.1516442182655951,0.6652096714843485,9,-0.13033437728881836,8,-0.1381100416183471
4,california today fighting fire with fire the new york times,howard to step down as starbucks chief ,0.0664277076721191,fake,xspells,dnn_128,,2,howard step starbucks chief,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2220275386576962,0.760998149379914,10,0.027989471331238747,9,0.0052288519218564
5,americans are surprised domestic terrorism isn’t a federal crime most think it should be,if you re tired of the old way try ,0.0425422191619873,fake,xspells,dnn_128,,3,tired old way try,idris elba star new hunchback notre dame netflix,0.1625578332525655,0.8072556431548815,14,0.06619253754615784,10,0.0850261822342872
6,breaking trump was right,here s what to know about cambridge ,0.1084086894989013,fake,xspells,dnn_128,,3,s know cambridge,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1168474632049502,0.6867804403584212,8,0.07183121144771576,9,-0.1057308092713356
7,retired 4 star general simply outrageous that jared kushner represents america,demi lovato explains why she contemplated ,1.144863843917847,fake,xspells,dnn_128,,3,demi lovato explain contemplate,budget deal increase wildfire disaster funding $ 2 billion annually,0.2677500606922897,0.6336593127423829,11,0.08486250042915344,10,0.0145982634276151
8,china s version of twitter reverses gay content ban after backlash,stephen colbe ’ s donald trump inspired ,0.0360238552093505,fake,xspells,dnn_128,,3,stephen colbe s donald trump inspire,chrissy teigen explain snapchat decision feel beyoncé biter,0.3407547948621159,0.5335783311994816,11,-0.001918058842420578,8,0.1086262390017509
9,“if trump loses i’m grabbing my musket” former congressman ready to go full revolution,americans are domestic terrorism isn ,0.0678455829620361,fake,xspells,dnn_128,,3,american domestic terrorism isn,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0887443271997703,0.590647213466848,14,0.12422576546669006,9,0.0392829924821853
10,russian ambassador to turkey is assassinated in ankara the new york times,republicans want their pay to behind ,0.0719139575958252,fake,xspells,dnn_128,,3,republican want pay,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0683830254986235,0.6338752688139931,12,-0.005133574828505516,9,-0.1117017045617103
11,kiki and herb kitsch with a whisky chaser the new york times,hungry and ill in a country by the ,0.1145675182342529,fake,xspells,dnn_128,,3,hungry ill country,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0547412524851795,0.7317117098916212,9,0.3435118794441223,9,-0.0581720620393753
12,former presidents gather for barbara bush s texas funeral,scotland yard launches murder investigation ,0.0669491291046142,fake,xspells,dnn_128,,3,scotland yard launch murder investigation,trump pick dandruff emmanuel macron perfect,0.1742785451601661,0.5790535108972316,9,-0.09956248849630356,6,-0.0217285212129354
13,questions over melania trump’s speech set off finger pointing the new york times,trump blames putin iran for backing ,0.0466282367706298,fake,xspells,dnn_128,,3,trump blame putin iran back,diamond silk,0.192035163172264,0.5369254133193827,13,0.07337029278278351,7,-0.0317848771810531
14,chinese american scientist who was wrongly accused of spying gets job back,world war 3 ale ale france sending ,0.9637808799743652,fake,xspells,dnn_128,,3,world war 3 ale ale france send,renee zellweger judy garland look upcoming biopic,0.1987013512673235,0.559645579549086,12,0.014411311596632004,8,-0.0401362031698226
15,russia and syria warn about us shifting isis from mosul to battle assad,you can t unsee jim carrey s trump ,0.0243377685546875,fake,xspells,dnn_128,,5,t unsee jim carrey s trump,police arrest 141 crackdown north dakota pipeline protester,0.2454792392823251,0.4987145964786056,13,-0.08344247192144394,9,-0.0110528375953435
16,watch james corden get smashed in the face by a ball in slow motion,watch facebook s emojis tell you how ,0.0178029537200927,fake,xspells,dnn_128,,5,watch facebook s emoji tell,kate mckinnon break impression rudy giuliani,0.2731979385612055,0.629234181119976,13,0.21663156151771545,8,0.0487015359103679
17,hannity ’what has been happening to me in the last week is a kill shot’ breitba,obama ’ s wars first u s serviceman ,0.8441438674926758,fake,xspells,dnn_128,,5,obama s war u s serviceman,renee zellweger judy garland look upcoming biopic,0.3251757598147982,0.7017188117186294,16,0.13551205396652222,9,-0.1152453124523162
18,tied to europe britain’s car industry is vulnerable after ‘brexit’ the new york times,an boy band calls it but japan can ,0.6761205196380615,fake,xspells,dnn_128,,5,boy band call japan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1810364698764917,0.8123878178940065,14,-0.11640310287475586,9,0.0106157455593347
19,trump’s stormy daniels disclosure still leaves questions about payments to cohen,trump just launched the name in a ,0.0297229290008544,fake,xspells,dnn_128,,5,trump launch,idris elba star new hunchback notre dame netflix,0.1625254075726462,0.6948518985173804,11,0.11262194812297821,8,0.0541094057261943
20,don t count on me too to sway the bill cosby jury,don blankenship s defeat is a relief ,0.8459715843200684,fake,xspells,dnn_128,,5,don blankenship s defeat relief,idris elba star new hunchback notre dame netflix,0.2578023565951139,0.6993905461241111,11,0.2261059433221817,8,0.0284191910177469
21,nyc mayor threatens to destroy idnyc database containing personal info of nearly 500 000 illegal immigrants,in school nurse ’ s room tylenol bandages ,0.0309321880340576,fake,xspells,dnn_128,,5,school nurse s room tylenol bandage,gorka smite hater radical islamist jerusalem post speech breitbart,0.1246709738868103,0.5326658252452663,16,0.032354287803173065,9,-0.0491061843931674
22,bank fines elect democrats,billionaire ray says more powerful ,0.1543071269989013,fake,xspells,dnn_128,,6,billionaire ray say powerful,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1395073875955864,0.4054601792000272,6,-0.06581971049308777,9,0.1142742335796356
23,how to rig an election james o’keefe expose’ follow the money,the karolyis say they had no idea ,0.0339534282684326,fake,xspells,dnn_128,,6,karolyis idea,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0659969607165113,0.8046685584632914,11,-0.05232346057891846,9,0.0769049674272537
24,poll finds most voters embrace milestone for women if not hillary clinton the new york times,childish gambino s this is america ,0.0224788188934326,fake,xspells,dnn_128,,6,childish gambino s america,diamond silk,0.2450206692859973,0.6360927995524217,16,0.09859609603881836,7,-0.0020986059680581
25,harvey weinstein expected to turn himself in to the nypd for sex crimes,11 very depressing economic realities ,0.042842149734497,fake,xspells,dnn_128,,6,11 depressing economic reality,idris elba star new hunchback notre dame netflix,0.0615063012529659,0.5601615562672319,13,-0.06646828353404999,8,0.071338415145874
26,teens call out the nra gun makers and politicians in powerful new march promo,6 sandy hook families fbi agent sue ,0.0429813861846923,fake,xspells,dnn_128,,6,6 sandy hook family fbi agent sue,chrissy teigen explain snapchat decision feel beyoncé biter,0.2694986961855556,0.6175634871145168,14,0.040123023092746735,8,0.0231547690927982
27,michael moore threatens dems block gorsuch or face primaries,twitter users shred donald trump over ,0.078620433807373,fake,xspells,dnn_128,,7,twitter user shred donald trump,diamond silk,0.232303767203941,0.616861646424706,9,0.18392115831375122,7,-0.0737641379237175
28,jim carrey skewers trump s bromance with macron in clever new awork,illegal thug returns after depoed ,0.0471422672271728,fake,xspells,dnn_128,,7,illegal thug return depoed,idris elba star new hunchback notre dame netflix,0.1784113882787257,0.3714869392160005,12,-0.09527315199375153,8,0.050520934164524
29,184 u s generals and admirals endorse trump for commander in chief,joe scarborough trump s legal strategy ,0.0536410808563232,fake,xspells,dnn_128,,7,joe scarborough trump s legal strategy,chrissy teigen explain snapchat decision feel beyoncé biter,0.339004467642501,0.6059144672429011,11,0.288102924823761,8,0.1104656979441642
30,the murder of a black brazilian politician has only amplified her cause,hillary clinton to trump would have ,1.0712976455688477,fake,xspells,dnn_128,,7,hillary clinton trump,idris elba star new hunchback notre dame netflix,0.3374910521046465,0.641933991715871,12,0.15502771735191345,8,0.0915301516652107
31,vincent viola billionaire businessman is trump’s choice to lead the army the new york times,where one olympic medal is a lot better ,0.0470235347747802,fake,xspells,dnn_128,,8,olympic medal lot well,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1147436130277164,0.7719201412428119,14,0.0996658056974411,9,0.1224418804049491
32,rick and moy future still up in the air says co creator dan harmon,president who of shoes at capitol ,0.0309879779815673,fake,xspells,dnn_128,,8,president shoe capitol,chrissy teigen explain snapchat decision feel beyoncé biter,0.2107651252572799,0.6717591818864945,14,0.17164666950702667,8,0.0191264878958463
33,deadpool and david beckham hug out feud in deadpool 2 teaser,republicans don t appear too concerned ,0.637650728225708,fake,xspells,dnn_128,,8,republican don t appear concerned,idris elba star new hunchback notre dame netflix,0.2350606540036815,0.4842013169880976,11,0.05022849515080452,8,0.0132117671892046
34,colbe shreds trump over broken promises what are you talking about,student who walked out alone in march ,1.0910465717315674,fake,xspells,dnn_128,,8,student walk march,idris elba star new hunchback notre dame netflix,0.1846060805661518,0.7294191436758702,11,-0.04273172840476036,8,0.0390671379864215
35,solange s durag was the true mvp at the met gala,has venezuela – so why does the opposition ,0.7079594135284424,fake,xspells,dnn_128,,10,venezuela opposition,idris elba star new hunchback notre dame netflix,0.1624331651584167,0.6305569608742947,10,0.1370171159505844,9,0.0922358259558677
36,too many millennials are cool with communism,half of russians fear syria could ,0.0836119651794433,fake,xspells,dnn_128,,10,half russian fear syria,renee zellweger judy garland look upcoming biopic,0.2636869670203206,0.7146518892400798,7,0.2549469769001007,7,0.009172873571515
37,oregon man refuses to pay taxes based on religious beliefs about aboion,trump picks dandruff off emmanuel ,0.0440790653228759,fake,xspells,dnn_128,,10,trump pick dandruff emmanuel,representative government thugocracy,0.16771426171233,0.4395925600137141,12,-0.0214676596224308,6,-0.0444580502808094
38,jets chairman christopher johnson won t fine players for anthem protests,shock colin kaepernick cares more ,0.0549499988555908,fake,xspells,dnn_128,,10,shock colin kaepernick care,representative government thugocracy,0.1735720303124928,0.4796536237084586,11,0.18109458684921265,6,0.0537014454603195
39,tens of thousands in hungary protest far right leader viktor orbán,mass protests lead leader to quit ,0.054326057434082,fake,xspells,dnn_128,,11,mass protest lead leader quit,idris elba star new hunchback notre dame netflix,0.1063117711271565,0.7718180228860183,11,0.43595683574676514,8,-0.0729155838489532
