,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public to avoid being recognized as the man who bilked unsuspecting moviegoers,the fact is that the screen is most alive when it makes ,0.061558723449707,polarity,xspells,dnn_128,,1,fact screen alive make,else-,0.0,0.9023942662193144,31,0.17304210364818573,13,0.253181129693985
1,louiso lets the movie dawdle in classic disaffected indie film mode and brother hoffman s script stumbles over a late inning twist that just doesn t make sense,you d think by now it was more to that this is one but ,0.1363229751586914,polarity,xspells,dnn_128,,1,d think,execrable,-0.0377912874990655,0.8355763416287116,27,0.13283628225326538,15,0.2122759222984314
2,somewhat blurred but kinnear s performance is razor sharp,blade ii is more enjoyable than the original <end> ,0.1548740863800048,polarity,xspells,dnn_128,,2,blade ii enjoyable original < end >,bluto blutarsky miss,0.0052396002903341,0.683061510763883,10,0.3265925645828247,10,0.1548725515604019
3,detox is ultimately a pointless endeavor,everyone s to here <end> ,1.789846420288086,polarity,xspells,dnn_128,,2,s < end >,execrable,-0.1674701425337911,0.5225393014969679,6,0.07873006165027618,6,0.1283283680677414
4,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances,a movie for 11 year old boys with spos dreams of their ,0.1542201042175293,polarity,xspells,dnn_128,,2,movie 11 year old boy spos dream,bluto blutarsky miss,0.0807635764518215,0.8004072901703638,17,0.32706135511398315,13,0.1831588000059127
5,an affable but undernourished romantic comedy that fails to match the freshness of the actress producer and writer s previous collaboration miss congeniality,if you re a fan fan you won t even a cheap knockoff ,0.1275992393493652,polarity,xspells,dnn_128,,2,fan fan win t cheap knockoff,bluto blutarsky miss,0.1428406439188035,0.7322692357890608,23,0.20667506754398346,14,0.2005668878555297
6,a poorly scripted preachy fable that forgets about unfolding a coherent believable story in its zeal to spread propaganda,a perfect example of rancid well intentioned but shamelessly ,0.1357777118682861,polarity,xspells,dnn_128,,2,perfect example rancid intentione shamelessly,else-,0.0,0.8250992427153329,18,0.36408597230911255,10,0.3221499919891357
7,viewed on its own terms treasure planet is better than average family enteainment but true fans of the stevenson s novel will likely prefer disney s more faithful 1950 live action swashbuckling classic,every so often a film comes along that is so stupid ,3.343636035919189,polarity,xspells,dnn_128,,2,film come stupid,bluto blutarsky miss,0.081201398162566,0.8742089338275182,33,0.13640548288822174,12,0.1154053136706352
8,enormously enteaining for moviegoers of any age,blade ii is more enjoyable than the original <end> ,0.1219544410705566,polarity,xspells,dnn_128,,2,blade ii enjoyable original < end >,bluto blutarsky miss,0.0052396002903341,0.6696645027542253,10,0.11991201341152191,10,0.1548725515604019
9,vividly conveys the passion creativity and fearlessness of one of mexico s most colorful and controversial aists a captivating drama that will speak to the nonconformist in us all,why you may ask why should you buy the movie milk when ,0.1652843952178955,polarity,xspells,dnn_128,,2,ask buy movie milk,bluto blutarsky miss,0.1396083534473965,0.7794176932962853,28,0.08075252175331116,13,0.2363014817237854
10,a pleasant enough romance with intellectual underpinnings the kind of movie that enteains even as it turns maddeningly predictable,it s a bizarre curiosity that mainly for the way the ,0.0982711315155029,polarity,xspells,dnn_128,,2,s bizarre curiosity mainly way,else-,0.0,0.9150136700517462,18,0.18431219458580017,12,0.3999298810958862
11,about the only thing to give the movie points for is bravado to take an entirely stale concept and push it through the audience s meat grinder one more time,for the first time in years de niro digs deep emotionally ,2.351267099380493,polarity,xspells,dnn_128,,2,time year de niro dig deep emotionally,execrable,-0.0121466929744347,0.8288258034808549,29,0.2099742591381073,12,0.0804260149598121
12,thanks to scott s charismatic roger and eisenberg s sweet nephew roger dodger is one of the most compelling variations on in the company of men,not as if you will be remembered either s film falls ,0.1394267082214355,polarity,xspells,dnn_128,,2,remember s film fall,bluto blutarsky miss,0.1031929858083003,0.8270256075672237,25,0.1577649712562561,12,0.2500543594360351
13,nelson s brutally unsentimental approach sucks the humanity from the film leaving behind an horrific but weirdly unemotional spectacle,is and a constant edge of the age films so honest over ,1.4102890491485596,polarity,xspells,dnn_128,,2,constant edge age film honest,execrable,-0.0048662685357691,0.8270273428905656,18,0.3887803554534912,13,0.1945940256118774
14,rifkin no doubt fancies himself something of a hube selby jr but there isn t an ounce of honest poetry in his entire script it s simply crude and unrelentingly exploitative,while the film doesn t win any director but it s challenging ,0.1128847599029541,polarity,xspells,dnn_128,,2,film doesn t win director s challenge,else-,0.0,0.8609629524741514,28,0.2561875581741333,13,0.2497535943984985
15,the town has kind of an authentic feel but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and aificial,a blessed gift to film geeks and historians if the 70 ,0.0649571418762207,polarity,xspells,dnn_128,,2,bless gift film geek historian 70,else-,0.0,0.8770656277230514,30,0.1344202607870102,12,0.252766877412796
