,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,if i was i wasn t paying attention,this day is the 2nd contact this we tried is give this the very latest motorola 50 msg 2 ,0.188115119934082,spam,xspells,dnn_256,,0,day 2nd contact try late motorola 50 msg 2,wylie tampa sarasota,-0.0247315459163347,0.7731463079291684,20,-0.02626127377152443,20.0,0.1194563955068588
1,check mail i have mailed varma and kept copy to you regarding membership take care insha allah,free 1st text free ring tone or co go or for info with tones are until until your age with ,0.1671669483184814,spam,xspells,dnn_256,,0,free 1st text free ring tone co info tone age,,0.0,0.7805834935152137,21,0.1615878939628601,,
2,private your 2003 account statement for shows 800 un redeemed s i m points call 08715203652 identifier code 42810 expires 29 10 0,u always 2 already all u i rite u going got 2 c price wan c ya 4 5 x <end> ,0.1935088634490966,spam,xspells,dnn_256,,0,u 2 u rite u go get 2 c price wan c ya 4 5 x < end >,important customer service announcement freephone 0800 542 0825,0.2698013197677614,0.7287139411076107,23,0.20370297133922577,22.0,0.0248722583055496
3,becoz its lt gt jan whn al the post ofice is in holiday so she cn go fr the post ofice got it duffer,your chance you have been texts 1 pound mins double txt pobox to txt and followed by the ,0.1176068782806396,spam,xspells,dnn_256,,0,chance text 1 pound min double txt pobox txt follow,wylie tampa sarasota,-0.0816106260928325,0.695096239466722,23,0.2555296719074249,19.0,0.1032663732767105
4,wan2 win a meet greet with westlife 4 u or a m8 they are currently on what tour 1 unbreakable 2 untamed 3 unkempt text 1 2 or 3 to 83049 cost 50p std text,you know as symbol s always plus i wish things did no one from only please extra can go card ,0.1896042823791504,spam,xspells,dnn_256,,0,know symbol s plus wish thing extra card,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3626576457953107,0.8492848786147432,35,0.22857005894184113,21.0,0.2101382911205291
5,great news call freefone 08006344447 to claim your guaranteed aps1000 cash or aps2000 gift speak to a live operator now,u can eat eat den tmr msg lor if me wan ya love ya sp com <end> ,0.1801874637603759,spam,xspells,dnn_256,,0,u eat eat den tmr msg lor wan ya love ya sp com < end >,important customer service announcement premier freephone 0800 542 0578,0.2235355855924925,0.5952027049175811,20,0.019481409341096878,18.0,0.0036026868037879
6,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 so time 09099726429 janinexx callsaps1 minmobsmorelkpobox177hp51fl,hi babe sorry we ll call through my email call from my is by tomorrow time time love love ,0.1941962242126464,spam,xspells,dnn_256,,0,hi babe sorry ll email tomorrow time time love love,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3974240081552104,0.878897801029015,24,0.5337799191474915,21.0,0.1993452757596969
7,urgent your 4 costa del sol holiday or aps5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockpo sk38xh costaps1 50 pm max10mins,hi baby i am home for details text over at half 3 hours no if thats ok and i had to come ,0.1723179817199707,spam,xspells,dnn_256,,0,hi baby home detail text half 3 hour s ok come,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.4086965929107103,0.796357646705817,25,0.2710678279399872,23.0,0.1295396536588668
8,no prob i will send to your email,please call from a 2 this message been in waiting in com com over love 18 from reply date ,0.1151459217071533,spam,xspells,dnn_256,,0,2 message wait com com love 18 reply date,wylie tampa sarasota,-0.0213632966815636,0.8243518489983551,20,0.3431215286254883,20.0,0.0573687441647052
9,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logo pic,i ll go there before you in about anything let s want 2 meet is easy just another ok i can ,0.1802589893341064,spam,xspells,dnn_256,,0,ll let s want 2 meet easy ok,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3825192879473095,0.7715126386828643,28,0.08496858179569244,22.0,0.1494155675172805
