,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,obama to apply for political asylum in moneygall,no end in sight for killed in iraq ,0.0903339385986328,fake,xspells,dnn,_TfidfVectorizer,0,end sight kill iraq,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0628361087620533,0.7510239523094805,8,-0.0007793102413415909,9,-0.03164779022336,Facebook Plans New Stock Class to Solidify Mark Zuckerberg’s Control - The New York Times,-0.2259857952594757
1,nato goes on high ale to block donald trump presidency put hillary clinton in power,kenan thompson says he ll stay on ,0.6831045150756836,fake,xspells,dnn,_TfidfVectorizer,0,kenan thompson say ll stay,diamond silk,0.240029267175072,0.675798726562687,15,0.13118603825569153,8,-0.1079092323780059,Trump Administration To Approve $1 Billion Arms Sale To Saudi Arabia,-0.2341997325420379
2,tesla hits a new milestone passing g m in valuation the new york times,putin critic says he ’ ll run for ,0.0425922870635986,fake,xspells,dnn,_TfidfVectorizer,1,putin critic say ll run,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1190900944161113,0.5983866067725847,14,-0.04174249991774559,9,0.0170143470168113,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.2144730985164642
3,americans are surprised domestic terrorism isn’t a federal crime most think it should be,if you have rhesus rh negative blood ,0.034714937210083,fake,xspells,dnn,_TfidfVectorizer,5,rhesus rh negative blood,idris elba star new hunchback notre dame netflix,0.1686753500139711,0.6875067430779473,14,-0.0012665921822190285,8,0.0332774668931961,"‘Sanctuary Cities’ Are Working In The Trump Era, But At A Surprising Cost",-0.2422275990247726
4,breaking trump was right,trump doesn t know about americans ,0.1497764587402343,fake,xspells,dnn,_TfidfVectorizer,5,trump doesn t know american,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.244274452501866,0.7004350612061572,7,0.20595234632492065,9,-0.1138700246810913,It Will Come for You All...,-0.1988161355257034
5,retired 4 star general simply outrageous that jared kushner represents america,face with shepard and it s with people ,1.1923751831054688,fake,xspells,dnn,_TfidfVectorizer,5,face shepard s people,idris elba star new hunchback notre dame netflix,0.1899849451215803,0.6780364900055718,11,0.1337251216173172,9,0.1376176476478576,Supreme Court Invalidates Federal Ban On Sports Gambling,-0.1740969270467758
6,“if trump loses i’m grabbing my musket” former congressman ready to go full revolution,a chef told gordon he couldn ’ t cook ,0.0663220882415771,fake,xspells,dnn,_TfidfVectorizer,6,chef tell gordon couldn t cook,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2371270340566307,0.7450540855093523,14,-0.002238084562122822,10,0.1285468488931656,"A Chinese Nuclear Site, Hidden in a Mountain, Is Reborn as a Tourist Draw - The New York Times",-0.2456135004758834
7,russian ambassador to turkey is assassinated in ankara the new york times,howard to step down as starbucks chief ,0.8691143989562988,fake,xspells,dnn,_TfidfVectorizer,6,howard step starbucks chief,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2220275386576962,0.7348644433820861,11,0.057006239891052246,9,0.0052288519218564,NATO troops test Ukrainian weapons in Donbass (PHOTOS),-0.298917293548584
8,kiki and herb kitsch with a whisky chaser the new york times,hungry and ill in a country by <end> ,0.1120193004608154,fake,xspells,dnn,_TfidfVectorizer,6,hungry ill country < end >,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0709851068411291,0.6583917296169073,10,0.28017061948776245,9,-0.0303442794829607,Beijing holds surprise South China Sea drills in response to US patrol,-0.2459979802370071
9,questions over melania trump’s speech set off finger pointing the new york times,republicans by trump ’ s reversal ,0.7388424873352051,fake,xspells,dnn,_TfidfVectorizer,7,republican trump s reversal,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1445299896422605,0.682323830570219,13,0.3112807869911194,9,-0.0968902483582496,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1920820474624633
