,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,nato goes on high ale to block donald trump presidency put hillary clinton in power,stephen colbe ’ s donald trump inspired ,1.243251085281372,fake,xspells,rf,,1,stephen colbe s donald trump inspire,budget deal increase wildfire disaster funding $ 2 billion annually,0.2288862339385962,0.6563697849890168,13,0.17521344125270844,10,0.0091007957234978,'Deadpool 2' Is Already Breaking Box Office Records,-0.138374775648117
1,stephanie kelton has the biggest idea in washington,russia has called the war pay s pepe ,0.2348194122314453,fake,xspells,rf,,1,russia call war pay s pepe,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1241473957933352,0.7174829961003947,8,0.12449167668819427,9,-0.0687515661120414,Cosby Judge Refuses To Recuse Himself Over His Wife's Work With Abuse Victims,-0.177569955587387
2,tesla hits a new milestone passing g m in valuation the new york times,as new york of relief bomb victims ,1.819584608078003,fake,xspells,rf,,1,new york relief bomb victim,jew shielder gavin mccuck rekt jew hate female shitlord,0.2073901661889605,0.7662454859838012,13,0.1151111051440239,9,0.1490826457738876,‘Organic’ GMO? No Way!,-0.139905110001564
3,california today fighting fire with fire the new york times,new documents show pompeo failed to ,1.881892442703247,fake,xspells,rf,,3,new document pompeo fail,jew shielder gavin mccuck rekt jew hate female shitlord,0.168895978116407,0.6040173198288623,10,-0.10952174663543701,9,0.0124904438853263,NFL Commish Goodell: ’It Would Be an Honor’ to Hand Tom Brady Super Bowl Trophy - Breitbart,-0.1972680538892746
4,americans are surprised domestic terrorism isn’t a federal crime most think it should be,obama s depaure is one reason to feel ,1.1411678791046145,fake,xspells,rf,,4,obama s depaure reason feel,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1445904287460397,0.8774272649293225,14,0.1786343902349472,9,-0.1172675341367721,NY State Police Building MS-13 Unit,-0.187821477651596
5,breaking trump was right,trump having second thoughts about ,0.2828145027160644,fake,xspells,rf,,4,trump have second thought,jew shielder gavin mccuck rekt jew hate female shitlord,0.1798668253853505,0.7875595425943207,6,0.41545170545578003,9,-0.0532352142035961,"Gunmen in Jordan Kill 10, Including 7 Officers and a Canadian Tourist - The New York Times",-0.159944012761116
6,retired 4 star general simply outrageous that jared kushner represents america,colbe has a few blistering questions ,2.4177801609039307,fake,xspells,rf,,4,colbe blistering question,jew shielder gavin mccuck rekt jew hate female shitlord,0.0637272448786384,0.6028373458285959,11,0.21382692456245422,9,0.1705899238586425,Russian Ambassador to Turkey Is Assassinated in Ankara - The New York Times,-0.1716580837965011
7,“if trump loses i’m grabbing my musket” former congressman ready to go full revolution,there are ’ s right because of asked ,2.630363702774048,fake,xspells,rf,,5,s right ask,jew shielder gavin mccuck rekt jew hate female shitlord,0.1207664791759735,0.808091193889156,14,0.19244447350502014,9,0.0630391240119934,Budget Deal Increases Wildfire Disaster Funding By $2 Billion Annually,-0.1790833920240402
8,russian ambassador to turkey is assassinated in ankara the new york times,russia and countries hold large scale ,1.8004653453826904,fake,xspells,rf,,5,russia country hold large scale,jew shielder gavin mccuck rekt jew hate female shitlord,0.1656492743046221,0.6944199270919085,12,0.19098933041095734,9,0.1311887949705124,Review: Miranda Lambert Sings of What Comes After the Heartbreak - The New York Times,-0.2094427347183227
9,kiki and herb kitsch with a whisky chaser the new york times,5 of meryl streep ’ s dumbest political ,1.9370696544647217,fake,xspells,rf,,5,5 meryl streep s dumb political,plane carry penny skid runway laguardia airport,0.2647946047000756,0.4864153961736724,12,0.16013631224632263,9,-0.0188870783895254,Facebook Plans New Stock Class to Solidify Mark Zuckerberg’s Control - The New York Times,-0.1320405155420303
