,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
0,obama to apply for political asylum in moneygall,why most states are struggling to ,0.1673750877380371,fake,xspells,dnn,,0,state struggle,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.010621392371334,0.7287714526069363,8,0.034492217004299164,9,-0.0635172724723815,"Art Bell, Paranormal Radio Show Host, Dies At 72",-0.1815508008003235
1,nato goes on high ale to block donald trump presidency put hillary clinton in power,president mocks with wears ’ hold ,0.0588197708129882,fake,xspells,dnn,,0,president mock wear hold,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0796496232434305,0.6369875701265381,15,0.03739738464355469,9,0.0334311835467815,"Ontario, Canada, Just Issued Its First Non-Binary Birth Certificate",-0.2033086270093917
2,stephanie kelton has the biggest idea in washington,the of clinton and political has lost ,1.497410535812378,fake,xspells,dnn,,0,clinton political lose,idris elba star new hunchback notre dame netflix,0.1824668966051467,0.7334750144502763,8,0.05607559531927109,8,0.0324742197990417,Police: Man Charged with Raping 8-Year-Old Said ’Provocative Clothing’ Suggested Consent,-0.1872008442878723
3,tesla hits a new milestone passing g m in valuation the new york times,u s hits russia with sanctions for ,0.0592951774597168,fake,xspells,dnn,,0,u s hit russia sanction,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1341095919594593,0.7135839483783031,14,0.16195087134838104,9,-0.0831048935651779,How a Shop Owner in the Hamptons Knows Who Will Be President - The New York Times,-0.2349682748317718
4,john mayer s weird new low budget video is a meme wohy masterpiece,repoer reveals how trump ginned up ,0.7638795375823975,fake,xspells,dnn,,0,repoer reveal trump gin,idris elba star new hunchback notre dame netflix,0.2415895758386615,0.5864715839201987,13,0.15283767879009247,8,0.0527290515601635,"Knife Attack In Paris Leaves 1 Dead, Several Injured",-0.1608258634805679
5,california today fighting fire with fire the new york times,medicaid expansion in red idaho takes ,0.0896477699279785,fake,xspells,dnn,,1,medicaid expansion red idaho take,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1206960222390452,0.7100935564547203,10,0.05759292468428612,9,-0.166876271367073,Kassam Rips ’Commander-in-Handkerchief’ Farewell Address,-0.2083440423011779
6,democratic lawmakers ask trump how it was legal to bomb syria,stephen colbe ’ s donald trump inspired ,0.040482759475708,fake,xspells,dnn,,1,stephen colbe s donald trump inspire,police arrest 141 crackdown north dakota pipeline protester,0.2952356283722762,0.5246998762229492,11,0.3348391652107239,8,0.0855432525277137,"How To Hit Sinclair Where It Hurts, According To An Anonymous Sinclair Anchor",-0.1760590076446533
7,americans are surprised domestic terrorism isn’t a federal crime most think it should be,obama s depaure is a reason to feel ,0.057079792022705,fake,xspells,dnn,,1,obama s depaure reason feel,idris elba star new hunchback notre dame netflix,0.2271546443722315,0.8671945117484005,13,0.18503797054290771,9,-0.0771679207682609,"Police Arrest Waffle House Shooting Suspect, Ending Manhunt",-0.1985853314399719
8,breaking trump was right,trump having second thoughts about ,0.2193915843963623,fake,xspells,dnn,,1,trump have second thought,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1369061845450701,0.7875595425943207,6,0.41545170545578003,9,-0.0350085273385047,No. 11 Loyola Chicago Reaches Final Four For First Time Since 1963,-0.1917849630117416
9,retired 4 star general simply outrageous that jared kushner represents america,demi lovato explains why she contemplated ,1.5964250564575195,fake,xspells,dnn,,1,demi lovato explain contemplate,budget deal increase wildfire disaster funding $ 2 billion annually,0.2677500606922897,0.6336593127423829,11,0.08486250042915344,10,0.0145982634276151,"Norway and China Restore Ties, 6 Years After Nobel Prize Dispute - The New York Times",-0.2307744771242141
10,china s version of twitter reverses gay content ban after backlash,twitter warns us over all if the royal ,0.0606098175048828,fake,xspells,dnn,,1,twitter warn royal,idris elba star new hunchback notre dame netflix,0.1954664820189847,0.7649737987839934,11,0.24915719032287598,9,0.0632785782217979,NY State Police Building MS-13 Unit,-0.1841724067926406
11,“if trump loses i’m grabbing my musket” former congressman ready to go full revolution,if you can be more than she was in ,0.0894985198974609,fake,xspells,dnn,,1,,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0599923204231673,0.8257038172805496,14,0.1669708788394928,10,0.1982421278953552,Channel 4 announces neverending cycle of Gogglebox spinoffs,-0.2010077089071273
12,russian ambassador to turkey is assassinated in ankara the new york times,warriors coach steve calls nfl ban ,0.119089126586914,fake,xspells,dnn,,1,warrior coach steve call nfl ban,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2582918766275137,0.5665138548295251,12,-0.07278743386268616,9,-0.0404349230229854,Can Netflix Survive in the New World It Created? - The New York Times,-0.230326160788536
13,kiki and herb kitsch with a whisky chaser the new york times,hungry and ill in a country by the ,0.1711831092834472,fake,xspells,dnn,,1,hungry ill country,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0547412524851795,0.7317117098916212,9,0.3435118794441223,9,-0.0581720620393753,Beijing holds surprise South China Sea drills in response to US patrol,-0.2079373598098755
14,former presidents gather for barbara bush s texas funeral,finland tops world happiness repo ,0.0736634731292724,fake,xspells,dnn,,1,finland top world happiness repo,chrissy teigen explain snapchat decision feel beyoncé biter,0.2542341749406239,0.4980175362372062,9,0.050814419984817505,8,-0.0097677307203412,Bill Cosby's Accusers: 'May This Verdict Open The Floodgates',-0.2235643863677978
15,questions over melania trump’s speech set off finger pointing the new york times,rick and future still up in the air ,0.0589947700500488,fake,xspells,dnn,,1,rick future air,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1027796312011809,0.8151963185743575,12,0.03281445801258087,9,0.0118501549586653,Mark Zuckerberg Rejects Request To Appear Before UK Parliament On Data Misuse,-0.2465920001268386
16,the view from the mountaintop main luther king s turbulent tragic last year,all the things the nra has blamed ,1.3239920139312744,fake,xspells,dnn,,3,thing nra blame,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0564734624534722,0.7578289494767324,12,0.15692877769470215,9,-0.0026795594021677,Serena Williams Beats Venus Williams to Win Her 7th Australian Open Title - The New York Times,-0.1260679960250854
17,russia and syria warn about us shifting isis from mosul to battle assad,mark zuckerberg says he may never ,0.0341701507568359,fake,xspells,dnn,,3,mark zuckerberg say,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1954506438197104,0.5201603435248952,13,-0.09317992627620697,9,-0.0028982739895582,World’s tallest church being eroded by urinating revellers,-0.2351264357566833
18,watch james corden get smashed in the face by a ball in slow motion,russia and syria warn about us isis ,0.2578225135803222,fake,xspells,dnn,,3,russia syria warn isis,renee zellweger judy garland look upcoming biopic,0.3051108009920302,0.5457343962035351,14,-0.11074469238519669,8,0.1077609211206436,Fox News' Ed Henry Won't Let Scott Pruitt Off The Hook In Testy Exchange,-0.2182008028030395
19,hannity ’what has been happening to me in the last week is a kill shot’ breitba,jeff sessions ’ the border is not ,0.0461890697479248,fake,xspells,dnn,,3,jeff session border,idris elba star new hunchback notre dame netflix,0.1704621486115979,0.8289314628161195,14,0.17202863097190857,8,0.011396836489439,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,-0.1775592416524887
20,tied to europe britain’s car industry is vulnerable after ‘brexit’ the new york times,will smith just brought the fresh ,0.0348608493804931,fake,xspells,dnn,,3,smith bring fresh,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1687342642021478,0.8035677992088751,13,0.06919718533754349,9,-0.0096317073330283,"Tens of thousands march for, against Venezuela government",-0.2001905888319015
21,trump’s stormy daniels disclosure still leaves questions about payments to cohen,watch diamond and silk slam for under ,0.0284962654113769,fake,xspells,dnn,,3,watch diamond silk slam,idris elba star new hunchback notre dame netflix,0.2051973410691976,0.6083103952977242,11,-0.10797804594039917,8,-0.008842390961945,President Donald Trump Brings the Rain in Inauguration Address,-0.2355421483516693
22,don t count on me too to sway the bill cosby jury,obama ’ s call for censorship reveals ,0.7070913314819336,fake,xspells,dnn,,3,obama s censorship reveal,idris elba star new hunchback notre dame netflix,0.2397501678832383,0.7129650019615937,12,0.0723377913236618,8,0.0074730049818754,Johnny Galecki Returns To 'Roseanne' And Reuniting Is Such Sweet Sorrow,-0.2291826605796814
23,nyc mayor threatens to destroy idnyc database containing personal info of nearly 500 000 illegal immigrants,father of slain parkland teen wants ,0.031895637512207,fake,xspells,dnn,,3,father slay parkland teen want,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1798687798427382,0.6238339712912975,15,0.06607480347156525,9,-0.1403468400239944,The End of the Office Dress Code - The New York Times,-0.2144033014774322
24,damon wayans completely rips clayne crawford in twitter outburst,nypd and ny fbi caught in massive ,2.35190749168396,fake,xspells,dnn,,3,nypd ny fbi catch massive,chrissy teigen explain snapchat decision feel beyoncé biter,0.2857356736037398,0.5194160269876076,8,0.057840995490550995,8,0.036175787448883,Chance The Rapper Clarifies That He Does Not Support Donald Trump,-0.231591448187828
25,bank fines elect democrats,billionaire ray says more powerful ,0.2117900848388672,fake,xspells,dnn,,3,billionaire ray say powerful,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1395073875955864,0.4054601792000272,6,-0.06581971049308777,9,0.1142742335796356,Black Teen Nearly Shot After Knocking On Door Asking For Directions To School,-0.2054913640022277
26,how to rig an election james o’keefe expose’ follow the money,what the refugee caravan became a ,0.0502150058746337,fake,xspells,dnn,,3,refugee caravan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0490929219081709,0.7352906700136153,11,0.07096830755472183,9,0.0490932129323482,"Comedian Chuck McCann, The Voice Of Cocoa Puffs' Cuckoo, Dead At 83",-0.1474663317203521
27,poll finds most voters embrace milestone for women if not hillary clinton the new york times,a marvel exec tried to stop the most ,0.0348269939422607,fake,xspells,dnn,,3,marvel exec try stop,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0720883702718516,0.7657182367758417,15,0.018738223239779472,9,0.0572055056691169,Lebanese Vote In The First Parliamentary Elections In 9 Years,-0.1960676461458206
28,harvey weinstein expected to turn himself in to the nypd for sex crimes,october shocker fbi has explosive ,0.0376105308532714,fake,xspells,dnn,,3,october shocker fbi explosive,walk definition entitled millennial swear entitle millennial,0.3136856114416294,0.5470076124300307,13,0.12434007972478867,7,-0.1281338036060333,New Studies Examine Mental Health Challenges For LGBTQ Youth,-0.1974351853132248
29,teens call out the nra gun makers and politicians in powerful new march promo,silver signals the flight to real ,0.03460693359375,fake,xspells,dnn,,3,silver signal flight real,kate mckinnon break impression rudy giuliani,0.1075654457592042,0.7005752537356303,13,0.002512900158762932,7,0.0425472110509872,House Democrats Offer Internships For Students Affected By Gun Violence,-0.24012291431427
30,seeking a fresh sta without limitations the new york times,obama saying goodbye warns of threats ,1.0441744327545166,fake,xspells,dnn,,3,obama say goodbye warn threat,diamond silk,0.1523982601620173,0.5717140422803485,10,-0.08389991521835327,7,-0.1587191671133041,I Went to My First Classical Music Concert. It Was in My Living Room. - The New York Times,-0.2064777016639709
31,michael moore threatens dems block gorsuch or face primaries,jimmy kimmel tricks royal fans into ,0.0880043506622314,fake,xspells,dnn,,3,jimmy kimmel trick royal fan,budget deal increase wildfire disaster funding $ 2 billion annually,0.2444335509534729,0.5754014312831642,9,0.0697278380393982,10,-0.0370244644582271,Michigan Allots $87 Million to Replace Flint’s Tainted Water Pipes - The New York Times,-0.2205029129981994
32,jim carrey skewers trump s bromance with macron in clever new awork,repo refusal by mass police to honor ,0.0718121528625488,fake,xspells,dnn,,3,repo refusal mass police honor,idris elba star new hunchback notre dame netflix,0.146211117706354,0.3685874023538474,12,0.01542985625565052,8,0.0325702987611293,Financial Whistleblower Explains What’s About to Happen to the Economy,-0.1708920896053314
33,184 u s generals and admirals endorse trump for commander in chief,colbe just can ’ t stop to fire and ,0.0585672855377197,fake,xspells,dnn,,3,colbe t stop fire,idris elba star new hunchback notre dame netflix,0.1303356003930998,0.6413922589900878,12,0.07359183579683304,10,0.1130338981747627,Trump Orders Help For Chinese Phone-Maker After China Approves Money For Trump Project,-0.185361161828041
34,the murder of a black brazilian politician has only amplified her cause,hillary clinton tips a russian hat ,1.2329957485198977,fake,xspells,dnn,,3,hillary clinton tip russian hat,walk definition entitled millennial swear entitle millennial,0.3122834292424037,0.5880279697033222,11,0.15462791919708252,7,0.110379084944725,John Oliver Fans Freak Out After He Says ‘Goodbye Forever’ And Packs Up His Set,-0.2069451212882995
35,israel reverses course hours after signing u n deal to resettle african migrants,i o c president says russian federations ,0.0422868728637695,fake,xspells,dnn,,3,o c president say russian federation,idris elba star new hunchback notre dame netflix,0.2701326899817229,0.627295978933566,13,0.027873553335666656,8,0.0091288071125745,Chris Hemsworth Dances 'Wrecking Ball' With His Kids In The Living Room,-0.1807508468627929
36,vincent viola billionaire businessman is trump’s choice to lead the army the new york times,key points on the ‘ most ’ of nerve ,0.057370901107788,fake,xspells,dnn,,3,key point nerve,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0320519313935772,0.7209846446709791,15,0.039846308529376984,10,0.0289745237678289,"Christiane Amanpour Heading Up New PBS Show, Replacing Charlie Rose",-0.2059240043163299
