,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,if i was i wasn t paying attention,this s is 2nd this your is not be a bonus aps900 woh with 2 our aps1000 txt to word 87121 ,0.1322693824768066,spam,xspells,dnn_64,,0,s 2nd bonus aps900 woh 2 aps1000 txt word 87121,wylie tampa sarasota,-0.0447551414089951,0.7518429678874444,22,0.01520005613565445,22.0,0.0793578848242759
1,check mail i have mailed varma and kept copy to you regarding membership take care insha allah,free ringtone reply real new weekly new pics dogging new msg new people send stop txt to ,0.1587452888488769,spam,xspells,dnn_64,,0,free ringtone reply real new weekly new pic dog new msg new people send stop txt,,0.0,0.7681831373386729,18,0.3020753264427185,,
2,private your 2003 account statement for shows 800 un redeemed s i m points call 08715203652 identifier code 42810 expires 29 10 0,u always eat already me i shall not v going home all my cat text i my and if can t want 2 ,0.1503894329071045,spam,xspells,dnn_64,,0,u eat shall v go home cat text t want 2,important customer service announcement freephone 0800 542 0825,0.3741602825375503,0.7462833941143191,24,0.1968889832496643,24.0,-0.0004389104433357
3,becoz its lt gt jan whn al the post ofice is in holiday so she cn go fr the post ofice got it duffer,this msg we we am waiting out our dating the contract waiting you our dating at 750 contact ,0.1256232261657714,spam,xspells,dnn_64,,0,msg wait date contract wait date 750 contact,,0.0,0.7301939113939476,24,0.35418033599853516,,
4,wan2 win a meet greet with westlife 4 u or a m8 they are currently on what tour 1 unbreakable 2 untamed 3 unkempt text 1 2 or 3 to 83049 cost 50p std text,you give away my morning for and they need an hour in life ends today access i need your ,0.1645922660827636,spam,xspells,dnn_64,,0,away morning need hour life end today access need,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.3367659630051751,0.8438065781816559,34,0.3348082900047302,21.0,0.0770134627819061
5,great news call freefone 08006344447 to claim your guaranteed aps1000 cash or aps2000 gift speak to a live operator now,you know what flower told when u did me finish but hope all good person who 2day is at so ,0.1520094871520996,spam,xspells,dnn_64,,0,know flower tell u finish hope good person 2day,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3358713732424397,0.845090897788022,21,0.10280020534992218,21.0,0.2577024400234222
6,urgent your 4 costa del sol holiday or aps5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockpo sk38xh costaps1 50 pm max10mins,please my kind i got my a bit but not done leh cos sis in d person come or see u smile that ,0.1470644474029541,spam,xspells,dnn_64,,1,kind get bit leh cos sis d person come u smile,important customer service announcement freephone 0800 542 0825,0.3661782892709104,0.733864309435689,25,0.164448082447052,24.0,0.1804451942443847
7,no prob i will send to your email,u ve been the selected a free phone in 2 or b to 85023 now toclaim t 150ppm <end> ,0.1338059902191162,spam,xspells,dnn_64,,1,u ve select free phone 2 b 85023 toclaim t 150ppm < end >,wylie tampa sarasota,-0.0206010752866339,0.8248321764543334,19,0.28489047288894653,20.0,0.0461527816951274
8,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logo pic,i ve been late many my i cant b msg a pay good but its at u can leave www then c so not out ,0.1478407382965088,spam,xspells,dnn_64,,1,ve late nt b msg pay good u leave www c,important customer service announcement freephone 0800 542 0825,0.4043235510219818,0.7630479583497966,28,0.1857534497976303,26.0,0.2617817223072052
9,sms auction a brand new nokia 7250 is up 4 auction today auction is free 2 join take pa txt nokia to 86021 now hg suite342 2lands row w1j6hl,please my new local for next from co gr8 dear enjoy your side day love lt gt lt of joy said ,0.159778356552124,spam,xspells,dnn_64,,1,new local co gr8 dear enjoy day love lt gt lt joy say,important customer service announcement freephone 0800 542 0825,0.4293882783624552,0.7929172518134662,28,0.17372655868530273,22.0,0.2799901962280273
10,did you show him and wot did he say or could u not c him 4 dust,do your about 10 about 1 free 1 month with weekly 1 per day cha 2 so hot call customer for ,0.1253228187561035,spam,xspells,dnn_64,,1,10 1 free 1 month weekly 1 day cha 2 hot customer,wylie tampa sarasota,-0.029315183499167,0.7515395656197579,22,0.01278914138674736,22.0,0.0151387201622128
11,my stomach has been thru so much trauma i swear i just can t eat i better lose weight,this video in love we your last fun go yes if to uk get e sms txt x aps1 name 18 150p x rcvd ,0.1241233348846435,spam,xspells,dnn_64,,1,video love fun yes uk e sms txt x aps1 18 150p x rcvd,,0.0,0.8135444265505609,25,0.02445089817047119,,
12,this is the 2nd time we have tried to contact u u have won the aps1450 prize to claim just call 09053750005 b4 310303 t cs stop sms 08718725756 140ppm,i don u want me about anything <end> ,0.1462733745574951,spam,xspells,dnn_64,,1,don u want < end >,important customer service announcement freephone 0800 542 0825,0.2978735678261766,0.8629196037201793,29,0.03509363904595375,9.0,0.0120075512677431
13,shop till u drop is it you either 10k 5k aps500 cash or aps100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,u in like dat i ll nothing free 2 this msg we need for life but love it comes the best friend ,0.1584291458129882,spam,xspells,dnn_64,,1,u like dat ll free 2 msg need life love come good friend,important customer service announcement freephone 0800 542 0825,0.3754195722799632,0.821707562891956,27,0.2875615954399109,23.0,0.190029039978981
14,lmao but its so fun,free ring the free entry text a fraction on for only five 20 per to keep with this great ,0.1361358165740966,spam,xspells,dnn_64,,1,free ring free entry text fraction 20 great,wylie tampa sarasota,-0.0251823907330412,0.711511491248945,20,0.11123650521039963,20.0,-0.0005565719911828
15,recpt 1 3 you have ordered a ringtone your order is being processed,this day no a of saturday at is fancy i u really im here when chat it on xx fone dont dont ,0.1498100757598877,spam,xspells,dnn_64,,1,day saturday fancy u m chat xx fone nt nt,important customer service announcement freephone 0800 542 0825,0.3934229578394765,0.7758132418348421,23,0.08871769905090332,23.0,0.209498330950737
16,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u,u ve already already free i reply reply t tell now again text rate t c 16 remove msg free ,0.1008398532867431,spam,xspells,dnn_64,,1,u ve free reply reply t tell text rate t c 16 remove msg free,,0.0,0.740212023834953,21,0.061668284237384796,,
17,lol grins i m not babe but thanks for thinking of me,do want want for any or anytime or call this msg reply by this message i 5 remove per days ,0.1121382713317871,spam,xspells,dnn_64,,1,want want anytime msg reply message 5 remove day,wylie tampa sarasota,-0.0125038047297587,0.7873929225224585,21,0.14945992827415466,21.0,0.0619738921523094
18,hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,please charge customer mobile to you re free call your video each yeah for real time 2 cancel ,0.1127376556396484,spam,xspells,dnn_64,,1,charge customer mobile free video yeah real time 2 cancel,,0.0,0.6700548398669713,20,0.1394588053226471,,
19,anything lor but toa payoh got place 2 walk meh,free nokia tones hope half on orange phone the hot service free texts 2 go yes yes a call ,0.1130990982055664,spam,xspells,dnn_64,,1,free nokia tone hope half orange phone hot service free text 2 yes yes,,0.0,0.6264255139015591,19,0.27912837266921997,,
20,anything lar,hi you just take good new new years your week a little time of more <end> ,0.1412205696105957,spam,xspells,dnn_64,,1,hi good new new year week little time < end >,wylie tampa sarasota,-0.0192816076992744,0.5283597093343293,17,0.17290107905864716,17.0,-0.0012141921324655
21,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,this video camera 2nd is is not a aps900 free from this week with free extra to find 50 more ,0.1090228557586669,spam,xspells,dnn_64,,1,video camera 2nd aps900 free week free extra find 50,wylie tampa sarasota,-0.0120112172301907,0.7632787664840123,20,0.011478099972009659,21.0,0.2005411088466644
22,why did i wake up on my own gt,we spend new days <end> ,0.1504867076873779,spam,xspells,dnn_64,,1,spend new day < end >,wylie tampa sarasota,-0.0704906575903887,0.7224530098511485,9,0.11650532484054565,6.0,-0.0010214467765763
23,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,no i i didn number in t s jus second s send ok but t there it on one things so long on my ,0.1426870822906494,spam,xspells,dnn_64,,1,didn number t s jus second s send ok t thing long,important customer service announcement freephone 0800 542 0825,0.4019855152345257,0.8551423972537422,25,0.2657179832458496,25.0,0.320043683052063
24,i d like to tell you my deepest darkest fantasies call me 09094646631 just 60p min to stop texts call 08712460324 nat rate,i m watching tv at bus on i i dont come 4 <end> ,0.1570706367492675,spam,xspells,dnn_64,,2,m watch tv bus nt come 4 < end >,important customer service announcement freephone 0800 542 0825,0.3248156596847046,0.7901815649368595,22,0.12500810623168945,14.0,0.1307069808244705
25,just checking in on you really do miss seeing jeremiah do have a great month,urgent call for all 02 today your abta collection aps5000 close 542 4 1 pobox net aps1 2 ,0.1039743423461914,spam,xspells,dnn_64,,2,urgent 02 today abta collection aps5000 close 542 4 1 pobox net aps1 2,wylie tampa sarasota,-0.070125662458681,0.7068206328839464,19,0.08977940678596497,19.0,0.1226533502340316
26,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can t stay late tomorrow same time place as always,urgent last landline have been complimentary currently 500 free entry out of st net txt chat ,0.1164832115173339,spam,xspells,dnn_64,,2,urgent landline complimentary currently 500 free entry st net txt chat,,0.0,0.7862589709781598,32,0.13620533049106598,,
27,hi you just spoke to maneesha v we d like to know if you were satisfied with the experience reply toll free with yes or no,your free camera motorola phones ringtone is just to latest motorola mobiles with mobile ,0.1288292407989502,spam,xspells,dnn_64,,2,free camera motorola phone ringtone late motorola mobile mobile,,0.0,0.6641075587547336,24,0.10237753391265869,,
28,morning only i can ok,u 2 eat alone 1 min more information pass for today call love c 2 now live call 3mins 2optout ,0.1560275554656982,spam,xspells,dnn_64,,2,u 2 eat 1 min information pass today love c 2 live 3min 2optout,wylie tampa sarasota,-0.0007887540420529,0.8269539823701142,21,0.2967678904533386,21.0,0.056192722171545
29,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,hi if ur r fun woman msg can still next second will keep at <end> ,0.1556987762451172,spam,xspells,dnn_64,,2,hi ur r fun woman msg second < end >,important customer service announcement freephone 0800 542 0825,0.3708078206662916,0.8756215510845917,29,0.2473181039094925,16.0,0.1001502051949501
