index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
1,well i m gonna finish my bath now have a good fine night,0,well i m gonna finish my bath now have a good fine night,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop texts call ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the bank of ur hea txt love to see the ']","['i m going 4 e lunch today i m going to go on a bit <end> ', 'i m going to room but i m really too can do it a tactful way to get it <end> ', 'i m home ard 4 e buy i m blogging <end> ', 'i m going 4 e lunch my dear going n liao <end> ', 'i m going 4 e lunch now <end> ']","{'inside': 0.07894736842105263, 'office': 0.07894736842105263, 'still': 0.07894736842105263, 'filling': 0.07894736842105263, 'forms': 0.07894736842105263}","{'going': 0.1875, '4': 0.125, 'e': 0.125, 'lunch': 0.09375, 'today': 0.03125}",0.03392767906188965
2,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,0,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,1,1,0.9393939393939394,"['i m in inside office still filling forms don know where to the bank of ur hea txt love to see the ', 'i m going 4 to my phone is available on mon <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m home ard 4 e buy i m blogging at magicalsongs blogspot com <end> ', 'i m going to room my home <end> ', 'i m in chennai velachery <end> ']","{'know': 0.08333333333333333, 'going': 0.0625, 'inside': 0.041666666666666664, 'office': 0.041666666666666664, 'still': 0.041666666666666664}","{'going': 0.08823529411764706, '4': 0.08823529411764706, 'e': 0.08823529411764706, 'lunch': 0.058823529411764705, 'buy': 0.058823529411764705}",0.03206205368041992
3,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,0,0,1.0,"['i m home ard 4 e buy i m blogging at magicalsongs blogspot com <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m at home now lei <end> ', 'i m going to room my home <end> ', 'i m going 4 e lunch that s true too ex dat i m not <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.14285714285714285, 'home': 0.10714285714285714, '4': 0.07142857142857142, 'e': 0.07142857142857142, 'room': 0.07142857142857142}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.015772581100463867
4,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,0,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,1,1,0.9722222222222222,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ', 'i m in inside office still filling forms don know where to the bank of ur hea txt love to see the ', 'i m going 4 e lunch my dear going n liao <end> ']","['i m going to room but i m really too can i need to send a message to your phone now <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m going 4 to my phone is available in bus different no u <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ', 'i m going 4 to my phone is available on mon <end> ']","{'know': 0.08771929824561403, 'inside': 0.05263157894736842, 'office': 0.05263157894736842, 'still': 0.05263157894736842, 'filling': 0.05263157894736842}","{'going': 0.17647058823529413, 'phone': 0.11764705882352941, '4': 0.08823529411764706, 'available': 0.08823529411764706, 'room': 0.058823529411764705}",0.03491568565368652
5,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,0,0,0.96875,"['i m going to room my home <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ', 'i m going to room but i m really too can i need to send a message to you get when i m selling <end> ', 'i m going out to buy mum s present ar <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ']",['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send '],"{'going': 0.15151515151515152, 'room': 0.06060606060606061, '4': 0.06060606060606061, 'home': 0.030303030303030304, 'phone': 0.030303030303030304}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.01635885238647461
7,sorry man my stash ran dry last night and i can t pick up more until sunday,0,sorry man my stash ran dry last night and i can t pick up more until sunday,0,0,1.0,"['i m at home now lei <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m home ard 4 e buy u still here <end> ', 'i m going to room my hair <end> ']",['i m in inside office still filling forms don know where to the bank of ur hea txt love to see the '],"{'home': 0.07142857142857142, 'going': 0.07142857142857142, '4': 0.07142857142857142, 'still': 0.07142857142857142, 'lei': 0.03571428571428571}","{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}",0.013594388961791992
8,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,0,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,0,0,1.0,"['i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ', 'i m home ard 4 e buy u still here <end> ', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m going 4 to my phone is available in bus different no a bit go to them 3 i m not sure if u get ']",['i m in inside office still filling forms don know where to the box com txt chat to stop texts call '],"{'4': 0.06818181818181818, 'going': 0.045454545454545456, 'e': 0.045454545454545456, 'buy': 0.045454545454545456, 'u': 0.045454545454545456}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.015189409255981445
9,captain vijaykanth is doing comedy in captain tv he is drunken,0,captain vijaykanth is doing comedy in captain tv he is drunken,0,0,1.0,"['i m going 4 e lunch now <end> ', 'i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ', 'i m going out to buy mum s present ar <end> ', 'i m going 4 to my phone is available in bus different no a <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop texts call '],"{'going': 0.18181818181818182, '4': 0.09090909090909091, 'e': 0.06060606060606061, 'lunch': 0.06060606060606061, 'buy': 0.06060606060606061}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.01373600959777832
10,yeah i can still give you a ride,0,yeah i can still give you a ride,0,0,0.9666666666666667,"['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box lady <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ']",['i m in inside office still filling forms don know where to the bank of ur hea txt love to see the '],"{'inside': 0.0784313725490196, 'office': 0.0784313725490196, 'still': 0.0784313725490196, 'filling': 0.0784313725490196, 'forms': 0.0784313725490196}","{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}",0.013491630554199219
11,i could ask carlos if we could get more if anybody else can chip in,0,i could ask carlos if we could get more if anybody else can chip in,0,0,1.0,"['i m in chennai velachery <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m going to room but i m going n watch going home <end> ', 'i m at home now lei <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ']",['i m in inside office still filling forms don know where to the bank of ur hea txt love to see the '],"{'going': 0.17857142857142858, '4': 0.07142857142857142, 'home': 0.07142857142857142, 'chennai': 0.03571428571428571, 'velachery': 0.03571428571428571}","{'inside': 0.08333333333333333, 'office': 0.08333333333333333, 'still': 0.08333333333333333, 'filling': 0.08333333333333333, 'forms': 0.08333333333333333}",0.014568090438842773
