index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,windtalkers celebrates the human spirit and packs an emotional wallop,1,windtalkers celebrates the human spirit and packs an emotional wallop,1,1,1.0,"['a fascinating and ultimately tale that it s hard to ', 'a film that keeps thrills the usual and that keeps ', 'the film is a primer on its own and director in its ', 'the film is a primer on its own and director in years ', 'a movie that so lovingly and present the most of screen ']","['a movie that one would be profane politically the ', 'the film is a primer on its own his director and feels ', 'the film is a primer on its own animated tv in which ']","{'keeps': 0.125, 'primer': 0.125, 'director': 0.125, 'fascinating': 0.0625, 'ultimately': 0.0625}","{'primer': 0.2, 'one': 0.1, 'would': 0.1, 'profane': 0.1, 'politically': 0.1}",0.08072710037231445
1,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,0,0.9803921568627451,"['the film has the perfect characters are too much but ', 'the film has been a huge fan of dickens in which is ', 'the film has the perfect characters are not to give ', 'the film is too many out of these or historical moments ', 'the film is a contrivance as aificial as the film ']","['the film has an infectious enthusiasm and it s simply ', 'the film has the perfect characters are not to compromise ', 'the film is so of those films try to be missing from ', 'the film has the heavy handed that takes up with a ', 'the film has a laundry exercise in camera that you ']","{'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'much': 0.07142857142857142, 'huge': 0.07142857142857142, 'fan': 0.07142857142857142}","{'infectious': 0.06666666666666667, 'enthusiasm': 0.06666666666666667, 'simply': 0.06666666666666667, 'perfect': 0.06666666666666667, 'characters': 0.06666666666666667}",0.032993316650390625
2,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,0,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,1,1,0.9818181818181818,"['the film has a contrivance as aificial as the film ', 'the film is a primer on its own and director michael ', 'it s a very tasteful rock and roll movie you could ', 'it s a very tasteful to look at the most were what ', 'the film is a primer on the beach with humor and humor ']","['the film is a primer on its own animated tv director ', 'the film is a primer on its own animated tv in which ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own animated tv and rather ', 'the film is too many or even through the movie s of ']","{'primer': 0.13333333333333333, 'tasteful': 0.13333333333333333, 'humor': 0.13333333333333333, 'contrivance': 0.06666666666666667, 'aificial': 0.06666666666666667}","{'primer': 0.2, 'animated': 0.2, 'tv': 0.2, 'many': 0.13333333333333333, 'director': 0.06666666666666667}",0.03560614585876465
3,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,0,0.9782608695652174,"['the film is so many of its own in reality tv and so ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on its own hollywood director ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv and rather ']","['the film is a primer on its own in town with action ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on the beach with humor and american ', 'the film is a primer on its own director director ', 'the film has a laundry exercise in camera and that ']","{'primer': 0.25, 'tv': 0.125, 'many': 0.0625, 'reality': 0.0625, 'feels': 0.0625}","{'primer': 0.17647058823529413, 'director': 0.11764705882352941, 'town': 0.058823529411764705, 'action': 0.058823529411764705, 'tasteful': 0.058823529411764705}",0.036489009857177734
4,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,0,0,0.9591836734693877,"['the film is so many that its through the film s mid ', 'the film is too many or even through the movie s of ', 'the film is too many out of these or historical moments ', 'sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play', 'the film is a contrivance as aificial as the movie ']","['the film is a primer on the beach with humor and humor ', 'the film is a primer on its own director director ', 'the film is so consistently that the impoance of human ', 'the film is a primer on its own and director michael ', 'the film is so of those films try to be missing from ']","{'many': 0.15, 'mid': 0.05, 'even': 0.05, 'historical': 0.05, 'moments': 0.05}","{'primer': 0.1875, 'director': 0.1875, 'humor': 0.125, 'beach': 0.0625, 'consistently': 0.0625}",0.03477120399475098
5,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,0,1.0,"['the film is a contrivance as aificial as the film ', 'the film is a primer on its own animated tv and rather ', 'the film is too many or even video it s got a movie ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own animated tv director ']","['it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own director director ', 'the film is a primer on its own it fills a good movie ', 'the film is so of the 70s celebratory film is a lot ', 'the film is so of the 70s it would be adequately emphasized ']","{'primer': 0.17647058823529413, 'animated': 0.17647058823529413, 'tv': 0.17647058823529413, 'contrivance': 0.058823529411764705, 'aificial': 0.058823529411764705}","{'primer': 0.11764705882352941, 'director': 0.11764705882352941, '70s': 0.11764705882352941, 'tasteful': 0.058823529411764705, 'rock': 0.058823529411764705}",0.035509347915649414
6,feels like six different movies fighting each other for attention,0,feels like six different movies fighting each other for attention,0,0,0.9629629629629629,"['a movie that so of the energy than a romantic comedy ', 'a movie that rare into a man who can t seen it s not ', 'a movie that one would be profane politically the ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ']","['the film is a primer on its own and director in america ', 'the film is a primer on its own and director in its ', 'a thoughtful movie one of s best and in which so many ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on its own and director in years ']","{'primer': 0.125, 'energy': 0.0625, 'romantic': 0.0625, 'comedy': 0.0625, 'rare': 0.0625}","{'primer': 0.26666666666666666, 'director': 0.2, 'america': 0.06666666666666667, 'thoughtful': 0.06666666666666667, 'one': 0.06666666666666667}",0.04787850379943848
7,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,1,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,0,0,0.9722222222222222,"['the movie has the fact that the is a rewarding balance ', 'the movie has been more than a fair film if he s changed ', 'the movie has been in this time or staling melodrama ', 'the movie has been readily dismissed as the website ', 'the movie has been a huge that we re in other low ']","['the movie has a laundry of the film s best and his ', 'the film has the number of s a remarkably listless ', 'the movie has the fact of the best examples of his ', 'a movie that harps on media an issues with a guy who ', 'the movie has the fact that the best only life but ']","{'fact': 0.07692307692307693, 'rewarding': 0.07692307692307693, 'balance': 0.07692307692307693, 'fair': 0.07692307692307693, 'changed': 0.07692307692307693}","{'best': 0.2, 'fact': 0.13333333333333333, 'laundry': 0.06666666666666667, 'number': 0.06666666666666667, 'remarkably': 0.06666666666666667}",0.03652048110961914
8,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,1,0.9836065573770492,"['the film has an infectious enthusiasm and it doesn ', 'the film has been a huge fan of human with such life ', 'the film has a laundry cast of human shocomings but ', 'the film has a laundry exercise in camera with action ', 'the film has an infectious enthusiasm and it s altman ']","['the movie has been readily dismissed as the pitch ', 'the film has all the rules of water melodrama which ', 'the film has been in years old but director s a bad ', 'the film is too many out to crush the same ride that ']","{'infectious': 0.11764705882352941, 'enthusiasm': 0.11764705882352941, 'human': 0.11764705882352941, 'laundry': 0.11764705882352941, 'huge': 0.058823529411764705}","{'readily': 0.07692307692307693, 'dismissed': 0.07692307692307693, 'pitch': 0.07692307692307693, 'rules': 0.07692307692307693, 'water': 0.07692307692307693}",0.030089139938354492
9,pretty much sucks but has a funny moment or two,0,pretty much sucks but has a funny moment or two,0,0,0.9636363636363636,"['a movie that rare into a man who can t seen it s not ', 'a thoughtful movie that one of the most anti off life ', 'a movie that rare film about every to u s career to ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own and director in u ', 'a movie that one of the best films of the situation ', 'the film is a primer on its own and fills one of visual ', 'the film is a primer on its own it s a of healthy ']","{'rare': 0.1111111111111111, 'one': 0.1111111111111111, 'man': 0.05555555555555555, 'seen': 0.05555555555555555, 'thoughtful': 0.05555555555555555}","{'primer': 0.2, 'one': 0.13333333333333333, 'highest': 0.06666666666666667, 'famous': 0.06666666666666667, 'director': 0.06666666666666667}",0.04760551452636719
