index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,six ways to give the gift of generosity to children and teenagers the new york times,1,baseball outlaws hazing ritual that ,1,1,0.9634146341463414,"['17 year old indigo child message to ', 'fox news said to settle group of lawsuits ', 'witches unite to cast ‘ binding spell ', 'former student foundation after begging ', 'senate passes bill to be 100 by memorial ']","['russia may shoot themselves in the ', 'dozens say christian leader made british ', 'senate does equifax a favor as a former ', 'e p a workers try to block pruitt in ', 'russia to expel u s diplomats shut ']","{'17': 0.037037037037037035, 'year': 0.037037037037037035, 'old': 0.037037037037037035, 'indigo': 0.037037037037037035, 'child': 0.037037037037037035}","{'russia': 0.08333333333333333, 'may': 0.041666666666666664, 'shoot': 0.041666666666666664, 'dozens': 0.041666666666666664, 'say': 0.041666666666666664}",0.06165814399719238
1,bill gates says trump didn t know the difference between hpv and hiv,0,laura ingraham slams adveisers who ,0,0,0.96,"['fox news melts down after hillary clinton ', 'laura ingraham s guest mocks her on ', 'bill gates says trump didn t know the ', 'fox news guest personally asks donald ', 'try to keep calm but k pop band bts ']","['former trump doctor accuses president ', 'alternative cancer with positive results ', 'senate cou pick who said planned parenthood ', 'new york city council launches probe ', 'former mexican president vicente fox ']","{'fox': 0.07407407407407407, 'news': 0.07407407407407407, 'guest': 0.07407407407407407, 'melts': 0.037037037037037035, 'hillary': 0.037037037037037035}","{'former': 0.07692307692307693, 'president': 0.07692307692307693, 'trump': 0.038461538461538464, 'doctor': 0.038461538461538464, 'accuses': 0.038461538461538464}",0.03773093223571777
2,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,review in ‘ finding ’ a fish and a ,1,1,0.9894736842105263,"['‘ i ’ m nobody ’ not a chance emily ', '‘ jeopardy ’ champion dies before she ', 'bill kristol backs ’ deep state us ', 'if you have re on the internet talking ', 'watch madonna warns of ’ new age of ']","['watch james corden make black students ', '‘ i have a could be a signs not you ', 'if you have alzheimer ’ s then and ', 'if you have re on the internet … and ', 'former trump accuses president accuses ']","{'’': 0.19230769230769232, '‘': 0.07692307692307693, 'nobody': 0.038461538461538464, 'chance': 0.038461538461538464, 'emily': 0.038461538461538464}","{'accuses': 0.1111111111111111, 'watch': 0.05555555555555555, 'james': 0.05555555555555555, 'corden': 0.05555555555555555, 'make': 0.05555555555555555}",0.06525850296020508
3,democrats projected to win pennsylvania district that went heavily for trump,0,rosenstein to republicans doj ‘ will ,1,1,0.9420289855072463,"['fox news said to settle group of lawsuits ', '13 reasons why goes beyond the tapes ', 'former miss accuses trump of sexual ', 'texas education board votes to create ', 'no hours of raging deadly prison violence ']","['what to watch on amazon prime that ', 'former clinton foundation for begging ', 'fbi debunks hillary s conspiracy theory ', 'gop sen lee ’ would not say no ’ to ', 'former fbi accuses trump andrew lawyer ']","{'fox': 0.038461538461538464, 'news': 0.038461538461538464, 'said': 0.038461538461538464, 'settle': 0.038461538461538464, 'group': 0.038461538461538464}","{'former': 0.08, 'fbi': 0.08, '’': 0.08, 'watch': 0.04, 'amazon': 0.04}",0.04272007942199707
4,russian spring unveils new caoon series mocking us propaganda,1,us insiders – not russia – leaked clinton ,1,1,0.963855421686747,"['13 reasons why goes beyond the tapes ', 'us on outrage over white role explains ', 'donald trump deutsche bank did clintons ', 'us insiders – not russia – leaked clinton ', 'five inside resolution denying israeli ']","['at new york city ballet lacing up their ', 'repo 33 of jay z ’ s for 200 million ', 'israeli forces kill at least 16 palestinian ', 'repo 33 of jay z claims exit for 200 ', 'republicans head into mid terms with ']","{'us': 0.07407407407407407, '–': 0.07407407407407407, '13': 0.037037037037037035, 'reasons': 0.037037037037037035, 'goes': 0.037037037037037035}","{'repo': 0.06896551724137931, '33': 0.06896551724137931, 'jay': 0.06896551724137931, 'z': 0.06896551724137931, '200': 0.06896551724137931}",0.08853602409362793
5,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,surprise gay minister with world s ,0,0,0.9428571428571428,"['republicans us us its into into into ', 'challenges colleges to stand up for ', 'louisiana secretary of state resigns ', 'may demi lovato s 6 year message of ', 'paul ryan s exit is a reminder that ']","['youtube tv will be forced to watch ', 'republicans fill cou seat they do to ', 'robbin season s true criminal is revealed ', 'neil young chimes in on a crosby stills ', 'convicted domestic abusers will no ']","{'us': 0.1, 'republicans': 0.05, 'challenges': 0.05, 'colleges': 0.05, 'stand': 0.05}","{'youtube': 0.047619047619047616, 'tv': 0.047619047619047616, 'forced': 0.047619047619047616, 'watch': 0.047619047619047616, 'republicans': 0.047619047619047616}",0.05454707145690918
6,watch james corden get smashed in the face by a ball in slow motion,0,watch james corden get smashed in the ,1,1,0.9891304347826086,"['former fbi director director andrew ', 'breaking clinton “ we re have to our ', 'breaking obama now considering maial ', 'watch demon clown pennywise returns ', 'trump claims bashes cnn buzzfeed over ']","['former trump accuses president of sexual ', 'watch blue bid 000 on a time to donald ', 'if you have alzheimer ’ s then invite ', 'watch blue bid 000 on a time to protect ', 'a list of everything don jr doesn t ']","{'director': 0.09090909090909091, 'breaking': 0.09090909090909091, 'former': 0.045454545454545456, 'fbi': 0.045454545454545456, 'andrew': 0.045454545454545456}","{'watch': 0.08695652173913043, 'blue': 0.08695652173913043, 'bid': 0.08695652173913043, '000': 0.08695652173913043, 'time': 0.08695652173913043}",0.06605744361877441
7,black agenda radio for week of nov 14 2016,1,world leaders respond to the coordinated ,1,1,0.9767441860465116,"['new york times journalists who broke ', 'gop who doug lamborn thrown off the ', 'for stoneman douglas alums witnessing ', '5 tips for reading the polls like a ', 'donald trump deutsche bank did not ']","['and jack s bonkers has people they ', '2 women accuse tom brokaw of sexual ', 'how to wong foo paved the only for ', 'man dressed as elsa from frozen pushes ', 'fox news said sarah huckabee sanders ']","{'new': 0.045454545454545456, 'york': 0.045454545454545456, 'times': 0.045454545454545456, 'journalists': 0.045454545454545456, 'broke': 0.045454545454545456}","{'jack': 0.043478260869565216, 'bonkers': 0.043478260869565216, 'people': 0.043478260869565216, '2': 0.043478260869565216, 'women': 0.043478260869565216}",0.0511167049407959
8,everyone got the pulse massacre story completely wrong,0,everyone got the pulse massacre story ,0,0,0.9803921568627451,"['colbe wants to turn nyc into a new ', 'republicans now marching with trump ', 'rose mcgowan wishes harvey weinstein ', 'gop who doug lamborn thrown off the ', 'lawmakers have added 32 8 million to ']","['nypd and ny fbi caught in massive cover ', 'cnn contributor blames breitba white ', 'former brazilian president lula defies ', 'no hours of raging deadly prison violence ', 'facebook defends its use of secret ']","{'colbe': 0.045454545454545456, 'wants': 0.045454545454545456, 'turn': 0.045454545454545456, 'nyc': 0.045454545454545456, 'new': 0.045454545454545456}","{'nypd': 0.04, 'ny': 0.04, 'fbi': 0.04, 'caught': 0.04, 'massive': 0.04}",0.10291743278503418
9,she staed a suicide prevention site at age 15 it s still going strong,0,2 senate democrats vow to confirm climate ,1,1,0.978021978021978,"['2 senate democrats vow to confirm climate ', 'video shows u s trying to force who ', 'video shows u s order in former us ', 'former mexican president vicente fox ', 'breaking clinton “ what we have to ']","['video shows u s agents in former nixon ', 'breaking clinton “ “ we have had being ', 'a list of everything don jr doesn t ', 'white house preps spending cuts bill ', 'repo 33 who said abused women could ']","{'video': 0.08, 'shows': 0.08, 'u': 0.08, 'former': 0.08, '2': 0.04}","{'“': 0.08, 'video': 0.04, 'shows': 0.04, 'u': 0.04, 'agents': 0.04}",0.06636214256286621
