index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
1,well i m gonna finish my bath now have a good fine night,0,well i m gonna finish my bath now have a good fine night,1,1,0.9166666666666666,"['i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ']","['i m going 4 e lunch that s true not romantic dat i m not <end> ', 'i m going 4 e lunch today i m going to go on a bit <end> ', 'i m going 4 e lunch my dear going n liao <end> ', 'no i decided that only people who it s not giving you in south and medicine i think if you are a ']","{'inside': 0.07142857142857142, 'office': 0.07142857142857142, 'still': 0.07142857142857142, 'filling': 0.07142857142857142, 'forms': 0.07142857142857142}","{'going': 0.1724137931034483, '4': 0.10344827586206896, 'e': 0.10344827586206896, 'lunch': 0.10344827586206896, 'true': 0.034482758620689655}",0.02161693572998047
4,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,0,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,1,1,0.95,"['i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m home ard 4 e buy i m blogging at magicalsongs blogspot com <end> ', 'i m in chennai velachery <end> ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ']","{'know': 0.10204081632653061, 'send': 0.08163265306122448, 'inside': 0.061224489795918366, 'office': 0.061224489795918366, 'still': 0.061224489795918366}","{'home': 0.041666666666666664, 'ard': 0.041666666666666664, '4': 0.041666666666666664, 'e': 0.041666666666666664, 'buy': 0.041666666666666664}",0.01479029655456543
9,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,0,0,1.0,"['i m going 4 to my phone is available in bus different no a <end> ', 'i m going to room my home <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m going 4 e lunch that s true too ex dat i m not <end> ', 'i m going 4 e lunch my dear going n liao <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop texts call '],"{'going': 0.1388888888888889, '4': 0.08333333333333333, 'e': 0.05555555555555555, 'lunch': 0.05555555555555555, 'phone': 0.027777777777777776}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.01040792465209961
12,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,0,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,1,1,0.95,"['i m in inside office still filling forms don know where to the box com <end> ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'thank you winner notified by sms good luck no future marketing reply stop to 84122 customer services 08450542832']","['i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m going to room but i m really too can do it a tactful way to get it <end> ', 'i m going to room but i m really too can i need to send a message to you get when i m selling <end> ']","{'know': 0.0847457627118644, 'inside': 0.05084745762711865, 'office': 0.05084745762711865, 'still': 0.05084745762711865, 'filling': 0.05084745762711865}","{'going': 0.13043478260869565, 'room': 0.08695652173913043, 'really': 0.08695652173913043, 'get': 0.08695652173913043, '4': 0.043478260869565216}",0.01934981346130371
14,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,1,0.9047619047619048,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m going 4 e lunch now <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ']","{'know': 0.125, 'chat': 0.08333333333333333, 'send': 0.08333333333333333, 'u': 0.08333333333333333, 'inside': 0.041666666666666664}","{'inside': 0.05263157894736842, 'office': 0.05263157894736842, 'still': 0.05263157894736842, 'filling': 0.05263157894736842, 'forms': 0.05263157894736842}",0.021808624267578125
15,sorry man my stash ran dry last night and i can t pick up more until sunday,0,sorry man my stash ran dry last night and i can t pick up more until sunday,1,1,1.0,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ', 'i m going to room my home i m in bus tomorrow <end> ', 'i m going to room my home <end> ', 'i m going to room <end> ']","{'know': 0.10810810810810811, 'send': 0.08108108108108109, 'inside': 0.05405405405405406, 'office': 0.05405405405405406, 'still': 0.05405405405405406}","{'going': 0.19047619047619047, 'room': 0.14285714285714285, 'home': 0.09523809523809523, '4': 0.047619047619047616, 'e': 0.047619047619047616}",0.027442216873168945
20,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,0,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,1,1,0.9583333333333334,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m in inside office still filling forms don know where to the box com <end> ', 'i m going to room my home <end> ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m going 4 e lunch that s true too ex dat i m not <end> ', 'i m at home now lei <end> ']","{'know': 0.125, 'chat': 0.08333333333333333, 'send': 0.08333333333333333, 'u': 0.08333333333333333, 'inside': 0.041666666666666664}","{'inside': 0.06060606060606061, 'office': 0.06060606060606061, 'still': 0.06060606060606061, 'filling': 0.06060606060606061, 'forms': 0.06060606060606061}",0.020395517349243164
21,captain vijaykanth is doing comedy in captain tv he is drunken,0,captain vijaykanth is doing comedy in captain tv he is drunken,1,1,0.9523809523809523,"['i m going 4 to my phone is available in bus different no a <end> ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box com txt chat to stop texts call ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m in inside office still filling forms don know where to the box com <end> ', 'i m in chennai velachery <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ']","{'know': 0.08928571428571429, 'inside': 0.05357142857142857, 'office': 0.05357142857142857, 'still': 0.05357142857142857, 'filling': 0.05357142857142857}","{'com': 0.10526315789473684, 'inside': 0.05263157894736842, 'office': 0.05263157894736842, 'still': 0.05263157894736842, 'filling': 0.05263157894736842}",0.019219398498535156
25,yeah i can still give you a ride,0,yeah i can still give you a ride,1,1,0.9473684210526315,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ']","['i m going to room but i m really too can i need to send a message to you get when i m selling <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ']","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}","{'going': 0.06666666666666667, 'room': 0.03333333333333333, 'really': 0.03333333333333333, 'need': 0.03333333333333333, 'send': 0.03333333333333333}",0.019104480743408203
28,i could ask carlos if we could get more if anybody else can chip in,0,i could ask carlos if we could get more if anybody else can chip in,1,1,1.0,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat 2 stop txt stopcs ', 'lord of the rings return of the king in store now reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts']","['i m going 4 to my phone is available in bus different no a <end> ', 'i m going to room <end> ', 'i m going to room my home <end> ', 'i m going 4 e lunch that s true too ex dat i m not <end> ']","{'know': 0.06944444444444445, 'txt': 0.05555555555555555, 'stop': 0.05555555555555555, 'inside': 0.041666666666666664, 'office': 0.041666666666666664}","{'going': 0.2222222222222222, '4': 0.1111111111111111, 'room': 0.1111111111111111, 'phone': 0.05555555555555555, 'available': 0.05555555555555555}",0.023776769638061523
