index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,six ways to give the gift of generosity to children and teenagers the new york times,1,leaderless and underfunded n j transit ,1,1,0.9743589743589743,"['17 year old indigo child message to ', 'wikipedia founder ‘ moved on ’ for ', 'bill kristol backs ’ deep state ’ over ', 'former clinton foundation ceo begging ', 'republicans may shoot themselves in ']","['at ampt cellphone users unable to call ', 'louisiana secretary of state resigns ', 'late night writer s royal wedding is ', 'u s accuses chinese jet of too close ', 'son of former democratic vp nominee ']","{'’': 0.11538461538461539, '17': 0.038461538461538464, 'year': 0.038461538461538464, 'old': 0.038461538461538464, 'indigo': 0.038461538461538464}","{'ampt': 0.041666666666666664, 'cellphone': 0.041666666666666664, 'users': 0.041666666666666664, 'unable': 0.041666666666666664, 'call': 0.041666666666666664}",0.06098461151123047
1,bill gates says trump didn t know the difference between hpv and hiv,0,laura ingraham slams adveisers who ,0,0,0.9361702127659575,"['r kelly accusers say they had to ask ', 'colbe mocks giuliani for failing tax ', 'laura ingraham slams adveisers who ', 'fox news guest personally asks donald ', 'colbe mocks giuliani s bonkers former ']","['white house releases photos of mike ', 'tim kaine clinton email announcement ', 'colbe mocks trump for failing to stand ', '2 senate democrats vow to confirm climate ', 'repo fbi who can facial recognition ']","{'colbe': 0.08, 'mocks': 0.08, 'giuliani': 0.08, 'r': 0.04, 'kelly': 0.04}","{'white': 0.04, 'house': 0.04, 'releases': 0.04, 'photos': 0.04, 'mike': 0.04}",0.035433053970336914
2,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,review in ‘ finding ’ a fish and a ,1,1,0.9696969696969697,"['video oklahoma community gathers to ', 'watch madonna warns of ’ new age of ', 'russia announces plans for catastrophic ', 'former trump doctor accuses president ', 'former student foundation ceo after ']","['‘ i have a great thing to be clear ', 'mobster ’ s daughter writer murder ', 'former fbi accuses trump calls lawyer ', 'former student accuses trump in killings ', 'e p a workers try to block pruitt in ']","{'former': 0.08695652173913043, 'video': 0.043478260869565216, 'oklahoma': 0.043478260869565216, 'community': 0.043478260869565216, 'gathers': 0.043478260869565216}","{'former': 0.07692307692307693, 'accuses': 0.07692307692307693, 'trump': 0.07692307692307693, '‘': 0.038461538461538464, 'great': 0.038461538461538464}",0.07382059097290039
3,democrats projected to win pennsylvania district that went heavily for trump,0,rosenstein to republicans doj ‘ will ,1,1,0.9696969696969697,"['supreme cou to take hard look at paisan ', 'u s admits in syria meant to hit isis ', 'gop state senator thinks laws created ', 'new york city council launches probe ', 'new york times journalists who broke ']","['supreme cou to take hard look at something ', 'watch blue bid 000 on a like it s no ', 'former plans accuses president of sexual ', 'michael cohen repoedly paid 600 000 ', 'former fbi accuses trump s lawyer for ']","{'new': 0.06896551724137931, 'york': 0.06896551724137931, 'supreme': 0.034482758620689655, 'cou': 0.034482758620689655, 'take': 0.034482758620689655}","{'000': 0.07407407407407407, 'former': 0.07407407407407407, 'accuses': 0.07407407407407407, 'supreme': 0.037037037037037035, 'cou': 0.037037037037037035}",0.05132007598876953
4,russian spring unveils new caoon series mocking us propaganda,1,us insiders – not russia – leaked clinton ,1,1,0.975609756097561,"['former fbi deputy director andrew mccabe ', 'us insiders – not russia – leaked clinton ', 'us on outrage over white role explains ', 'no jail time for walk of fame trump ', 'no hours of raging deadly prison violence ']","['man who dressed up as white house easter ', 'repo 33 of jay z is holding for 200 ', 'republicans now marching with trump ', 'how to hit sinclair where it hus according ', 'republicans head into mid terms with ']","{'us': 0.07142857142857142, '–': 0.07142857142857142, 'former': 0.03571428571428571, 'fbi': 0.03571428571428571, 'deputy': 0.03571428571428571}","{'republicans': 0.09090909090909091, 'man': 0.045454545454545456, 'dressed': 0.045454545454545456, 'white': 0.045454545454545456, 'house': 0.045454545454545456}",0.06941723823547363
5,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,surprise gay minister with world s ,0,0,0.9857142857142858,"['former student accuses in black killings ', 'may demi lovato s 6 year message of ', 'tennessee senate passes a bill to erect ', 'republicans now marching with trump ', 'republicans plans to make black list ']","['youtube ’ s neighbors send stirring ', 'michael moore admits no women ever ', 'former clinton foundation ceo begging ', 'neil young fires daryl hannah are ready ', 'convicted domestic abusers will no ']","{'black': 0.08333333333333333, 'republicans': 0.08333333333333333, 'former': 0.041666666666666664, 'student': 0.041666666666666664, 'accuses': 0.041666666666666664}","{'youtube': 0.041666666666666664, '’': 0.041666666666666664, 'neighbors': 0.041666666666666664, 'send': 0.041666666666666664, 'stirring': 0.041666666666666664}",0.05623364448547363
6,watch james corden get smashed in the face by a ball in slow motion,0,watch james corden get smashed in the ,1,1,0.978021978021978,"['new york city council launches probe ', 'try not to cry watching david beckham ', 'repo fbi can ’ t release former us ', 'repo 33 who said abused women men to ', 'new york times journalists who broke ']","['watch blue bid 000 on a time to protect ', 'repo 33 of jay z ’ s ‘ million ’ mexican ', 'how putin simon brought to own words ', 'watch blue bid 000 on a time s latest ', 'watch blue bid 000 on a time for donald ']","{'new': 0.07142857142857142, 'york': 0.07142857142857142, 'repo': 0.07142857142857142, 'city': 0.03571428571428571, 'council': 0.03571428571428571}","{'watch': 0.0967741935483871, 'blue': 0.0967741935483871, 'bid': 0.0967741935483871, '000': 0.0967741935483871, 'time': 0.0967741935483871}",0.06956648826599121
7,black agenda radio for week of nov 14 2016,1,world war 3 the truth about ww3 <end> ,1,1,0.9603960396039604,"['fbi debunks hillary clinton s russian ', 'fox news said personally asks 000 to ', 'russian spring unveils new caoon series ', 'and head cracker do you stop brainstorm ', 'thousands travel home to ireland to ']","['2 women accuse tom brokaw of sexual ', 'how got away with a good musical episode ', 'u s hits chinese jet s to let former ', 'and head tells texas tells to you right ', 'republicans head into mid terms with ']","{'russian': 0.08, 'fbi': 0.04, 'debunks': 0.04, 'hillary': 0.04, 'clinton': 0.04}","{'head': 0.07692307692307693, 'tells': 0.07692307692307693, '2': 0.038461538461538464, 'women': 0.038461538461538464, 'accuse': 0.038461538461538464}",0.07633376121520996
8,everyone got the pulse massacre story completely wrong,0,everyone got the pulse massacre story ,0,1,0.9659090909090909,"['obama orders five last minute most ', 'obama loses it goes off on audience ', 'that thought about blaming himself ', 'no jail time for walk of fame trump ', 'democrats push to be included in classified ']","['india approves death penalty for child ', 'lawmakers have added 32 8 million to ', 'gop who cop store with viral could ', 'no hours graduation ceremony for prison ', 'house who about gop tax bill fired ']","{'obama': 0.1, 'orders': 0.05, 'five': 0.05, 'last': 0.05, 'minute': 0.05}","{'gop': 0.08333333333333333, 'india': 0.041666666666666664, 'approves': 0.041666666666666664, 'death': 0.041666666666666664, 'penalty': 0.041666666666666664}",0.05576968193054199
9,she staed a suicide prevention site at age 15 it s still going strong,0,fox news melts down after hillary clinton ,1,1,1.0,"['tim kaine clinton email announcement ', 'new york city council launches probe ', 'new york times journalists who broke ', 'fox news melts down after hillary clinton ', 'breaking clinton – a long island list ']","['breaking clinton “ “ we have had being ', 'video shows u s agents in former nixon ', 'white house preps spending cuts bill ', 'fox friends host brian kilmeade says ', 'how to hit sinclair where it hus according ']","{'clinton': 0.1111111111111111, 'new': 0.07407407407407407, 'york': 0.07407407407407407, 'tim': 0.037037037037037035, 'kaine': 0.037037037037037035}","{'“': 0.07692307692307693, 'breaking': 0.038461538461538464, 'clinton': 0.038461538461538464, 'video': 0.038461538461538464, 'shows': 0.038461538461538464}",0.055785417556762695
