index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,windtalkers celebrates the human spirit and packs an emotional wallop,1,windtalkers celebrates the human spirit and packs an emotional wallop,1,1,0.9736842105263158,"['the film s so uninspiring that could a taste of the ', 'a film that so fresh and thoroughly but el great film ', 'a movie that so of the highest and the most famous ', 'the film is a primer on its beach with great dialogue ', 'the film is a solid album of grace and direction over ']","['the film s so uninspiring that could a gorgeously ', 'the film is a primer on its own it feels like a lot ', 'a movie that one would have been seen in advance or ', 'a movie that so of the energy than a romantic comedy ']","{'great': 0.11764705882352941, 'uninspiring': 0.058823529411764705, 'could': 0.058823529411764705, 'taste': 0.058823529411764705, 'fresh': 0.058823529411764705}","{'uninspiring': 0.07142857142857142, 'could': 0.07142857142857142, 'gorgeously': 0.07142857142857142, 'primer': 0.07142857142857142, 'feels': 0.07142857142857142}",0.023525476455688477
1,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,0,1.0,"['the film is too many or even through the movie s of ', 'the film has the perfect characters are too much but ', 'the film is so many of the time it s so bad that it ', 'the film has the perfect characters are not to compromise ', 'the film is too many out of these guys are john in ']","['the film has a laundry exercise in camera work but ', 'the film has the perfect characters are not much of ', 'the film is a primer on its own director director ', 'the film has an infectious enthusiasm and we re touched ', 'the film has a laundry exercise in camera with action ']","{'many': 0.21428571428571427, 'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'even': 0.07142857142857142, 'much': 0.07142857142857142}","{'laundry': 0.11764705882352941, 'exercise': 0.11764705882352941, 'camera': 0.11764705882352941, 'director': 0.11764705882352941, 'work': 0.058823529411764705}",0.033556461334228516
2,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,0,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,1,1,0.972972972972973,"['it s a very tasteful rock and roll movie you could ', 'it s a very tasteful to look at it s so devoid of ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on the rules of attraction and ', 'the film is a primer on its own it s a of above the ']","['the film is a primer on its own and fills its characters ', 'the film is a primer on its own school comedy with ', 'the film is so many that its through the film s mid ']","{'tasteful': 0.14285714285714285, 'primer': 0.14285714285714285, 'rock': 0.07142857142857142, 'roll': 0.07142857142857142, 'could': 0.07142857142857142}","{'primer': 0.25, 'fills': 0.125, 'characters': 0.125, 'school': 0.125, 'comedy': 0.125}",0.020633935928344727
3,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,0,0.9565217391304348,"['the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on sentence of the film a movie ', 'the film is too many that its scenes in reality of ']","['the film is so of the 70s it would be better than ', 'the film is a primer on its own it fills a good movie ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own it s a of healthy ', 'the film is so consistently that the impoance of human ']","{'primer': 0.26666666666666666, 'animated': 0.13333333333333333, 'tv': 0.13333333333333333, 'hollywood': 0.06666666666666667, 'director': 0.06666666666666667}","{'primer': 0.21428571428571427, '70s': 0.07142857142857142, 'would': 0.07142857142857142, 'better': 0.07142857142857142, 'fills': 0.07142857142857142}",0.03165793418884277
4,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,0,0,0.9767441860465116,"['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ', 'the film is too many or even video it s stuffy and ', 'the film is a primer on its own animated tv director ', 'the film has a contrivance as aificial as the exalted ']","['the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the beach with humor and humor ', 'the film is so many that it wants to look like it ', 'the film is so of those films try to be missing from ', 'the film is a primer on the film s delicate little ']","{'primer': 0.1875, 'director': 0.125, 'sentence': 0.0625, 'hollywood': 0.0625, 'many': 0.0625}","{'primer': 0.17647058823529413, 'humor': 0.11764705882352941, 'rewarding': 0.058823529411764705, 'balance': 0.058823529411764705, 'beach': 0.058823529411764705}",0.03548598289489746
5,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,0,1.0,"['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv director ', 'the film is so many of its own in reality tv in which ']","['it s a very tasteful rock and roll movie you could ', 'the film is so of the 70s it would be adequately emphasized ', 'it s a very tasteful to look at the most were what ', 'the film is so many of its own in reality filmmaking ', 'the film is so many that it wants to look like it ']","{'primer': 0.23529411764705882, 'tv': 0.17647058823529413, 'animated': 0.11764705882352941, 'director': 0.11764705882352941, 'feels': 0.058823529411764705}","{'tasteful': 0.11764705882352941, 'look': 0.11764705882352941, 'many': 0.11764705882352941, 'rock': 0.058823529411764705, 'roll': 0.058823529411764705}",0.032885074615478516
6,feels like six different movies fighting each other for attention,0,feels like six different movies fighting each other for attention,0,0,0.9545454545454546,"['a movie that one would have been seen in advance or ', 'a movie that rare into a red bridge is a poem to the ', 'a movie that so of the energy than a romantic comedy ', 'a movie that one would have been seen the performers ', 'a movie that rare into a man who can t seen it s not ']","['a movie that so lovingly and present the most of screen ', 'the film s so uninspiring that even a of healthy blade ', 'the film is a primer on its own animated tv and in ', 'the film s so uninspiring that could a taste of the ', 'a movie that one of the best films of the year the ']","{'seen': 0.16666666666666666, 'one': 0.1111111111111111, 'would': 0.1111111111111111, 'rare': 0.1111111111111111, 'advance': 0.05555555555555555}","{'uninspiring': 0.11764705882352941, 'lovingly': 0.058823529411764705, 'present': 0.058823529411764705, 'screen': 0.058823529411764705, 'even': 0.058823529411764705}",0.057704925537109375
7,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,1,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,0,0,1.0,"['the movie has been in this is a movie that it would ', 'the movie has been in years old but even as they re ', 'the movie has been a huge that his movie it would ', 'the movie has been a huge that his genre in stua little ', 'the movie has been a huge that the film it would have ']","['the movie has the fact of the best examples of a house ', 'the movie has the fact that the best only some of ', 'the film has the number of s a remarkably listless ', 'the movie has the perfect of water as a great film ', 'the film has a laundry cast of war shocomings but ']","{'would': 0.25, 'huge': 0.25, 'years': 0.08333333333333333, 'old': 0.08333333333333333, 'even': 0.08333333333333333}","{'fact': 0.125, 'best': 0.125, 'examples': 0.0625, 'house': 0.0625, 'number': 0.0625}",0.03065180778503418
8,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,1,0.9827586206896551,"['the film has the heavy handed that takes up with a ', 'the film has a laundry cast of human observation and ', 'the film has a laundry cast of human comedy that it ', 'the film has a laundry cast of war observation moments ', 'the film has the perfect of s best and the characters ']","['the film has the perfect characters are not to compromise ', 'the film is a contrivance as aificial as the film ', 'the film is a contrivance as aificial as the movie ']","{'laundry': 0.15789473684210525, 'cast': 0.15789473684210525, 'human': 0.10526315789473684, 'observation': 0.10526315789473684, 'heavy': 0.05263157894736842}","{'contrivance': 0.2857142857142857, 'aificial': 0.2857142857142857, 'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'compromise': 0.14285714285714285}",0.025801658630371094
9,pretty much sucks but has a funny moment or two,0,pretty much sucks but has a funny moment or two,0,0,1.0,"['a movie that one would have been seen the performers ', 'a movie that so tale about being a bunch of time in ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can not always in ', 'a movie that rare film about every to u s career to ']","['the film is a primer on its own in town with sensitivity ', 'the film s so uninspiring that could a taste of the ', 'the film is a primer on its own and fills his film ', 'the film s so uninspiring that even a of above the ', 'the film is a primer on its own and director in moulin ']","{'rare': 0.125, 'one': 0.0625, 'would': 0.0625, 'seen': 0.0625, 'performers': 0.0625}","{'primer': 0.23076923076923078, 'uninspiring': 0.15384615384615385, 'town': 0.07692307692307693, 'sensitivity': 0.07692307692307693, 'could': 0.07692307692307693}",0.06377959251403809
