index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,six ways to give the gift of generosity to children and teenagers the new york times,1,six ways to give the gift of generosity to children and teenagers the new york times,1,1,0.948051948051948,"['tim kaine clinton email announcement ', 'former plans accuses president of sexual ', 'former student accuses president in ', 'former miss accuses trump of sexual ', 'former clinton foundation ceo begging ']","['bill de blasio speaks at funeral for ', 'snow repos from around the nohland ', 'paul ryan s exit is a reminder that ', 'senate passes equifax a favor to erect ', 'former student killed in sexual assault ']","{'former': 0.16666666666666666, 'accuses': 0.125, 'clinton': 0.08333333333333333, 'president': 0.08333333333333333, 'sexual': 0.08333333333333333}","{'bill': 0.043478260869565216, 'de': 0.043478260869565216, 'blasio': 0.043478260869565216, 'speaks': 0.043478260869565216, 'funeral': 0.043478260869565216}",0.11130928993225098
1,bill gates says trump didn t know the difference between hpv and hiv,0,bill gates says trump didn t know the difference between hpv and hiv,0,0,0.9791666666666666,"['laura ingraham slams adveisers who ', 'white house preps spending cuts bill ', 'colbe mocks giuliani for failing tax ', 'former fbi deputy director andrew mccabe ', '2 senate democrats vow to confirm climate ']","['fox news all but ignores nationwide ', 'interior dept dodges watchdog ’ s questions ', 'former miss accuses trump of sexual ', 'video oklahoma community gathers to ', 'topher grace really hated preparing ']","{'laura': 0.037037037037037035, 'ingraham': 0.037037037037037035, 'slams': 0.037037037037037035, 'adveisers': 0.037037037037037035, 'white': 0.037037037037037035}","{'fox': 0.041666666666666664, 'news': 0.041666666666666664, 'ignores': 0.041666666666666664, 'nationwide': 0.041666666666666664, 'interior': 0.041666666666666664}",0.03536391258239746
2,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,1,0.96875,"['charged in terror plot against refugees ', 'former trump accuses president of sexual ', 'if you have re on the internet talking ', 'maxine waters ’ donald trump i ’ m ', 'watch more americans make trump will ']","['‘ i ’ m ’ m not a ’ on breitba <end> ', '‘ i have a could stop it was not not ', '‘ i ’ m nobody nationalist not a and ', 'bill kristol backs ’ deep state ’ over ', '5 bodies found off libya amid fears ']","{'trump': 0.14285714285714285, '’': 0.09523809523809523, 'charged': 0.047619047619047616, 'terror': 0.047619047619047616, 'plot': 0.047619047619047616}","{'’': 0.24, '‘': 0.12, 'breitba': 0.04, 'could': 0.04, 'stop': 0.04}",0.07062959671020508
3,democrats projected to win pennsylvania district that went heavily for trump,0,democrats projected to win pennsylvania district that went heavily for trump,0,0,0.9605263157894737,"['republicans got with gerrymandering ', 'supreme cou to take hard look at paisan ', 'paul ryan s exit is a reminder that ', 'five inside resolution denying israeli ', 'gop sen lee ’ would not say no ’ to ']","['donald trump deutsche bank did clintons ', 'russia vows to expand black list of ', 'michael moore admits in death ever ', 'repo fbi ’ s facial recognition database ', '13 reasons why goes beyond the tapes ']","{'’': 0.08, 'republicans': 0.04, 'got': 0.04, 'gerrymandering': 0.04, 'supreme': 0.04}","{'donald': 0.038461538461538464, 'trump': 0.038461538461538464, 'deutsche': 0.038461538461538464, 'bank': 0.038461538461538464, 'clintons': 0.038461538461538464}",0.06714272499084473
4,russian spring unveils new caoon series mocking us propaganda,1,russian spring unveils new caoon series mocking us propaganda,1,1,0.9655172413793104,"['hey trump suppoers robe de niro is ', 'repo 33 of jay z claims can for president ', 'cynthia nixon challenges andrew cuomo ', 'no jail time for walk of fame trump ', 'israeli forces kill at least 16 palestinian ']","['and just like that gaming and mainstream ', 'man dressed as elsa from frozen pushes ', 'us insiders – not russia – leaked clinton ', 'gop who blames gun violence on hamas ', 'fox news said personally asks all to ']","{'trump': 0.07142857142857142, 'hey': 0.03571428571428571, 'suppoers': 0.03571428571428571, 'robe': 0.03571428571428571, 'de': 0.03571428571428571}","{'–': 0.08, 'like': 0.04, 'gaming': 0.04, 'mainstream': 0.04, 'man': 0.04}",0.06522297859191895
5,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,0,0.9625,"['michael moore admits no women ever ', 'tennessee senate passes a bill to erect ', 'senate passes equifax a favor to erect ', 'methodists surprise gay minister with world s best pastor ceificates after theft of diploma', 'few migrants from caravan allowed to ']","['republicans now marching with trump ', 'former student accuses trump in sexual ', 'oops denver post prints photo of wrong ', 'remy ma explains the impoance of melanin ', 'former student accuses in in killings ']","{'senate': 0.07142857142857142, 'passes': 0.07142857142857142, 'erect': 0.07142857142857142, 'michael': 0.03571428571428571, 'moore': 0.03571428571428571}","{'trump': 0.09090909090909091, 'former': 0.09090909090909091, 'student': 0.09090909090909091, 'accuses': 0.09090909090909091, 'republicans': 0.045454545454545456}",0.05010867118835449
6,watch james corden get smashed in the face by a ball in slow motion,0,watch james corden get smashed in the face by a ball in slow motion,1,1,0.9550561797752809,"['breaking obama now considering maial ', 'watch madonna warns of ’ new age of ', 'former miss accuses trump of sexual ', 'how chicago ’ s leading latino progressive ', 'former trump doctor accuses president ']","['watch blue bid 000 on a time to time ', 'watch blue bid 000 on a time to protect ', 'watch blue bid 000 on a time for time ', 'newshour in joy after being able to ', 'watch blue bid 000 on a time to they ']","{'’': 0.08, 'former': 0.08, 'accuses': 0.08, 'trump': 0.08, 'breaking': 0.04}","{'time': 0.23076923076923078, 'watch': 0.15384615384615385, 'blue': 0.15384615384615385, 'bid': 0.15384615384615385, '000': 0.15384615384615385}",0.06003093719482422
7,black agenda radio for week of nov 14 2016,1,black agenda radio for week of nov 14 2016,1,1,0.963855421686747,"['thousands of appear at site of standing ', 'repo 33 of jay z ’ s for 200 million ', 'trump admits to making something up ', 'us insiders – not russia – leaked clinton ', 'how to wong foo paved the only for ']","['and baby make history becoming first ', 'these old marijuana movie posters may ', 'new han solo trailer features a twist ', 'republicans got questions about kim ', '5 reasons why goes beyond on social ']","{'–': 0.08, 'thousands': 0.04, 'appear': 0.04, 'site': 0.04, 'standing': 0.04}","{'baby': 0.041666666666666664, 'make': 0.041666666666666664, 'history': 0.041666666666666664, 'becoming': 0.041666666666666664, 'first': 0.041666666666666664}",0.06761503219604492
8,everyone got the pulse massacre story completely wrong,0,everyone got the pulse massacre story completely wrong,0,0,0.9716981132075472,"['india approves death penalty for child ', 'nypd and ny fbi caught in massive cover ', 'lawmakers have added 32 8 million to ', 'man dies after getting head stuck in ', 'and baby make history becoming first ']","['us on make rules victims of sexual ', 'weird al yankovic just made history ', 'vatican admits it altered photo of ', 'laura ingraham by yet another despite ', 'fbi debunks hillary clinton s not days ']","{'india': 0.038461538461538464, 'approves': 0.038461538461538464, 'death': 0.038461538461538464, 'penalty': 0.038461538461538464, 'child': 0.038461538461538464}","{'us': 0.041666666666666664, 'make': 0.041666666666666664, 'rules': 0.041666666666666664, 'victims': 0.041666666666666664, 'sexual': 0.041666666666666664}",0.0841989517211914
9,she staed a suicide prevention site at age 15 it s still going strong,0,she staed a suicide prevention site at age 15 it s still going strong,0,0,0.9873417721518988,"['new stephon clark videos show officers ', 'gop senator called out for pushing ', 'repo 33 who said abused women men to ', 'white house preps spending cuts bill ', 'fox friends host brian kilmeade says ']","['interior dept dodges watchdog ’ s questions ', 'breaking clinton “ we re have to head ', 'breaking clinton “ we re have to people ', 'breaking clinton “ we re have to see ', 'video oklahoma community gathers to ']","{'new': 0.03571428571428571, 'stephon': 0.03571428571428571, 'clark': 0.03571428571428571, 'videos': 0.03571428571428571, 'show': 0.03571428571428571}","{'breaking': 0.13636363636363635, 'clinton': 0.13636363636363635, '“': 0.13636363636363635, 'interior': 0.045454545454545456, 'dept': 0.045454545454545456}",0.07914161682128906
