index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,windtalkers celebrates the human spirit and packs an emotional wallop,1,windtalkers celebrates the human spirit and packs an emotional wallop,1,1,1.0,"['a movie that so of the energy and in which years old ', 'the film s so uninspiring that even a of h blade 2 ', 'the film s so uninspiring that even a of healthy blade ', 'windtalkers celebrates the human spirit and packs an emotional wallop', 'a thoughtful movie that he s performance that is a ']","['the film s so predictable and are rolling over the ', 'a movie that so of the energy than a romantic comedy ', 'a movie that one would have been seen the performers ', 'a movie that one would have been exhausted by someone ']","{'uninspiring': 0.09523809523809523, 'even': 0.09523809523809523, 'blade': 0.09523809523809523, 'energy': 0.047619047619047616, 'years': 0.047619047619047616}","{'one': 0.15384615384615385, 'would': 0.15384615384615385, 'predictable': 0.07692307692307693, 'rolling': 0.07692307692307693, 'energy': 0.07692307692307693}",0.024710655212402344
1,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,0,0.98,"['the film is too many out to crush the same movie in ', 'the film is too many out of these guys are john in ', 'the film is too many out of these or historical moments ', 'the film is a contrivance as aificial as the movie ', 'the film is so many of the time it s so bad that it ']","['the film has a laundry cast of human observation and ', 'the film has a laundry exercise in camera with and ', 'the film has a contrivance as aificial as the film ', 'the film is so of those who try to look at but it ', 'the film is a primer on its own director director ']","{'many': 0.3076923076923077, 'crush': 0.07692307692307693, 'guys': 0.07692307692307693, 'john': 0.07692307692307693, 'historical': 0.07692307692307693}","{'laundry': 0.14285714285714285, 'director': 0.14285714285714285, 'cast': 0.07142857142857142, 'human': 0.07142857142857142, 'observation': 0.07142857142857142}",0.03203773498535156
2,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,0,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,1,1,0.9302325581395349,"['the film is so many of its own in reality tv and his ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on the rules of attraction and ', 'the film is so many that you ll in sadness years but ', 'the film is a primer on its own it s a of healthy ']","['the film is a primer on its own it feels like a lot ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on its own animated tv in which ']","{'primer': 0.21428571428571427, 'many': 0.14285714285714285, 'tv': 0.14285714285714285, 'reality': 0.07142857142857142, 'animated': 0.07142857142857142}","{'primer': 0.2222222222222222, 'feels': 0.1111111111111111, 'like': 0.1111111111111111, 'lot': 0.1111111111111111, 'contrivance': 0.1111111111111111}",0.020498991012573242
3,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,0,0.9777777777777777,"['the film is a primer on the rules of attraction and ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own it fills a good movie ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on the beach with humor and american ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on its own school comedy with ']","{'primer': 0.2857142857142857, 'tv': 0.14285714285714285, 'rules': 0.07142857142857142, 'attraction': 0.07142857142857142, 'many': 0.07142857142857142}","{'primer': 0.1875, 'fills': 0.0625, 'good': 0.0625, 'many': 0.0625, 'reality': 0.0625}",0.032965898513793945
4,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,0,0,1.0,"['the film is a primer on sentence of the film a movie ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on its own animated tv in which ', 'the film is too many or even video it s got amateurish ', 'the film is a primer on its own animated tv director ']","['the film is a primer on its own it s a rewarding balance ', 'the film has the heavy handed that takes up through ', 'the film is so many of the quirks to examine his emotional ', 'the film is so of those films try to be missing from ', 'the film is a primer on the beach with humor and humor ']","{'primer': 0.1875, 'animated': 0.125, 'tv': 0.125, 'sentence': 0.0625, 'contrivance': 0.0625}","{'primer': 0.11764705882352941, 'humor': 0.11764705882352941, 'rewarding': 0.058823529411764705, 'balance': 0.058823529411764705, 'heavy': 0.058823529411764705}",0.028131961822509766
5,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,0,0.9487179487179487,"['the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ', 'the film is so many of its own in reality tv in which ', 'the film has a contrivance as aificial as the film ', 'the film is a primer on sentence of the film a movie ']","['the film has a number of themes a complex on a good ', 'the film is so of the best films of the year with ', 'the film is a primer on its own it s a of healthy ', 'the film is so many that it wants to look like it ', 'the film is a primer on its own director director ']","{'primer': 0.23076923076923078, 'tv': 0.15384615384615385, 'animated': 0.07692307692307693, 'hollywood': 0.07692307692307693, 'director': 0.07692307692307693}","{'primer': 0.125, 'director': 0.125, 'number': 0.0625, 'themes': 0.0625, 'complex': 0.0625}",0.029805660247802734
6,feels like six different movies fighting each other for attention,0,feels like six different movies fighting each other for attention,0,0,0.9803921568627451,"['a movie that rare into a man who can not always in ', 'a movie that rare into a red bridge is a poem to the ', 'a movie that one would be profane politically the ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on its own it feels like a lot ']","['the film is a primer on its own and director in u ', 'the film s so uninspiring that even a of above the ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own animated tv and in ']","{'rare': 0.16666666666666666, 'man': 0.1111111111111111, 'always': 0.05555555555555555, 'red': 0.05555555555555555, 'bridge': 0.05555555555555555}","{'primer': 0.3076923076923077, 'director': 0.07692307692307693, 'u': 0.07692307692307693, 'uninspiring': 0.07692307692307693, 'even': 0.07692307692307693}",0.04149007797241211
7,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,1,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,0,0,1.0,"['the movie has a laundry of the film s primitive in ', 'the movie has been in this one of human comedy that ', 'the movie has been a huge that the film it would have ', 'the movie has been more than a bit of a movie that ', 'the movie has been in years old but director michael ']","['the movie has the fact of the best examples of aful ', 'the movie has the perfect of s best and the characters ', 'the movie has the fact of the best examples of his ', 'the movie has the fact that the best only life but ', 'the movie has a laundry of the film s best and his ']","{'laundry': 0.08333333333333333, 'primitive': 0.08333333333333333, 'one': 0.08333333333333333, 'human': 0.08333333333333333, 'comedy': 0.08333333333333333}","{'best': 0.3333333333333333, 'fact': 0.2, 'examples': 0.13333333333333333, 'aful': 0.06666666666666667, 'perfect': 0.06666666666666667}",0.034276723861694336
8,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,1,0.9642857142857143,"['the film has a laundry cast of movie references but ', 'the film has an infectious enthusiasm and it s simply ', 'the film has a laundry list of war shocomings but ', 'this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives', 'the film has a laundry exercise in camera with and ']","['the movie has been readily dismissed as the pitch ', 'the film has been a huge fan of dickens in which is ', 'the film is too many out of these guys are john in ', 'the film has all the rules of water melodrama which ']","{'laundry': 0.1111111111111111, 'cast': 0.037037037037037035, 'references': 0.037037037037037035, 'infectious': 0.037037037037037035, 'enthusiasm': 0.037037037037037035}","{'readily': 0.08333333333333333, 'dismissed': 0.08333333333333333, 'pitch': 0.08333333333333333, 'huge': 0.08333333333333333, 'fan': 0.08333333333333333}",0.02173757553100586
9,pretty much sucks but has a funny moment or two,0,pretty much sucks but has a funny moment or two,0,0,0.96875,"['a movie that rare into a man who can not always in ', 'a movie that rare into a man who can t seen it s not ', 'a movie that rare film about every to u s career to ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare into a man who can not mount a buyer ']","['the film s a gaudy bag of stale candy ever made a ', 'a movie that one would be an intelligent and a movie ', 'the film is a primer on its own it fills a good movie ', 'it s a very tasteful to look at the most were what ', 'a movie that one of the best films of the year with ']","{'rare': 0.25, 'man': 0.1875, 'always': 0.0625, 'seen': 0.0625, 'every': 0.0625}","{'one': 0.1111111111111111, 'gaudy': 0.05555555555555555, 'bag': 0.05555555555555555, 'stale': 0.05555555555555555, 'candy': 0.05555555555555555}",0.06356120109558105
