index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
4,well i m gonna finish my bath now have a good fine night,0,well i m gonna finish my bath now have a good fine night,1,1,0.9629629629629629,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ']","['i m going 4 e lunch that s true not romantic dat i m not <end> ', 'i m going 4 to my phone is available in bus different no a <end> ', 'i m going 4 e lunch now <end> ', 'i m at home now lei <end> ']","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}","{'going': 0.15789473684210525, '4': 0.15789473684210525, 'e': 0.10526315789473684, 'lunch': 0.10526315789473684, 'true': 0.05263157894736842}",0.023259878158569336
7,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,0,i love u 2 babe r u sure everything is alrite is he being an idiot txt bak girlie,0,0,0.96875,"['i m going to room but i m really too can i need to send a message to you get when i m selling <end> ', 'i m going 4 to my phone is available in bus different no a bit go <end> ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ', 'i m in chennai velachery <end> ', 'i m going to room but i m really too can i need to send a message to your phone now <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.07894736842105263, 'room': 0.05263157894736842, 'really': 0.05263157894736842, 'need': 0.05263157894736842, 'send': 0.05263157894736842}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.009078741073608398
11,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 aps1 50 sp tyrone,0,0,1.0,"['i m going to room my home <end> ', 'i m going 4 e lunch today i m not <end> ', 'i m going to room but i m really too can it be a great i m done your number did you think <end> ', 'i m going 4 e lunch now <end> ', 'i m going 4 to my phone is available in bus different no a bit go to them 3 i m not sure if u get ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.16129032258064516, '4': 0.0967741935483871, 'room': 0.06451612903225806, 'e': 0.06451612903225806, 'lunch': 0.06451612903225806}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.00992441177368164
12,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,0,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,1,1,0.9393939393939394,"['i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m going 4 e lunch that s true too <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m going to room but i m really too can i need to send a message or a friend reply for only 150p ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ']","['i m in inside office still filling forms don know where to the box com <end> ', 'i m home ard 4 e buy i m blogging at magicalsongs blogspot com <end> ', 'i m in chennai velachery <end> ', 'i m going 4 e lunch that s true too ex dat i m not <end> ', 'i m going 4 e lunch today i m going to go on a bit <end> ']","{'going': 0.08888888888888889, 'know': 0.06666666666666667, 'send': 0.06666666666666667, 'u': 0.044444444444444446, '150p': 0.044444444444444446}","{'4': 0.08823529411764706, 'e': 0.08823529411764706, 'going': 0.08823529411764706, 'com': 0.058823529411764705, 'lunch': 0.058823529411764705}",0.032063961029052734
14,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,winner as a valued network customer you hvae been selected to receive a aps900 reward to collect call 09061701444 valid 24 hours only acl03530150pm,1,1,0.9375,"['i m home ard 4 e buy u still here <end> ', 'i m going 4 e lunch now <end> ', 'i m in inside office still filling forms don know where to the box com txt chat 2 stop txt stopcs ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m going to room but i m really too can i need to send a message or a friend reply for only 150p ']","['i m home ard 4 e buy i m blogging <end> ', 'i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ', 'i m going to room <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m going 4 e lunch today i m not <end> ']","{'still': 0.06382978723404255, 'txt': 0.06382978723404255, '4': 0.0425531914893617, 'e': 0.0425531914893617, 'going': 0.0425531914893617}","{'4': 0.12121212121212122, 'e': 0.12121212121212122, 'going': 0.12121212121212122, 'lunch': 0.09090909090909091, 'buy': 0.06060606060606061}",0.028209924697875977
15,sorry man my stash ran dry last night and i can t pick up more until sunday,0,sorry man my stash ran dry last night and i can t pick up more until sunday,1,1,0.9310344827586207,"['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ', 'i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i m going 4 e lunch that s true too ex dat i m not <end> ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ']","['i m home ard 4 lunch cos i m blogging at magicalsongs blogspot com <end> ', 'i m going to room my home <end> ', 'i m in inside office still filling forms don know where to the box com <end> ', 'i m going to room but i m going n watch kavalan in a few minutes <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ']","{'know': 0.07272727272727272, 'send': 0.05454545454545454, 'inside': 0.03636363636363636, 'office': 0.03636363636363636, 'still': 0.03636363636363636}","{'going': 0.07692307692307693, 'home': 0.05128205128205128, 'com': 0.05128205128205128, 'room': 0.05128205128205128, 'inside': 0.05128205128205128}",0.026486873626708984
16,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,0,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,0,0,1.0,"['i m going to room but i m really too can i need to send a message to you get when i m selling <end> ', 'i m going 4 e lunch that s true too ex dat i m not <end> ', 'i m home ard 4 e buy i m blogging at magicalsongs blogspot com <end> ', 'i m going 4 e lunch today i m blogging at magicalsongs blogspot com <end> ', 'i m at home now lei <end> ']",['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send '],"{'going': 0.08571428571428572, '4': 0.08571428571428572, 'e': 0.08571428571428572, 'lunch': 0.05714285714285714, 'home': 0.05714285714285714}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.01308131217956543
18,captain vijaykanth is doing comedy in captain tv he is drunken,0,captain vijaykanth is doing comedy in captain tv he is drunken,0,0,1.0,"['i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m at home now lei <end> ', 'i m going to room my love n fren at 730 <end> ', 'i m going to room <end> ', 'i m in chennai velachery <end> ']",['i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs '],"{'going': 0.08333333333333333, 'room': 0.08333333333333333, 'inside': 0.041666666666666664, 'office': 0.041666666666666664, 'still': 0.041666666666666664}","{'inside': 0.07692307692307693, 'office': 0.07692307692307693, 'still': 0.07692307692307693, 'filling': 0.07692307692307693, 'forms': 0.07692307692307693}",0.012346982955932617
21,yeah i can still give you a ride,0,yeah i can still give you a ride,1,1,0.967741935483871,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ']","['i m going 4 to my phone is available in bus different no a <end> ', 'i m going out to buy mum s present ar <end> ', 'i m in inside office still filling forms don know where to the box coz heaos soed now send a b or ', 'i m going to room my parents my fren at work i am in the rugby this weekend what you can i bend it ', 'i m in inside office still filling forms don know where 2channel it 2day ur leadership skills r strong ']","{'know': 0.125, 'send': 0.08333333333333333, 'u': 0.08333333333333333, 'inside': 0.041666666666666664, 'office': 0.041666666666666664}","{'going': 0.06818181818181818, 'inside': 0.045454545454545456, 'office': 0.045454545454545456, 'still': 0.045454545454545456, 'filling': 0.045454545454545456}",0.02947402000427246
22,i could ask carlos if we could get more if anybody else can chip in,0,i could ask carlos if we could get more if anybody else can chip in,1,1,1.0,"['i m in inside office still filling forms don know where to the box coz somtimes 6 txt stop to send ', 'i don t know u and u don t know me send chat to 86688 now and let s find each other only 150p msg ', 'i m in inside office still filling forms don know where to the box com txt chat 2 stop texts call ', 'i m in inside office still filling forms don know where to the box com txt chat to stop send stopcs ']","['i m going to room my home <end> ', 'i m going to room <end> ', 'i m going to room but i m really too can i need to send a message to your phone now <end> ', 'i m going 4 e lunch my dear going n liao <end> ', 'i m going 4 e lunch my doc buy my sis got 1 hr oni <end> ']","{'know': 0.09803921568627451, 'inside': 0.058823529411764705, 'office': 0.058823529411764705, 'still': 0.058823529411764705, 'filling': 0.058823529411764705}","{'going': 0.1935483870967742, 'room': 0.0967741935483871, '4': 0.06451612903225806, 'e': 0.06451612903225806, 'lunch': 0.06451612903225806}",0.03417325019836426
